pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98,f_99,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150
0,-507.4102428,-459.3622027,-203.8461261,-23.10290542,557.1909738,-636.696346,-11.32140458,48.72882044,625.4510048,27.98475754,98.20789066,161.4785083,-13.55193442,-180.1841025,430.6784664,-5.009644789,24.88112384,-239.5513534,412.7201269,-491.6213977,243.6360351,-404.8135638,-25.24947328,-310.2723307,417.8856651,81.0508351,85.83342049,167.5312332,-17.54328486,41.02583896,90.91312144,-266.0774046,-213.1409204,184.4108723,111.9004466,-78.58831,110.71051,213.8631103,64.22397027,55.56916544,98.80941319,-247.1340799,-413.7345372,-74.48293142,-82.49983981,30.21626702,-43.76041897,76.30764287,-301.8492274,-108.0917806,-182.4876666,-91.60333825,-26.17605206,91.12332098,166.7454229,56.70890658,-42.55458592,33.93268006,209.3464602,60.94535553,35.66934915,51.74269855,-80.31389348,160.844284,-103.1679572,82.4135846,-111.1055361,-8.912533992,-244.1110182,156.9928155,69.22595236,-67.51823559,153.5483301,23.66994132,-9.473541846,-4.595770533,-50.87832037,62.26369438,-43.56884223,-181.5889672,-35.20725118,-84.28307536,-33.04951474,-121.9673882,53.52196271,-56.4843528,65.36699245,-48.67904897,38.27088878,176.1247031,-60.11743569,36.55120434,-43.19592263,-24.2425079,10.97814649,-107.6330518,-3.412399021,88.95273002,-41.39733878,50.36139847,-31.73223665,-142.421072,-64.80874513,-67.38018596,10.01189839,-89.97974875,-104.7815209,-66.91187315,-30.85565672,70.05663654,80.80150522,-56.25972037,89.85013564,128.2407753,11.90515725,30.2463108,35.70335608,13.25950052,2.091857089,82.54787861,-86.65047137,32.55426456,-14.10951899,-72.13638056,37.47277582,-48.12668239,-59.80392471,28.39424351,99.90750697,71.43879622,-66.34420548,-12.73912071,56.71027778,-120.1315687,-50.88105848,-18.28238724,2.186997597,36.03510016,-82.1279703,67.60088753,82.75687984,5.452149762,-13.18032135,11.95999825,-100.2074315,-9.639524995,32.05241222,67.76197752,-8.763207484,-97.96322377
0,149.4872091,-64.43153588,334.8793756,-683.1464855,-538.4940032,880.4454165,-223.9802934,601.723418,-272.3993362,108.1817072,83.70884304,327.5696844,-161.113204,511.7793706,201.6522974,7.737295775,56.31556341,-93.81878446,419.1660959,-416.4419438,-105.923194,-54.88217425,2.406569071,252.5082192,43.60709228,156.8630462,-216.8256761,8.479704364,295.763058,335.5976609,-78.6045834,-21.23226724,-28.45139767,87.208572,-452.6962865,169.0605861,322.765054,-277.6761455,120.5654489,179.2750553,304.6280668,-87.79795307,-277.7748863,119.7116445,215.2368334,-56.77815256,264.5256812,-188.6646806,104.6188718,-87.31017028,-292.1397529,-21.8273478,-102.6534132,80.87278514,-91.97069356,118.9416003,-118.3231412,4.231110479,-76.83230406,-27.25254909,65.01519678,128.0011701,-117.8231006,-140.5123477,48.92418288,115.7687543,238.7974902,-7.742106888,125.8141337,-101.2483384,-245.9992298,-228.2777593,13.37679848,-14.94371294,-221.4049551,71.6510162,-71.77818005,32.70796,-121.3076874,88.59488181,176.0098287,-209.9796573,9.906430171,-49.96639504,-76.61020817,-243.2890884,68.91028128,210.1052584,-33.2141749,140.8178471,67.95598551,22.87512794,-59.11167304,107.5165999,-178.5650309,104.032161,59.96876357,-110.3900322,-59.66119146,-46.41449261,74.82999602,-35.25055401,-125.2337383,5.494698398,2.873811314,8.257048265,-70.01498661,5.223729143,3.108804837,102.1652016,8.954382166,117.8953522,22.66264104,58.9229133,-53.37334838,-30.81372866,58.09927947,3.433201763,32.42385111,-57.58615803,-137.398343,-84.6119236,-20.28581075,-1.204046096,7.313376571,-109.1879145,-32.32073082,-102.3536744,-2.24890861,113.8605836,-138.768313,12.53818678,-53.7091518,86.4488069,97.92568228,-23.80660629,-1.800690185,-29.67124272,32.36117134,4.025083307,-56.51965415,54.16233344,-28.35898953,-2.859919053,16.67262584,-117.6723079,-85.07527137,-40.55833868,-86.08519812,32.65856353
0,-633.7608564,-532.9928914,-204.0085131,-616.9849667,114.1985302,363.2395079,-215.3286949,-121.578087,166.3750589,344.8604891,166.4078093,-306.1894148,83.073698,172.7759272,256.6361364,-150.090619,401.1146141,110.540761,-101.4626262,478.9735553,-104.1554408,-160.446366,29.46020234,4.903561469,-22.03490836,-74.67971841,282.1240258,71.59485481,-288.8011413,-119.624177,-67.1162705,121.2431224,39.11600296,147.1961721,251.3999796,-73.4016038,27.79041374,-102.0332657,50.26276454,-244.6563358,318.3676627,-3.910512593,92.08927671,47.37316942,72.47603117,-190.123428,-106.523717,114.2032474,-72.07265333,218.9875123,-1.350330245,10.33230684,-119.6914804,38.8446518,-114.8153596,-208.8821668,-42.35730978,103.2500507,115.2252637,179.2450789,192.415668,21.01698255,152.0643317,115.2543574,15.39445678,54.64722639,25.56316279,-69.61549369,-22.05805476,94.12225678,9.393051592,124.4652142,-165.1687104,-100.8014955,-13.75336836,-78.40712361,-23.95113098,65.7421812,48.54319474,4.292136214,-8.550979993,98.66375953,5.947560862,-77.48632435,71.06607309,-76.93375075,82.05750284,-18.23132835,42.39861425,42.82327769,7.34127386,-44.05425286,-29.77917794,-12.42480726,-35.43493061,56.93874534,60.1128947,-104.0401461,-36.90241599,3.356013168,26.59064602,-36.88565616,-133.1575108,11.2004684,-11.10928005,-37.32025213,49.10877734,1.14570706,-35.90276654,49.44763654,-56.57763734,-4.869581911,-18.15331461,-21.13228989,19.89831643,19.09301074,-24.13371847,-63.5185091,87.81125617,51.97583277,-130.6549547,8.936903575,-5.554465865,-55.98131606,-32.87714657,15.74151441,47.97569179,-96.86671697,-3.57986645,82.29781442,39.45224006,-7.361976143,2.385571581,40.1052686,-56.35738756,-40.06572085,18.80347984,43.79243739,169.4709002,-45.41251561,76.94009953,-4.841633144,-26.70375701,69.60172295,-12.21952803,-40.44553598,43.65952455,-3.870022496,-43.86633765,-42.02878734
0,181.8883337,654.4226115,701.0834589,-6.431070114,-116.119487,-564.6608808,927.6574828,425.1408805,46.34810632,-52.68703893,257.0056327,314.1310891,67.09768327,-313.5353719,49.59746572,217.6093759,437.3306342,209.3277142,484.7174628,22.70179703,188.4705849,-224.5524328,-270.5841177,56.63833271,-174.1104897,162.0578311,-21.86435392,278.547659,26.52623533,-98.93917134,86.76380059,109.2952273,256.6073395,-116.3677715,-194.8649144,-224.9544871,-263.0992459,-17.21541586,197.6974453,73.81606288,49.5212904,153.9419693,-171.2916675,-203.0576098,65.72828941,-12.70687672,-15.80230723,-119.908513,-104.1672258,-6.979861736,-23.70582417,88.41021561,222.7159236,-67.75053605,-75.83779208,206.8153117,77.54703154,-133.8716645,123.3231121,27.90182012,-87.57680773,26.56738022,15.1388507,13.54061484,-112.1743805,-68.54223782,-26.23926063,-97.07619581,18.36271243,-52.95689808,32.09221166,-144.5242911,-41.49630728,95.95280994,165.0590722,59.04733045,-130.8524479,97.70791917,106.5248442,-21.28040617,131.6189845,86.43015179,-17.81445613,-90.62505127,42.96235534,26.37426,14.19766966,-69.23895787,91.66060951,-165.4398201,-22.53045757,154.1374803,-110.4129032,-152.5428101,29.25223449,0.399322848,237.8885402,11.75354394,144.7022324,97.77824114,93.97938819,-32.6157113,-105.6009518,-14.77874665,42.50447966,14.19784147,-58.51663797,-120.0570481,105.7415129,-33.28740771,-15.6219986,-75.82771113,57.93800499,-68.56453252,74.76646043,49.19366873,-202.607756,52.42840474,-105.8882498,-76.92081286,-16.08635359,9.778404763,-86.11865674,-15.91157,-44.17553215,29.3577159,20.14853555,63.78082759,6.83096294,-42.75519927,65.60199202,50.66424682,57.60822057,90.6711806,-73.14061547,-54.76235649,127.1461147,52.08135638,78.75124339,-53.01260404,50.34056251,-7.213200413,14.16928319,-121.1691544,98.76014801,11.37944623,-83.06942132,51.59966612,1.340499847,0.801047796
0,-184.3693885,-800.0117994,-111.5354484,392.6056346,-358.4528915,-582.7550916,711.9755212,-490.8374436,162.7545362,405.2296888,-417.0106073,130.5299472,-466.3021066,27.87506927,244.7212011,-139.2305369,-395.1841389,-136.4163605,-14.32731162,2.173828017,176.8365662,-121.5774516,216.2458536,76.73667107,-424.0973213,-165.1276745,342.535016,253.7949843,328.9149025,-176.914434,-62.63847086,192.9160478,-14.26647819,56.90820362,-174.2977497,-151.4382637,368.1992909,-11.84177659,75.52858037,197.7617275,72.17135996,45.17289724,-118.2862047,272.3374919,77.5759551,-34.6946621,48.82848769,156.6600053,-29.22859005,-95.97109043,102.7390353,20.44323705,-85.71867944,-104.9793448,-43.47871198,101.458485,49.85179263,105.1037922,270.3948944,-11.61741233,-57.05933775,-116.3437248,19.02582812,49.47963893,204.9003581,58.07488975,-76.21568995,-207.5307708,-156.1626717,-8.013886563,-95.36010488,63.86642347,-140.2141801,57.63686529,-14.0678601,-219.8158793,-72.40286357,-88.99250344,6.298143027,-84.63981508,-92.58077059,-113.8628873,17.70993019,-34.03723083,1.623038257,115.4592623,108.1667605,22.16433778,74.73462724,-70.96108824,100.8752752,144.4534543,46.51557265,-83.44352645,42.78673808,-47.82370384,-64.09768127,87.23776276,-31.50923082,-33.04264594,54.51611967,-21.5994526,47.00163659,-45.95705995,22.8519872,69.71303718,1.490987965,-92.57730937,-65.46503957,-30.35457961,-45.77700962,157.0076165,-44.45057717,91.29796652,-50.21227011,18.4954982,86.10393414,31.99732872,-22.6237047,118.9089308,-89.68478583,129.1985734,-85.03024388,26.86852078,20.68277552,43.59429,134.7981428,-25.03281264,46.76477885,16.34279648,5.307135312,4.576681595,20.84765864,57.79629343,-23.94786587,7.103470282,28.66317887,-20.91408012,-119.185719,-25.23904235,-64.70335111,-30.54381082,-21.60288676,11.83779746,33.04299735,-54.73988628,149.7017464,58.56575655,-67.48354754,-67.10258325
0,-685.3119779,-385.4606151,-114.8058566,-437.1960384,214.4035838,332.7240331,-434.9544469,14.55039848,149.4762308,501.7942868,148.5512982,-324.0569685,28.9612325,115.7331649,311.1355936,-125.5186428,434.8345857,143.5020577,-181.0095048,518.9504368,-122.7344859,-285.2733859,-29.13844598,33.2841306,-52.15887923,-9.16830849,226.0278387,-7.988442753,-370.0001092,-193.4022824,-190.2426234,140.3153097,81.76925252,139.5339211,223.0810468,70.61743971,-59.32522886,-101.6145916,-36.61039621,-217.839433,308.3146618,0.344540009,35.65054409,-4.680382849,-37.24894368,-151.1684062,-127.3866779,91.17147341,-30.85545015,84.48784079,-91.73668649,18.93991324,-100.6362761,-54.4040822,-0.33928156,-92.45843499,-2.500013398,177.1437268,93.57247017,301.7719216,42.83199345,33.54089631,49.10507613,60.20501884,51.22372948,15.62171747,-6.423522157,50.08213141,-23.41123223,73.33741699,-7.0921491,72.00863728,-193.0970669,-12.01189216,-48.630973,-111.2007091,15.68481317,81.27016941,15.10518011,-104.8867959,74.38146519,102.6249299,-32.98736225,-39.44369965,59.07288828,-75.07306303,66.0864759,39.85498158,60.90718726,51.54640295,50.21723074,3.836638342,-66.14743513,64.79197682,35.64529005,140.4865538,72.51252414,-76.42057002,10.53444778,-13.66458699,33.15518512,-11.08828022,-32.87900981,-26.18308941,5.997803499,76.33933239,-15.32779581,-34.72982206,17.58809968,-18.68537445,9.795791469,17.96934476,-1.689818743,13.92104911,-35.04920447,64.19848355,-151.4394008,-18.50822467,19.33675429,4.968885703,83.54084345,-40.38692814,62.59885746,-59.03440038,-0.826216933,42.09376494,-10.94146756,-24.08935505,-101.8325048,56.23797467,-18.05182244,-27.22376975,-66.29639584,-46.2579847,-11.36756831,-89.00848873,56.8975975,-82.72083324,2.863310732,68.89247408,58.19400358,28.12169374,49.18428645,122.0593975,-51.31345713,-90.59331952,46.35713301,44.38788239,64.76373164,-43.89638255
0,-63.91901339,-906.9550805,37.13362742,305.0559187,-30.87002099,-138.4241715,-356.2681851,-171.1952784,669.622159,-313.6918529,-191.4298832,-42.18076734,-433.1886983,-56.44340048,325.6699714,192.5466585,-271.1818654,-220.3640862,-266.7147259,83.76984861,529.1146968,-118.948386,171.7583069,-129.3585162,123.3571507,-135.7805795,-305.3283899,-453.6412302,156.4655712,153.3202955,128.5985137,-261.4726639,22.65668123,-182.7289339,174.818869,-40.90733934,230.4444762,336.1663328,61.30841148,-282.0094279,-219.984874,-169.2008539,-141.4286785,-235.1876573,120.9008297,-4.428752302,14.52570005,296.7630038,-16.93580786,43.64169077,88.69551042,172.0613434,173.0578647,-13.45684929,-259.0037,33.53074517,-131.4073678,-19.43801281,56.71054816,-119.2776351,-135.1509483,-94.33785447,145.1281431,-49.10490251,-24.00548632,107.3540939,40.58464605,79.55645539,-77.87263098,-108.695103,-204.1897187,-61.4392773,-62.75301998,21.13827556,-24.1548132,-17.01407378,-47.63163291,-107.5395948,90.34229552,64.1920702,-58.74846931,27.76368984,-58.90480507,156.6200416,-1.703129598,25.87957653,-17.23011779,58.56832365,46.82801226,-76.21584681,-30.32890369,-86.78093027,-90.2994367,-1.280030744,10.79328792,-136.9767541,-123.2711916,-139.1917397,-49.5109913,36.10146061,48.48480381,161.3876072,31.93869092,-125.7525707,99.85297509,-34.60654391,50.90463682,73.68368676,73.63789278,86.3883781,-52.95865897,-15.68223242,18.0578456,70.34459226,-25.61646511,-28.99978685,108.5933866,-101.3171042,-126.2960879,100.7072005,-36.90598975,83.57291486,-115.2577914,78.49631357,113.5436886,-1.422343171,-70.35226467,-59.63534369,-35.59048036,72.15308146,-6.404410168,-151.0606472,59.95519857,-81.65864753,174.0498062,-13.07622506,-10.508882,53.64554949,-95.79030016,58.72274158,24.72725043,-27.0680068,-45.55030039,-43.90465275,-33.69689188,-42.51119133,26.19542577,10.33261761,167.6399811,29.71438263
0,8.840110052,-521.2362412,-391.2016158,293.3832713,-253.8779791,-469.6517462,-59.60478169,114.7252242,-278.2987968,-56.67528734,-130.730722,-408.4838933,266.5245773,297.8985597,-333.9806785,-433.7181127,125.4176215,-121.8240988,162.2674844,353.2611373,-408.9217016,569.4899317,-101.1494429,92.50023354,196.2847005,125.6983669,202.9953734,333.9307638,-399.3240214,93.93242655,-141.3445365,80.15544532,-102.7624683,-208.7800648,-134.5479318,-161.7460454,40.15700849,186.239269,-49.94585463,-5.917236603,-270.7696186,-91.86331578,-122.1493101,-60.17960636,-105.7860459,-74.67533885,12.16961495,18.60310495,-104.3460935,214.5068771,93.2269611,0.22365967,234.8868005,195.4674784,-7.897841818,111.1662881,-64.73381887,35.79329242,46.16719604,159.4353295,4.321639886,-123.3472309,110.3916871,-214.4452116,-146.4987591,-72.76964161,-3.489849771,-50.70354488,26.11785721,-103.8663865,8.135402945,-14.9466439,-76.17076708,-22.70331421,9.621652747,129.6340947,54.99566519,217.6802233,-116.6396358,82.34374205,117.9428329,-54.24307601,64.28034284,-107.9138552,39.69211048,-81.05722607,147.8964827,-104.3558753,181.0253174,26.17621055,30.41390975,-80.14896981,-29.67774736,-68.82632158,97.87720126,-89.05410141,23.5788948,194.7210638,34.82510021,4.392416157,-122.449788,21.57456142,17.81505024,11.15354919,-74.79553855,-48.25392583,22.0268589,-86.84848558,151.2320599,116.2609899,-71.64863071,18.93239732,-9.753183068,8.144828896,112.087036,17.70585368,45.58248398,-105.7392667,6.915304761,77.74423709,-4.360047568,38.11550177,53.58361618,48.1509447,73.93502824,112.0404352,-12.27235996,3.619861593,207.1073535,49.09568644,-39.74394726,-59.06323521,49.80241088,-114.0631267,-122.8746058,45.91148631,-57.95699299,30.41962538,23.61771155,-52.49637765,11.59799383,39.45226575,-24.87309839,39.15200213,-57.71795035,5.326877638,42.30374694,35.23226073,157.35504,176.8424869
0.013,-598.3782709,46.57054164,-47.4962353,649.9112352,-682.2362828,114.2406691,473.5216926,-654.6756409,301.6894343,879.4427502,442.8316169,426.3632525,-378.7153807,626.1659899,238.227915,-87.32577712,-227.7521716,268.3093082,-0.615836278,240.8335116,-21.27351194,-99.2107646,74.55893392,113.4438193,-44.08602841,-166.8030806,-115.5957176,-213.5290508,269.4286033,-365.0807663,-40.21147593,-206.8875804,210.609947,64.66729822,-112.7325715,151.2912118,-392.1862017,-26.42609525,222.1439749,5.557754187,-4.816584765,-154.9121466,217.8978782,-143.223052,-15.29584345,-133.0626385,260.4978123,102.0752816,2.834125417,-154.358216,101.616601,22.79959378,69.4857066,7.927285513,-8.253065296,127.2264691,-114.7399591,-18.26369322,125.4316669,73.65768427,135.2135665,261.6163624,-126.0771612,-218.3282931,-42.91566499,79.40195369,91.99085805,69.48615726,54.64851047,101.5618365,-76.5125976,107.5550489,-22.24517688,-20.2629762,13.82897178,2.498331397,-53.08812746,-15.32522888,-19.36403402,-172.1301898,-53.11059419,227.5853375,121.1958064,-59.54012558,125.1223381,-113.0670942,-154.4124492,6.185586856,-85.22449761,94.4872001,-101.0549881,-33.39055121,47.6202093,103.3569399,20.32894896,-62.13926778,-37.9698988,111.6226724,-78.41048039,-51.92961141,-50.55098657,-40.50536529,124.5899221,-2.162790387,-187.0503486,-153.2986844,116.0208843,42.87071114,57.6846281,-17.07373219,6.975391568,-7.160006524,-33.44119722,29.02800406,41.49103068,104.7070083,-16.74047547,-136.6746758,-18.40770104,-133.9300866,-50.13454009,32.1765273,-13.66161834,-96.89349165,-101.8633915,26.48188635,-117.7816157,41.16858263,146.2493015,-42.63334893,19.70959216,62.55540375,-11.99140828,-87.47276516,-53.4276182,-7.745479878,-68.03165482,7.920845332,-78.98839134,-15.24094763,111.9053299,-80.68244236,-83.8853151,9.775233935,139.7461086,34.09067908,68.04808647,-37.70048267,-0.912833156,-17.12397575
0,-742.1143358,-179.0227102,330.1205874,745.3715674,148.6737522,-472.7157557,-344.6107886,229.9751139,461.0557403,-540.9046566,118.5763882,-199.1584845,271.3450574,-349.3533265,289.8614366,-267.5146717,145.249724,-78.60801101,259.1546815,357.4321152,287.5080716,-562.9402452,181.1178389,172.8294849,-173.5044837,-184.9866067,321.6356206,111.7669699,-425.2583602,-204.4524757,88.87414248,-125.4078672,34.75281313,5.247391497,-247.2759187,56.27764385,31.67790546,240.7177814,-76.26975312,110.89866,57.39580143,73.48555906,-351.1785493,9.411596922,60.93190186,195.3634025,-103.2049747,2.324940188,240.8505796,79.95980895,9.78994749,-220.0246214,-169.5851299,65.43542836,64.29995136,-62.67607471,-61.51096643,-130.0006849,68.77681821,-20.0306646,62.50074878,-81.62143084,-97.2800024,2.645142249,179.7793168,-93.68058806,102.2371371,-76.48522314,-72.57827606,-180.4357075,235.431127,-90.99779846,78.36654071,-207.641199,-23.98549601,81.95116192,126.0558266,116.0866925,-72.03436947,17.4788019,-134.7649415,7.579687399,208.0576857,133.9396943,-37.05421322,-42.73652908,-129.4893679,-165.7425011,-6.56242596,102.8681468,78.50298603,-6.776691414,87.644896,94.96374077,-108.9966663,166.768759,-19.93281147,17.94596619,63.49118639,-8.56905406,18.74338091,-33.98911161,77.41399,53.89182353,17.47157869,-159.0638514,-167.3213722,155.3167258,120.8081281,97.34129207,109.1172186,-35.11470379,-0.231874567,42.26640309,-108.0209303,18.77450673,-87.21534021,-83.98582059,3.800176272,20.33395867,-73.67484717,-47.72481645,-18.10919204,50.01612282,-120.4099155,64.68186647,63.13084723,125.6358989,-6.894282725,22.42076366,26.12013216,-75.84365744,105.6660313,43.70353379,29.14211928,-25.21626872,-52.37834802,-8.26216102,39.62381759,-28.0868682,-17.46368895,46.15507583,-165.2297616,110.0856798,23.36132299,14.12375255,-81.14941421,173.6843832,-42.96887057,-76.07077673
