pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98,f_99,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160
0,-507.4102428,-459.3622028,-203.8461255,-23.10290591,557.1909708,-636.6963479,-11.32140093,48.7288477,625.4509882,27.98474712,98.20792377,161.4785532,-13.55189436,-180.1842202,430.6784673,-5.009528665,24.88126751,-239.551583,412.7209003,-491.6212899,243.6369676,-404.8135393,-25.24980655,-310.2720327,417.8854932,81.05135047,85.83631202,167.5341487,-17.54625849,41.02941639,90.90809541,-266.071639,-213.132775,184.4166826,111.9018477,-78.59889762,110.7115084,213.8631788,64.22574211,55.59185517,98.82046135,-247.1364246,-413.732438,-74.47941813,-82.44392956,30.20979959,-43.72529787,76.26612643,-301.8187523,-108.1344789,-182.3984803,-91.52174731,-26.20688315,91.17107184,166.8679462,56.7442011,-42.48088294,33.58329708,209.508455,60.68272879,35.85735956,51.55373236,-80.36883445,160.8905748,-103.4359328,82.59114126,-110.6950516,-9.173305213,-244.0602976,156.7785324,69.07216555,-67.34216672,154.5649932,23.86881124,-9.019411478,-4.589147191,-49.77286569,61.40104115,-44.00305685,-182.7828066,-36.82608099,-84.82143495,-32.41777142,-121.8031426,52.99796696,-55.77154798,64.76589241,-48.93367977,34.31094127,177.7012596,-58.43664776,34.01642237,44.65309556,-24.35951137,2.766990982,-108.1246815,-8.999418239,88.75804265,-48.19529369,46.2926331,-31.86380359,-139.4772047,52.2909321,72.72776832,-42.89600229,89.44684402,-96.42308649,-57.75598461,-35.33385158,61.33628115,97.52932227,-44.38180648,-91.54258355,121.6830184,22.76704643,24.34733288,41.10688902,-6.386358682,-0.766083227,87.4672978,-70.13498007,37.93042057,16.26314437,-63.44239652,4.686459485,-37.65119803,-61.11388495,72.96403848,-111.2110358,-25.32196331,-45.24232751,12.96384647,-16.60687116,103.1155873,-11.26389643,-80.68519156,48.88478409,-0.863119937,-124.3905674,58.54563173,71.17642772,25.82716054,79.27300178,23.60014664,22.30191544,-1.811039244,-59.07603134,3.747902188,42.65450992,8.662893752,-139.8743813,24.94507902,-121.4131193,-79.33462157,63.85343478,-75.23986665,-48.15223066,-40.2655949,45.03326595,39.08583937
0,149.4872091,-64.43153612,334.8793756,-683.1464857,-538.4940025,880.4454179,-223.980299,601.7234146,-272.3993308,108.1816668,83.70881242,327.5696825,-161.1131907,511.7794856,201.6523254,7.737340606,56.31560943,-93.81918622,419.1664657,-416.442629,-105.9220856,-54.88187681,2.40650409,252.5074059,43.60780432,156.8628206,-216.8240563,8.481547557,295.7641743,335.6041391,-78.61011511,-21.22767456,-28.43969277,87.21531352,-452.7019358,169.0549687,322.7603946,-277.6633254,120.581336,179.2733972,304.6216642,-87.78438808,-277.7847654,119.7332168,215.1926231,-56.83657328,264.5130944,-188.6670166,104.608269,-87.33403507,-292.1277621,-21.77520366,-102.5868937,80.89287553,-91.94292772,119.1272619,-118.0902037,3.962735791,-76.89063663,-27.13902152,64.93825262,128.0049487,-117.8074949,-140.7532745,49.32264182,115.0683163,238.0903871,-8.080851517,126.4174221,-101.6520867,-246.6948925,-227.8138915,13.12649301,-13.98672548,-222.2780515,71.86379765,-71.08990199,33.11822648,-121.6326477,89.95053137,174.2507276,-209.1176092,10.5699662,-50.23980382,-76.54770129,-249.2421064,67.22409617,205.2978866,-30.7100081,140.6255181,70.45957376,24.26769366,58.1002377,107.1706038,-176.8771512,111.695939,54.26788396,-111.1708763,-61.01458591,-51.56338634,68.6074231,-37.18005331,122.3959686,19.15354213,-1.723830272,3.228132413,-79.09767129,19.82611268,-2.473295199,96.36416248,-30.26897294,113.3122579,-33.40144333,65.67954062,-67.74564285,-47.04622742,33.01475145,-3.140439192,-19.24292675,-47.01855306,-136.144868,-70.7154497,-46.15468179,3.536541402,47.81606444,-100.9098488,-35.75202402,-135.8806403,-119.2301433,-92.58070661,-64.29731178,40.31428228,-45.04210215,-104.9304567,29.25308314,-62.18779202,36.90943279,55.98551674,24.41920851,-95.3111116,9.630185333,62.15254733,-100.3375677,-16.49667845,-55.4205969,-35.17316115,-89.03994416,144.9920277,-20.26067771,-43.91098282,31.58530203,-15.52798649,-22.08622493,42.53059707,-36.15811755,-60.96720878,-26.89141346,93.44229416,-154.2458643,72.62075331
0,-633.7608564,-532.9928914,-204.0085137,-616.9849665,114.19853,363.2395092,-215.3286949,-121.5780828,166.3750719,344.860474,166.4078404,-306.189389,83.07370964,172.7759288,256.6360687,-150.0904901,401.1144855,110.5409126,-101.4625456,478.9729455,-104.1552702,-160.4471377,29.45930791,4.904269035,-22.03485848,-74.68025334,282.1233266,71.59648791,-288.8025017,-119.6230098,-67.11311615,121.2416646,39.11809189,147.1911519,251.4119298,-73.40449828,27.80063389,-102.0257629,50.25969519,-244.675203,318.3740387,-3.908101626,92.08723374,47.41231845,72.46588784,-190.1520981,-106.5381391,114.2402518,-72.11806273,218.9292752,-1.35378167,10.32374381,-119.7026666,38.8973595,-114.9003239,-208.942657,-42.18104894,103.3171513,115.3616422,179.2684855,192.4806502,21.53069646,152.3682786,115.1570964,15.28897401,54.66673266,25.71637795,-69.32674957,-22.08925746,93.65463944,8.986488269,124.012503,-165.0414546,-100.5331368,-13.27557411,-78.21649409,-23.69781964,64.97117965,48.5653991,3.92597286,-9.710392835,97.28079578,6.028373879,-78.30161576,69.93538241,-76.90210465,80.84779559,-19.94887161,42.52157337,42.50554327,7.93303761,-44.52605966,29.99175912,-11.03439878,-33.57509745,57.99321458,60.95886915,-103.2282,-35.03715167,-0.421635589,22.7311332,-37.84138155,130.423324,14.14193261,-26.20587891,31.12230045,42.91725886,5.546541991,-36.8383117,43.32677199,-51.74761434,-21.05876629,16.1568877,-18.22620204,26.43116699,13.81385711,-9.078260032,49.36842394,-103.4780649,50.27442948,-132.8918239,27.66551362,12.3637967,-46.977341,-51.26767002,11.78832225,35.11287032,-101.9542422,-71.1128918,-51.71794907,4.12614497,-20.0035364,-1.070003638,28.60278383,-107.8978942,28.92292679,-30.5785674,8.756369978,132.2535058,-90.23632279,-1.422021282,-25.79948218,77.68544631,21.89463447,23.03002264,47.28979983,17.92947103,-64.8037967,-12.58447512,-58.23592511,-95.77465261,-7.162267607,64.10410559,-55.91001068,-46.75852976,36.80868612,59.73720012,32.28448303,5.798525426,57.43852361
0,181.8883337,654.4226113,701.0834595,-6.431069368,-116.1194834,-564.6608959,927.657479,425.1408642,46.34811143,-52.68705116,257.0056273,314.1310904,67.09765109,-313.53532,49.59751275,217.6092716,437.3306785,209.3271814,484.7182614,22.70150767,188.4717113,-224.5521487,-270.5851521,56.63609625,-174.1096103,162.0609356,-21.86637289,278.5491535,26.52368673,-98.93618453,86.75849293,109.2911389,256.607217,-116.3724227,-194.8518076,-224.9446255,-263.097712,-17.19917544,197.6848817,73.82321994,49.53804977,153.9043703,-171.2354584,-203.0564584,65.73452202,-12.74669659,-15.81553493,-119.9867669,-104.0990149,-6.930381134,-23.71131395,88.52219904,222.7406914,-67.625615,-75.81793225,206.5898418,77.56931605,-134.3171792,123.308748,28.12120708,-87.88521705,26.5336208,15.02121579,13.40322233,-112.5676073,-68.81865973,-26.08716972,-96.56291998,18.45014236,-53.06291774,32.59273495,-143.393482,-42.00994526,94.64962866,164.9763474,59.39146076,-131.3540563,97.51573935,105.6036737,-22.3313995,131.0000544,85.95837973,-19.17555314,-92.46830697,41.95736501,23.7489701,14.19087272,-69.22855699,89.75922276,-167.0672757,-28.26527672,154.625173,112.3871959,-149.974147,15.01245407,-10.46168054,247.2247309,11.91891593,124.8633049,102.9412575,107.3957007,-34.02362624,100.3871295,43.81909211,50.89463625,-1.412775187,-60.40714192,-130.6643509,111.3393353,-11.77088776,9.338234112,-80.64795406,-38.30222243,-69.60037258,117.3688511,109.9481729,-143.8221589,-27.44874464,122.5824719,-99.1019666,-21.2240584,46.44064874,-89.98748737,-8.901980063,-57.31328329,14.67174143,15.67416478,56.54922709,72.96523369,37.24285069,1.826717679,-30.60084591,96.65041202,-37.5126653,-86.66617219,111.0207146,-99.94537284,65.70852857,53.79718316,-140.1966035,65.50333926,25.29563365,-12.5983545,-176.1223025,-25.95128965,-82.78672952,-43.61533825,-35.87741158,30.28988824,-4.964592725,29.30355108,-26.95896906,-40.99928471,51.27251668,56.24671466,-105.6443332,-56.46097258,4.630229406,-99.67641822,37.45978203
0,-184.3693885,-800.0117995,-111.5354475,392.605635,-358.4528918,-582.7550987,711.9755173,-490.8374492,162.754524,405.2296598,-417.0106546,130.5300129,-466.3020577,27.87516969,244.7214315,-139.2305579,-395.1840065,-136.4164199,-14.32676143,2.173664286,176.8372405,-121.5770399,216.2460911,76.73532852,-424.097059,-165.1278857,342.5348718,253.7948482,328.9174902,-176.9111333,-62.64136196,192.9165007,-14.26398931,56.90395217,-174.2929809,-151.4436,368.1798249,-11.83916076,75.53453505,197.7812781,72.17075289,45.20543401,-118.2654046,272.3071475,77.55703946,-34.67999743,48.84553942,156.6041519,-29.26646756,-95.91593534,102.6777421,20.38138282,-85.66997338,-104.9757153,-43.42345446,101.5626354,49.8566319,104.8871506,270.3226101,-11.51378646,-57.07361135,-116.5257215,18.8374745,49.58819673,205.2493177,57.69307091,-76.26087379,-207.4263209,-155.6729499,-8.49700783,-95.57867633,65.01679691,-140.2749181,56.99145627,-14.33710882,-218.3815772,-71.47045038,-88.14176246,6.327228343,-83.35316059,-92.80538942,-113.4074114,17.35103422,-32.06577394,0.618594641,112.8400677,108.9198045,20.25736036,75.07770423,-71.78522621,101.9966046,144.6836927,-44.01634068,-85.73156796,39.19664234,-48.61758493,-64.10154825,90.11211886,-33.89798497,-35.19810034,46.23486979,-16.9102977,-54.8416561,41.21527275,41.04501998,-50.50439688,-7.64263817,-85.25921787,-78.2235928,-20.69178264,-107.7060435,142.2749947,25.74704591,103.1505756,-70.6979999,-20.53151681,82.55204998,-12.5802638,38.81637858,105.6207705,-76.56004566,150.4116825,-59.50811864,55.27298201,-9.698041171,18.06332195,132.6989375,6.271985952,-18.63448866,-3.621632258,-95.81319036,-48.61572295,68.15877961,-18.76672183,32.1965976,81.61047826,-10.94191441,-37.17091871,-50.21604585,5.213421802,-134.1231633,141.979772,20.37979476,6.664892502,74.4793077,-24.9694671,-26.76193312,67.58268931,51.51806629,38.5104709,-16.24046097,-69.57045437,-97.78675557,-165.6921762,-5.532744878,15.67897949,-83.75564739,33.09620631,56.14465994,88.41148287
0,-685.3119779,-385.4606149,-114.805857,-437.1960388,214.4035839,332.7240409,-434.9544511,14.55041169,149.476237,501.7942943,148.5512659,-324.0569594,28.96125887,115.7331892,311.1355794,-125.5187197,434.8344969,143.5021839,-181.0103813,518.9503586,-122.735171,-285.2732125,-29.1374692,33.28490136,-52.15949547,-9.168940967,226.0267285,-7.989963376,-369.9995833,-193.4052277,-190.2411555,140.3148353,81.76849096,139.5277577,223.074655,70.61479112,-59.32758073,-101.6085484,-36.61700191,-217.8388306,308.3114053,0.343572735,35.6256553,-4.688749749,-37.28785013,-151.1346341,-127.4046815,91.16378198,-30.86510828,84.50695592,-91.79749325,18.79153796,-100.7398993,-54.44751502,-0.49922512,-92.36646726,-2.621805621,177.3004042,93.47296672,301.7998822,42.81568171,33.27999265,48.93471093,60.29969868,51.46356702,15.9097783,-7.053401629,49.83684805,-23.4809419,73.28763438,-7.930066914,72.29520899,-193.2137706,-11.70569544,-48.83320916,-111.2711384,15.32730401,81.56049244,15.76732623,-104.0817273,75.23146151,103.1474489,-31.35589588,-38.30995851,58.36758554,-73.37017358,63.8046581,33.55564228,62.41667266,53.37035298,54.09985285,5.72460589,65.05964472,64.794572,43.3643106,140.4954,76.78584195,-76.31051298,5.479167506,-12.47782813,41.00954619,-12.97048509,26.71123116,34.87361605,29.64008304,-68.01701651,-20.45569302,-36.89078265,17.94067728,-14.0008239,5.060258818,22.11693979,1.774993105,8.656495123,-2.011049346,122.9630596,-127.3126632,-3.654408735,-24.57928048,11.71129537,77.42891525,-61.36425465,58.02984705,-42.28185132,-21.13895418,34.30405701,-1.062446935,-61.70763495,21.24401492,-79.22697114,67.80489798,11.5323478,-61.95318803,-30.66377395,-68.46269818,-53.82902466,12.95110189,-128.553665,2.062084131,11.62948958,31.51984109,-25.98726455,-36.70354414,8.410781703,116.4460132,100.613863,-27.42212751,38.1808261,5.335584962,-22.07060044,-31.14804453,-110.295151,72.23691198,-12.63906471,-53.17229503,4.77540333,-57.52992696,-7.546929772,28.2784585,91.83791117
0,-63.91901336,-906.9550804,37.13362723,305.0559191,-30.87002019,-138.4241781,-356.2681815,-171.1952884,669.62217,-313.6918431,-191.429899,-42.18076646,-433.1887382,-56.44340894,325.6700544,192.5464771,-271.1820558,-220.3643318,-266.7146319,83.76979332,529.1140072,-118.9481457,171.75837,-129.3597682,123.3573212,-135.7785445,-305.3285381,-453.6434201,156.4658419,153.3203071,128.5945868,-261.4669129,22.6496276,-182.7234013,174.8142526,-40.89310567,230.4462656,336.1552827,61.32301225,-282.0156864,-219.9768681,-169.172993,-141.4286025,-235.2005029,120.8992188,-4.430267487,14.49311006,296.7897825,-16.9229616,43.60893231,88.67492427,172.1244298,173.1698855,-13.57863934,-259.0407553,33.3996618,-131.6338894,-19.58949225,56.72833606,-119.0907557,-135.1227878,-94.68609745,145.0943645,-49.24093775,-24.1337703,107.4654833,40.67285608,79.9461049,-78.09489073,-109.2429681,-203.7880373,-60.95777859,-62.98129806,20.69171794,-23.86427462,-18.04698143,-47.14796742,-108.2495678,90.01859279,64.01498668,-59.01104374,27.39439074,-60.14024708,156.7054696,0.143473017,24.11078483,-13.82042919,61.65197393,48.66696055,-75.74861498,-33.45482665,-85.86761236,89.45069088,4.652916214,4.857044936,-130.6131545,-122.4232939,-139.5191727,-37.90173671,41.62310469,29.31869855,171.9273548,-54.31199751,122.7421047,76.44775319,77.22832121,52.68306338,83.51611732,69.28073703,103.4477009,-37.68977027,-30.21828201,-12.80279305,73.11698159,-51.16378784,-87.7083827,72.61537377,126.7861382,100.9360515,88.76256276,-15.94465333,134.4956834,-119.5096117,32.74091535,89.55671319,-6.905776545,-66.79589043,-52.07544773,-65.97738876,-44.73989952,10.23990345,-101.710034,-24.07999777,-11.27938137,44.91107942,-189.4475793,32.98070012,9.912760973,-117.0206673,53.69360782,-32.6213375,46.06284761,79.61710498,-23.68621315,63.46084526,-13.4404806,-30.58460242,24.27950375,-50.48601258,24.65257644,-52.67832626,11.76553768,23.29542249,164.3614183,56.33934272,-79.82107331,-4.484086514,-59.6915861,12.47088663,2.968063796
0,8.840110034,-521.2362413,-391.2016159,293.3832711,-253.8779769,-469.6517428,-59.60478809,114.7252159,-278.2988043,-56.67527615,-130.7307441,-408.4839349,266.5245711,297.8983425,-333.9806919,-433.7182869,125.4175796,-121.8242352,162.2685199,353.2605911,-408.922047,569.4893199,-101.1510066,92.49909029,196.2852009,125.700125,202.9936919,333.9308832,-399.3235612,93.93838711,-141.3497561,80.15848469,-102.7571227,-208.7712508,-134.5519924,-161.7418776,40.15995355,186.2469119,-49.95499205,-5.909856781,-270.770953,-91.82106845,-122.1298078,-60.20735038,-105.8071097,-74.76298159,12.14627684,18.62652216,-104.3128477,214.4359252,93.35194572,0.298701166,234.9383614,195.5458375,-7.901727933,110.9915656,-64.72666492,35.56182707,45.92064102,159.5432422,4.740170926,-123.0532702,110.1969848,-214.7251924,-146.7024262,-73.35197135,-3.46267609,-50.43707435,26.9552306,-104.3103835,8.979064171,-14.52608391,-76.11359564,-23.10499512,10.80799528,129.604421,55.49477845,216.4934242,-115.9886498,83.6654596,117.673653,-55.24081194,61.16025225,-109.5861521,37.75371388,-82.78409449,149.0904662,-109.0660092,179.7299192,24.52572475,25.24529958,-79.26393466,25.81270474,-69.62242723,84.43028809,-94.9799656,23.20556148,194.9565217,47.34440627,2.06626087,-125.095355,15.68504255,-4.633723738,-21.89363813,-87.7793439,12.72431922,28.93220062,-87.08175063,139.8825154,136.8030044,-64.31636122,10.69042306,3.697329177,26.33801324,104.4735814,-9.671925626,37.47994163,97.9264874,-21.11673377,69.01194788,9.867982867,50.80550213,46.08275904,33.98422522,56.87049769,100.0989471,-27.89846489,88.02928874,-128.1013205,93.84614725,-95.24134689,-30.34019938,-39.33321394,192.0843617,-19.56451735,27.13752413,11.98772253,12.6358854,-11.3335043,8.464113114,-12.13420927,-59.60474028,14.44384905,20.96064313,83.77358011,36.30762348,-34.72714184,48.40252924,-63.16430678,86.85309235,-21.17417197,80.63090515,-88.94869162,102.4132156,27.83149205,92.56612823,-46.49186404,162.0578872,49.54648885,98.69371888
0.013,-598.3782709,46.57054167,-47.49623571,649.9112348,-682.2362837,114.240668,473.5216977,-654.6756237,301.6894446,879.4427636,442.8316392,426.3632247,-378.7154198,626.1659008,238.2278266,-87.32581077,-227.7521543,268.3090548,-0.615449225,240.8338688,-21.27358322,-99.21153436,74.5588177,113.4437774,-44.08684939,-166.8021534,-115.5919833,-213.5272424,269.4270971,-365.0827348,-40.21910874,-206.8823928,210.6104036,64.6755963,-112.7368218,151.2948488,-392.1733454,-26.43000351,222.1355646,5.562889821,-4.801752545,-154.9294123,217.9142483,-143.2228964,-15.2877715,-133.1059365,260.5379776,102.1205641,2.914004932,-154.4870316,101.6820343,22.9517109,69.46573925,7.910841908,-8.206172798,127.2418413,-114.8044813,-18.50972691,125.409903,73.58448274,135.0814457,261.4886989,-125.9326836,-218.2529604,-42.86657665,79.66718613,92.10774595,69.84051308,54.51376328,101.1178728,-76.45618892,108.1532845,-21.92055051,-20.46206672,14.62890469,1.484412399,-53.11306648,-16.65088017,-20.03845909,-172.1288468,-54.76339197,226.5290689,118.9181367,-62.29529915,125.8521441,-112.4305751,-153.9891586,8.671150598,-87.92453653,94.79204632,-103.2533334,-32.2104593,-48.9436633,100.6201459,19.00582701,-59.09136426,-41.62217568,108.5588291,-75.75128641,-55.24444601,-50.94985956,-39.07426586,-112.0791269,-44.84862047,-237.0517591,60.50946475,135.4574187,38.62096068,61.7198927,-8.547205171,11.98668629,-12.41248783,37.38550536,29.37229501,59.56289779,105.0805802,23.14109313,142.3750134,-8.142255244,-132.8785183,-55.07234087,-0.540607162,37.82057693,-95.93554184,-113.6832626,26.35271131,-87.41026741,64.88596839,-34.47510067,147.487999,26.47858509,59.78179915,10.03089293,67.04722264,52.24004359,49.51202044,78.23593446,-5.731745797,-111.6239937,-60.74753038,47.29476963,47.57275688,147.2018404,-13.44750532,-76.51114155,26.79278759,85.50560673,62.84377901,55.76814938,52.28404447,39.59444587,-22.84878286,0.386204291,30.92092589,40.04149496,-28.60704888,-26.25667179,-108.8287496,65.361514,24.019657
0,-742.1143358,-179.02271,330.1205868,745.371566,148.6737511,-472.7157572,-344.6107851,229.9751264,461.0557277,-540.9046729,118.5764042,-199.1585008,271.3451069,-349.3532463,289.8614581,-267.5145707,145.2498237,-78.60768099,259.1544674,357.4321542,287.5083857,-562.9399698,181.118539,172.8304282,-173.506389,-184.9877639,321.6370866,111.76814,-425.2574668,-204.4562976,88.87568904,-125.4090874,34.75394715,5.239458416,-247.2761827,56.25995742,31.67633266,240.7192219,-76.29140881,110.9089281,57.40089898,73.48674409,-351.1695388,9.395850207,60.928976,195.3824596,-103.1401313,2.26776465,240.8720951,79.93950146,9.816088539,-220.0909177,-169.6918564,65.48055979,64.36001511,-62.56607363,-61.53670389,-129.7714855,68.57864957,-20.17672591,62.62339112,-81.99415345,-97.40039121,2.678761446,179.2436217,-93.6613328,102.2703633,-76.27368496,-72.90273288,-180.4086422,235.502326,-90.75697773,78.94228199,-207.5092038,-23.96549274,83.05187627,125.6593111,115.8121746,-71.28985485,18.25811686,-135.1181007,7.587575409,210.7979092,134.9569638,-36.9396503,-38.49218748,-131.501381,-167.2135781,-8.935477659,103.750575,77.78890297,-7.418849629,-88.18052995,86.99995989,-96.60836092,171.9478942,-21.22350164,18.96133815,55.68097453,-5.500973197,28.28645057,-34.76400019,-64.57054306,-79.62324129,-52.28794121,145.4323093,-154.8569739,154.8798947,125.3895431,85.79134941,114.4534039,0.75875315,-2.179967659,32.7665483,-81.03367499,84.58806115,-103.0427506,71.18694582,-15.29027378,47.31788616,-93.26296376,-76.17382118,-1.942709126,89.0713263,-114.1663587,44.3086951,52.35947074,123.9613717,-2.0843616,-69.91804848,-7.819706276,-106.6013133,39.45695764,-15.04770342,-2.507030654,19.6595894,36.80435382,-53.43660867,95.41349067,62.52209786,-47.33742165,-44.87828677,113.0888185,-6.741068771,-122.1196413,108.0016097,-44.34925451,-66.10049995,-12.95608209,-127.5246968,-12.9183647,65.09047599,-102.8278221,-47.04586725,69.72002481,-73.41742267,-5.192125236,-144.1045968,51.97819244,-51.43820604
