pred_prob,f_1,f_2,f_3
0,-507.4099647,-459.3621899,-203.8436141
0,149.4857887,-64.4456401,334.9013976
0,-633.7604229,-532.9929509,-203.9963373
0,181.8883953,654.4214161,701.1041988
0,-184.3697016,-800.0139068,-111.5462076
0,-685.3114755,-385.4606333,-114.7922829
0,-63.91862796,-906.9527376,37.1317669
0,8.840176935,-521.2329081,-391.2124075
0.013,-598.3796291,46.55582809,-47.48234397
0,-742.1134063,-179.0163547,330.1109691
0,725.9788678,58.68124861,639.1946159
0.006,126.1293225,-631.6846362,906.2440396
0,-655.2104133,-336.6256417,-341.3754845
0,695.9897705,-82.87708064,598.2128836
0,-566.7712311,-221.5985359,-355.7611604
0,-82.91027922,-632.3131441,-288.2902704
0,-80.70448673,-223.0453436,-208.2144441
0,874.9174386,-625.9482786,659.6562128
0,-373.215648,-576.1197022,-362.2540526
0,-765.71057,-10.47786853,254.8260633
0.002,323.2989578,-202.0043251,-354.9856843
0,-131.9727436,-869.6461603,503.7683298
0,-289.7422771,-828.7499904,-293.8143061
0,4.956443339,755.6726853,1238.783217
0.001,-5.263708561,-600.7936711,-324.5686337
0,-320.1041169,-518.5932437,-329.3010301
0,633.980481,664.7653464,582.9226779
0,-448.0301556,-456.3448047,-586.0942217
0,206.8442344,453.9090644,-636.7163765
0,-497.8993508,-563.8108801,-650.1543068
0.002,693.5488885,-244.0227838,-715.5905845
0.001,-232.6127676,-957.40189,450.1796407
0,-745.9638203,22.37961138,195.0303736
0,33.33516956,-58.57415739,563.092563
0,-138.569965,-341.1609653,-287.8627792
0,-510.3080771,-473.413927,-539.3856803
0.004,96.27686778,83.93246424,-62.88810913
0,-619.32152,-132.0927967,-281.1606608
0,-526.9007135,-745.5296766,-487.2378626
0,-399.125824,-312.920408,-363.8121285
0,-354.5757288,-738.1991224,28.75684535
0,-629.948388,-597.4398614,120.6609019
0.002,-222.4029099,10.75023692,-660.97884
0,-103.0323407,-303.5024004,-794.3738716
0,-731.5276082,-653.4118728,127.6476571
0,209.4123698,-242.1458681,24.30038241
0,-53.53330509,-899.9761828,95.97280627
0.001,-408.5002483,253.8731249,-436.4477736
0,1016.878623,-206.5044179,825.2895848
0,241.8159793,-823.4471538,731.8754691
0.183,-287.2029174,615.6842542,-306.3354724
0.2,908.4336774,-643.5629763,243.4007825
0.122,175.9411048,-331.5560498,-446.9989416
0.144,621.2509431,302.4692915,153.9569126
0.106,-1115.52094,-27.88523411,705.1956148
0.123,418.8627878,-196.5933346,320.7682201
0.134,765.1012253,-138.3868739,-183.7842899
0.138,43.06919189,757.5999382,-78.02317575
0.118,494.5830092,481.984981,-667.6479507
0.138,532.9014955,-280.3759592,-496.5536498
0.166,311.8745855,-947.5697823,-478.9735314
0.173,-881.8843845,408.8006073,562.8092058
0.173,-796.2121826,-479.9020061,519.6628664
0.183,-183.7356795,205.5286959,-172.1597332
0.108,738.0384086,-265.64702,-30.76311519
0.128,160.7290406,1300.381459,351.4486681
0.109,1218.234537,-620.8376591,396.9476012
0.108,-124.6159142,-827.9387303,-412.9504013
0.119,1512.614017,-236.0452478,1027.517482
0.111,966.2697919,-444.486396,724.5353428
0.176,-922.8304872,1191.15355,839.3401383
0.129,-47.24718809,-305.2793236,-402.5715299
0.153,-857.5245602,110.6988363,-92.30235096
0.142,-263.9516823,376.9718058,320.5582587
0.146,-85.4915885,80.50543565,-289.2331175
0.184,888.2405611,-911.0288818,566.9365891
0.14,357.8651573,393.9216477,-782.4186493
0.177,972.7989625,-277.0817553,216.2416714
0.111,577.8047542,-372.3128454,705.393729
0.145,20.47784012,83.48109135,-472.2578912
0.183,371.3348156,482.474006,-206.0907884
0.106,167.1712258,-445.1121847,-699.4677712
0.2,-649.9694384,490.3475168,-210.5579365
0.138,232.0605243,-279.9940111,531.8755938
0.177,1269.339606,-68.26297162,755.228639
0.14,296.0061593,194.6079326,759.572899
0.146,1120.251081,403.0383388,-195.0892808
0.103,1240.715315,-263.485987,-34.81936472
0.113,646.8026153,629.634617,-128.3322834
0.109,985.2586875,1051.716025,508.093742
0.19,-359.4938464,-390.145846,-586.9831199
0.156,-1122.998098,212.9249003,598.9615052
0.132,-880.8942635,-102.9350753,-296.112764
0.105,-225.2452986,-3.65882703,-764.6927042
0.193,992.4772895,467.0052092,542.7348366
0.113,-554.0728463,586.440572,506.0890342
0.137,-656.1946813,-944.763502,182.7783318
0.109,253.0412929,304.8970503,-542.3314506
0.159,-893.1851512,-609.0195882,180.4198458
0.101,-458.0633123,776.9604675,162.4693199
0.287,-1169.387722,410.238223,226.830253
0.213,-489.6453307,-327.8637509,-82.18665472
0.276,847.2364033,-500.8175719,-90.36701867
0.226,-45.03318064,281.5978339,-502.192344
0.249,39.74819093,675.6447984,-858.8199415
0.202,990.4725066,-29.88258978,-369.3302324
0.227,490.7182319,-169.2722508,278.2914655
0.201,-640.7338052,313.5200659,-327.0180649
0.237,-1180.182462,-370.8260137,710.3958293
0.267,-398.7489314,6.076428708,-406.0727192
0.204,-626.4933652,27.63024826,-3.269274806
0.235,-342.1569219,679.9124457,-328.046447
0.262,-938.906179,671.3402886,467.7556779
0.259,-999.5423041,547.9190439,350.6032357
0.25,-526.604911,-194.7843223,-537.4091974
0.235,-365.2480037,-166.188443,-719.7692627
0.206,859.881497,923.1473854,969.2041184
0.22,-991.4123029,-74.59183139,752.4246619
0.224,-999.3344545,-456.4659143,632.9380327
0.297,-1146.056771,626.7639949,165.7851691
0.281,965.8915652,-182.4332836,828.3076197
0.24,43.97215181,-225.4040467,-76.92429257
0.223,432.3489004,-159.487049,9.821010914
0.234,-843.2469364,-741.6344046,337.6413943
0.21,-1273.197512,263.8238009,770.2185907
0.269,679.4826685,24.24837263,572.3383313
0.258,-1044.693529,635.3953968,511.2514716
0.218,209.7897827,-853.4082971,-440.8008467
0.231,-954.8657128,-654.7393754,688.1296906
0.203,-976.3420866,-387.4810328,252.7553597
