pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98,f_99,f_100
0,-507.4102427,-459.3622036,-203.846123,-23.10291146,557.1910024,-636.6962709,-11.32138468,48.72884738,625.4512229,27.98454829,98.20777276,161.478767,-13.55286389,-180.1849434,430.6803566,-5.010277324,24.88264072,-239.5483584,412.7197204,-491.6213598,243.642874,-404.8209172,-25.25075574,-310.2681931,417.881409,81.04382613,85.85505979,167.5523786,-17.55592325,41.0098602,90.88693331,-266.0198363,-213.2028205,184.4448114,112.0565379,-78.56307229,110.7845507,213.9759618,64.32612342,55.42856536,98.54978846,-246.9090358,-413.8080951,-74.16263295,-82.69819673,30.02190409,-43.16895625,76.4364757,-302.8327922,-106.8804401,-182.3159082,-92.27554299,-27.20304405,91.11091927,166.0991575,57.26695728,-42.37473955,38.11522022,206.9640969,60.95241809,46.60837766,-43.72221712,-78.66106635,160.8486762,-104.1380752,82.5148699,-109.0310626,-9.960122893,-244.4176434,168.1208512,53.75061959,-52.30018352,159.4301238,25.57232102,-16.18852253,-27.00611773,42.85062952,39.72103949,-65.29689967,-103.8376598,118.2946104,-138.4686322,-56.80318338,-122.4401916,87.74372299,14.37435317,-22.1462055,65.5690123,-127.8635607,-132.7180144,-70.31545246,15.62758029,86.47314329,-6.859684546,28.3215781,21.40573965,-24.74414196,-4.981208482,-49.66677123,73.24191057
0,149.4872087,-64.43153699,334.8793698,-683.1464772,-538.4939982,880.4454867,-223.9802897,601.7233118,-272.3995985,108.1817606,83.70914219,327.5689269,-161.112097,511.7809267,201.6499884,7.739864065,56.31597139,-93.82876731,419.1649028,-416.4456928,-105.918648,-54.86265257,2.412663366,252.51366,43.59506505,156.8792158,-216.8599177,8.498170123,295.8383193,335.6015556,-78.62891736,-21.30955723,-28.38955815,87.29381947,-452.8925264,169.0735076,322.6143515,-277.789099,120.6241274,179.1666907,304.6141688,-87.96994298,-277.7152062,119.6207731,216.0000606,-56.51091491,264.2212299,-189.0913698,105.0382984,-87.84774965,-292.8671652,-23.46339907,-102.0025214,79.25037799,-92.00944793,121.6807457,-118.9516917,0.581165604,-76.62829654,-28.22558005,88.32587473,-117.9713844,-114.3871637,-141.5031044,48.30823139,123.3410683,235.7734159,-14.89274428,131.0885678,-114.1171391,-242.6969991,-239.2194174,52.18035393,18.13415648,-238.2345993,56.60505578,72.28212857,-7.170796647,-112.2579505,-36.32124539,-233.8243042,-134.7444296,-11.71499332,-103.4947769,-2.470259652,-33.63739004,-187.4517844,-186.0299718,70.21344583,-154.0641516,3.634872521,51.62330047,87.63869724,95.29215943,125.7748895,-146.3512419,96.41319611,12.76528691,4.416881251,-90.80476185
0,-633.7608567,-532.9928906,-204.0085202,-616.984967,114.1985691,363.2394133,-215.3287484,-121.5781151,166.3749659,344.8606922,166.4081292,-306.1889407,83.07372336,172.7757032,256.6368506,-150.0896172,401.1165364,110.5317642,-101.4558151,478.9781036,-104.1515672,-160.4367386,29.44970172,4.909862854,-22.04340478,-74.70078681,282.1187715,71.59226022,-288.7520683,-119.6200151,-67.13020898,121.1904133,39.13090912,147.1413039,251.2020291,-73.36483145,27.90615183,-101.9841448,50.22252406,-244.5068264,318.217741,-3.91978687,92.18033616,47.287078,72.64249604,-189.3852323,-106.2178283,113.1947572,-71.00467193,218.6870489,-2.683548571,8.908083701,-119.8630132,38.4812086,-114.9555519,-206.5989081,-41.97974346,101.9535746,113.1377365,183.0205913,185.5724047,7.176754113,163.5806509,113.9211982,9.038432742,54.76851253,24.29489636,-69.73556439,-20.24024552,93.20066436,-11.11247768,106.9258979,-162.9377282,-104.0056156,-21.92294115,-90.39796933,11.83856885,61.97671966,43.79482106,14.91560073,21.97013674,91.93135369,-35.89131135,-49.29355547,113.1056364,5.803841223,-78.62966782,44.61194725,11.34595822,-82.98425001,30.37294349,-14.66257367,9.943407867,-34.00465593,34.94633636,-47.47570718,66.49978648,42.7849052,-27.06665532,-80.76663985
0,181.8883341,654.4226101,701.0834767,-6.431069708,-116.1194793,-564.6608974,927.6574182,425.1408845,46.34812446,-52.68736506,257.0050988,314.1308166,67.09676954,-313.5343542,49.5968102,217.6073496,437.3266215,209.3381611,484.7117136,22.6958074,188.4763382,-224.5663385,-270.5784429,56.61896234,-174.0957445,162.0750015,-21.85205135,278.5488121,26.48153042,-98.97608773,86.7661289,109.3364196,256.6180711,-116.4222628,-194.4592549,-224.9598119,-262.9432423,-17.15067285,197.5471455,73.61888602,49.70618465,154.0708785,-171.8808186,-202.8943734,65.12044252,-13.04585968,-15.14182322,-119.5726767,-104.167865,-7.503230449,-22.51683606,89.58899571,221.7429463,-67.87717064,-75.68169511,203.7284549,78.10093959,-130.4869221,120.7041415,27.84007017,-84.16083271,-41.82361297,8.996053956,16.18922374,-112.7298585,-69.7432576,-27.533519,-88.9198528,23.40712671,-43.89508778,39.8138903,-141.1178689,-58.86270564,66.31979723,150.4045463,55.50978475,146.2289457,118.5374243,159.1981449,-94.08167481,-56.96775765,51.71149337,-24.35461557,-35.20108279,59.8492946,38.71507811,25.20679769,137.9154396,41.67568206,66.7963778,57.40219863,170.1342231,46.76694251,-213.1561484,67.14782193,-216.9886752,-154.1818067,5.134037876,-29.47531167,-9.148745289
0,-184.3693884,-800.0118004,-111.5354509,392.6056324,-358.4529317,-582.7549555,711.975568,-490.8376478,162.7546124,405.2289502,-417.0099337,130.5297582,-466.3019856,27.87505239,244.7195435,-139.2314949,-395.1801777,-136.421747,-14.32410807,2.170464951,176.8384198,-121.5757794,216.2616551,76.75048093,-424.1169375,-165.1180611,342.5345947,253.8292867,328.9701409,-176.9083182,-62.65142404,192.9242221,-14.3509186,56.952743,-174.355043,-151.4189218,367.8727085,-11.72355717,75.49753067,197.6020158,72.18569001,45.18444379,-117.965473,271.9203746,77.74118296,-34.49671562,48.9584178,155.7391926,-30.31543255,-94.64273392,102.6026272,21.71167409,-86.2325631,-104.547745,-45.43999149,103.5359904,50.25490853,107.5298883,268.2750107,-10.66192219,-78.21710143,102.0875115,19.67412962,44.59431521,199.4659808,62.38855712,-79.86474376,-208.8214474,-150.3159107,-14.48895852,-101.9730252,51.25885423,-136.4966593,64.37072756,25.94300699,-255.5024762,13.03604312,-116.3754176,-48.52938441,5.595351309,80.4856141,-96.86984419,7.303492063,-32.18861787,-54.47699468,126.182752,-3.370728842,78.21673631,99.70038685,15.48499186,-62.07146636,147.9423289,-18.93286567,-55.44452609,-1.310618423,72.49088836,-87.95402897,-87.79800488,65.96167768,23.5685671
0,-685.311978,-385.4606147,-114.8058569,-437.1960318,214.4036196,332.7239654,-434.954492,14.55052856,149.4760783,501.7947703,148.5509356,-324.0570256,28.96196308,115.733508,311.1354309,-125.5160427,434.8330634,143.5005261,-181.0090351,518.9526996,-122.7328886,-285.2607942,-29.14788879,33.27850719,-52.16131969,-9.157938426,226.0192909,-8.008236396,-369.9766745,-193.363977,-190.2521541,140.2503865,81.86628235,139.5254238,222.9972279,70.73682505,-59.21993875,-101.6638004,-36.63827356,-217.6517292,308.1891354,0.364497639,35.44198854,-5.061911901,-37.02550368,-151.0599008,-127.5422946,92.19417829,-30.03689811,84.08853855,-92.88407852,17.97740611,-99.8813475,-54.83360357,-0.338052221,-91.05655054,-1.546898679,176.3286949,91.93236717,299.9980393,45.28337185,-25.38017618,50.31109112,60.78251481,49.5190671,15.13560999,-6.601236542,46.79848845,-25.71871662,71.80769891,-25.82932714,54.90471252,-188.1136621,-10.41735338,-41.9516217,-117.3122179,-38.17506315,102.1417194,13.37315738,-121.426458,20.16318573,92.25779779,-51.14806392,-19.85001661,67.85007012,19.59086651,-73.10571066,33.30991397,55.79661732,-59.64889259,47.73316356,14.89709658,52.57348219,-13.02792865,-63.0748442,-94.83981917,88.98294216,14.01289177,-4.723759742,-56.05597359
0,-63.91901318,-906.9550806,37.13363003,305.0559081,-30.8700627,-138.4241712,-356.2681467,-171.1953963,669.6223692,-313.692243,-191.4297091,-42.18044458,-433.1893308,-56.44469237,325.6695599,192.5452122,-271.1809774,-220.3623281,-266.7100382,83.77626171,529.1138805,-118.9596318,171.7533788,-129.3600764,123.3716312,-135.8039304,-305.3079665,-453.6288012,156.4060152,153.3091568,128.5573876,-261.3922456,22.53984114,-182.8300998,174.7884244,-41.06969612,230.4496307,336.2063184,61.33204978,-282.1287569,-219.885889,-169.1214112,-141.0814301,-235.0505469,120.3182186,-4.901381712,14.5241275,295.5187912,-17.80451962,43.88424042,89.96886773,173.6838481,172.8399066,-11.79886927,-259.2676686,33.38172338,-132.7346279,-16.22024076,58.54143301,-119.9257397,-149.8840216,72.04567659,142.5475854,-50.53546493,-24.88525075,103.6606212,45.77588673,77.65551947,-72.36632762,-124.6764233,-194.0040491,-61.90849345,-64.42157883,25.92357247,-11.40485022,-32.05605312,32.02038795,-116.6995859,90.25874949,70.95216852,19.4763206,14.76676702,-43.48606757,169.4963844,-72.86631555,-12.14103251,-24.6214807,-10.48802491,39.89418413,-27.95777686,60.88552179,-66.18098202,60.73249155,13.33001622,90.39789408,152.0025651,53.5408292,179.131506,145.3301519,-173.3337745
0,8.840110269,-521.2362386,-391.2016193,293.3832681,-253.8780066,-469.6518444,-59.60482115,114.7252091,-278.2983693,-56.6748864,-130.7304921,-408.4832218,266.5229096,297.8957972,-333.978462,-433.7238612,125.4175524,-121.8251216,162.2706842,353.2625763,-408.935937,569.4770017,-101.1643346,92.51675111,196.3012712,125.6624161,202.9821608,333.8890262,-399.3433568,93.89786901,-141.2980164,80.28187504,-102.7916802,-208.8075207,-134.583823,-161.8650482,40.43019475,186.1411502,-49.96545993,-5.674767869,-270.3231148,-91.78152294,-121.5959916,-59.58179763,-105.732833,-73.88608772,12.35097862,17.24151007,-103.5480385,215.1429315,93.40001094,0.707453901,234.9528607,195.0527014,-5.097629423,109.7155274,-62.75102177,35.84875147,47.23760495,164.1650947,-26.06237783,123.8129059,104.5556077,-212.4403958,-144.2612213,-64.25362293,-4.0436206,-40.31810368,16.05494194,-97.71523804,6.612919162,-23.36040464,-75.54741954,-24.65910752,-0.077057616,143.0244499,2.042063513,206.0952099,-106.3909584,-15.2264888,-147.5708528,-42.29400601,46.10750306,-105.2851545,91.54910931,1.32472188,-126.8579075,228.2571335,40.29935311,-119.4957789,46.25088817,-98.66995194,54.48047204,-70.58752389,-19.88301978,64.95454508,-128.9679307,-89.89086165,-54.28583943,34.87522202
0.013,-598.3782708,46.57054481,-47.49622381,649.9112431,-682.2362946,114.2408124,473.5216686,-654.675562,301.6896989,879.4428364,442.8313968,426.3627798,-378.7165438,626.1649453,238.2290245,-87.33243509,-227.7569922,268.313917,-0.623261838,240.8207909,-21.2842615,-99.22282436,74.56714126,113.4573059,-44.07015391,-166.801032,-115.619881,-213.5567574,269.4235955,-365.2034497,-40.20797858,-206.8646765,210.7161235,64.71712448,-112.3936834,151.2900369,-392.0923671,-26.38385106,221.8850149,5.552316681,-4.076139007,-155.2130309,217.9869373,-142.8288887,-15.00312425,-132.3913051,261.0419862,102.3483836,3.406659136,-153.3834647,102.3066108,23.0248267,68.62773099,5.823629966,-5.299596212,124.4559259,-114.9262463,-14.39511098,125.0869515,72.96649613,181.1744024,-229.3087586,-125.1741654,-212.9367711,-41.13681592,84.5994651,92.95360262,65.45510637,51.25076601,97.71484365,-89.30534991,121.0261516,-31.52444234,-17.51391453,12.6597919,-20.18530535,54.79906158,-12.47097526,8.988137203,-72.05289117,208.6904517,165.8909298,66.25646575,-30.16301099,163.8368538,-165.5923836,104.593065,-127.0421391,-108.161051,-90.49296831,-30.5689367,-80.30030056,13.78410228,100.8358807,-99.57490869,113.3706043,-2.769825827,-48.72383964,-7.620079854,120.0348267
0,-742.1143357,-179.0227118,330.120582,745.3715563,148.6737256,-472.7158045,-344.6108349,229.9751006,461.0558368,-540.9045169,118.576188,-199.1589921,271.3445153,-349.3536257,289.8604995,-267.5113206,145.2504263,-78.60543289,259.1512004,357.4335247,287.5068736,-562.9472498,181.1236618,172.8283479,-173.4991787,-184.9979591,321.6643176,111.7761378,-425.2764464,-204.4308669,88.88812118,-125.3534667,34.73887223,5.252187025,-247.337624,56.31550017,31.82356786,240.7078617,-76.08303982,110.8664812,57.26177142,73.60896195,-351.2975101,9.148626243,60.75221115,194.5584008,-103.4684109,2.990552584,241.072205,81.52181686,9.737358402,-219.78096,-169.2129592,66.03632361,63.70934535,-62.96471757,-61.88380005,-130.4425149,68.28301806,-20.63700665,51.71041473,92.55394985,-92.15707648,1.759802378,179.7160889,-86.81711812,104.2569321,-78.52510969,-79.74004343,-162.7417122,248.2332043,-82.63266678,89.08719373,-206.6663752,-69.85735777,107.8144418,-108.4364758,135.4297754,-83.79608259,88.86745111,95.53151415,-23.23956229,267.8877507,54.28517251,6.302516756,-151.5460884,37.76082439,89.708538,-35.3043129,29.35201765,-90.8028541,-17.59236997,-29.97414977,191.2457108,-28.8143859,-159.4672216,78.34577919,-22.69832999,30.15053478,27.57061656
