pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20
0,-507.4102426,-459.3622047,-203.8461333,-23.10269142,557.1866327,-636.6929077,-11.31595543,48.74775774,625.4887941,28.00899933,98.1699834,161.4430548,-13.43813215,-180.1799485,431.2763618,-4.685846583,26.6612472,-239.5633708,-412.9326594,-495.5210432
0,149.4872086,-64.43155863,334.8794852,-683.1461913,-538.4971536,880.4427916,-223.983999,601.6422164,-272.428357,108.2863183,83.60575934,327.5877558,-161.4282692,511.8385833,197.8551799,2.642155867,55.34854796,-102.5280795,-385.9994578,-400.2095513
0,-633.7608564,-532.9928772,-204.0086053,-616.9852332,114.2025964,363.2396481,-215.3285227,-121.5438656,166.3710268,344.8166496,166.4620463,-306.2116933,83.16513582,172.6569299,258.5079224,-147.1513528,400.1819791,114.6473409,83.02746328,468.6439753
0,181.8883335,654.4226105,701.0834461,-6.43111395,-116.1178472,-564.6616195,927.6578844,425.1495456,46.35612873,-52.70008117,257.042284,314.1179588,67.20680526,-313.6071542,49.3829031,218.6679863,437.5322744,209.0126232,-488.4881937,15.91905238
0,-184.3693888,-800.0117875,-111.5355309,392.605365,-358.4470059,-582.7579776,711.9736521,-490.8264476,162.7406798,405.2105963,-416.9652456,130.4763171,-466.282025,27.79290756,245.5432456,-137.6506372,-396.30877,-136.2253761,15.16479087,-4.598446088
0,-685.311978,-385.4605993,-114.8059587,-437.1963944,214.4094514,332.7234017,-434.9549289,14.58981411,149.4681219,501.7401167,148.6323506,-324.0779186,29.07012066,115.6256825,313.1257741,-121.9553633,433.5895094,148.0961196,161.8713159,507.8337414
0,-63.91901303,-906.9550954,37.13375509,305.0561942,-30.87722596,-138.422494,-356.269713,-171.2348934,669.6219881,-313.7060027,-191.4920493,-42.07029892,-433.3207903,-56.32962033,324.2881774,190.1243357,-270.7099271,-221.0839472,271.754574,93.94349096
0,8.840110014,-521.2362295,-391.2016845,293.3832554,-253.8767343,-469.651012,-59.60149462,114.7586742,-278.2744438,-56.68514547,-130.7011765,-408.5536477,266.7105892,297.6832917,-332.4581172,-431.950517,126.8305406,-120.5733192,-177.9938025,350.3210373
0.013,-598.3782709,46.57053434,-47.49619257,649.9111117,-682.2346203,114.2405448,473.5215824,-654.6605782,301.6995458,879.3836147,442.8992412,426.4077792,-378.5843973,626.5343376,238.4898324,-85.74687796,-227.6881661,270.3262928,-5.418284576,232.0980292
0,-742.1143357,-179.0227009,330.1205271,745.3714549,148.6759557,-472.7138172,-344.6057569,230.0309444,461.1006439,-540.9454276,118.6524471,-199.2184394,271.6530709,-349.193083,291.8812432,-264.4073098,147.1349372,-75.08200624,-277.1493083,348.7533425
0,725.9791275,58.68688921,639.1787249,-15.45006187,229.2306064,648.1250451,1114.460211,-642.0817827,387.2714758,-77.30541654,-183.2713898,206.4469287,58.96679468,90.61492053,197.5274043,280.3940456,-143.1225674,407.1302626,-104.390084,355.8496212
0.006,126.1290119,-631.6804424,906.2150804,-93.78368654,-473.9052294,27.73610751,485.7732086,223.0910411,352.2014061,-327.2755085,-32.59456138,-327.7617709,-278.9109465,462.143888,352.1285418,502.5575061,-191.610973,420.6559513,-118.8330285,669.8881441
0,-655.210945,-336.6329656,-341.3548956,743.9458753,-26.73660148,-484.1717127,243.5937587,195.2898005,134.9545207,-236.9184783,194.0414081,-168.9239295,-172.8685652,-92.25476794,61.33446029,-370.0168813,62.5250541,-629.8684512,-139.2044884,-307.9341881
0,695.9879993,-82.8913761,598.207806,517.0348079,190.701623,67.5418936,881.8987963,-329.0443948,-329.9025049,322.2507693,220.7307829,-218.6900251,265.0297355,-756.1767659,9.659767017,351.845682,405.3956068,50.54262154,-504.0011447,-11.47800883
0,-566.7711312,-221.596181,-355.7656364,-663.4152963,130.8366409,105.5584161,-374.915109,317.6915839,492.9571004,228.2685032,456.127003,-99.077123,-96.70896358,286.7271995,-54.58582617,-191.7937585,192.1804919,150.2303604,55.05972494,445.5567121
0,-82.91054338,-632.3156437,-288.2864565,539.0916697,-148.8472385,-628.62505,507.8975061,-421.9224887,411.851649,444.3634868,-117.3904873,-45.62237432,-776.2409519,-25.47534059,-4.503693593,-117.8607302,75.53730932,-63.58834997,-205.9952594,-240.8280276
0,-80.70389493,-223.0365952,-208.2258836,-3.795706421,597.7760308,-936.5968028,258.6721986,213.9554065,435.6876753,99.34947149,162.1390764,381.1309721,-248.2873213,75.92228963,272.8657012,-18.45495136,41.99797453,185.9881149,-310.9258041,-537.1379914
0,874.9181832,-625.9449387,659.6643885,-338.8546548,-309.7197452,-14.82181844,-910.6097955,387.961465,-213.1733661,-293.9677534,470.4879493,299.5533696,-14.59552623,129.8163221,-164.4842435,-1.855671523,-299.6905723,-257.3321649,117.1663927,-462.6232752
0,-373.2159588,-576.1236062,-362.2501188,498.8470104,-341.4761383,-425.3591833,254.0094517,-321.8303708,75.13982606,-258.1222668,-378.5911369,-223.4838534,-218.6855324,73.7307917,102.2547036,-197.2776512,295.2281594,-481.02275,234.2065459,-253.1164202
0,-765.7118858,-10.49077385,254.8386529,336.9745334,450.4452496,-403.3714424,-578.4535282,416.9754406,91.31439093,-398.3965534,151.3009705,-269.6685105,-123.9785248,-547.2067684,188.6323647,-113.6617393,182.9803179,-471.095382,-56.80927775,377.9816479
