pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98,f_99,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120
0,-507.4102428,-459.3622032,-203.8461261,-23.1029095,557.1909802,-636.6963206,-11.32140416,48.72888538,625.450993,27.98478099,98.20784221,161.4784457,-13.5519273,-180.1837139,430.6781701,-5.009538444,24.88166537,-239.5510065,412.7209118,-491.6200542,243.638598,-404.8144829,-25.24769828,-310.2734273,417.8816016,81.05996253,85.83922722,167.5369845,-17.5434605,41.03609463,90.89467388,-266.0599364,-213.1185831,184.4285997,111.92822,-78.62628246,110.6627843,213.8027682,64.21719208,55.61126525,98.82426623,-247.0759447,-413.8015065,-74.35657242,-82.44720878,30.06281478,-43.76738353,76.14561963,-302.0407057,-108.2319791,-182.5158783,-91.33425932,-26.31503295,91.48174885,167.065934,56.78959714,-42.52873082,33.97190352,208.5676308,60.54176096,35.16277505,53.16455327,-79.87527029,160.459959,-104.053222,82.5944038,-110.6837619,-7.43575298,-245.6748244,157.2281133,66.2195641,-66.37580755,155.4117951,-20.84387883,-7.070240878,-1.659099898,-50.5557621,58.50074325,-42.21322523,-180.1200916,-42.36719884,-77.12262354,-38.37315827,-117.9743061,56.87995697,71.16850629,66.50047796,-39.52247688,41.49207892,170.7627267,-52.76254068,24.77251097,-33.98025512,-52.27047048,-94.45595067,1.723064768,-9.001446158,114.5322453,-68.56496583,76.21243209,-29.49342754,104.1319388,-5.537876262,-97.12813807,-4.45936574,-70.4311966,110.9688012,29.616245,19.80289821,-4.372505085,59.9021571,16.50061319,-197.2037411,89.84316,61.63519916,96.82897964,-37.66612859,-46.99149731,-68.28966924,-46.59573883
0,149.487209,-64.43153684,334.8793807,-683.146486,-538.4940311,880.4454016,-223.9802883,601.7233733,-272.3992467,108.1817159,83.70882142,327.5698667,-161.1136111,511.7787842,201.6524457,7.737059658,56.3153483,-93.81973125,419.1616366,-416.4428848,-105.9211669,-54.8835596,2.398373213,252.5102402,43.60458275,156.8657494,-216.8300397,8.479283713,295.7759945,335.6183927,-78.60783169,-21.21012938,-28.41346413,87.22741584,-452.6842984,169.0912968,322.8105393,-277.7344125,120.5718161,179.3379419,304.6301218,-87.6994541,-277.7737206,119.7532876,215.4619437,-56.73676938,264.4212731,-188.8705562,104.8182431,-87.71058208,-292.2964347,-21.27074979,-102.7347842,80.88470528,-91.86294218,119.784697,-118.208067,4.153927369,-77.39159643,-28.35561081,61.82134667,128.9043393,-118.6604162,-140.1807006,50.4743675,112.6099052,239.3896928,-7.789870896,126.03457,-98.09607864,-245.7916,-226.7887918,15.26188512,20.38974786,-220.1098739,72.09445798,-71.00367161,35.28975064,-113.8539033,79.24189083,175.3075481,-215.1777837,22.04326158,-47.71502525,-67.93330186,246.8596054,76.68949827,218.9322159,-30.07461638,99.33027833,64.40017698,41.58362585,-83.68924319,75.55227402,89.30303981,192.5378105,19.24315556,-92.68147545,-56.57204317,-75.81670938,95.45374429,3.133400009,-91.9796903,-7.457432164,-33.84351782,-11.61921075,63.20876079,-21.69440909,81.55151875,110.1043644,-22.65596146,83.71128962,-47.53633215,-23.54004032,-104.5003481,89.01758148,42.35127791,70.00622778,23.63959118,-15.76740404
0,-633.7608563,-532.9928914,-204.0085157,-616.9849671,114.1985298,363.2395283,-215.3287092,-121.5781394,166.3750584,344.8605139,166.4078974,-306.1893317,83.07363074,172.7758244,256.6360099,-150.0914943,401.1143254,110.5408385,-101.4652346,478.9753557,-104.1571174,-160.4461709,29.45865312,4.906484013,-22.03760298,-74.68015296,282.1249105,71.57381084,-288.7987815,-119.6147362,-67.11224428,121.2579331,39.12186834,147.2217458,251.4545134,-73.4026484,27.71745448,-102.0587404,50.14758155,-244.7578708,318.3377817,-3.968572381,92.31873248,47.42887039,72.39030264,-190.1180971,-106.546631,113.9554399,-72.22806236,219.3225536,-1.774015765,10.63863903,-119.7973146,38.91749904,-114.9979315,-209.3333773,-43.30817695,103.5430982,114.3091283,178.9020587,191.7600194,23.45690882,150.6535317,115.7708744,14.3554277,55.74034021,26.08665173,-66.00398034,-22.51186398,93.01081205,8.897437659,126.6793237,-166.9672605,102.0770028,-10.07287261,-74.9327365,-26.21439058,71.64951268,44.94118333,3.21152405,-3.646365782,98.36683561,2.914486212,-79.71232162,65.59227854,82.31817763,65.85511826,-18.88983511,38.88852524,30.28804152,8.885596896,-40.63733575,-3.331616916,-24.21302106,34.83007648,50.15261324,62.73098748,-96.87861133,-65.13608772,-2.217474509,50.08240261,4.201226322,-115.9651352,-56.94003738,33.97561018,0.19415771,28.82988783,-13.81103467,-14.34944988,61.95477882,-33.18594458,-50.85466765,-49.28042651,47.16087056,14.34986583,24.03637619,-14.97547137,1.261329093,63.59393072,-32.58180357
0,181.8883337,654.4226109,701.0834599,-6.431070166,-116.1194936,-564.6608692,927.6574812,425.1408269,46.34812728,-52.68709187,257.005592,314.1312551,67.09740391,-313.5359667,49.59792914,217.6087789,437.3304747,209.3267218,484.716996,22.70320471,188.4710024,-224.5514484,-270.588767,56.64064842,-174.1092113,162.0631976,-21.86431736,278.5502538,26.52693948,-98.9210038,86.77902002,109.2959035,256.6369592,-116.3699279,-194.810994,-224.9349313,-263.0769243,-17.23505434,197.6536529,73.87631794,49.45082376,153.9802451,-171.0810924,-203.0774541,65.74047295,-12.65709418,-15.84930594,-120.1780674,-104.0222126,-6.528736813,-23.95525116,88.37650404,222.5348172,-67.69184625,-75.82020957,207.7791686,77.5383237,-134.3202642,122.9922162,28.45825317,-88.12531693,25.08865118,15.5074998,12.18834547,-112.0503411,-68.50689915,-25.77708491,-96.18205666,16.79826673,-55.32162525,31.66287184,-142.2619072,-41.63842248,-101.3975186,160.4967203,56.90803015,-137.4297217,91.60100724,104.6664173,-26.53257623,131.0858591,81.78149615,-31.79136252,-85.92656363,38.10588113,-21.15792335,16.32620352,-87.39026979,83.030073,-157.6664997,-35.31226055,154.772294,-51.51241403,-210.6814892,15.21555115,96.53881129,215.9920099,30.53811451,93.943589,149.9715389,95.67185916,21.08517506,-97.26115116,25.09624807,-13.4682205,11.9732537,72.41736375,164.3917483,16.34624225,-10.80392821,11.88966504,-74.46504367,64.29315166,-13.9522483,117.1011589,-142.0053194,-27.22148032,4.184340644,-135.1253143,-98.49041152
0,-184.3693884,-800.0117989,-111.535448,392.6056327,-358.4528906,-582.7550813,711.975505,-490.8374924,162.7545678,405.2297428,-417.0106063,130.5300307,-466.302201,27.87578843,244.7203359,-139.2302056,-395.1829466,-136.4170133,-14.32562878,2.172936837,176.8364751,-121.5758794,216.2470784,76.73771405,-424.0986324,-165.1276594,342.541443,253.7975579,328.9220261,-176.9166631,-62.65294541,192.9397059,-14.26105277,56.90054609,-174.3071393,-151.4514437,368.2217651,-11.84188502,75.50772523,197.7609099,72.13508652,45.1833723,-118.2620305,272.3128909,77.45715423,-34.98134006,48.82608545,156.5097598,-29.33707068,-95.72941731,102.8389053,20.20842386,-85.82125421,-104.9957617,-43.77055159,101.413281,49.36479951,105.2424942,269.6290286,-11.40644578,-54.45224088,-116.4853065,18.45164495,49.18096216,204.4911435,56.93742266,-77.9807811,-207.6621905,-154.326781,-9.515411602,-93.17092708,63.32400667,-142.4600621,-53.85629077,-16.24502361,-219.4949603,-73.02998813,-90.93942632,-1.305322256,-75.17219304,-101.1771947,-105.3826134,14.80647355,-33.2880135,-12.31877315,-109.6076555,113.3186663,5.51000089,67.36761828,-67.00431203,88.90145939,136.3903654,67.97979986,-57.30401575,-47.11222772,-34.63494324,-62.3632735,110.0764826,3.557920244,-24.67638046,23.42161524,57.24558975,32.50971285,40.10572127,-18.59623641,45.77857145,40.1564452,46.45786593,-88.97912425,101.3418706,-65.08568026,195.9682387,-86.20747729,-8.741429849,-82.04557835,54.62475542,81.18613946,-62.05727429,102.6016393,-8.043909511
0,-685.3119779,-385.4606149,-114.8058566,-437.1960384,214.4035943,332.7240208,-434.9544272,14.55040094,149.4761618,501.7942814,148.5512783,-324.0569883,28.9613633,115.733106,311.1358032,-125.518613,434.8350871,143.5026268,-181.0100177,518.9482614,-122.7335725,-285.2729154,-29.13569619,33.28100587,-52.15668057,-9.169688328,226.0183692,-7.998640748,-369.9878404,-193.4153986,-190.249179,140.3081452,81.73842227,139.535778,223.0702264,70.58656718,-59.30205233,-101.5536733,-36.63548391,-217.8585878,308.3073962,0.327772222,35.49272613,-4.592734813,-37.32130138,-151.0215634,-127.3906462,91.4557739,-30.8148581,84.40453751,-91.89903172,19.23184717,-100.5063657,-54.60226144,-0.183096012,-92.92787204,-2.991743179,177.9065892,93.70034596,300.8917534,42.24311016,33.39470807,48.80950971,60.49085167,50.89342191,15.16599465,-5.254987629,49.12029407,-22.08858724,75.11928272,-8.031572403,70.2761054,-193.2049505,14.94467573,-50.20900736,-109.288777,13.0162757,87.31755034,12.77871012,-108.5226052,75.49721109,104.864868,-28.4323577,-43.89859528,60.00786224,72.08637379,63.63921597,22.63257997,53.28650662,41.39797167,52.71213368,12.29288598,-84.80424768,13.4327384,141.8620138,-31.09488285,67.08597879,-72.25597708,3.036405353,-30.91792893,26.09236369,55.44633962,-40.0768762,32.25378866,-53.37759607,80.52607112,20.84616744,30.3353758,-6.711033478,1.910735424,50.18314132,-4.026250532,18.06107312,-30.59768111,91.05157355,-70.55375608,-117.1922944,-43.74282369,-41.64228985,-1.147473048
0,-63.91901346,-906.9550805,37.13362817,305.055919,-30.8699884,-138.4241919,-356.2681624,-171.1953195,669.6219447,-313.6917397,-191.429965,-42.18112868,-433.1885119,-56.44233969,325.6688688,192.5476462,-271.1827117,-220.3639149,-266.7103954,83.76626945,529.1178848,-118.9493843,171.7668286,-129.3616364,123.3624903,-135.7741738,-305.3456346,-453.6228937,156.4523017,153.2939207,128.5721097,-261.4855985,22.61485392,-182.7612201,174.7535522,-40.9331694,230.5964265,336.3322305,61.43819647,-281.888229,-219.9114123,-169.3039989,-141.7889991,-235.1861958,120.8836326,-4.474045453,14.4837072,297.5741211,-16.81017759,43.28363149,89.36850525,172.007625,173.7922151,-13.74658377,-258.8190575,32.96547881,-129.7512436,-19.1540379,59.08177677,-119.3027688,-132.6899796,-95.40283529,145.4052021,-49.69468269,-22.991588,104.9857834,41.03310154,75.03553337,-75.55889884,-110.104936,-198.8931419,-63.5931781,-59.23481582,-24.33130197,-27.44070985,-17.97493847,-40.1916787,-112.3615484,88.23405117,69.01197838,-55.45030089,37.53762079,-59.13278487,162.1528782,-2.203002802,-45.45487104,-6.223675946,48.1403533,48.23543971,-71.12463339,-38.36010537,-105.2622645,-65.68522497,-42.20037519,-161.2828761,-33.0696572,-134.1440371,-155.8982639,3.027066002,38.88057285,46.01857547,22.9577582,-26.77754053,75.52723456,136.6589147,9.927002864,-35.62679712,-35.74937323,153.3388185,8.023335924,-67.46504398,9.771104701,-66.21843298,15.33716841,-74.12124993,105.1047255,-2.518257498,54.53914995,48.68368144,62.69565489
0,8.840110161,-521.2362411,-391.2016204,293.3832743,-253.8779748,-469.6517321,-59.60479449,114.7252604,-278.298818,-56.67525307,-130.7307101,-408.4837831,266.5249625,297.898587,-333.980271,-433.7186295,125.4180049,-121.8246369,162.2697814,353.2644713,-408.9259624,569.4900879,-101.1479898,92.50020094,196.2809133,125.6916046,202.9941942,333.9268763,-399.3352212,93.93504091,-141.33478,80.13885047,-102.7341454,-208.770526,-134.5612483,-161.7707249,40.12354675,186.2507985,-50.02832871,-6.016642737,-270.7166815,-91.86731993,-122.0960746,-60.33649584,-105.7797025,-74.71986457,12.153054,18.41463786,-104.6531844,214.7312759,93.41435311,-0.038862975,234.9022182,195.2893903,-7.678800877,110.8302958,-65.36950706,35.19165112,45.68412854,160.8618617,6.912237109,-123.803162,109.9659769,-214.9528926,-146.9072989,-70.32098067,-5.238776261,-51.20439208,26.63655354,-104.261796,9.106849929,-11.81719519,-75.58647045,23.94217135,13.58603985,128.148621,50.14044012,217.2622192,-122.6989854,82.27529606,122.5654953,-61.9603091,62.85529744,-101.6910085,37.81181509,92.63655537,130.6402664,-111.945815,185.0179457,19.75489485,30.38766831,-95.55952173,-10.08374929,-45.88067276,-60.90788725,-81.98590788,55.34752358,171.975872,35.52802611,24.37967963,-143.2466276,-37.06970099,-15.24884449,-38.69909499,-24.130684,-75.46029635,-32.17301034,177.3039701,114.6477313,40.00111897,-47.6396421,20.15725174,30.22593699,121.6340149,45.27805197,73.71822116,-80.33406411,103.5639972,98.98787145,57.56226355
0.013,-598.378271,46.57054198,-47.49623507,649.9112357,-682.236289,114.2406626,473.5217335,-654.6755797,301.6894503,879.4426497,442.8315313,426.3630731,-378.7152399,626.1662875,238.2287379,-87.32500563,-227.7533808,268.3084851,-0.615277588,240.8346218,-21.27169803,-99.21107051,74.55645821,113.4424274,-44.09032977,-166.7993134,-115.5947358,-213.518527,269.4187808,-365.0935937,-40.20474375,-206.894784,210.5949681,64.66723933,-112.7334136,151.2920386,-392.1972983,-26.38731929,222.2316707,5.666710332,-4.772993884,-154.8294816,217.7868153,-143.1726314,-15.27367594,-132.9418571,260.5440491,102.0380944,2.958187203,-154.7420945,101.6205137,23.1437571,69.93473845,7.957624223,-8.075549286,127.2632211,-114.1656408,-18.7783717,126.0314162,74.17351758,130.4866715,264.0906798,-124.1067776,-219.444524,-42.78228079,78.65752025,93.25728873,66.68450718,54.97457468,99.84229581,-77.43336479,107.9531391,-21.8896669,22.13154425,16.35954335,2.612761136,-56.19977801,-21.87011785,-18.27310122,-161.5862831,-51.53143401,241.5803096,113.905332,-65.28990826,129.2381825,103.3107821,-153.5255633,36.92702703,-69.17073704,93.0234315,-100.8279745,-31.77189084,-12.73610451,101.8513255,-35.99242025,-78.87012088,-24.76030303,121.8858228,-80.72928595,-64.78843247,-55.04955862,-4.358734167,100.3119807,-111.3472771,-1.224362019,-166.6507416,-197.1240502,19.36956411,33.79205042,-34.25968598,-75.3893285,16.34491836,-4.89713349,61.64834823,-34.89861876,-76.31366432,-133.2916403,60.29000271,-5.978081553,-38.64296618
0,-742.114336,-179.0227103,330.1205863,745.3715758,148.6737218,-472.7157903,-344.6107466,229.9751105,461.0557873,-540.9047934,118.5762185,-199.1585383,271.3453308,-349.3543837,289.862374,-267.5164722,145.2479436,-78.60563886,259.150003,357.4359328,287.5110595,-562.9385713,181.1164918,172.8347499,-173.5096005,-184.9876375,321.6229359,111.7592451,-425.262743,-204.4514663,88.89165428,-125.4286032,34.76328809,5.251062067,-247.2330365,56.25524102,31.67351816,240.582823,-76.34069788,110.9818715,57.40698181,73.55789553,-351.1500483,9.361454443,61.08887169,195.638855,-103.1287074,2.007914964,241.0312849,79.99222121,9.060034512,-219.3752321,-170.1513146,65.59467146,65.15745872,-62.58656804,-60.38868857,-128.5858729,68.46877894,-21.11745507,63.10843592,-82.46928388,-98.35948994,3.389702014,179.0076894,-95.79244455,104.6235102,-76.56748663,-75.96318631,-178.4454638,235.9408652,-91.04555385,84.12284514,207.424427,-13.14886874,87.94663939,131.2994655,119.944075,-60.23875133,13.06743117,-132.9245973,25.85047709,207.2806981,125.375021,-29.97978966,39.65090863,-150.961347,-146.500461,2.94050558,79.80614381,98.0265932,18.45055661,83.31214025,150.6569757,162.7367887,34.64971304,-3.738393588,10.31839158,11.47950574,6.109039457,19.09488734,-57.98483721,94.42869331,34.50808652,61.28653734,-99.44892876,82.28677102,-61.62174942,182.5111327,-70.26614348,111.4111448,1.660219113,-35.12607665,14.38093349,7.289636609,-24.98522283,-101.7678784,-7.417136674,-42.36771624,56.21252479
