pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40
0,-507.4102428,-459.3622029,-203.846126,-23.10290644,557.1910084,-636.6963249,-11.32139428,48.72900919,625.450836,27.98453378,98.20772414,161.4784931,-13.55308055,-180.1886565,430.6779016,-5.028121544,24.87312,-239.5706046,412.7380764,-491.5760332,243.6551603,-404.9183894,-25.07994315,-310.2838969,418.0108159,81.05754402,86.1715372,167.6562941,-17.04320671,39.50547468,88.80423301,-264.326262,-217.6854908,182.3632923,107.5838525,-91.77542972,96.46243794,210.5813455,60.71573072,53.16772143
0,149.4872091,-64.43153622,334.879376,-683.1464877,-538.494009,880.445435,-223.9803363,601.7233062,-272.3990399,108.1817839,83.70817527,327.5696633,-161.1145178,511.7753415,201.6440858,7.730173403,56.31111823,-93.79068749,419.1799811,-416.4578791,-105.9320353,-54.81611873,2.490985037,252.5680515,43.54102333,156.6520441,-216.85527,8.131178166,297.1811724,336.141458,-75.99139808,-19.93218135,-28.06881041,86.60211191,-458.873268,166.7158096,329.0816968,-250.0927895,137.9433989,166.6841643
0,-633.7608564,-532.9928913,-204.0085134,-616.9849673,114.1985207,363.2395104,-215.3287581,-121.5782204,166.3752836,344.8608628,166.407122,-306.1899445,83.07319382,172.7772238,256.6262264,-150.0844958,401.1160103,110.5883588,-101.4614289,478.9691958,-104.1822903,-160.4192897,29.39512133,4.977516324,-22.15550862,-74.40592382,282.1287089,71.73216053,-288.1112971,-119.4732716,-65.48224506,119.8302107,41.12000108,147.288321,250.2713043,-68.53743122,30.92393127,-99.87834151,35.83700388,-257.0524642
0,181.8883337,654.4226112,701.0834592,-6.431067501,-116.1194426,-564.6608829,927.6575783,425.1412272,46.34765223,-52.68767224,257.0064379,314.1314209,67.09750252,-313.5362119,49.61182133,217.5966306,437.3294007,209.2552311,484.7170819,22.7295752,188.5077335,-224.6912089,-270.4600843,56.5109154,-173.9599233,161.9361534,-21.77183697,278.956179,25.41332798,-100.1422788,83.43742966,111.5570039,251.5694528,-116.1561281,-192.3772234,-232.4991286,-267.5640499,-50.09521012,182.6072374,57.9676697
0,-184.3693885,-800.0117995,-111.5354478,392.6056348,-358.4529322,-582.7551068,711.9754741,-490.8377518,162.7546992,405.229991,-417.0105255,130.5300827,-466.300702,27.87684098,244.718247,-139.2152103,-395.1798081,-136.3923262,-14.32779096,2.130761631,176.8122537,-121.4385647,216.0780513,76.80375081,-424.2829704,-165.3367716,342.437341,253.2029179,328.9031158,-175.0475822,-60.28023753,191.7881929,-11.38914246,58.14613443,-173.5109801,-146.8382059,373.3618622,16.8267265,116.0586714,177.8277456
0,-685.3119779,-385.460615,-114.8058566,-437.1960398,214.4035745,332.7240486,-434.9544952,14.55028171,149.4764151,501.7944826,148.5507916,-324.056892,28.96075208,115.7320458,311.1276364,-125.5167427,434.8315987,143.5277833,-181.0066581,518.9537745,-122.7445583,-285.2394854,-29.18321675,33.31828953,-52.22903015,-9.07159832,226.1478256,-8.200958174,-369.5328778,-193.1612695,-189.0834453,140.6570559,81.60592658,140.3931483,220.2512638,73.25124431,-55.74828012,-92.88787364,-61.26708014,-217.5646278
0,-63.91901337,-906.9550806,37.13362714,305.0559218,-30.86996402,-138.4241665,-356.2680693,-171.1947379,669.6217479,-313.6926372,-191.4291884,-42.18177795,-433.1896794,-56.44262359,325.6834163,192.526398,-271.1825974,-220.4246149,-266.7303353,83.81503849,529.1497113,-119.2157431,171.9521319,-129.5514769,123.6030835,-135.5597859,-305.2441087,-452.7878248,155.9284026,150.127021,123.0683123,-260.5502231,18.54075025,-185.3599461,176.3113347,-54.32797566,212.5764998,306.6836805,34.55103311,-284.5099232
0,8.840110038,-521.2362414,-391.201616,293.3832715,-253.8779463,-469.6517291,-59.60475675,114.7254094,-278.2990765,-56.67555325,-130.7309272,-408.4847431,266.5236231,297.8999761,-333.9771186,-433.7176262,125.4161958,-121.8403387,162.2696601,353.3015798,-408.9212743,569.3706142,-101.0965794,92.50631769,196.3828844,125.8053837,203.0125732,334.9879533,-399.7604449,93.62879779,-141.014403,79.84858265,-105.041208,-211.5288796,-134.2157513,-168.5422664,29.74372972,170.2109584,-53.00247115,-1.459417126
0.013,-598.3782709,46.57054178,-47.49623575,649.9112343,-682.2363076,114.2406652,473.5216694,-654.6758087,301.6895276,879.4429596,442.8313904,426.3634716,-378.7149372,626.1671056,238.2259589,-87.31273246,-227.749526,268.3239857,-0.614179087,240.8076066,-21.2838664,-99.12969979,74.48317424,113.518577,-44.15605474,-166.8968427,-115.6981117,-213.5153138,269.1087299,-363.9832736,-40.06196218,-206.9758552,211.9884504,65.62957133,-111.6490478,155.2735704,-393.8573248,-49.126964,219.859319,-25.05658007
0,-742.1143358,-179.0227101,330.1205869,745.3715655,148.6737599,-472.7157407,-344.6108013,229.9752204,461.0558331,-540.904753,118.575755,-199.1600136,271.3443354,-349.3537363,289.853955,-267.5246325,145.2459165,-78.57804325,259.1557483,357.4565972,287.5101196,-563.044223,181.2570482,172.8261746,-173.3905817,-184.9309999,321.6570696,112.0631848,-423.9444712,-205.7183787,87.58279313,-126.2524258,35.57372907,2.586436737,-248.1631428,51.80416492,16.9851515,232.7241428,-55.48290211,123.7865367
