pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98,f_99,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140
0,-272.2391581,-696.2042829,529.1804112,-298.9088604,85.66534805,-81.78421662,297.0515694,-700.9751268,186.3831664,-684.0512284,11.20342078,-9.497188565,-561.2919966,147.4976699,401.5250424,-191.5119107,214.7369306,-164.1809954,-76.56986917,-269.391714,-256.5391879,-103.2511783,-217.3687794,-235.4635744,-297.1906464,113.6714851,191.0301271,-263.1469512,33.35246266,145.1728598,4.05188791,-217.2049743,-66.75901117,-199.8838144,-86.57643325,102.7872522,389.6747883,3.710437233,268.3955873,-176.6853101,-2.410499855,3.465130312,45.30977173,-99.45524938,-7.666090236,-74.78929597,-161.9220061,-145.4811644,-228.190618,-234.2362664,-159.3377914,41.42744596,167.4236692,-23.03404373,73.01234774,-199.7296828,-47.38626309,-46.06439482,-39.21481898,-202.6130891,180.6721946,-75.92959475,106.9429038,-8.142447256,-94.3207284,68.06892878,87.87936779,-8.351966506,38.46362751,32.81129234,74.52621338,44.11999031,-184.4352854,-173.8537964,5.984164906,-31.34388906,54.57354548,-85.21724578,164.4374202,199.4860439,34.79786818,-67.43315212,-5.127191929,-15.71674517,103.7101947,29.35849245,154.2695423,29.39816807,-15.06874703,-94.72411795,-23.66409038,120.2501683,-111.5947573,-168.9461159,26.12292749,-106.1908142,-77.01777893,83.16464152,-41.45518721,96.23613578,51.65428654,29.17412417,37.25038356,19.97693082,-12.7180705,-105.6460431,-47.9134879,88.61105834,19.88494664,76.62189957,67.46882871,96.48972387,-22.35937844,45.01163291,125.3655491,-89.70651932,-140.2052747,36.16577167,64.19115481,139.628393,80.81448273,-23.0524426,-48.56638874,-80.04759223,6.742392094,19.75066849,-43.8007073,-173.6669621,0.11425192,5.445047532,39.9478631,-40.44713921,-3.677446106,78.05711678,-59.44870622,57.64835652,45.78594978,8.411250953,-51.54255457,-59.04607079
0,229.2221185,393.4752256,-1012.896613,-673.1815683,454.4926048,116.8245146,-187.7664079,312.63103,-155.6828265,-199.422986,341.8239349,153.0475676,-569.0431876,-363.9231914,559.8477094,385.2563695,127.8257096,286.8601822,35.19887544,-397.070086,231.1256992,-148.3509216,-84.02575107,-163.9021956,34.48483606,-76.09679038,50.94386858,37.36579832,-116.3109498,23.66469649,150.8145068,-173.7621412,174.5851786,-120.944348,180.234341,-235.6876239,-365.1440709,60.07330128,209.135816,-0.220638091,18.69807703,-264.4075143,196.1282617,3.555376955,32.5302031,-319.030614,-127.9449266,159.6019277,-26.96640981,11.15822218,-151.941281,277.1005724,-47.98547393,101.3101718,-172.7509263,-263.3798769,-178.5000953,-241.5832921,65.86518762,-72.7183111,102.7126576,-197.2855797,-137.2805701,-164.8055776,45.2367614,-227.3961036,-77.81161778,-40.74865002,91.90252669,61.35098616,61.72938452,-156.9218582,207.2913696,79.49975262,-36.79113567,32.27389061,-52.69319961,67.9747458,-234.672992,-107.0472733,141.8954599,-245.9382869,172.5195969,32.50576235,-125.3492587,-16.1120777,8.608203346,-136.3619022,44.94316825,17.95801054,62.45931673,-65.94335391,317.9830928,-2.305540609,47.90350872,-38.97681928,82.24857974,-57.44038928,2.052324681,16.49071642,-38.58766649,-45.9714983,-60.47255036,-90.21561992,244.7256661,5.036956488,14.82392064,-97.99641203,13.16963346,-31.62659063,-49.32750554,79.80135819,58.85608787,-35.35027878,159.0730371,-101.0409146,-18.15445375,-37.07926704,-21.28051495,7.77836591,-66.26880867,-154.1121101,70.64118069,-80.08050133,-124.3368846,64.30477449,-151.7574342,65.66466633,-168.7269018,71.37595715,-64.50044787,-146.6921744,108.25446,150.63073,-14.6615433,63.4074782,136.6870139,-83.23286116,-84.87802459,-1.596234232
0.002,-446.8203696,-845.6470905,-686.5705337,-317.8344678,-40.34582649,-102.1258018,-102.3527435,-170.0402116,-51.74068124,-51.23527703,321.9350414,-181.6896552,483.6302064,234.7317977,34.77505316,-54.12767395,15.1512682,-126.1518011,11.86477179,100.6052717,191.7858044,194.0865996,35.59878575,-181.3569151,108.0474821,-58.6613801,-271.7978316,-100.5460477,-148.7761574,132.8176695,-141.8279332,-213.2521676,66.58338476,-256.0361361,90.84009874,-54.82246651,211.8596617,313.3000275,-12.60764953,-18.13827272,19.21124601,39.17930761,140.6117228,147.1034408,48.95419394,-111.2282971,-97.07555267,-77.49839544,-68.29413388,168.9437773,-68.61405627,-64.05584362,8.563753759,161.9749046,106.3850904,70.91043134,91.87596328,-135.504457,47.13380794,-53.63988951,6.679126842,243.5810022,10.76887183,-86.90145545,-27.43873041,-42.75076892,-62.65547909,108.2995035,108.1874123,-52.65834192,8.13539373,51.73552171,50.32691091,95.39749102,-51.76255648,-57.6827221,19.74427384,63.42739579,-30.37547537,-39.76709388,-158.0594187,45.07977787,-14.00510706,-55.34380755,63.96608045,2.962612553,41.5107934,48.48912895,61.63851679,-4.49022051,19.2183973,29.67657992,28.91718912,-42.00725249,-6.859863864,-82.7414527,-34.34750358,-30.16212424,40.28746794,32.14134053,55.82104735,-24.39753463,-50.32932403,77.65507765,-47.1783422,-20.67563009,13.57307862,-53.16061686,29.55974825,-96.01387148,-38.29757471,97.09715527,33.2775268,-7.736997117,-47.8755993,79.57079681,24.44338372,6.457633165,5.845407929,36.01804198,-41.2967538,-20.69316375,-74.61352707,-7.118732962,-17.07705309,73.48816399,74.36031796,33.08002647,8.004795656,-167.3227403,-0.841781823,-8.187159243,-73.86885235,-52.27572327,53.95842433,-9.270977062,55.62787365,-25.35494814,-2.01005384,61.86111396
0,274.6063629,713.8829222,598.2598326,20.38627773,465.2821468,509.8168023,34.00252032,-127.1918182,-254.2050828,-737.5806041,386.9264041,-510.0116872,-79.14863127,602.1862035,547.4564358,-114.9248875,-460.7796188,227.3178046,102.471491,-510.1687721,287.8245932,-352.1312575,66.70585708,239.6243362,255.0416869,113.7038768,-108.6099925,-50.95730566,83.49551349,210.2802549,-150.8534908,160.4083788,-207.6112909,-79.23514446,-34.88797573,62.82614666,20.98786678,302.3163629,-293.1594837,-13.80444188,44.97417049,-41.50405621,72.42474633,91.18945347,-142.8371973,33.00072639,68.96229862,97.86713244,-51.0331367,-396.9120539,-51.02867895,-0.689445535,178.4269128,-116.2686801,-32.82725021,61.86034993,-180.9989985,57.09350378,-217.1793266,-67.83801828,91.20973054,-45.40271543,-26.92585719,77.57207149,70.41564597,-22.47590903,-89.70547468,-59.60751029,49.06074746,-182.4882368,-100.4538236,-149.9667448,-28.66376237,-94.01222941,29.05824356,-4.554883691,77.21737971,19.53599036,-5.913337159,-7.924125516,191.9387267,-53.56339783,-27.44669185,61.16756209,-28.48718302,76.36634163,-18.91972993,-1.139658498,87.25634023,37.65951355,-17.27764261,118.4269775,87.4281364,-81.72827998,-87.55948006,-65.01566014,-41.56776917,-71.381574,-58.23708082,-47.8364007,-18.77714328,20.22995217,12.11932511,-179.6589734,41.22808551,89.2167195,-152.6861144,25.18032538,-77.23252856,-20.26199629,66.60276975,-6.788329039,-15.13845425,101.4904272,34.47944837,-81.50581074,-22.36497805,-62.46608461,-23.43466608,-62.530409,-32.56921165,110.3980019,-14.87974324,-60.38598398,-82.60417401,6.423741043,-23.58254738,22.19883863,54.69237629,-24.47826317,-66.01266214,4.388476443,70.27375476,-36.98140742,37.90403072,-5.746030558,-94.58836546,32.1269606,-18.10060262,34.00654343
0,185.6275448,-435.7906482,831.7419085,-693.699598,-380.9622814,276.9847671,188.053771,-182.2327635,-229.1884758,549.8041009,-369.0336088,-148.1046509,-487.2030005,492.0108376,386.6277389,23.62938966,-26.30966963,-223.5166116,-261.9742261,352.9969807,133.6374254,-236.0732906,237.6847574,18.1660595,445.7763518,-66.5462207,37.05105565,-150.8733481,107.6476051,163.6978211,-46.25898261,-170.0783265,274.0881018,344.1762956,183.1371683,-37.77139124,-203.7715694,59.02895547,103.7046727,-90.30579109,-138.6067483,-210.5910044,-4.829685394,-36.66250918,-163.6454155,-18.10935987,-55.84535839,-220.4533151,19.72080156,14.46304005,-72.64124128,-15.5601376,-99.83183239,101.7047636,32.59305191,-43.30886157,55.55980431,29.98777728,-35.23543394,-234.1357521,47.12459951,107.9738849,269.1884245,-287.6982143,15.46151777,42.64435706,-115.3960977,44.21203829,-40.63177621,-190.7154415,62.9423424,138.3966364,105.5738292,-211.2064433,-17.84023032,-59.78007746,34.77557408,-109.5693433,144.9872514,94.82528984,-52.56735883,10.72713451,-14.69987446,-14.39042858,-97.1458841,29.85640969,-62.34692331,-16.74559825,16.17467104,-18.44387734,7.386426833,21.14361202,17.51158227,-25.78031764,56.67629286,-149.1867515,45.72231689,62.18986989,-103.9602619,-18.81064411,58.62736928,-63.60158871,-67.87577444,103.4468571,-58.02987504,-70.75163615,-142.5440336,-69.37591459,-87.05875198,-37.11668382,-52.21558794,-118.1806334,-16.9393193,-44.4853468,31.02259484,-3.784579271,95.15427227,-2.084930314,98.81211352,56.27699945,-11.63368403,32.34092426,-43.21580374,-136.9513949,13.7443936,-107.1536856,40.09532061,79.2310495,26.51068447,43.63840248,7.109632758,-71.29829274,55.16945492,4.206026207,30.73634141,-94.00841805,12.54955675,-139.6386349,41.79560397,1.180316893
0,-456.3927607,-817.6562337,-681.142142,0.81839072,64.59455028,-367.2020421,-140.0067018,-165.2755201,28.39218519,-29.98333762,291.6311199,-325.259303,490.2580685,250.7036169,29.73235948,89.28378955,-55.67296497,-102.2423531,-11.72005141,204.5440551,167.0764163,230.7788099,12.01230431,-58.41925181,-12.95880278,-134.1047896,-291.5502869,-68.58865975,-128.1295691,38.71760317,-115.2016148,-139.3489968,70.22113695,-317.6934688,-33.11509024,-92.83293385,240.6338366,260.2602827,22.62976568,30.37980518,55.71455107,-53.89734156,151.1628238,119.783429,-58.12541271,-65.29216308,3.231748189,-80.87150262,-42.72329522,45.53578856,-20.5247715,-55.34867204,91.08260175,150.1778135,4.053526934,53.40051559,40.27847338,-113.0365777,57.67819026,-32.10872964,-75.93288605,77.44252434,-39.55749996,-183.1178273,24.39517849,10.67117941,58.60185691,74.9597584,-33.95337395,-46.51026101,-26.98828214,63.65297024,61.74724554,-42.76522973,1.7022678,-11.68136397,57.51935168,11.36899895,-83.21070358,54.8922738,-75.58721701,-105.186117,-34.48304987,52.41704514,85.07258167,-68.68916288,-9.30365784,27.48880349,4.000616465,-17.04185936,43.10585702,12.41081237,-80.96389772,8.016443251,110.5645737,77.10084968,-19.44252355,0.139347053,120.8224991,-74.35234071,-34.79414223,146.4394777,-32.87164456,40.76093031,3.672819352,49.74208241,-11.03045387,-31.84648124,3.129257437,-52.80961981,-5.371830884,-10.80357411,-29.17317175,-10.53667988,58.63525995,10.5785241,27.2049205,45.20784545,-31.15532249,-5.257304247,-66.25779714,33.6927492,10.5552136,58.16896871,30.55739714,50.24594876,38.96559031,23.78504169,33.08545106,20.00499415,44.01108262,-77.32043869,30.72286414,65.46850055,-19.70425475,25.54308805,-89.46214354,-6.46329807,55.60300267,34.66913268
0.01,251.9892279,-535.3214744,492.268473,-605.4567686,-173.8736153,-367.7864817,56.14955334,-719.8840484,-509.8480706,-197.5188521,-68.88591306,629.8321482,-186.4119484,-306.9694831,-97.10824062,-16.595521,374.5434317,-199.4863239,-413.3682696,-9.146064335,-29.71243901,62.20531342,-234.9197772,66.45003017,-47.75623068,-187.9749609,43.97343635,260.8261631,-13.02886339,-45.07702438,-64.56971637,221.528587,23.04010512,444.324538,-152.9870778,-97.5043042,185.1564066,-89.81135414,155.1077241,-193.2579087,74.79407665,330.4831941,-63.92147463,42.77193181,-4.639569893,29.69990649,-31.14261187,-302.3018878,6.386123815,146.3231053,366.6411236,-47.81880699,39.48946749,-104.5289202,56.24313594,-177.3437614,-83.33184033,-43.03875677,2.862429674,64.73414388,146.1506397,-11.32938558,-153.8796186,-51.76034415,215.9238999,15.92732595,39.74745376,-59.28021061,-56.46742243,-54.72081125,-6.839806667,77.78734237,108.4795121,-2.604890492,180.2367695,42.97830493,-26.17602441,122.899933,-122.4198854,-1.21740498,-79.92863667,4.214837365,-48.29521405,-144.5278856,-43.71530487,140.6681558,73.61019665,56.2958561,-53.5117383,-67.86509696,54.34394617,35.48383444,-40.46998199,2.055840171,-90.23914826,55.72602046,21.80488561,51.87644792,-5.896357648,-78.27993517,31.31447745,55.05557706,-105.8312359,22.17545896,98.92809566,30.76074636,-37.19829472,-24.05229434,-70.13690094,-85.3817906,171.937161,-51.9720239,-57.48755763,18.15222391,22.35412674,-34.53569655,26.97107411,-61.83802457,91.39139148,-107.2487934,-145.2647428,62.57745594,-37.25321509,2.20114602,60.36804129,-39.40761621,-52.20389205,-4.952504291,57.33403747,-4.021145854,-111.5254755,3.825993294,-80.12586897,42.75782745,-91.82622566,-32.60964981,44.44710349,14.79557253,-27.04075548,-5.932465013
0,416.4762421,-476.6124284,5.113443281,-326.8302658,284.7981475,223.7715791,792.3976808,436.882263,-186.1323741,187.5277767,-343.838692,-220.6209395,393.0280818,-113.2320786,-199.003049,-553.0283492,107.4713074,-108.3763787,92.26053875,60.30097607,-194.808948,-132.9812636,-47.18561009,-6.289887897,542.5480921,70.32673608,216.4599884,-458.6185379,134.0104429,-78.65133662,313.7722595,214.1308451,-171.4442149,-374.7458602,-152.240521,7.070020717,312.933555,2.172842965,5.124586705,45.46570837,115.774489,-20.27911655,0.69802428,-79.05863022,52.42071186,64.56469366,15.32531734,82.79004375,2.704094342,-15.18706551,78.19063016,201.5550597,59.78213572,32.62289171,168.2181449,181.1161242,44.49464929,-181.5123855,-135.0487513,-151.8400636,133.0658459,-88.41885626,-35.04519899,19.50093346,-17.30909588,-51.74437316,-171.3878338,-141.7051443,34.51421628,19.00058426,59.63064422,-54.22384172,118.5753513,3.566126709,125.8249966,-48.51591985,-98.90958124,127.5860683,-72.25261158,-112.3974867,10.36033836,118.8392059,74.7992135,-14.01166464,18.21669485,-25.1498071,-3.801240368,-62.7233375,-151.6874626,-3.725893413,50.33222967,-20.48343976,15.52360981,-16.2429293,-106.9578316,-100.8637787,-67.26737019,36.0680899,72.41085256,-33.87271252,25.96409081,-9.272060382,-35.75854887,-43.46905877,46.42056963,20.35240954,-143.1404927,102.4088824,132.6815155,-24.10908222,54.29346842,35.03420877,4.428416185,-5.550041689,-33.54012581,132.4396447,65.71443612,27.41558726,23.1313549,6.712087709,-4.863662166,-163.1482045,-36.29495552,119.3199347,-72.35694746,21.75981375,-98.11187361,-11.52970799,-63.66261234,-36.7923939,38.1202066,187.6484158,52.34879817,51.72075069,27.53906032,85.39215175,-119.757981,81.29046671,-48.67755305,18.84413108
0,-104.8031716,-223.7724907,449.6204131,13.46869403,124.1563919,451.6987055,65.86480662,-161.6649301,-419.2499239,1052.568002,848.4933356,72.0063719,-85.17052954,200.0915151,548.6123692,168.4424294,346.9455071,-198.3622956,56.60734875,294.6845698,321.815913,-407.2774441,-117.0863659,188.8865906,-140.0939877,-98.83696596,-244.9928977,-130.2698644,-311.2145683,-302.4695499,-120.453541,-223.3538636,-85.3127545,268.7071106,-87.42265401,-129.6919662,-248.3960918,-23.55137791,-88.97221822,-137.3081845,39.2077317,-178.6503334,-26.42792183,-83.81361131,-375.7589459,268.4058829,43.77853452,270.4834797,-185.5947769,34.37503942,-22.39346361,-30.07704394,-33.78130285,302.4336712,-262.5291915,-27.47487343,-27.22957989,-93.50311894,-107.0523859,-6.414405087,97.80930051,283.8365005,-70.84139607,122.9473616,162.5303346,-162.0581557,277.4061918,-124.6029489,-165.3714425,53.81578346,-95.79839478,26.57692134,-38.00009177,-40.38102017,122.062271,-76.44797367,-54.15106311,-23.38223751,128.5236619,-59.58659766,42.00736205,-200.1095454,-79.7783767,-84.8756697,141.8888789,-100.776931,-163.8763712,218.8875333,-173.4927586,-60.68075621,46.41635516,-59.56462169,-91.11612153,14.26097209,-89.54239237,-58.8110554,20.84634647,133.7494747,69.55903576,-10.07323297,19.89181125,-12.47538423,26.9483398,70.06683781,-32.63265579,-21.44147153,64.17063742,-72.67386888,12.21879027,96.56544323,78.58343287,124.1580051,109.2400429,109.7921854,115.887605,-11.39066876,-16.34686646,-6.505257927,-69.04735361,30.41853732,-10.97937827,-130.7119152,12.43794995,-137.0354511,156.6216529,-6.494089201,4.784468292,-51.59995711,56.94186025,-146.5628986,155.1042487,54.14521508,69.04373934,16.32329517,73.52015518,-39.80985326,-4.789007378,-32.99815764,-22.48472835,-61.23101402
0,-478.3824841,-331.3073813,968.7741316,109.7562622,651.7839411,-318.9634935,44.48541577,0.058732262,-262.717379,-643.6996072,-159.0300524,-472.909303,266.7647211,56.74283923,-184.9807051,-27.59563807,346.4604521,-379.5830847,-30.8456336,34.27012064,233.1335445,367.9226356,-514.4895342,22.44844448,-77.88989645,173.7540154,162.6263086,-136.5854055,384.6181182,208.7274883,-39.56243733,56.50511252,218.2997129,196.9782486,126.6016242,-93.42101536,53.17944919,2.426130426,122.4275158,-27.11001662,16.71632671,43.95605225,163.9832073,-216.4201672,-53.60277275,-132.923366,18.44425999,-41.45900322,95.51860654,-204.1941562,36.99469173,49.87515607,100.2815285,-7.82531871,-18.48725585,-123.6366718,19.22939898,-139.4357387,281.7586695,20.57690788,48.88130779,4.563864685,99.3332742,115.2101732,-160.3848835,8.215904126,-173.3845901,139.3342624,-23.90966743,206.0052811,-121.2959522,28.6899978,-141.8672365,40.40370375,-109.1762322,-80.34547606,79.08989773,115.4936751,68.3668638,-51.94645346,4.33521212,-26.24127699,-74.58526293,-19.406486,12.94314575,-85.75614427,-36.81308291,32.25462833,-62.94759016,32.99364786,-105.3234533,-223.1059769,82.46836053,-144.5924189,34.72088083,30.07395257,170.2325777,81.38994664,-27.0940471,133.5991368,-82.91373224,145.4919984,116.9759605,110.8247101,3.270717581,18.28903315,89.98629386,36.8546393,72.95022883,-103.9720304,-6.181543215,76.11557321,46.01482158,-124.1236686,-51.94625935,73.07484199,-57.29353626,61.28807937,-88.83515207,-25.17351977,-96.7861582,24.07608464,-62.34623962,-11.89331752,44.25733619,-27.80421502,-133.641291,-50.17499838,-15.95244294,43.43868999,-49.58635858,102.712282,122.6324706,91.31669622,-12.05571065,18.48221088,17.29284559,46.53099836,-6.891041213,-26.69341207
