pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98,f_99,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180
0,-272.2391582,-696.2042832,529.1804108,-298.908862,85.66535103,-81.78422713,297.0515791,-700.9751008,186.3831624,-684.051208,11.20346294,-9.497218042,-561.2920731,147.4976082,401.525117,-191.511987,214.7370936,-164.1809414,-76.57024301,-269.391237,-256.5396999,-103.2516919,-217.3681802,-235.4627611,-297.1928226,113.6707651,191.0318433,-263.1468754,33.35482239,145.1694367,4.057138371,-217.2078381,-66.75478274,-199.8891707,-86.59809768,102.7927645,389.7019665,3.730923993,268.3612279,-176.6433645,-2.440505998,3.43947647,45.35233892,-99.49540817,-7.685221362,-74.74556247,-161.888983,-145.5443236,-228.0945733,-234.2776464,-159.1231995,41.60275537,167.3907072,-23.22339464,72.97458279,-199.7309438,-47.5144065,-45.73554142,-39.17600085,-202.6148543,180.2399881,-75.75484195,106.4794524,-8.825066412,-94.36864301,68.3412411,87.5720335,-8.335935223,39.33077806,31.71071992,72.94929459,45.63516379,-184.0369057,-174.2887702,6.141822312,-30.23705427,55.77057611,-85.63383374,163.2309889,199.0338211,33.36440037,-69.27589656,-4.192324578,-16.16306267,106.0327597,31.0995741,152.9411345,34.84953983,-12.4875741,-95.36324973,-28.37421644,122.3482605,-114.6453717,-154.4016731,22.95484666,-112.4434241,-83.85919345,83.27284701,40.27097047,84.07938447,75.96090382,25.47192408,42.20267642,17.07871531,-6.634705586,-107.9529624,-50.16809897,96.63634219,1.676761368,-71.51712431,26.14506862,122.6684103,-14.08974129,97.31394299,105.4872033,-41.61793388,-122.9337327,71.62494495,61.98036913,101.8759798,114.6567468,18.6447171,-9.119342857,-101.3913889,30.38011086,-5.203612641,-98.32190954,37.34608581,-15.51428844,-4.658736139,-116.3949476,80.09091188,4.58835974,12.72262051,7.249622631,156.1788212,17.03401673,21.2509917,25.16665149,-21.38341612,-53.53061445,4.785090345,32.33887741,-56.12055761,-43.83638641,15.20260718,-64.62823748,86.0532352,-78.3656551,144.3878441,-45.53791527,-88.86759103,-22.77346515,29.71532039,-67.50232792,46.42785932,-32.76262693,67.68227791,-46.12315424,-9.919234979,13.68189626,32.49757717,-102.8756178,-108.3785707,-31.83232464,8.113368614,-36.19159793,-83.10871555,-29.58728778,-72.22222238,-5.881802162,-52.35023465,-44.35768106,51.94696174,9.475111036,-20.86874809,103.4409125,-61.06118018,25.62839241,-30.56646834
0,229.2221184,393.4752254,-1012.896612,-673.1815689,454.4926001,116.8245142,-187.766389,312.6310471,-155.682841,-199.422974,341.8239168,153.0475495,-569.0432296,-363.9231104,559.8475655,385.2562481,127.8260268,286.8606381,35.19887477,-397.0691831,231.1256829,-148.3509358,-84.02555193,-163.9007379,34.4831276,-76.09674329,50.94527597,37.37134102,-116.30775,23.66243655,150.8167686,-173.768614,174.600325,-120.9511972,180.2213031,-235.6855792,-365.1184427,60.1049694,209.1276546,-0.172650752,18.67377452,-264.4323733,196.1004362,3.559314226,32.49432461,-319.0114527,-128.0647461,159.6403403,-26.88234722,11.22667529,-151.8026158,277.0576796,-48.02054916,101.4078919,-172.7862855,-263.6353002,-178.7255599,-241.3750845,66.08099171,-73.08510606,102.7666227,-197.2813665,-137.3563349,-164.8345302,45.07975333,-227.8221671,-76.9580147,-42.05831489,91.7563017,60.89288539,62.23085206,-156.0463637,207.3527313,80.0508868,-37.12693807,32.03020867,-52.38876046,68.73807699,-233.147535,-108.6118234,140.6164294,-241.3061975,177.2926471,37.07747307,-121.9616085,-17.8617721,4.931820812,-126.8174461,44.23813428,22.83653122,57.49906531,-70.80592024,317.8184572,-21.74177205,51.51271897,-34.48014103,87.74049027,-63.6061178,10.32111218,31.85805908,-32.76762652,-35.95407617,-61.78377652,-85.32160571,232.4993012,48.50337636,-14.11504997,-84.98250035,44.53848273,50.61472548,-79.44210049,65.89308047,13.91185659,20.28701674,179.1486424,-105.5009561,-35.79754455,-31.78829965,-32.21841459,-74.59514007,46.02299657,117.3360286,93.36212162,-16.49170506,-48.94514397,-222.2472721,-97.46450117,80.46668855,7.591988425,101.9246978,31.33043516,-7.380659783,128.5037655,-3.203096593,21.8113911,244.1895663,-44.26640568,-13.58222011,-15.78796663,-49.56503162,103.3760724,67.74127275,-49.5059703,-111.3781135,24.89289312,-27.10325762,1.247047499,-90.51906959,-29.64029467,11.5587824,-104.1684719,77.28908598,-68.73602341,3.756649121,-72.60239354,8.101640068,-34.82983464,-30.74630565,-60.10766015,62.13151317,99.35646276,43.36355124,-61.25233503,194.0912524,-44.40364322,13.35461765,207.3218211,-46.70607914,77.85021493,-16.02968844,-17.21910413,102.6184486,10.89287943,6.607502661,-48.50082929,-83.14119039,-68.35719017,97.41569714,81.67828878,40.12943954
0.002,-446.8203696,-845.6470907,-686.570534,-317.8344677,-40.34583323,-102.1258101,-102.3527321,-170.0401951,-51.74067218,-51.23526327,321.9350236,-181.6896155,483.6300755,234.7320181,34.77490665,-54.12760007,15.15165501,-126.1516892,11.8644728,100.6055918,191.7859296,194.0874044,35.59925021,-181.3561535,108.0495327,-58.66092681,-271.797707,-100.5437317,-148.7745337,132.8173002,-141.8332154,-213.2483064,66.58773407,-256.0276894,90.83476591,-54.81926411,211.87328,313.3140108,-12.56963183,-18.13144525,19.19588714,39.18630331,140.6185348,147.0998477,48.99323533,-111.2849231,-97.05124493,-77.55872924,-68.27694659,168.9594403,-68.56362391,-64.06617977,8.403993732,162.0874408,106.4202828,71.05102169,91.95099566,-135.235464,47.17387072,-53.57799818,6.39094253,243.9096301,10.70609483,-86.88419158,-27.72380314,-43.31069618,-62.29044967,106.4831106,108.5024482,-51.946191,8.354414119,52.52724652,50.43309026,94.64704384,-51.29209052,-56.74696978,21.08084692,62.96180356,-29.5042657,-39.70805732,-158.1226057,45.92561521,-11.50155973,-55.36318564,66.42792588,2.649660954,40.02112856,50.78304953,60.19255172,-0.291915217,20.33767912,31.63809216,23.36608248,-45.83792782,-7.970100035,-77.48700289,-32.87106861,-43.54295376,-47.37146194,22.7141395,58.29834905,-16.54304801,-52.68629047,67.0585973,-55.59208472,-13.49335025,-5.346673716,-31.95231291,63.88623083,108.0814209,-82.0610441,83.0308054,54.86047073,-42.00528965,-45.03984413,46.60743859,42.89369462,6.367267284,12.0756268,-64.08030653,67.05797217,27.38169146,-80.05541686,-7.448057737,19.22042111,-39.46777246,87.97370277,47.7645135,-44.18176654,-47.62968997,-43.4944045,84.67725814,-100.2554095,15.42692713,-6.435386395,-69.03684167,-72.28346269,-48.16914234,-56.43196267,-48.75763058,-6.269057128,-6.184098026,-31.5821408,36.80440237,-68.92242696,29.57547429,75.18008107,-4.758430662,38.57561736,27.3919685,102.5631646,26.26416491,-32.34870819,-35.00230367,16.26854514,24.1627853,-51.24188179,-63.91643086,-46.51895594,8.300394389,23.34017786,3.23544029,17.42622434,-4.815834475,-38.22255611,38.35333483,3.426285216,17.39393537,6.07305796,52.75418101,-26.102497,-23.01723526,21.72708422,18.11315496,71.93000568,-16.73623324,71.37808959,-7.966086965,39.30343531,-45.59820552
0,274.6063629,713.8829226,598.2598324,20.38627789,465.2821524,509.8168101,34.00251412,-127.1918607,-254.2050762,-737.5806171,386.9263914,-510.011676,-79.14852086,602.1862367,547.4564595,-114.9250381,-460.779855,227.3176795,102.471454,-510.168782,287.8244142,-352.1317805,66.70552136,239.6255673,255.0422757,113.7031962,-108.6110627,-50.96210078,83.49517656,210.2797106,-150.85582,160.4066311,-207.6209176,-79.2373833,-34.86335348,62.82942335,20.97126963,302.302944,-293.1634853,-13.85719259,44.99186475,-41.51551279,72.4230286,91.22868233,-142.8208049,33.04780512,68.98014503,97.9015445,-51.06554941,-397.0398799,-51.19420718,-0.81003486,178.5088622,-116.2837205,-32.84244192,62.01965039,-180.9491049,56.82410065,-217.262069,-67.87778051,91.5504055,-45.35593621,-26.24786343,77.60816126,70.03877725,-22.41359026,-89.81317922,-58.03649915,49.29130683,-182.4372184,-99.12411213,-152.2129059,-27.21170394,-93.82355258,30.22716252,-5.279463337,75.26587868,18.80337192,-5.844178501,-6.74457549,193.3955012,-54.42850463,-30.1952377,61.51457121,-32.97122215,77.11461525,-17.90801341,-3.058083161,86.42496976,38.93301314,-12.84521695,115.8432718,87.45206189,-82.29523188,-84.38351384,-64.79568154,-36.72806054,-67.02751821,58.33150507,-53.71446667,-35.88781872,16.72689509,29.39130029,-163.7510366,37.49645473,110.6651113,-129.926074,12.69218046,-111.5157996,15.35385478,92.76048876,11.13427247,-24.94216444,118.9550058,8.520438204,-49.79822175,-31.77549814,-14.45834022,-84.40178056,56.40804645,-63.14998178,-120.0579766,-5.866658529,9.041787488,32.62485705,-95.35654186,40.29115238,-35.2767302,-3.423542764,-111.9769663,58.54706262,-69.8639068,-3.358101465,-61.94317562,-39.58195056,-34.5881588,41.41535628,45.20555978,10.51465054,43.86425724,-128.6466493,-80.33102276,-41.60507174,-4.033583059,52.62891183,-13.25651806,14.49425238,-56.20414203,137.0664371,-97.22726396,-29.22743912,-92.53955103,7.194976342,-13.57227178,81.67872752,-6.667236367,-53.25790317,10.85959772,-61.63428106,32.44688775,101.898657,35.23721951,-37.82215864,-94.58873184,76.38129077,-9.481404661,-9.663414327,76.98877279,-45.37405998,70.58878226,-18.69927136,54.95251283,58.72529511,13.23984077,27.86377285,-25.03334197,-6.326933828,5.34314122,3.662170769,19.23135564
0,185.6275448,-435.7906481,831.7419079,-693.6995987,-380.9622791,276.9847695,188.0537638,-182.2327588,-229.1884679,549.8041064,-369.0335862,-148.1046926,-487.2029767,492.0107883,386.6276979,23.62934215,-26.30960349,-223.5165369,-261.9744839,352.9970843,133.6362905,-236.0738488,237.6844113,18.16520554,445.7751242,-66.54663275,37.05115833,-150.8732274,107.6472539,163.6927103,-46.25714576,-170.081476,274.0874346,344.1674811,183.1274347,-37.77350467,-203.7696416,59.03680143,103.6754237,-90.30436645,-138.604303,-210.6042042,-4.815163386,-36.68831812,-163.6153488,-18.10421252,-55.78646406,-220.4538923,19.76615031,14.39496041,-72.67492454,-15.66372872,-99.86269686,101.574432,32.55606995,-43.27232793,55.4860569,30.19653796,-35.26097511,-234.2344549,46.86022732,107.8066537,269.1449125,-288.0691021,15.65746454,42.90816676,-116.7779885,44.70673252,-40.17833257,-191.2613223,62.19723291,138.4959736,106.6482053,-210.9860613,-18.03695485,-60.18508059,34.40437457,-110.3223216,145.1885385,95.76747139,-52.23079086,10.50873662,-17.38148014,-15.13772376,-95.64191718,29.63853321,-63.25897442,-13.88551875,17.44008341,-19.30427525,9.86754809,20.23843131,17.27908234,-23.97821841,57.16421821,-155.5257029,42.39784162,64.17068374,92.57180197,-43.57508531,55.32613791,-55.61164078,-66.30650457,103.1763651,-58.91113575,-68.81657627,-139.1262991,-67.70417475,-91.80586789,41.53275687,-43.54441675,-126.1305909,-20.48137357,-20.23566102,50.90562926,3.497883274,92.91010046,68.03661757,27.25503414,34.21223338,27.28452812,-10.15033667,-7.469920076,-154.7737282,28.8557555,-69.42463688,55.30418198,-103.5919537,-30.32675021,40.61685011,29.87566001,-17.30123304,119.2211245,-14.06484947,-33.13791671,-7.719177268,-18.84178511,73.96875358,16.09344363,21.21126342,102.6100408,78.94994633,13.95255922,-15.15543909,-18.54919952,-6.818164837,28.46266752,72.35115421,-2.467376619,-19.98046724,-53.75295198,-21.3106592,-66.47489306,-73.4245671,-17.51311877,23.95416373,3.403758257,4.512199954,-44.66618841,-16.41943192,41.91063718,-8.251301366,2.709799593,20.91622528,104.0195622,32.07900391,19.88886435,61.10979299,54.26669263,40.76081764,-69.6781551,-83.10739757,0.671528279,-38.81448731,-46.89797065,-18.4296191,47.33325765,72.03972845,-19.88783581,-15.50355456
0,-456.3927607,-817.6562337,-681.142142,0.818391008,64.59454919,-367.202047,-140.006699,-165.2755251,28.39220372,-29.98333173,291.6310749,-325.2593623,490.2580141,250.703662,29.73229397,89.28368235,-55.67272136,-102.2420429,-11.72043803,204.5440978,167.0753184,230.7774607,12.012282,-58.41799997,-12.95761687,-134.1042962,-291.5526154,-68.58908384,-128.1241085,38.72126495,-115.199241,-139.3592296,70.22376165,-317.7004776,-33.12127639,-92.83350184,240.6298749,260.2773047,22.6107481,30.38020442,55.7500678,-53.94536871,151.181472,119.7448249,-58.07583563,-65.28300876,3.195731785,-80.91316085,-42.67435499,45.45794063,-20.4806269,-55.47451315,91.12074482,150.2047767,4.207804799,53.40034739,40.20562247,-113.0283023,57.64658641,-31.86069838,-75.98600709,78.03919108,-39.49381753,-183.110316,24.08983763,10.241486,58.09834239,75.93300568,-34.28122683,-47.26655616,-27.53480682,63.7399163,61.80394097,-42.85732479,1.313470362,-10.67787945,55.79935709,11.03136785,-82.41377369,55.34577656,-75.23521929,-104.8919245,-34.0438037,51.85343079,84.82436124,-66.40768294,-10.06522154,25.7751461,3.517666626,-17.52590425,40.81363794,15.10157492,-80.25502184,14.00016502,114.9518441,79.70556517,-16.61856029,-12.76380582,-128.5548151,-49.21151817,-62.5993095,152.810226,-14.84664306,33.87179167,-14.40393318,58.96511952,-19.55137183,-30.23594366,16.63052255,58.98360386,-4.207016667,-3.238655591,-41.20132087,-0.65083394,45.19472572,12.15945662,14.30018847,-58.11468294,25.30107825,-62.65009357,17.55051608,-32.34776537,-24.42257681,25.60782839,-53.45062407,20.81641971,44.2153498,39.67787576,1.34365612,18.33179939,8.242450638,19.3403443,49.39691785,-107.714738,-50.07861152,-5.060609749,36.51144797,39.90862794,-81.52412103,22.36183288,-16.72741924,24.85269608,-14.03554046,36.97287638,0.063098643,-2.839971126,-22.30131821,85.67247313,34.22958972,0.677356921,9.500419382,67.95056024,-30.190205,28.11969608,-66.45754007,-0.839717189,22.88129503,15.07731331,0.619831847,-10.54646199,108.2502938,-23.5862806,-22.43824902,21.12390394,-16.69746024,32.54627125,6.023970077,-96.11903455,-10.76711394,58.41299236,8.706781705,-35.3322298,85.69463175,34.92399929,5.678526326,49.19225898,76.38995834,-7.091433826,36.22616171,51.28597506
0.01,251.9892279,-535.3214744,492.2684726,-605.4567702,-173.8736155,-367.7864782,56.14957762,-719.8840432,-509.8481056,-197.5188762,-68.88591647,629.832287,-186.4120768,-306.9695199,-97.10824202,-16.595277,374.5430729,-199.4859767,-413.3687279,-9.146328771,-29.71073398,62.20521486,-234.9194737,66.44994192,-47.7579825,-187.9764264,43.97530835,260.8262735,-13.02309337,-45.07672835,-64.57348245,221.5361356,23.04935578,444.3329669,-152.9722051,-97.48418801,185.155267,-89.81979465,155.1424318,-193.2403828,74.73826963,330.5483282,-64.00837594,42.77865376,-4.602031566,29.68280031,-31.15738272,-302.3102785,6.35894071,146.5356723,366.6240242,-47.65006947,39.25256917,-104.3856816,56.05915517,-177.2039582,-83.63087481,-43.1763258,3.099943899,64.38757018,146.224162,-11.68658603,-154.0188514,-51.55074634,215.2698913,15.85432707,41.11712935,-60.89208921,-55.9257065,-54.43282516,-6.978108037,78.3476885,109.5440705,-3.797167391,179.4226205,45.32644185,-25.0147396,125.0564216,-124.0174517,-1.700565493,-80.13623991,3.786069696,-44.88398356,-142.1423165,-45.50459038,139.3254596,72.15647468,56.24201407,-56.12638201,-70.28406687,52.44799574,38.35438493,-48.17375613,-4.62697077,-92.23651204,55.55992423,24.17814965,46.16170742,-15.05289642,-100.8532355,23.18122915,59.61792133,-118.6215447,27.42103319,93.93896429,46.01452207,-17.69978717,-25.60973528,-69.80413796,82.68790845,181.339035,-15.56592105,-4.605076324,28.76310503,28.29118794,8.340214044,65.50560181,124.2510812,-44.7764721,-147.4522899,-96.79401175,-59.46867826,-74.47507612,-48.67867018,4.881315129,27.0217449,-46.09281419,-26.6113307,-33.21414373,35.5189266,-60.23732794,-130.9139503,-99.07093129,-67.37898218,0.139879528,24.67324705,-42.66836006,-65.20852088,67.59081375,-13.91976219,54.64973505,14.28559266,-17.70439937,-55.42965553,-29.88350197,-24.31584486,-47.03132682,-55.69622505,-21.77601612,-144.176229,16.90814352,4.72200886,-17.6908903,-91.29477577,31.87420363,-13.92105985,-21.32177261,113.5910285,110.7818016,38.63699787,-82.97878821,98.75569158,24.84116284,-11.90796149,8.720589945,20.21539767,6.701280541,-50.35902566,-19.38490348,-42.55106413,58.92252544,-9.886583322,172.3147155,173.5176948,108.8446673,4.255414303,8.039508281,-7.217089288,-101.6163322,-57.45729407
0,416.4762421,-476.6124285,5.11344314,-326.8302663,284.7981512,223.77158,792.3976836,436.8822727,-186.1323765,187.527781,-343.8387222,-220.6209077,393.0281581,-113.2319586,-199.0028848,-553.0284391,107.4710636,-108.3765398,92.2606612,60.30115219,-194.8092076,-132.9809468,-47.18630691,-6.287899732,542.548918,70.32641918,216.4611371,-458.6180469,134.0119794,-78.64985788,313.7728736,214.1315855,-171.4498541,-374.7413315,-152.2268306,7.07001016,312.9438093,2.171462156,5.130728041,45.4719195,115.7522856,-20.28289785,0.721153299,-79.04505663,52.42259359,64.61158444,15.30121128,82.79482472,2.700303932,-15.20027515,78.20769252,201.4443643,59.83251716,32.60652865,168.0824961,181.0911138,44.50921025,-181.5514119,-135.0268971,-151.8069029,132.9300642,-88.66689335,-35.27689406,19.4789195,-17.90727461,-51.47327578,-169.9695324,-142.7441665,34.70342887,19.05345837,59.75034584,-53.90941579,120.1735634,3.931638268,126.6053364,-48.44642761,-98.64592345,127.8144459,-71.11354124,-112.48968,12.15796841,119.6478136,73.01564166,-11.64658877,17.93233257,-25.41660288,0.307062843,-64.32364603,-149.4830215,-6.77275876,54.25089063,-22.06984022,16.20624503,-15.68364283,-106.8959478,-99.51590864,-64.66867159,16.61867241,-81.68640605,-36.26193005,12.87846214,-4.193018594,-41.61780496,-39.77560142,36.89964905,41.66954201,-137.0338747,128.9390037,82.81307233,-4.418717311,38.67077864,38.41881344,51.42077173,-24.35762071,-53.1042874,114.86577,66.68601846,11.50817165,34.2555596,-8.6255583,38.79738143,112.3617952,-19.85154962,114.7742933,-31.2170572,-47.22314934,-86.94521413,40.59652675,115.8208556,-122.5326977,152.0950714,3.917457841,-81.67327564,58.06227859,105.1236115,28.65822143,56.71409143,23.43343355,4.271590794,27.47427378,-133.7268842,52.93814348,-72.88650926,-6.814501869,37.31306708,-23.2179255,-74.00937889,35.25120892,43.51933257,-5.42638739,-29.74990896,-49.22946965,86.63062867,21.71258937,18.07365828,-6.476620449,13.57143511,76.86737036,23.26492368,-27.13047595,44.49609357,24.51137387,51.33993109,15.7999035,-4.829436562,40.20101213,11.07125571,27.71807071,-25.72861134,-5.685973129,0.77502902,69.24049922,9.945950099,-38.24048504,100.1303283,87.38695242,-55.2654801,32.70596035,-34.09217264,-5.106420195
0,-104.8031716,-223.7724902,449.6204135,13.46869575,124.1563969,451.6987126,65.86479364,-161.664976,-419.2499074,1052.568008,848.4932789,72.00637925,-85.17053183,200.0915523,548.612605,168.4424231,346.9451637,-198.3620535,56.6074663,294.6840185,321.8159528,-407.2789417,-117.0873419,188.8874612,-140.0932044,-98.83811403,-244.9971549,-130.272755,-311.2148733,-302.4700905,-120.45276,-223.3495069,-85.32321876,268.7004527,-87.39690025,-129.6811658,-248.4032224,-23.56968811,-88.98211454,-137.353832,39.26104044,-178.6625772,-26.41290526,-83.85767282,-375.6869074,268.4236744,43.76221617,270.4969681,-185.6358945,34.28594298,-22.41440689,-30.11728271,-33.75612761,302.4106419,-262.2889701,-27.32979024,-27.27239709,-93.76817298,-107.0349947,-6.491514655,97.94054555,283.2056153,-70.64469846,122.6468069,162.2970659,-162.2025041,277.6323633,-122.5398118,-165.5934174,52.91518071,-96.07327341,25.0646447,-37.96744077,-40.73902521,121.8539031,-78.3946952,-55.91966107,-23.13656069,127.1012263,-56.75032728,40.61536028,-200.6824698,-75.18929017,-84.06540521,144.0486995,-100.6946756,-161.0240109,209.2631113,-175.9974385,-68.12065211,48.50505492,-60.40870382,-93.27975455,20.24745827,-95.1930948,-68.37333109,21.92759079,125.1016776,-87.40273812,-12.56376606,14.98888274,-9.759665361,37.68905148,73.93646557,-25.33370528,-42.51528346,46.4986135,-80.6571972,21.86645242,-81.28418669,58.66562965,146.1119426,96.64106952,130.2311046,76.78364335,-1.782628029,-29.1820545,-81.23392935,-13.80943005,-13.85673244,37.81949099,108.745842,177.8891414,-132.7952196,43.82753569,56.98377122,-32.62209197,2.705394868,-15.04802483,-135.441611,24.81467018,127.3334494,-48.73104411,41.62491323,-13.73167304,-54.51569864,-73.18115391,-15.51447662,56.9284206,90.96772331,48.65041624,-7.869170281,46.42041613,45.81520288,71.16903113,42.36747839,35.66217906,156.425564,97.42618472,-126.4343032,77.34396675,84.15156673,-2.993589745,64.94339157,11.59456002,64.71998568,59.14909175,-50.44457839,-68.39515654,40.89429181,46.55009856,-3.395995386,32.78504678,-111.4318663,-14.08156587,-61.43878159,26.69233082,-179.7387773,-4.197961676,-42.8458397,19.97453669,-12.89051878,135.998979,-13.26176568,-77.13825773,45.97997969,-36.73037608,-32.93949181,-8.481150863,15.17087013
0,-478.3824841,-331.3073812,968.774131,109.7562606,651.7839336,-318.963493,44.4854227,0.058767586,-262.7174122,-643.699625,-159.0300346,-472.9091585,266.7646877,56.74281519,-184.9808646,-27.59589595,346.4605604,-379.5832891,-30.8455865,34.27035106,233.1333386,367.9236014,-514.4888703,22.44679127,-77.89125829,173.7519021,162.6268017,-136.5856281,384.6104103,208.7283104,-39.56837187,56.50663104,218.2993383,196.9837505,126.5713902,-93.42268442,53.19765947,2.424525521,122.4177523,-27.09775797,16.67572031,43.96021627,163.9629806,-216.4323577,-53.68367711,-132.9307354,18.52216193,-41.44098582,95.65354821,-204.1475495,37.04128939,49.8444893,100.3246603,-7.981947741,-18.56153872,-123.8781582,19.4865147,-138.9588112,281.7830723,20.51443444,48.79005367,4.266019259,99.21406467,114.97032,-159.7121534,8.422646642,-174.1783167,137.5574869,-23.40443023,205.8850274,-122.9424094,29.07344342,-141.9906231,40.14466216,-109.2466109,-80.99455875,80.67385324,114.7464328,69.60331155,-51.32269002,3.791626478,-26.57993017,-71.95108471,-22.59227125,19.38897706,-87.69695132,-41.30717864,37.94190614,-65.44614855,36.2214675,-100.6479188,-223.9089758,72.75808447,-146.9909451,38.86473141,26.74027091,166.7292517,91.16552275,37.70619354,162.4793205,-49.0965806,137.5856096,112.5129047,106.0984944,-8.980118812,11.71596384,86.84598532,59.42158807,89.59494504,81.52976927,-24.80527557,60.52838978,61.09905283,-144.2940612,0.172197136,45.03832187,-60.25973858,-68.55184787,60.89213737,-85.46793206,-27.37452742,-56.29338904,-14.0655282,-31.28735857,3.460481579,12.70714821,-145.5930166,-29.61515974,39.22943229,-109.1491923,76.38253324,-70.03417228,33.69292833,17.50873455,7.420735451,118.2482722,-84.93384129,-21.22731843,53.81981519,-26.45474617,-33.45225056,-42.70328699,-42.72485976,4.570755284,-29.47366983,55.45232698,-45.87711091,-68.91613023,-31.76147773,39.05082296,-118.5969452,28.22358424,-54.12726981,44.67234704,11.81974074,-72.95174277,-19.97056867,9.088861981,-5.635548802,-1.51467601,30.43489065,-17.7961781,126.4530185,-82.85509612,-2.206216229,37.61837641,-129.2698004,21.5976099,13.16484771,50.6669619,-12.86255031,54.57321573,119.4513606,-66.03388671,-57.79099997,36.55777318,18.19645386,78.60014165,-23.42129588,25.04101269
