pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20
0,-272.2391588,-696.2042856,529.1803941,-298.908944,85.6661146,-81.78447535,297.0531537,-700.9755064,186.3996005,-684.0868315,11.25970594,-9.593986744,-561.3091539,147.559405,401.7129894,-191.9810153,214.341336,-165.7161316,-78.70831084,-277.2484257
0,229.2221202,393.4752372,-1012.896543,-673.181267,454.489369,116.8288269,-187.7669308,312.6228322,-155.6857036,-199.3110088,341.7994684,153.0448018,-569.3386416,-364.0019598,558.4749421,386.3524375,128.8902937,289.1151386,44.5269677,-387.8656425
0.002,-446.8203688,-845.647079,-686.5703828,-317.8343502,-40.35100805,-102.1184123,-102.3458905,-170.0610626,-51.68949455,-51.14903759,322.0619529,-181.9681167,482.9842469,234.7244738,31.53646469,-54.17111157,18.65940604,-127.2744175,11.76336839,112.3215511
0,274.6063622,713.8829211,598.2598965,20.38605256,465.2810346,509.8176878,34.00737237,-127.2011719,-254.1630134,-737.6107968,387.0182294,-510.1291329,-79.34586247,602.0898018,545.906524,-116.3370192,-459.1970597,224.9625326,100.9973374,-515.3056969
0,185.6275447,-435.7906456,831.742007,-693.6996062,-380.9639928,276.9873203,188.0595924,-182.2343244,-229.1825041,549.822667,-369.0023792,-148.0261146,-487.5076932,491.9869146,385.2007474,23.56235509,-24.54867165,-222.6505288,-265.1558634,351.54124
0,-456.3927598,-817.6562224,-681.1420243,0.818545968,64.59001589,-367.1954458,-140.0017657,-165.2955771,28.4374543,-29.89886953,291.7401355,-325.5285974,489.7117239,250.6805654,27.09055511,89.46259089,-53.0934962,-103.3155686,-11.99400116,216.4057344
0.01,251.9892279,-535.3214749,492.2684708,-605.4567895,-173.8731185,-367.7887295,56.14768107,-719.8781339,-509.869392,-197.5410175,-68.95071872,630.0891179,-186.2464345,-307.0354884,-96.06156754,-16.33236305,374.350404,-197.9407181,-411.3486325,-14.13467032
0,416.4762429,-476.6124184,5.113534887,-326.8301819,284.7942107,223.7753227,792.3974313,436.8661294,-186.0966075,187.5838016,-343.7838281,-220.8019008,392.7268718,-113.3504094,-200.8067825,-553.113678,109.8343838,-109.7262955,93.91266752,75.39783723
0,-104.8031715,-223.772492,449.6203714,13.46876532,124.1574425,451.6979725,65.86388324,-161.6627162,-419.2662902,1052.571537,848.4568926,72.05604164,-85.04916015,200.0788755,549.5665065,168.8152903,345.3583059,-197.7797617,54.90827899,292.7334804
0,-478.3824859,-331.3073949,968.7740289,109.7559659,651.7891403,-318.9694319,44.48660353,0.075289692,-262.7345752,-643.8264927,-159.0411848,-472.7183293,267.162354,56.86048305,-182.5320845,-28.79660145,344.3729664,-380.3472823,-40.1336618,11.48018318
0,460.2608572,792.7109346,409.1921552,-971.7667711,-654.8024941,185.2344211,-409.2734738,-236.9152915,126.0095035,-105.8756452,901.982864,150.9029208,13.45423027,759.9871318,119.4830256,-110.8775249,-230.9141913,-205.7571447,151.431304,-65.94446979
0,273.8683169,340.5047709,49.7899523,-845.2311281,-19.43650535,-230.9932308,-115.0573721,-84.83007074,-933.513854,-199.1263057,153.0729063,-94.02459808,-238.3960554,320.9823365,-159.2407432,-373.595005,-427.9837959,-336.8033994,-234.5857223,154.8632505
0,-255.7075726,-482.6019869,758.9249164,137.2256727,-81.77406043,-1.074479071,660.6731578,-15.93318815,-441.7496626,-315.2446716,-253.850507,89.18674558,-297.0980391,-136.9104018,686.902027,37.01286227,270.4105699,111.0545149,177.4668351,96.32318912
0,572.2610247,546.3301926,866.8656128,-548.8397641,-381.030853,-225.3953992,87.54714901,364.8838665,325.9623986,-292.8383641,561.2970467,-263.9502272,252.4962198,699.1118156,263.559191,67.73921116,-329.8230187,685.3394603,70.54466725,-175.9034217
0,-308.3831969,-767.8944234,-711.6587746,37.98159215,334.0968012,148.9878293,17.85545136,-438.2311062,-221.7099452,-380.6296308,522.5756025,177.0264897,80.94595236,-109.6463661,60.95354797,-360.8884023,-149.0590463,-68.93190009,158.538536,154.3082653
0.001,759.4736078,88.8430006,-350.0328748,-919.3649386,-456.4197608,-23.66007074,-344.9497423,-88.94691319,206.0284832,-569.852792,202.411799,388.5762509,-108.8124451,365.8302359,-75.50784906,-219.7352427,34.23098834,345.5671208,162.2064128,-73.48216065
0.001,287.1853372,-496.1446239,937.428492,-254.7661608,-343.5590686,208.7182218,291.7728798,-361.8386168,-139.5375222,339.2260474,-39.93364768,-265.0800088,-428.2743041,-30.15582479,628.9840001,-197.7130363,-182.5943229,36.51450578,-253.7478172,301.2493119
