pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98,f_99,f_100
0,-272.2391579,-696.2042828,529.180411,-298.9088577,85.66532686,-81.78422132,297.0515462,-700.9751125,186.3831531,-684.0512219,11.20355806,-9.497231877,-561.2925799,147.5000374,401.5282352,-191.5143399,214.7362267,-164.1791811,-76.56588772,-269.3908313,-256.5456848,-103.2569666,-217.3572341,-235.4670825,-297.2047024,113.6835897,191.0202257,-263.1481916,33.36388856,145.1229598,3.981045868,-217.0953311,-66.68156259,-199.841517,-86.62930385,103.0174112,389.807493,3.880610052,268.456937,-176.458411,-2.455259176,3.214927598,45.37193592,-99.40092102,-7.464395887,-74.84271837,-161.8603805,-145.5187681,-228.0628416,-234.1903715,-159.3582924,43.24847199,167.8101799,-23.09891335,73.09827089,-201.4596493,-47.88214471,-45.99408845,-40.79921104,-205.2119792,182.2182642,-77.46118347,109.7556541,-16.62021321,-88.21350224,79.15478757,90.79618779,5.432387331,-33.50169165,38.58699414,76.28979472,44.07937386,172.9730812,-188.4614521,2.456446627,54.35427571,59.30860362,-65.85765151,130.2917552,171.5574495,-34.38875322,-59.05646943,47.44100537,92.51116593,61.32105662,63.94290513,-145.4425719,-68.95142986,-95.79851335,24.11616502,-19.03953647,112.7841312,1.797356257,-90.6535349,79.96418517,-20.84401689,55.00084386,132.784369,-104.9206478,-23.12996204
0,229.2221183,393.4752274,-1012.896604,-673.1815681,454.4926189,116.8246206,-187.7663559,312.6310159,-155.682866,-199.4234595,341.8235841,153.0475473,-569.0428368,-363.9222033,559.8466342,385.2546308,127.8260642,286.8558269,35.19551099,-397.0712831,231.1273652,-148.3560819,-84.03962038,-163.9074085,34.45626339,-76.07659863,50.9566734,37.35318702,-116.2993932,23.73266192,150.6932305,-173.5995069,174.7772922,-120.9250491,180.3646026,-235.8088589,-365.0563024,60.0968294,209.2231876,0.034160123,18.13328796,-264.0286886,196.3532106,3.250980334,33.03380687,-319.1196368,-127.5775535,160.7403146,-26.91747217,12.88022475,-152.8366081,277.0138556,-47.1213185,102.3051779,-173.1798258,-264.0943064,-183.3841747,-239.7699089,61.59338385,-69.58260346,107.3333643,-194.0706176,-134.2114903,-148.6770925,30.84801448,-235.4084294,-87.56131402,45.66308457,-97.27240646,67.02698793,32.35676936,-164.4974868,-190.5761363,85.53649395,-13.29609642,-37.7560158,-68.08073864,116.6570287,-209.7256897,-166.1111203,-165.1963965,19.7121745,239.4857524,-62.36339466,-102.7267657,17.07267427,56.8438133,-101.5875153,70.02277137,-90.50730965,-14.01581626,-165.8489987,-162.0722129,-28.56676345,-49.06207002,-96.65449587,-186.6325894,-16.15385808,-12.41465281,-70.3155992
0.002,-446.8203691,-845.6470897,-686.5705324,-317.8344736,-40.345847,-102.1258049,-102.3526934,-170.0401448,-51.74074657,-51.23530007,321.9348909,-181.6897189,483.6300495,234.7316143,34.77365322,-54.12842842,15.15176538,-126.1538321,11.86024393,100.6102048,191.7857617,194.083956,35.59776326,-181.3565433,108.0575672,-58.64750962,-271.7811577,-100.5326804,-148.8004397,132.8293247,-141.8241866,-213.2607455,66.55208826,-255.9756294,90.83809696,-54.7757656,211.7519157,313.3548121,-12.58411255,-18.04320402,19.02295925,39.40635229,140.4467201,147.3728564,48.89362063,-111.0891817,-96.95803658,-78.25157265,-68.59766999,169.1900945,-68.98656098,-63.96587756,8.732604492,161.8597787,107.4055179,70.00699511,92.38203543,-138.1915498,46.20588585,-52.61999606,4.367270865,242.5575839,6.767284374,-88.69479932,-30.09441205,-43.73191588,-61.3338749,-115.6505286,-97.8472751,-57.45558861,19.7137354,50.18390798,-49.10151445,108.9748679,-61.57155987,45.54808262,36.46526617,67.38868606,-45.81885717,-35.12940704,149.1123227,-9.192775315,-78.6958215,24.8059208,60.88804607,-2.075423124,-53.13909871,33.44690019,-52.90254052,-16.43468728,43.6081547,-16.07556441,-33.11225383,-86.069908,70.60518232,4.34527622,-7.948555659,-58.43716164,-47.85367743,-109.4684862
0,274.6063628,713.882923,598.2598311,20.38626991,465.2821642,509.8167556,34.00251565,-127.1917997,-254.2050462,-737.580397,386.9263477,-510.0124542,-79.14844756,602.1849482,547.4537769,-114.9228874,-460.7803097,227.3178989,102.4730986,-510.1716773,287.8233929,-352.1192855,66.70326681,239.6304545,255.0487273,113.6997432,-108.5978479,-50.96190476,83.51159025,210.2930939,-150.8116997,160.402097,-207.6814065,-79.27983668,-34.85557308,62.69554148,20.77173081,302.1911659,-293.0923021,-13.92075812,45.14775707,-41.14707772,72.52583914,91.32779747,-142.7628969,33.4477126,69.18727734,98.27125637,-51.51942935,-396.8525778,-52.04015987,-1.430265082,178.0188411,-117.0140102,-34.99321486,63.44810321,-181.479207,58.23051052,-217.7806681,-65.22826155,87.45372601,-45.42105097,-26.53613976,82.14995659,66.6767954,-26.16879228,-93.66064061,53.98015763,-41.73060088,-180.7048702,-120.5151887,-149.7575444,23.05983953,-95.71467131,50.18467894,12.97362365,49.34031277,-5.949448109,37.88545196,-11.27621346,-189.1301918,-11.66964027,41.6174934,-64.18875798,28.00197676,85.89019327,29.66121298,8.436261806,-84.16327331,-69.6120275,64.00117407,-55.81577434,40.19708921,-109.482972,22.89419438,8.063188743,-136.3139164,61.44617375,-110.2723731,142.503828
0,185.6275454,-435.7906461,831.7419024,-693.699587,-380.9622913,276.9847379,188.0537689,-182.2329304,-229.1884458,549.8039607,-369.0338474,-148.1034704,-487.2031989,492.0128297,386.6293858,23.62578189,-26.31029087,-223.5148792,-261.9749139,353.0030009,133.6271022,-236.0786102,237.6962447,18.16668689,445.7510235,-66.5416215,37.05116097,-150.8440855,107.6134044,163.6902655,-46.29226897,-170.0175293,274.1441999,344.1642184,183.0514696,-37.67758164,-203.6238371,59.19094309,103.6419381,-90.17654053,-138.8408844,-210.9276322,-4.892002142,-36.76944163,-163.3122366,-18.3600902,-55.04803038,-220.754088,20.03923195,14.45853392,-71.91041327,-14.39127678,-99.08836801,102.23029,33.76024488,-45.84711732,54.78168317,28.70587604,-38.04474604,-236.469989,50.18828587,114.3526949,266.5313416,-298.3437204,22.25102858,40.64430704,-109.4059335,-38.92978611,54.25037038,-186.3289644,87.08314828,121.5843009,-125.1329689,-210.1388772,-16.9006723,93.19831348,33.36782274,-84.23680445,99.98456808,122.8315677,36.56117069,-6.602725508,-23.49909587,-35.07937088,-78.58814698,41.57940146,84.6256531,3.409302593,-11.38768344,-59.35743785,16.80210599,-3.169569099,-6.990829097,-19.14470075,140.7888358,-97.64305224,34.40355996,21.90412301,-4.865960341,-61.32423223
0,-456.3927611,-817.6562358,-681.1421438,0.81838731,64.5945465,-367.2020271,-140.0066521,-165.2754932,28.39231716,-29.98331843,291.6307646,-325.2592023,490.2577815,250.7027538,29.73140511,89.28164737,-55.67142188,-102.2461118,-11.7220668,204.5458579,167.0770431,230.775954,12.01419227,-58.41982289,-12.95857994,-134.1027417,-291.5458614,-68.57047788,-128.1443164,38.71874755,-115.233277,-139.3276496,70.26223612,-317.6658606,-33.13132744,-92.8171894,240.6983785,260.302137,22.54264829,30.42823006,55.86927588,-53.92194522,151.2245854,119.9253265,-58.01532211,-65.19716347,3.431968742,-80.65880131,-42.82239218,45.68321368,-20.22386825,-55.34603237,90.95081801,150.3508031,4.549222592,52.28316065,38.5771467,-113.2166266,56.56892838,-30.23073612,-76.67149697,77.61593634,-40.83956354,-178.7760655,23.1456811,10.32201447,57.53256178,-77.24472201,41.73024569,-48.4693255,-9.047346385,64.79381724,-67.1176836,-34.63342346,6.654030416,9.15737605,58.42952255,27.80643442,-101.2326552,41.58485487,16.85518326,-134.2445595,41.90874791,30.91964957,23.80859302,-110.7605535,-31.01118721,24.17042283,-33.2879028,0.919643003,12.0627276,67.28966121,-59.76699636,-45.10126849,3.759632089,118.7784505,67.24370308,-111.7909654,79.41088378,93.33205758
0.01,251.9892278,-535.321477,492.2684712,-605.4567757,-173.8736194,-367.7865033,56.14975811,-719.8839692,-509.8480134,-197.5189474,-68.8864371,629.8318709,-186.4128306,-306.9707303,-97.1085666,-16.5961534,374.5423371,-199.4866209,-413.3689393,-9.140300994,-29.70225515,62.20759329,-234.9089012,66.44320234,-47.76766023,-187.9619803,43.99102853,260.8328765,-13.07064963,-45.07677164,-64.53031152,221.5531642,23.04823768,444.3691889,-153.0231317,-97.56886889,185.1311788,-89.82736492,154.9480624,-193.1890415,74.92780714,330.8853824,-63.85081962,42.68355748,-4.769223193,29.84754646,-31.01417163,-302.5799184,5.478703759,146.8451054,366.8984384,-46.66505897,38.4373962,-105.2806518,54.55972028,-176.2871633,-83.17555833,-43.31972668,4.677569989,68.03933517,147.558333,-14.37576306,-152.8022446,-50.63246954,217.6115931,2.735483604,43.34504612,54.14972074,60.5142498,-53.56003664,10.69185674,68.14340732,-110.5650341,20.86990275,193.7464739,-56.88947199,-26.97728783,136.1437569,-110.6428164,28.73078447,67.80945157,0.154499465,-92.66130152,95.85060245,-4.578911835,171.4507393,-45.71633311,31.90917204,-15.0256416,33.21693455,96.64576068,32.61460535,50.70740492,-44.62023727,-65.89314201,-10.74697265,-2.192033887,9.646834968,69.67133102,8.554708133
0,416.4762422,-476.6124305,5.113445851,-326.8302782,284.7981129,223.7715689,792.3977976,436.8823447,-186.1326638,187.5282259,-343.8383136,-220.622046,393.0278293,-113.2324891,-198.9994768,-553.0254514,107.4661004,-108.3712306,92.26492964,60.3009162,-194.8055284,-132.9728923,-47.18170248,-6.29482869,542.5748621,70.33667041,216.4366854,-458.6498412,134.0613616,-78.68379378,313.8426705,213.9603606,-171.5657756,-374.730204,-152.1501867,7.097756775,312.7514365,2.124363419,5.249621033,45.36799862,116.1753434,-20.29281692,0.559348215,-78.82467178,51.9205012,64.27707699,14.2554961,82.19526907,2.288893883,-16.08751092,76.93480143,201.7580866,59.72163991,31.08009542,168.1917681,182.8475834,46.00156097,-182.5119125,-133.3138776,-149.4590365,133.0649409,-92.09986189,-32.38085689,6.691101716,-18.04459858,-39.3274732,-163.785155,129.5973148,-42.56861432,19.51561458,46.98197211,-81.31006693,-125.259731,38.60247439,125.8566339,12.2205698,-103.125581,97.5856734,-54.56378272,-96.17766373,38.15811922,135.5282091,-13.76489086,-4.136940338,4.719986132,-40.14961549,-10.78752768,-36.18351949,131.1822975,58.59409359,72.08634674,10.01932517,-0.990307855,-28.7487824,16.66866389,-62.41859973,-2.784648557,13.44760595,-143.0421036,13.13311383
0,-104.803172,-223.7724916,449.62042,13.46868579,124.1564088,451.6986928,65.86460352,-161.6647833,-419.2497058,1052.568394,848.4940816,72.00557765,-85.17046297,200.0893301,548.6091733,168.4440622,346.9481845,-198.3657433,56.61108216,294.681598,321.8288876,-407.281019,-117.0976631,188.8908082,-140.0527579,-98.84590203,-244.9589754,-130.2735539,-311.1876804,-302.5305077,-120.4885931,-223.3759116,-85.39903272,268.747553,-87.56344656,-129.6068282,-248.4055871,-23.55383938,-88.99363264,-137.4374418,39.57564484,-178.9154085,-26.59858705,-83.22302664,-375.5968332,269.0767286,42.66508187,270.3880339,-185.8850211,34.07770269,-21.91153167,-31.03118758,-35.4562668,302.3940771,-262.1202001,-24.49136781,-27.44993649,-92.25653121,-105.4073439,-9.403002741,94.040932,277.5139031,-72.09021885,123.364004,148.982296,-167.9952879,278.9203347,131.5934325,146.8381147,50.32604177,-89.95588685,52.1082993,39.20239416,-26.38845693,108.3448067,86.14004504,-66.34079483,-3.953151611,119.617733,-77.54449117,-44.13394406,-225.6865834,44.10978539,197.0115444,-33.73345397,-96.157627,41.34682398,206.2639237,125.9792497,129.6689968,93.9725223,64.04614239,71.71379477,9.298423842,-8.074189129,-106.1099609,76.06114913,5.831729037,-73.64168261,37.85325112
0,-478.3824846,-331.3073858,968.7741352,109.7562338,651.7838435,-318.9634991,44.48552148,0.059153487,-262.7170764,-643.6989963,-159.0300951,-472.9099245,266.7647195,56.74041546,-184.9817179,-27.59498553,346.4619027,-379.5854821,-30.84156074,34.27590472,233.1504645,367.9297344,-514.4871075,22.4472087,-77.85319555,173.7586841,162.6406518,-136.570335,384.639684,208.6040571,-39.65985479,56.48707261,218.3194295,197.1847194,126.5114449,-93.16081647,53.15872422,2.527285042,122.340762,-27.08642104,17.49235516,43.87398947,163.9156998,-215.4271993,-53.25826832,-132.9354641,18.58917344,-41.42465896,95.31937069,-203.8025661,36.44156389,51.64571586,100.4486745,-10.14695632,-21.40855912,-123.0364845,17.41280311,-140.5498613,281.8045562,20.73073106,43.13310389,-1.12305125,105.1188641,112.4283889,-167.1655314,32.69532055,-177.5291624,-144.5513318,39.50234397,203.1808672,-106.066149,72.44876319,123.3899598,49.04606652,-124.7391134,55.85472128,93.59571477,105.7027954,67.08096242,-101.8479465,-9.464815354,-55.12863527,-42.17098314,-4.578943554,-81.99637669,-51.83529163,36.85346839,93.41476079,101.9357675,53.64300898,-220.9833362,29.7212313,-90.95292561,28.68333743,-64.05544428,-134.7702121,-91.97082705,-6.988196838,133.2189425,-56.26242624
