pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60
0,-272.2391557,-696.2042563,529.1804458,-298.908921,85.66736906,-81.78418534,297.0504731,-700.9733785,186.3803689,-684.0497001,11.19623314,-9.492877611,-561.2688703,147.4981992,401.5079997,-191.520755,214.7522103,-164.1256665,-76.49690783,-269.373982,-256.6428879,-103.314721,-217.3149502,-235.2531296,-297.5955752,113.9398266,190.7730606,-263.5896848,33.38432404,145.2779842,4.966906104,-215.8900799,-66.61950317,-201.3388494,-87.40967486,101.1659677,389.468129,3.94013614,263.7668368,-175.8625298,0.270448546,2.889696438,50.55363993,-101.6641092,2.666673113,-92.96609217,-176.9702274,-188.0446847,-156.7774953,-243.7011403,-131.9717667,50.81242689,-145.6013759,62.58126058,-97.11016982,-141.5310465,-71.47123444,68.8082632,-159.2789319,-191.2843294
0,229.22212,393.4752769,-1012.896598,-673.1816048,454.4937485,116.8255384,-187.7632702,312.6307554,-155.6823826,-199.4242405,341.8131212,153.0648736,-569.0361482,-363.8961576,559.853971,385.1530256,127.8620279,286.8555995,35.32407381,-397.258987,230.7593272,-148.1895243,-84.03632356,-163.5324024,34.40616693,-75.42019138,50.47360756,37.22646543,-116.5854058,24.70707254,150.5876167,-172.655756,174.5571501,-122.2514451,182.2500324,-239.7025138,-360.5761185,59.29464142,209.018809,2.229582263,19.23021619,-258.5624316,231.1167044,7.023987063,43.02523554,-312.3235974,-155.7630612,166.0299048,-29.8478779,55.93576593,-165.3427653,229.8039937,32.10391577,-28.86766348,162.4996662,-177.8585032,-311.5558278,112.0525784,83.11495202,-226.8800786
0.002,-446.8203741,-845.647077,-686.5705911,-317.8344239,-40.34662391,-102.1250107,-102.3530052,-170.0405258,-51.74135356,-51.23795754,321.9383802,-181.6851314,483.6263939,234.7389525,34.77631514,-54.14597917,15.12334633,-126.1624741,11.78435983,100.5198554,191.8451045,194.1946375,35.70802767,-181.6001933,108.1968271,-58.80295535,-271.9234663,-100.3039053,-148.891473,133.1825222,-141.0724864,-213.4041804,65.52701085,-255.4415281,90.84719149,-52.37015,211.6864738,313.1567788,-13.85898313,-17.33751829,19.00212529,55.51304887,131.0101931,152.9624013,45.18107489,-100.1340774,-93.61166109,-73.85583302,-87.28261372,147.7570294,-74.61106432,-76.20321932,-18.49656509,-210.5610839,-86.74358288,-36.47539947,-24.64524888,-153.8527337,-17.8356505,51.07033636
0,274.606362,713.8829577,598.2598883,20.3861409,465.2837666,509.8176234,34.00048398,-127.1924181,-254.2061237,-737.5781512,386.911026,-510.0079169,-79.12377471,602.1958108,547.4313719,-114.9434406,-460.7869118,227.3987513,102.5390027,-510.1197355,287.6527803,-352.3851095,66.69289352,239.7807256,254.7378303,113.7658284,-108.6209314,-51.66879812,83.66001708,210.9870083,-150.6285114,163.1994256,-204.2407652,-80.23083295,-36.43114341,60.13828998,21.72734715,302.4429189,-293.6803085,-15.75535942,43.31955049,-44.18716496,82.17359045,85.63262954,-134.9322358,23.25606089,53.76852776,79.73890396,3.182665189,-408.1248446,-4.887491367,25.58725819,-175.7478989,117.8569406,2.696686439,126.4775291,-64.39887314,170.7172904,-222.6819341,-43.49985041
0,185.6275419,-435.7906276,831.7419371,-693.6998824,-380.9616239,276.9863451,188.0535905,-182.2343536,-229.1887355,549.8057052,-369.0443263,-148.0894397,-487.2082215,492.0084076,386.6233597,23.55265534,-26.3191478,-223.4389678,-262.0194129,352.9840508,133.1815159,-236.0120131,237.6772054,18.36914821,445.7055212,-65.68944045,36.26120126,-151.1954172,107.2698112,164.350416,-47.38047412,-171.3838518,273.6909148,342.7499231,182.4344008,-42.2084935,-202.3514037,58.40752645,105.1402944,-93.71188689,-137.7376565,-213.9767554,17.70593684,-43.1470667,-162.5680102,-32.10880068,-62.18726308,-214.065743,52.09177658,46.3033167,-83.4291339,-40.67066208,96.14550048,-64.76331107,-48.20092017,-36.33705723,103.5050247,35.37655579,-162.9010676,-7.088825321
0,-456.3927652,-817.6562136,-681.1422174,0.818444346,64.59414732,-367.2012269,-140.0083814,-165.2762513,28.39008058,-29.98548265,291.6332167,-325.2645326,490.2572803,250.7068519,29.72231168,89.24760359,-55.68484232,-102.2377496,-11.78967241,204.5400694,167.1235748,230.7224608,12.12231793,-58.50527091,-12.92621179,-134.5862955,-291.4411349,-68.69791276,-128.2951399,39.01962123,-114.7980677,-139.4140428,70.08401811,-318.1224959,-33.17486408,-90.88309573,240.5669216,261.146475,23.23358556,30.65563017,58.18342318,-34.55085923,155.6253405,124.3707392,-53.96222597,-58.27639275,4.698436996,-83.54908848,-39.28837379,34.79601064,-21.5229883,-58.45601204,-101.9724384,-155.6013545,-1.063299436,-18.82728983,-58.07221815,-100.4981082,52.2634675,-27.34441979
0.01,251.9892365,-535.3215088,492.268342,-605.4566091,-173.8762734,-367.7902873,56.15512588,-719.8808476,-509.845951,-197.5178782,-68.86226573,629.8227375,-186.479194,-307.0059025,-97.03750498,-16.55839667,374.6114265,-199.584779,-413.3734332,-9.225824441,-29.46870398,62.68394932,-234.9992971,66.59647475,-47.37440132,-187.6181036,43.69665138,262.3811284,-13.45646151,-46.63888164,-66.48396473,217.5396678,18.995857,443.8830511,-149.464364,-96.26146114,185.3208426,-88.05857033,154.2440581,-191.3387728,72.82483815,339.2031947,-105.1821803,45.19461045,-11.26385592,19.67133682,-7.904000198,-283.5158892,-1.628899771,164.7680999,370.5845291,-40.94303266,-11.73808748,89.05821754,-25.25707675,-120.3613833,-148.9517948,185.9705263,97.21982727,-44.77596944
0,416.4762406,-476.6124482,5.113353632,-326.8301711,284.7967529,223.7713977,792.4003015,436.8820574,-186.1303706,187.5249245,-343.8263723,-220.6155253,392.989662,-113.2400145,-198.9807336,-553.0284121,107.4872022,-108.4074744,92.17553157,60.25474638,-194.7207658,-132.7980012,-47.19983312,-6.41188145,542.8589925,70.8446251,216.3171439,-457.9815934,133.7660137,-78.62097441,313.4371934,215.2869051,-170.2298245,-374.0741078,-149.9751717,7.623580168,314.8408482,0.885990574,6.399426021,43.71422355,120.3526846,-17.09657727,1.734931178,-75.90642528,51.70820499,71.64089658,21.31734532,90.25023021,-7.598148328,-15.30525505,100.6623905,216.6472301,-48.5682905,-92.81351606,-121.4846567,51.01156343,-93.99959806,-107.8824566,-218.7115604,-96.92910822
0,-104.8031641,-223.7725209,449.6202635,13.46892321,124.1550521,451.6957899,65.86905177,-161.66333,-419.2458739,1052.568746,848.5155022,71.98580689,-85.21079142,200.0616482,548.6607063,168.4728937,347.0420358,-198.4691962,56.69564544,294.6069341,322.0781789,-407.1007097,-117.0959363,189.1172058,-139.8245016,-99.1097053,-244.7950047,-129.2509399,-311.1244968,-303.0973614,-120.8821762,-225.5087881,-92.20871782,267.0215561,-83.85443266,-129.119816,-248.0779307,-19.68827997,-89.79133986,-132.1037331,43.95393899,-175.776358,-4.723421788,-94.63254079,-365.7683545,276.2318264,47.92468814,237.9726635,-232.9053695,-18.67758699,-19.41335689,-12.60809044,39.49951278,-311.2136701,344.7098623,-50.35111387,-181.4053219,77.63506285,-140.0385991,-39.41338133
0,-478.382484,-331.3073803,968.7743768,109.7561299,651.7865438,-318.9623969,44.48489077,0.062595322,-262.7171436,-643.6955246,-159.0451521,-472.8811088,266.8076194,56.78104539,-185.0060393,-27.62595714,346.4505735,-379.5354251,-30.75774174,34.26502341,232.7686025,367.91345,-514.5166808,22.37481161,-78.24360838,174.4515777,162.1930636,-136.7872021,384.4329019,209.2646417,-39.21763557,57.37572728,221.838186,196.1069206,124.9390004,-97.42361108,54.23150922,-2.482245305,119.9489636,-23.91190458,15.48190878,47.56401589,166.404296,-210.7350057,-48.39415898,-147.3199243,2.48931492,-28.355259,148.2853075,-137.0817882,42.20821649,43.03073997,-111.8798795,48.73646468,-9.525757302,-104.5252004,-63.70651024,-161.83051,189.7737275,-7.299836901
