pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80
0,-272.239157,-696.2042769,529.1804148,-298.9088842,85.66548015,-81.78417731,297.0516208,-700.9757769,186.3835211,-684.0518204,11.20147211,-9.501512375,-561.2931808,147.4995063,401.5240363,-191.4977107,214.7441887,-164.1773125,-76.55788856,-269.3994029,-256.5945995,-103.2776165,-217.3272814,-235.4655207,-297.2876536,113.6218442,191.0636898,-263.132799,33.47487116,144.9750842,3.90690827,-217.6229776,-65.92423181,-199.1916172,-86.73733985,102.782807,390.7442869,4.008496007,267.170218,-176.5466373,-1.362469179,4.572600317,44.42694982,-102.087215,-7.371879371,-71.96614879,-158.0108801,-143.8436506,-227.94632,-236.3601475,-157.4764179,42.39933226,166.9179,-17.86757224,64.49498832,-195.4825615,-56.25045476,-29.04045464,42.11228337,-203.5435446,207.2584633,-58.71172688,120.0419022,-40.19681305,-85.66688177,-77.15124183,76.06627624,1.533501023,67.46983783,-34.51463419,106.2906907,-198.5953042,-4.037505462,-126.2060317,-36.37314762,-8.037283598,-186.216732,120.2540592,31.25016329,14.61415852
0,229.2221158,393.475214,-1012.896637,-673.1815857,454.4927597,116.8245129,-187.7660172,312.6311435,-155.6815338,-199.4231924,341.8219026,153.0481968,-569.0385212,-363.9245034,559.837447,385.2668208,127.8338489,286.8476341,35.22615291,-397.0590031,231.0677158,-148.3752099,-83.96309823,-163.9073092,34.37888315,-75.77850977,50.8084244,37.45090108,-116.26909,23.55327943,150.6998106,-173.4936379,174.9797155,-120.6196312,179.8356666,-235.4481368,-364.8356975,59.85781129,208.2350027,0.755908215,23.12677841,-260.9281405,197.2170877,0.492716769,31.69384746,-319.7663425,-125.6511272,158.9767249,-24.09944939,11.06143707,-146.9194183,275.1752398,-48.70965477,93.95437539,-171.0583835,-263.2038206,-223.5368414,-208.0032157,-82.57604982,-76.28774691,141.341379,-173.9567418,-104.4399775,145.2724681,81.8627035,206.4328061,-80.08350135,87.86635536,89.1601271,25.58696797,-147.2621286,229.6375621,-71.134661,48.60530825,-1.522402999,11.43239582,114.192596,-57.32265824,-81.58717818,90.38253238
0.002,-446.8203753,-845.6471059,-686.5705741,-317.8344746,-40.3461271,-102.1255774,-102.3531183,-170.0401436,-51.74146036,-51.2335449,321.9391858,-181.6894965,483.6257276,234.7331998,34.77685933,-54.14239852,15.14280599,-126.1463265,11.86391494,100.6388981,191.8254414,194.1676651,35.55711699,-181.4272264,108.1368138,-58.64694944,-271.5950559,-100.3818257,-148.7528621,132.8595893,-141.595898,-212.9075682,66.29117408,-256.4273594,91.26444261,-55.164786,211.886951,312.3385982,-12.79677985,-19.68912906,17.14336822,35.97293795,141.3181192,148.0396272,48.47096668,-114.9013606,-99.69495098,-81.29104817,-71.82395038,166.4756952,-71.91945377,-55.39326895,5.649682654,161.7906746,101.0900969,58.6805295,76.15263902,-143.1382233,-53.83987898,-31.60220838,-35.04764101,232.4631803,-1.564061028,110.5820181,-20.23954863,63.95162871,-44.50471597,-42.44453441,92.58047623,-34.11085574,0.043962468,37.03388337,-29.15477066,132.8950308,8.19071423,15.39397623,17.96102415,-15.52802993,20.91234366,-119.2424904
0,274.6063645,713.8829332,598.2598387,20.38628485,465.2821728,509.8168195,34.00235606,-127.191163,-254.2052469,-737.5810381,386.9252017,-510.010135,-79.14845952,602.183773,547.4601341,-114.9210704,-460.7850816,227.3227236,102.4494683,-510.1546604,287.8540079,-352.1403729,66.67838143,239.6004303,255.0335487,113.6108896,-108.6516052,-51.08706506,83.4966349,210.4032584,-150.7625398,160.2468965,-207.7860925,-79.39736224,-34.83229022,62.88792823,20.3010726,302.2606852,-293.0127138,-13.08538997,44.88366639,-40.70008873,72.28157568,92.66204203,-141.9391563,31.2929833,66.53149438,97.47394285,-48.06954221,-396.8325118,-50.21601899,-2.301491195,178.5652106,-114.0972644,-39.79590193,75.13047177,-172.5021198,72.76855261,201.2230352,-81.49764476,72.96580613,-34.63354685,-24.84151603,-59.44109412,76.29016522,30.66256898,-97.87096278,85.1911988,-3.508167705,-59.04657934,-190.4777242,-123.1648221,4.13611768,-42.1669438,10.02597515,92.20702558,-57.18233706,-18.33888619,-50.56139098,178.3472885
0,185.6275464,-435.790648,831.7419072,-693.6995854,-380.9624857,276.9849448,188.0536526,-182.2322724,-229.1884527,549.8041298,-369.0329485,-148.1046231,-487.2011183,492.0106036,386.6343675,23.63183785,-26.3147598,-223.5249841,-262.0086747,352.9917631,133.6434227,-236.0444478,237.6732484,18.13377111,445.8411188,-66.53943083,37.16233651,-150.8586626,107.6112975,163.8108304,-46.22444348,-170.006019,274.1893708,344.3508369,183.157194,-37.65176822,-204.2064721,59.53886724,103.7769229,-89.83867346,-138.5630188,-211.371021,-5.017411369,-34.80249158,-161.8276121,-17.9386312,-58.28456785,-219.0552531,18.92665559,13.12381653,-78.04382989,-12.78624817,-94.46370053,104.4255861,27.07622923,-44.83613159,50.30324361,17.33439417,33.60680929,-228.8514905,30.05743794,131.4144277,270.5190105,288.4440314,-12.12631056,-5.745020908,-82.10154178,-70.26809017,-80.08763406,-156.0291437,82.43181094,-49.28077952,-151.8079151,-143.405569,-77.76591791,37.54869028,-166.4551993,25.24982019,151.5659447,11.94877861
0,-456.3927647,-817.6562487,-681.1421616,0.818369205,64.59455907,-367.2018653,-140.0071151,-165.2757423,28.3916359,-29.98156767,291.6337185,-325.2591592,490.2568726,250.7085014,29.73358456,89.2751199,-55.674177,-102.2373252,-11.70003469,204.5430511,167.0760933,230.8030236,12.01777857,-58.42886488,-12.96971768,-134.0769655,-291.5285506,-68.55784193,-128.1122903,38.6798112,-114.9691211,-139.1709062,70.08483229,-318.0039094,-32.58294256,-93.18779614,240.8409334,259.8582178,23.19534173,29.7101199,56.50635244,-54.48461555,150.6439204,119.347816,-58.66736155,-67.56252006,2.5968022,-84.66753778,-45.28432012,42.24065266,-24.20106316,-49.02426745,85.90421338,148.1345498,8.05239998,40.67150977,22.75364557,-117.4082808,-51.59136425,-33.9185826,-73.66381432,80.42557399,-45.74426848,195.6299296,10.50564987,1.736989175,73.66721023,-82.75468882,-31.72004897,-18.77974241,-7.930953336,-13.94274031,-15.5917904,19.17773282,15.41172458,28.20424836,-59.2235107,16.81982709,-40.75115161,-103.2759059
0.01,251.989227,-535.3214779,492.268473,-605.4567575,-173.873778,-367.7864715,56.14950116,-719.8837003,-509.8484485,-197.5180197,-68.88516832,629.8343757,-186.4147666,-306.9740375,-97.10653116,-16.60250188,374.533079,-199.4862141,-413.399215,-9.125725532,-29.65268662,62.23574826,-234.9406999,66.4233092,-47.71321984,-187.9976043,44.02962843,260.8148084,-13.10242958,-45.01379066,-64.37055408,221.6617808,22.51779277,444.1992235,-153.03381,-97.66038306,184.4727298,-89.84944096,154.779734,-193.5407321,71.24035362,329.7243308,-62.9012304,43.33732448,-3.248938546,31.74397362,-34.41220033,-303.7072272,3.56309142,144.6881751,365.0211802,-52.64829009,41.22172583,-103.2577719,52.96743503,-176.8026454,-102.5645936,-27.57944859,-26.09486267,60.45213992,142.6090963,-6.107182706,-123.6226372,72.55260427,207.1865992,-58.97090967,42.88112396,32.23482398,-101.5925603,-13.42714331,28.12842994,89.97023876,110.0369902,-88.21207743,-29.25937942,161.976367,75.0220786,-148.4818943,-8.602484537,-144.3806954
0,416.4762427,-476.6124347,5.113434242,-326.83026,284.7980516,223.7716507,792.3980188,436.8824515,-186.1323409,187.5269921,-343.8395871,-220.6205239,393.0280021,-113.2318442,-198.9974821,-553.0300178,107.4687818,-108.3840459,92.26291293,60.3003297,-194.7929192,-132.9808726,-47.21160806,-6.307568454,542.596343,70.28832386,216.3905208,-458.6801831,133.9276111,-78.57035359,313.8224258,214.2319658,-171.4847914,-374.9402328,-151.8742332,6.790283391,312.5485451,1.72734648,6.085945498,44.69749761,115.5584808,-19.85907872,0.420502055,-77.78833486,51.09535927,64.97986684,15.81962967,80.38933655,4.22184156,-15.14022617,77.8837189,203.3419206,54.90162857,31.200984,171.8150111,173.0123334,20.30457536,-189.0436857,123.1976924,-165.2017776,136.712433,-73.18712363,-15.41403857,-43.3189634,-30.4237771,60.7707452,-187.6277584,115.4585455,-12.5191259,-10.86429399,-12.4913051,154.4125986,18.8940439,-22.59609096,-105.9213659,92.01734087,99.93852058,-99.35315882,-164.8140779,-7.719941473
0,-104.8031635,-223.7724821,449.6204368,13.46873846,124.1563763,451.6984816,65.86512731,-161.6641857,-419.2501333,1052.566524,848.4874883,72.00594216,-85.16762615,200.0885795,548.6193074,168.4474355,346.9481733,-198.3873314,56.57638376,294.6683664,321.8514647,-407.3208261,-117.1100699,188.9324092,-140.078186,-98.99125166,-245.1905105,-130.6004481,-311.3003029,-302.0073685,-120.3527345,-223.582363,-84.9533816,269.2986309,-87.38137119,-130.0633958,-249.6737805,-22.88312412,-87.59338615,-137.6712819,40.90717469,-175.8852303,-27.71405138,-81.36706546,-373.0592755,270.298046,44.97331082,272.732382,-182.1726641,35.56789921,-25.72698122,-36.13733504,-31.8113345,305.2114341,-265.7987868,-19.94743603,-43.31562551,-96.70920005,87.32386354,-16.03597708,67.65935115,290.0056403,-61.42117936,-151.9888725,160.3566069,113.4868872,283.7727559,32.69389628,-159.8491722,77.57175017,56.19284362,-63.78711246,90.64839575,-12.78171495,-53.09085069,55.16065546,26.46068529,107.3792395,60.6917247,-69.4520641
0,-478.3824789,-331.3073627,968.7741565,109.7562654,651.7839065,-318.9637857,44.485606,0.058538718,-262.7170956,-643.7011752,-159.0323768,-472.9085646,266.7620133,56.73661068,-184.9893091,-27.5811042,346.4769072,-379.5842996,-30.85658839,34.2497167,233.1411801,367.8812109,-514.519557,22.46758195,-77.94755622,173.710439,162.5890227,-136.574955,384.68998,208.6026181,-39.91840662,56.07878092,218.4417082,197.5708166,125.9830718,-93.37028749,53.42910614,2.724453496,121.7983643,-27.58341971,17.30427764,44.56875208,163.7078292,-217.895552,-52.08246192,-129.9407087,20.16095876,-39.32648059,97.72603261,-200.0225097,42.53920894,47.29300437,100.3587185,-9.543389497,-21.65477329,-123.493402,14.8115505,-137.3510191,-281.7273447,23.04090377,16.10642998,4.344561579,92.48161241,-105.9570397,-164.0719314,21.93120946,-169.1132549,-144.596573,70.53162961,208.3053037,87.6480223,-116.8488728,-25.75418487,185.1616617,30.35166264,-13.3451967,-77.8912906,82.98345865,-63.87077516,-39.7716335
