pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98,f_99,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120
0,-272.2391582,-696.2042831,529.1804108,-298.908865,85.66536585,-81.78420198,297.0515871,-700.9750818,186.3831225,-684.0511418,11.20348792,-9.49730038,-561.2917099,147.4975982,401.5256678,-191.5118241,214.7373624,-164.1804076,-76.56998027,-269.391072,-256.5400344,-103.2522541,-217.3653167,-235.4619133,-297.1872313,113.6803648,191.034713,-263.1512052,33.36755644,145.1640148,4.07239972,-217.2338532,-66.75071446,-199.8865789,-86.61078306,102.7496845,389.6795681,3.696603949,268.3335302,-176.6273944,-2.378877178,3.530478108,45.33391998,-99.72955388,-7.53017412,-74.70520787,-161.7041887,-145.4341306,-228.3812139,-234.006348,-158.9214873,41.89480957,167.4072142,-22.93332242,72.80885238,-199.953136,-46.51610198,-45.71857967,-39.35503358,-201.399594,180.769569,-74.76069092,108.2016473,-9.983285336,-95.73166638,69.45638208,85.38589562,-9.179327233,40.68802341,32.01974388,72.92292043,-44.20564276,-192.819154,-166.9982147,1.852251876,-31.3293648,55.45116804,-78.31731143,159.0605078,206.3493984,28.30120921,-77.32184133,-6.979844555,-4.744106624,105.3186918,21.86861307,153.0266271,28.26598253,-24.57812364,103.5031357,0.951146537,138.6048472,-57.95006411,-166.9480808,43.60567461,-58.35437465,-82.54310116,-84.30657934,31.68543294,112.6100236,19.515442,-9.52811083,53.64106042,-1.673036113,-19.75690194,-71.71380999,-30.50214853,-104.029856,72.55238176,-101.845442,31.60248566,66.78800058,-42.77652242,-74.34582577,-40.89020942,-99.18657497,-29.24722258,-91.85042877,159.9153794,41.02270298
0,229.2221184,393.4752251,-1012.896612,-673.1815673,454.4926124,116.8245177,-187.7663835,312.6310324,-155.6828871,-199.4228705,341.8240521,153.0473534,-569.0429453,-363.9237567,559.8475968,385.2569233,127.8264816,286.8597429,35.20012136,-397.0677061,231.1251911,-148.3493003,-84.02671884,-163.8984875,34.48849607,-76.08810466,50.93959173,37.3638577,-116.3011852,23.65595594,150.8287011,-173.7621146,174.6014477,-120.9639484,180.2007677,-235.732766,-365.1090907,60.01970292,209.0934857,-0.095884447,18.75840989,-264.4013247,196.2080586,3.336874226,32.48666974,-319.0229553,-128.1699529,159.6330468,-27.39353309,11.2434873,-151.5677406,277.6150115,-47.7972804,101.4834515,-173.6406003,-263.5221163,-177.8599561,-241.2358832,65.39932084,-73.01606838,103.4913721,-197.2381767,-135.1714757,-165.1556345,46.12143322,-224.8468695,-78.10729753,-44.54841672,89.89551126,63.06318255,62.61390612,155.3790504,208.578177,81.16730607,-37.13261547,29.37505956,-51.04850377,63.14814565,-234.0795692,-123.0673849,134.5886655,-246.0710901,166.6627319,25.81944852,-121.6336358,-15.19843847,22.31500023,-121.6622379,59.02285695,-7.86914515,-56.32909746,-125.8310691,297.0348012,83.33056762,31.9129931,-70.98342273,49.83680604,65.42030763,-9.154894974,33.32668478,-33.62010513,-55.68095444,-72.6388599,-95.80557778,169.828684,63.77359451,-24.81550047,162.5938406,-72.15281333,-6.355953523,14.29632507,4.135511132,-48.61574345,44.4294045,-52.74388856,-202.2749115,81.39596028,133.1624558,-23.05062084,18.59702062
0.002,-446.8203696,-845.6470906,-686.570534,-317.8344668,-40.34582696,-102.1258185,-102.352746,-170.0401298,-51.74071394,-51.23523004,321.9350731,-181.6893939,483.6298822,234.7316361,34.77442843,-54.12741608,15.15123876,-126.1518244,11.86587548,100.6036232,191.7871752,194.0864813,35.59867678,-181.3539994,108.0510226,-58.65391869,-271.7953531,-100.5417032,-148.772432,132.8097806,-141.8448887,-213.2560809,66.58417422,-256.0318559,90.81626875,-54.82397989,211.9307443,313.3121587,-12.54079201,-18.11760935,19.20118339,39.18741462,140.5974142,147.0433665,49.03280373,-111.2587775,-96.9602024,-77.59938849,-68.37613697,169.0058333,-68.63833163,-63.89655531,8.464794996,162.0609592,106.122143,71.1713819,91.60049656,-135.0383262,47.60767192,-53.5380263,6.673022576,244.3961883,9.685934552,-87.52564178,-27.76701189,-43.9626742,-63.31952527,108.5780659,108.0391001,-51.76666313,7.205095343,-51.18742131,52.42902877,93.60687063,-49.0824079,-56.7416802,23.95878652,64.17205263,-30.95576307,-40.56450761,-154.7220093,52.11127235,6.313805118,-60.24535897,68.11009931,0.957166876,42.73240433,62.21550551,48.04538844,4.685692038,-21.4375511,28.34945118,30.6423056,-35.40853694,3.67854484,-75.01358286,-47.85549704,-0.642204887,-29.37602185,40.33012252,44.14129572,47.46575173,-53.27837572,71.2252229,-43.59111446,-72.34756052,-97.79243447,40.18544195,-2.71149976,44.65956508,-2.507840684,31.10522743,-101.3718148,48.36041461,21.31067985,36.87822622,14.63008468,40.42001687,34.87351922,-55.37592485
0,274.6063631,713.8829219,598.2598343,20.38627543,465.2821346,509.816789,34.0024588,-127.1918094,-254.2050502,-737.5807452,386.9263967,-510.0112444,-79.14851907,602.1864536,547.4561108,-114.9243304,-460.7803143,227.3174016,102.4709209,-510.1687981,287.826086,-352.1303653,66.70298849,239.6282138,255.0462529,113.7082541,-108.612744,-50.97320437,83.50424191,210.2544812,-150.8364633,160.3870631,-207.6387104,-79.23041845,-34.87035647,62.8445245,21.00615458,302.3178881,-293.1125194,-13.75707582,45.10425731,-41.31592074,72.33358012,91.1397371,-142.7179972,33.07461895,68.91593271,97.86530215,-51.28870244,-396.8333114,-51.10519539,-0.604484101,178.326823,-115.9827291,-33.26862538,62.00105156,-181.6504596,57.31266739,-216.9540578,-67.95680983,92.1010043,-45.41278818,-25.50769911,78.339181,69.75396128,-20.96708232,-88.37858731,-57.73482038,51.39389463,-179.1490854,-94.9431715,154.2643991,-32.23521483,-94.50573237,24.3689753,-8.760556999,77.14587495,18.54150765,-6.852000189,-13.47086572,187.6033119,-53.15395476,-33.59219393,58.42139591,-35.1039721,74.23677089,-10.03428698,-5.173912202,100.6573948,-19.39506535,-8.527816876,92.26565782,116.7003612,-69.7165012,-80.22832354,-64.89529875,-64.96974795,50.88616169,68.7698065,-50.93537571,1.542522369,26.77354414,60.82447917,-154.5748722,7.303570324,151.6018252,70.9775684,-115.0336108,-89.43701581,-7.940820482,8.939159506,38.98422671,66.5843262,-100.381889,40.85096573,-51.34708564,-74.4261796,-26.55597586,-29.98032701,-53.74216391
0,185.6275446,-435.7906471,831.7419088,-693.6995969,-380.962272,276.9847658,188.0538108,-182.2327931,-229.1884467,549.8039996,-369.0336626,-148.1047028,-487.203391,492.0108765,386.6282311,23.62971515,-26.3085974,-223.5172162,-261.9729455,352.9967273,133.6304681,-236.0762724,237.6835906,18.16732164,445.7730648,-66.55510896,37.0617797,-150.871807,107.6418332,163.7115931,-46.26003298,-170.039183,274.0901596,344.1708228,183.1187747,-37.76765924,-203.7818542,59.03262567,103.6554132,-90.24300359,-138.6317754,-210.7082385,-4.855786548,-36.46232284,-163.6054342,-18.02997925,-55.73133111,-220.4655769,20.23067867,14.16828282,-72.92656949,-16.06384297,-100.1181729,101.5022218,33.06745679,-43.19355032,55.85983186,30.81452485,-34.83928785,-233.4142157,45.97417035,108.6335717,268.1382316,-288.9337653,13.48219693,42.26313402,-115.7819563,41.51025745,-39.20144923,-189.3202239,62.07550375,-136.8776737,102.1189191,-216.0095247,-41.34361091,-60.25559951,37.02684824,-106.0287861,148.7759932,106.8748614,-48.77513935,10.99480691,-26.20157891,-16.87070372,-98.29790347,33.81384866,-61.17694514,-16.09230122,9.459924829,-2.148721503,-1.050550125,14.83092265,13.02047172,-45.10507259,76.35457909,-129.9244061,43.21206148,-87.16915235,102.3098125,-42.31891129,35.0688646,-0.555366633,-30.81215924,94.1450266,-32.72868042,9.819813649,-101.8646266,7.455867282,-165.4245369,10.80154679,-15.27871933,-57.54251339,37.6016092,79.30099763,-106.8612185,-26.51388383,-0.507036501,-7.653917787,1.349701097,-35.26380861
0,-456.3927607,-817.6562339,-681.1421414,0.818390719,64.59454019,-367.2020495,-140.0066971,-165.2755219,28.3921766,-29.98336938,291.631071,-325.259382,490.2579878,250.7036502,29.73225143,89.28359274,-55.67283827,-102.2420575,-11.72024862,204.5444836,167.0764176,230.7799281,12.01360825,-58.41523514,-12.96082779,-134.103542,-291.5567061,-68.59727675,-128.1235659,38.72632079,-115.1847737,-139.374875,70.23832773,-317.6945114,-33.13971089,-92.83267713,240.5875142,260.2661393,22.63009316,30.457282,55.77604199,-53.87216096,151.1350745,119.6791762,-57.98348774,-65.24974957,3.154024615,-80.98281537,-42.69751829,45.64114305,-20.31702808,-55.30249268,91.21161605,150.1265412,4.49372103,53.29224855,39.99194479,-113.4348594,57.87470565,-31.71063041,-75.23104293,77.47796826,-38.73395607,-183.1935096,23.41803008,12.41192936,57.57521603,76.59612174,-33.55264295,-48.76427482,-27.06220627,-61.79180947,60.1840035,-44.74055247,-0.906700074,-10.53820328,56.53151896,15.70402797,-87.15155587,47.31570684,-81.43375477,-105.19127,-31.8717982,59.58491204,76.68678142,-61.59879023,-4.084492854,32.1259905,0.051627566,20.95654415,-42.51051387,22.28798886,-59.99409122,25.41774248,104.8439642,92.69004671,-19.88400154,16.94100686,-133.666218,-66.66723895,-47.53025668,139.6623765,38.14508443,33.85603286,-19.79549977,27.87069978,-35.7500596,50.62188462,3.755372971,42.22186654,-6.214629286,55.42496918,30.061931,16.56128215,-60.61781524,7.952370402,-49.13173652,5.166605605,-50.79383723,-25.7029868
0.01,251.9892279,-535.3214738,492.2684712,-605.456771,-173.8736186,-367.7864786,56.14959363,-719.8840905,-509.8480994,-197.5188833,-68.88602516,629.8320275,-186.4117434,-306.9694261,-97.10766637,-16.5952839,374.5441289,-199.486339,-413.3690725,-9.142549605,-29.70812403,62.20556771,-234.914744,66.44909461,-47.75579327,-187.9850699,43.97592195,260.8237529,-13.01936369,-45.06805395,-64.57940658,221.5337524,23.04557394,444.3161145,-152.9480232,-97.49493771,185.1146168,-89.82285323,155.0937782,-193.2936433,74.67868122,330.6190216,-63.98186707,42.78824953,-4.50536964,29.63953828,-31.26057705,-302.4314691,6.02458913,146.4167435,366.6541172,-47.53030211,39.43886339,-104.8515113,56.69012222,-177.7412295,-83.3261881,-43.85069235,2.872152591,64.43278971,146.3975168,-12.21581022,-153.1621522,-51.46421087,215.1552215,17.12570812,43.53098671,-62.27668981,-55.58474152,-54.22693638,-6.448442392,-79.59350789,114.5115854,-18.07353402,177.6323713,47.58873638,-31.47382698,123.2245541,-124.2022746,-4.304826381,-79.37398147,-0.697677661,-35.40950821,-136.89004,-39.58739867,144.3343201,77.19649355,56.18587844,-69.15092209,68.12569267,-49.84385278,35.20167938,-28.26172348,2.115321216,-116.9948235,27.21038755,7.293332275,-55.69678307,12.26512937,-66.51038989,22.99356263,112.544347,-82.58703613,31.00629748,86.55308543,66.72331007,22.389148,-41.41064289,-96.20780689,-1.23324284,-108.569573,159.1167987,73.18349314,54.60325372,70.08969655,20.7045209,178.4326047,-51.94986224,-53.94154495,-30.30838388
0,416.4762421,-476.6124302,5.113444874,-326.8302659,284.7981261,223.7715652,792.3976469,436.8822978,-186.1323085,187.5276487,-343.8386731,-220.6205122,393.0275013,-113.2318137,-199.0037268,-553.0286039,107.4700556,-108.3756191,92.26029994,60.29652674,-194.8074998,-132.9818216,-47.19062679,-6.294958714,542.5437806,70.33225388,216.4703681,-458.6066663,133.9956658,-78.67088607,313.7804274,214.1359519,-171.4637053,-374.7328061,-152.1920037,7.129691059,312.9837952,2.235028748,5.211262485,45.38574449,115.7808311,-20.41997085,0.580481969,-78.91977663,52.34848143,64.70299872,15.4220254,82.88649888,3.303197744,-15.48330763,78.11562286,200.8470507,59.52874884,32.69605933,167.6681065,181.193377,43.26797428,-180.7594681,-135.7886316,-152.8541751,132.6712046,-87.74721617,-38.52228377,21.20479259,-14.95813005,-53.43008932,-170.4594049,-141.1527114,32.30760892,17.20167491,60.95616766,49.80444717,125.4723002,-12.73663441,118.2558723,-48.33261743,-102.9942714,124.7720821,-69.00861632,-118.5518768,24.54631963,124.3213807,68.36546554,-10.25772247,20.76912364,-35.13745698,3.260663264,-75.11378182,-135.811911,-12.1559677,-48.97089978,-21.80230943,4.821555637,-48.41699541,-93.83725162,-94.30080442,-90.30718501,-48.43052014,-53.10542872,-28.47664115,26.62030565,43.27082985,2.353713612,-75.79429561,66.36980918,57.82362858,-123.2922921,-102.8845199,72.7316791,9.204848628,-73.24222021,34.16555962,-63.69751793,-35.10627655,-6.287942151,24.95051226,69.09113162,99.18532948,-6.569456255,55.55806735
0,-104.8031717,-223.7724916,449.6204142,13.46869347,124.1563717,451.6987005,65.86472848,-161.6649091,-419.2499354,1052.568018,848.4933488,72.0065886,-85.17030451,200.0916112,548.6126907,168.4427456,346.9449878,-198.3621419,56.60767425,294.6857813,321.8185218,-407.2775395,-117.087238,188.8911076,-140.100048,-98.82354807,-245.0041915,-130.2868689,-311.2023977,-302.459548,-120.4270977,-223.3509242,-85.34001836,268.6981909,-87.43697421,-129.7058615,-248.4488839,-23.59292445,-88.89876258,-137.2073105,39.41248568,-178.6034647,-26.42535654,-83.86125369,-375.8502662,268.5729882,43.67529148,270.4110795,-185.7438915,34.69246475,-22.12894936,-29.529945,-34.17000476,302.362779,-262.792793,-26.78314754,-28.16867264,-93.35086022,-105.7107756,-6.260225408,97.98858154,283.2241658,-68.79744395,122.0978627,162.9833377,-160.7338479,280.8202472,-119.8059628,-162.94721,53.80342538,-96.95785366,-27.7675769,-38.9323197,-48.6812417,125.1933445,-85.91983405,-61.81696912,-13.91044957,130.2288095,-58.22469511,20.83763937,-194.8956341,-67.7406625,-67.83308236,131.8376703,-82.64514766,-160.4267439,193.8184146,-195.2501413,29.29273031,-47.78541199,-73.25518481,-134.7833423,-9.163397889,-60.20591502,-54.82956524,-15.43992993,-137.5067289,-48.23073655,-19.79909665,4.92041918,-15.39168899,34.81614139,61.51047833,-29.97533529,-65.30988487,68.74361605,37.44294843,43.44876402,-168.611788,-20.21395602,88.4527538,-118.6712346,-63.00058112,27.11481811,-24.43671675,-63.64426833,125.4083126,-63.8864471,64.04918486
0,-478.3824839,-331.3073816,968.7741299,109.7562597,651.7839445,-318.9634738,44.48539787,0.058765378,-262.7174234,-643.6995322,-159.0299599,-472.9092167,266.7652632,56.74232196,-184.9809755,-27.59569892,346.460054,-379.5829413,-30.84585488,34.2721897,233.1336924,367.9244151,-514.4873614,22.44457452,-77.88419158,173.7588595,162.6206621,-136.5915193,384.6239664,208.7146651,-39.56793734,56.47998463,218.2850475,196.9764565,126.5765745,-93.45990956,53.19393432,2.407223834,122.3682797,-27.13822901,16.72624665,43.93046728,164.0473703,-216.6441589,-53.6744489,-133.0515314,18.4301183,-41.40802442,95.15178551,-203.994041,37.10791936,50.17956064,100.4813468,-7.780035991,-19.26084031,-124.2968425,19.8354737,-139.4274476,281.2235817,20.56170183,48.62356863,4.010891829,101.0291209,114.2292723,-159.5009449,8.942853845,-177.8527043,136.3487952,-24.6010773,204.1655176,-124.8925896,-28.83580191,-147.5943564,55.72759041,-93.09809397,-76.97316032,81.77364413,117.2291815,64.75902224,-57.12900125,-11.76325937,-20.08941665,-61.1804056,-27.1760382,23.54073385,-80.03641413,-43.07616806,25.34649722,-51.79871477,-20.6344929,98.20625282,-223.0350123,68.01858612,-131.3891211,42.57247969,29.93219797,201.0845815,-49.44330284,-1.391722911,163.595797,-119.6409304,32.57294104,133.374319,85.11569815,9.668755633,-49.69824725,1.493353867,72.75373114,79.01901163,96.2644545,-105.6645679,29.77971764,-131.5095486,42.85670846,96.70588742,24.59485616,-30.09532277,-26.81140334,-158.8346024,-24.34843701
