pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40
0,-133.9341869,-148.2507853,667.3593642,541.8428024,729.3028164,-355.7260792,577.7182473,-451.4268669,-624.2954846,-135.6845811,213.0681847,67.55095682,-206.2414275,573.9373868,-192.776568,-107.1524668,183.8103821,-62.08112814,-217.8258587,-200.7298292,-149.2922476,-26.70305916,1064.556653,191.3720784,220.5856376,736.5833277,-91.01991688,340.5020916,-511.5124045,76.99118097,-514.6029831,132.8071188,74.3061518,-60.8232587,133.2158769,129.5797835,-239.7800144,-189.8330855,-58.74675648,4.955507091
0.014,-1001.405168,-602.9623221,472.7598297,118.9260992,204.728484,-205.9462587,-125.1649305,148.4248841,118.1919784,-74.00342031,62.41669127,225.9676306,90.89236009,-280.6762276,-11.67166457,-51.42513016,-154.9985563,-16.51360855,-141.0801531,-266.9173537,25.99163271,19.28327364,67.61400157,-165.104375,-17.00306395,146.9271029,-143.1604599,-113.4718923,109.3041414,83.37264815,-47.0915092,-248.5615195,-202.432559,76.82368328,-33.06900943,8.245763777,-153.2230575,11.81854563,26.40183274,-15.97794433
0,737.3511544,869.3834623,38.21769954,94.10135359,475.7623728,-735.3831188,556.2544436,229.8865468,-67.42837795,-789.6445184,-172.7288355,-5.40944711,-49.23600942,526.6763981,231.9546451,16.23966781,-110.3508789,392.1212031,44.98296333,-345.1924874,-521.9662422,6.109001011,196.6237043,-191.5781161,-165.0836472,-254.3022486,-73.11125272,-340.7754768,-139.6240082,159.8838226,-286.1095585,-57.70587011,79.22253252,-286.256533,-286.6936762,-185.9396488,-165.1881942,-137.3537415,83.9872867,36.80778886
0.001,744.7437667,357.1157707,581.3062928,285.3120322,-617.2672823,249.7108125,322.005187,-240.6944626,417.1140605,227.5771788,-434.6715975,486.8795526,-215.9888922,-557.7599896,-403.40184,-137.4027075,-206.7285946,87.18407872,146.1178464,-335.7833093,94.51081688,183.0195488,101.6460817,-138.3055945,136.641445,80.62828704,-83.01203007,121.8213013,56.71092008,128.8696449,-49.38723509,119.3932504,7.703396561,1.995542961,-223.3561202,-44.74133596,-232.5963188,273.0198783,39.10241567,-3.517307803
0.033,-1148.073993,-508.4828067,200.3043117,88.49576495,337.049732,-144.2767612,-94.1922337,174.5650357,320.7852342,-221.4120494,186.9687583,165.9297431,153.247259,-188.8717568,-80.32331071,-67.19737495,-178.5057991,-140.9748618,-121.7319226,-206.5986708,95.04862857,60.49292827,64.77156066,-197.974397,7.070290747,24.0751031,-87.83644989,-40.75143074,96.05315666,88.60029676,-63.52790716,-147.7618868,-171.0790942,114.5815415,7.817653713,-26.35489636,-135.4630374,16.72342117,29.51807707,-10.13994312
0.002,481.6173809,-91.44750465,-108.4089944,-190.8401103,-85.47053103,-351.493996,119.8433215,-469.8159777,138.1368116,1118.372126,80.00571304,-442.6266507,163.7801965,-506.5046186,-90.44435967,7.088014916,53.52954183,-2.143937603,-253.6063438,-93.38580968,323.2452132,-124.2979777,310.7707518,9.431342566,-2.690968333,258.2711404,75.24926603,-113.4533997,-271.0816142,-89.1116352,281.3528142,-139.3440015,19.74116556,62.53485914,-42.12893946,289.8301973,132.0447804,-79.44252522,-85.13087371,-75.44778811
0,326.8603937,-398.1848336,476.9786832,-418.0849871,347.4931317,624.0982246,254.9470618,-108.9125463,-351.7565409,-135.2706823,-49.98805278,107.1952821,-387.007882,-289.4283252,246.3554001,328.8383005,-14.67470322,141.6078126,433.8289579,-6.356870891,201.8405248,-258.0161515,4.86660594,-13.17666129,-174.7602335,-210.9334483,-111.694446,-30.45459483,-3.65463119,398.1381876,188.8341454,-123.5250406,294.2661701,-171.5742584,324.6557127,-388.4857067,-232.0865201,-169.2631663,-200.7439866,-125.5981005
0,244.8056812,71.19576334,176.1194293,468.5437877,-130.4376221,-8.328505679,1031.785259,272.365885,613.1178421,-41.3113721,-347.3959926,706.6691034,278.2859384,-63.36170035,132.3210068,-152.4279804,423.1846313,-375.0455967,-354.3056086,-614.5129694,88.33842787,19.20380223,-28.70189775,397.3629502,729.3454256,151.4926698,183.9387369,56.36534764,-82.00797913,94.28174186,-57.64970699,26.98425272,78.64862161,374.1120231,-104.8641052,-33.12362877,-54.68440605,-125.7431043,-7.936035088,-123.4406468
0.045,-209.038297,1059.374257,-332.0902286,-882.0861316,376.9517644,-120.9683534,-58.93306955,95.68503285,70.72206087,182.0425137,118.9384287,321.4195525,-119.8244882,-317.5445479,319.7875564,-328.2690426,-311.0280007,116.6140696,-117.8645526,-111.7561742,56.39236682,-436.9370269,-115.9715546,-269.8625928,-200.6575404,91.20995368,9.686531747,188.883776,-55.84453709,-146.2459641,101.1604258,79.10015789,159.5268376,-72.25147517,228.3071017,134.7090591,215.9540359,-67.98799469,-189.2992442,108.1673873
0,377.3425165,574.8640531,875.0592482,761.2284679,136.2549436,-1109.144959,978.5121005,34.50750707,-56.84728522,-245.0723145,-147.0902284,-246.5142194,521.9221541,-554.438915,147.2059316,-405.6120131,468.0729817,409.3901375,92.93021271,411.0668605,-2.497913513,85.27436597,298.6984408,-309.4801077,-55.64054393,-168.9086824,-102.7121712,212.1619141,-328.0054891,74.04967853,151.8655217,-213.3181545,-42.68281364,146.249095,-54.30189681,-104.1979879,-127.5433281,267.9078734,134.2179097,188.3782094
