pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60
0,-133.9341829,-148.2507746,667.3593168,541.8427548,729.3025913,-355.7268544,577.7190405,-451.4257265,-624.2943335,-135.678074,213.0696262,67.5575978,-206.2277913,573.9325586,-192.7446749,-107.149204,183.7843794,-62.0991706,-217.8203516,-200.732253,-149.1990682,-26.79382979,1064.608281,191.1984642,220.2012602,736.1574693,-90.86614174,341.3286466,-512.3846027,75.79538797,-514.5387605,133.2471558,74.42511541,-63.51503502,134.72625,123.2018936,-224.5641489,198.3049998,-57.75517758,21.56553128,-78.41718718,82.34500019,-46.11345964,350.6548859,-97.09324909,48.28548413,-204.6162285,-66.38690554,-63.7381921,130.5550891,56.68876182,-178.1619728,-21.49944433,12.50711826,-140.6667113,19.81006511,-7.273917063,-30.26566607,418.5792476,-60.57700856
0.014,-1001.405158,-602.962353,472.7599077,118.9261746,204.728452,-205.945872,-125.1644557,148.4233444,118.1906067,-74.003379,62.41220973,225.9678019,90.88724658,-280.679282,-11.69095697,-51.45958827,-154.9771759,-16.5119425,-141.0938393,-267.079159,25.88851344,19.18882502,67.5266415,-164.9256311,-17.18948804,146.8656211,-143.5667152,-113.3948385,108.9797891,83.64665458,-47.63802083,-248.4658034,-202.3287373,77.72807111,-33.82484912,7.401142483,-153.8154092,-6.783737569,26.38529062,-18.5748389,-14.62153283,-17.71940631,15.08598891,-39.63852634,-8.068367405,65.66493231,-130.7193946,-68.62495105,0.053603363,113.4079708,-77.01260369,-1.434162357,95.8990452,-64.86680154,12.29066119,-106.001639,64.09275122,99.86081027,49.3555201,64.50800228
0,737.351153,869.3834881,38.21766748,94.10132338,475.7622453,-735.3831411,556.2543395,229.8876989,-67.42705986,-789.6493777,-172.7281124,-5.407415007,-49.23787883,526.6842908,231.9743846,16.27592425,-110.3491008,392.093633,44.9745211,-345.1561355,-521.9276379,6.171446513,196.640979,-191.6908835,-164.8503051,-254.462021,-72.67794349,-340.2943336,-140.1104569,159.3833784,-285.6219164,-57.13057514,82.34150402,-284.1074776,-284.4401647,-187.2613335,-163.6325187,134.3771502,82.47388807,27.5963187,-4.245147238,28.51592241,289.1293441,3.286145973,-65.79439003,4.801891587,83.85109981,19.20154277,-24.06538628,56.59712836,200.718257,219.9899464,143.7014751,-160.0538756,-79.13036396,21.03361682,-90.15880006,197.5255345,-60.59889769,-152.7257487
0.001,744.7437726,357.115754,581.3062763,285.3120054,-617.2675414,249.7108324,322.0050425,-240.6934969,417.1133385,227.5819079,-434.6739441,486.8843485,-216.0001222,-557.7556903,-403.3924727,-137.4144613,-206.7109321,87.28863258,146.1262542,-335.7642715,94.52866265,183.0217302,101.3944299,-138.2031892,136.5699743,80.86026124,-82.93829655,121.5594962,56.96753102,128.9380688,-48.43440591,119.6749999,7.665464063,3.573944818,-223.8459356,-42.83767235,-240.4669541,-268.7668944,38.92962846,5.013916234,-94.34080382,-285.6235979,-96.29397378,35.97696386,-75.54348993,-201.2631845,99.23383194,2.823049922,73.16051691,1.137302935,-96.51735067,-134.6717338,-26.7617999,12.38244163,-77.10775728,87.73144587,-0.984343438,154.985604,-0.57139209,-42.29505436
0.033,-1148.073984,-508.4828328,200.3043866,88.49584492,337.049699,-144.2765342,-94.19098887,174.5649039,320.784726,-221.4133602,186.9657564,165.9306232,153.2452417,-188.8757115,-80.34906526,-67.22256937,-178.4993622,-140.9712942,-121.7381527,-206.7377755,94.94247108,60.35072099,64.80720277,-197.6903028,6.64579146,24.04638572,-88.24516712,-41.06025404,95.99617205,88.83502408,-63.23241593,-148.2115016,-169.6786712,115.2824042,9.083104462,-26.71766115,-131.034181,-12.57988047,26.55490421,0.587726408,57.47823736,-75.97455323,-19.3776416,-15.13115938,13.48445952,35.01966503,-68.25889874,-68.57910598,-27.96599116,9.428691786,107.7430324,27.02178612,-60.82238043,-64.45543323,15.90121688,-121.8491533,52.55713784,43.51289114,82.96388629,-20.71148629
0.002,481.617378,-91.44754923,-108.408968,-190.8400828,-85.47074803,-351.494208,119.8448254,-469.8129611,138.1360403,1118.374276,80.0017935,-442.621959,163.7825154,-506.4974005,-90.45158806,7.034789333,53.53145061,-2.151037676,-253.5863549,-93.46125153,323.2072911,-124.3720124,310.8695589,9.540993025,-2.797985291,258.2388344,75.23056946,-113.4650342,-270.8628736,-88.84350942,280.7485456,-139.4826372,18.81188607,63.19455396,-45.85293264,287.2122789,130.0460262,75.14463776,-83.7620005,-70.31038952,-242.7034928,-84.23090432,14.54970669,-64.83694349,90.33897444,59.57629901,21.56731555,-37.74525473,9.986537234,-182.2127179,165.5117035,92.8818126,48.45190118,100.8354466,-3.14652389,60.57363517,-95.86072028,139.2053072,14.43750472,-67.81721211
0,326.8603867,-398.1848296,476.9786537,-418.0850126,347.4932195,624.0982063,254.9474831,-108.9118206,-351.7559297,-135.2706408,-49.99028169,107.2053045,-387.0159025,-289.4067749,246.3528152,328.8503567,-14.68635738,141.5234086,433.8838291,-6.344457682,202.0062475,-257.9695847,4.870228359,-13.3594168,-174.5700022,-210.4779663,-111.7581095,-30.51830374,-2.99432177,398.3959925,187.9775237,-124.3370266,295.5239498,-171.8233249,327.4718542,-383.5125848,-234.2776017,166.5969511,-199.312919,-124.8991639,312.5688329,238.8901029,193.425968,-48.06295188,34.10185548,63.49519756,138.0840731,-6.570111608,188.2010181,97.72283139,-117.0657438,-25.20113813,-119.7098782,17.1119588,-15.36996271,-66.88047314,-127.1376837,27.19886259,-3.433200723,-174.227119
0,244.805679,71.1957602,176.1193329,468.543893,-130.437198,-8.329083498,1031.78294,272.3643627,613.1183194,-41.30321739,-347.3943459,706.6589746,278.3031443,-63.36836052,132.3466714,-152.4559549,423.1765694,-375.0684967,-354.2347753,-614.3332487,88.3944481,19.37233696,-28.38497773,396.9645291,728.543405,150.6071682,184.7642733,58.40634039,-82.49026785,92.94637908,-58.14706218,25.72162033,78.62282208,371.8828359,-96.3515029,-52.94306351,-33.2243664,127.219043,4.127337078,-108.2019083,-28.91245258,196.7626459,-25.31039823,147.1564295,17.54131733,-177.0625354,-128.529097,-160.8230401,174.2691441,-264.4624518,114.0837825,-132.7687953,20.07671395,-175.2195127,5.926292943,-30.59918773,-25.43495983,-162.5195694,-220.724472,-138.2766037
0.045,-209.0382961,1059.374288,-332.0902445,-882.0860539,376.9516507,-120.9689895,-58.93168612,95.68434022,70.72207189,182.0502217,118.9423185,321.4266475,-119.8158419,-317.5347411,319.8104301,-328.3285091,-311.0543158,116.5011096,-117.6872783,-111.7517078,56.47051809,-437.0007576,-115.6970827,-269.9036423,-200.4331057,90.88363513,8.94139267,189.3735684,-55.81563795,-146.4804106,99.71112594,78.21160663,158.0374515,-74.12682935,225.2479871,133.1615951,216.5840578,68.25622283,-183.475176,104.6995164,124.86779,-11.87943303,-46.79855914,2.132150928,-136.1329755,-114.7441653,-264.8674866,185.5795257,-4.954667779,-9.095359209,-110.4463561,20.32026611,-129.0636285,116.8648464,-26.40107935,31.2518742,82.9049632,55.83856287,-1.153231163,3.018695068
0,377.3425183,574.8640548,875.0592337,761.2286283,136.2550547,-1109.145066,978.5117923,34.50638688,-56.84497766,-245.0613078,-147.0936675,-246.5198239,521.9391182,-554.430649,147.2345225,-405.6630734,468.1125,409.4375478,93.04582874,411.1417005,-2.552204833,85.4189557,298.7930903,-309.578562,-55.42573713,-169.0111388,-102.6934417,212.4588496,-327.1613718,74.85261181,150.9606391,-214.1252494,-44.50539874,147.9486459,-53.83524975,-102.2972994,-132.8473753,-261.7937852,133.3413451,199.8261109,-95.08075073,-181.3456631,18.62878436,62.53565842,92.50335847,-180.5424788,52.2027676,-84.16608855,63.92698797,128.2603111,-150.0941932,11.23586527,77.50870773,104.5358539,8.365650429,-89.62837371,-176.3350716,84.59064719,-21.3864299,-137.9333329
0,237.560889,259.5787945,782.9929235,272.1307178,529.8926319,-165.0906036,852.0863085,56.64393809,340.4748892,460.2535498,157.5166429,-469.3727426,246.9204306,-180.9246495,347.6036348,-239.0527157,-106.7354319,818.337027,100.6151589,-453.9561339,-184.0010555,240.956278,238.0611269,-126.710372,-170.7414018,-18.40151691,-225.5167149,167.2645006,-333.5613932,5.944753917,-146.3566962,231.7241598,-83.88097826,-9.883467149,279.0623657,-82.66698991,-171.9187855,-268.5262975,79.36239967,250.7370774,-314.5166039,-398.1131176,461.6110656,195.4177504,140.8082543,201.2213599,-106.1534435,-46.55679478,187.1147694,133.9526351,75.10967673,-178.1230578,-5.698352128,370.5553484,-276.2936661,-150.193023,-128.4227788,-15.70630847,69.83359461,-145.4625559
0,455.5710989,124.5706348,-419.8795174,-747.5401004,-586.2184093,183.8373234,620.36924,-74.0388877,-115.3426718,107.8070278,155.3060507,124.9017934,-108.7652141,283.6946347,-379.6408229,66.72183103,-50.05657709,26.0586806,-236.4144362,-39.72611689,-86.91394783,-260.0553414,66.75922511,162.5986968,-154.9002883,-26.84491809,-21.98131007,75.83694372,197.5081904,151.5746733,102.643442,-170.3489584,-106.6656943,-152.8848004,344.3289973,52.18718259,-140.3681138,-53.77712103,87.40729309,-142.4227876,-86.96364955,-10.40518853,230.5729959,-88.75920853,-131.8520353,108.4845924,38.31857955,83.80401402,-173.2079842,109.0878617,86.76002071,-4.504895118,-52.65694389,-13.05715212,91.69687439,76.80599993,72.54265785,-18.34897827,75.3007926,35.92345242
0,564.2982661,781.227417,583.880333,231.1640226,-168.4250344,-762.8491931,801.1176106,205.1194855,-30.40280762,-921.7800964,197.934289,-440.8383405,-379.6638373,-314.7740046,61.21521678,57.39222235,213.6319581,19.24315301,-43.20524431,273.2879037,-257.7924328,218.4920508,4.360435798,-346.9126103,-221.3114022,24.72100075,-17.31487018,-339.4069142,-213.8176769,298.4926834,-26.44531591,-56.46952869,-29.67932548,-307.7625722,-58.06142994,-102.4949664,-57.49638015,35.03063921,12.09640211,111.0510388,75.51881558,-437.9177136,109.2858501,-246.3513253,-76.17376265,-118.2376303,-121.8651605,14.74287345,31.68152961,110.5520374,173.6361007,202.5865637,-298.354016,-118.1418927,89.51896521,-36.25485177,0.928598169,-37.82793007,-14.50286147,-68.79459743
