pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98,f_99,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140
0,-133.9341869,-148.2507852,667.3593634,541.8428018,729.302806,-355.72608,577.718206,-451.4270192,-624.2954056,-135.6847885,213.0684332,67.55088911,-206.2423692,573.9394736,-192.7703488,-107.1457399,183.8079016,-62.08310947,-217.8460592,-200.7259894,-149.2141518,-26.7885978,1064.523032,191.1440521,220.2073981,736.0812216,-90.79972793,341.4047439,-512.026381,75.94867944,-514.8396518,133.0404296,75.6170871,-62.35363917,135.0957241,122.2281758,-224.5984987,199.0454011,-51.94838578,19.79756577,-76.58804238,69.03136276,-40.41731746,354.3954859,-83.80682992,22.96761985,-216.3685924,-43.12709268,-67.47341826,113.5889086,-103.0526228,-148.3550874,-31.00706217,64.52548611,52.9464761,-212.5801997,-64.20003315,181.8870086,-102.3486491,37.00625855,185.0487816,250.7271413,-226.860556,42.70929024,-39.01473605,-200.3285537,-6.776447235,99.0529603,-21.93661237,240.9992076,-193.7411812,-79.72301272,7.476276792,-75.85537262,-66.81086702,68.12958993,-91.31437667,-24.468343,-132.3550016,31.96124882,-11.18418518,-90.74756979,37.28583109,275.3775746,-231.7762438,-56.85015977,69.09340423,-171.3041206,190.3082831,29.67886275,47.08542112,120.2462431,105.3562116,82.47269061,-55.03305024,-111.3515428,6.294256894,-72.76910484,-1.913147275,138.2799553,-126.5183846,-183.0181392,95.92545004,-49.6044894,12.63333407,93.68942446,-176.3207666,75.71287778,-83.35569773,-69.77486001,-50.36778588,-53.54018136,66.82665932,-97.0711296,-83.18804295,70.82691874,-44.06787825,57.06744604,-18.6247113,122.3977422,15.31577934,-107.0840541,-44.35758637,-85.3631427,1.155585141,-4.527233187,-15.42703368,79.05104237,-43.53728748,67.52700525,-24.86215644,-25.66042913,-106.1570153,11.82171727,81.39088179,107.3754758,-159.5658265,-72.80582396,-73.47094542,-19.84894009
0.014,-1001.405167,-602.9623221,472.7598294,118.9260994,204.7284824,-205.9462585,-125.1649461,148.4249123,118.191954,-74.00336355,62.41654017,225.9678457,90.89271506,-280.6778197,-11.67049968,-51.42332305,-154.9985269,-16.52198667,-141.0793084,-266.9278396,25.99001301,19.27740271,67.5998404,-165.093042,-16.87436321,146.958881,-143.131298,-113.4451319,109.0904457,83.21609425,-47.23806291,-247.7214395,-203.1063212,78.30303471,-32.85959226,8.82045131,-154.2790552,-8.70196378,24.19396006,-18.75656997,-18.89225657,-25.89058244,8.841385265,-40.38187647,-0.107683314,57.48161852,-137.0298751,-40.76826859,-0.255343797,123.6901924,-69.65791578,56.5689062,101.0544351,18.83460385,-27.56462709,-10.6067823,-106.4998092,130.9038393,96.36220709,-49.52230988,74.31677013,-31.53822474,66.2337736,32.22852966,11.61147231,154.3879011,16.51924965,-20.92815847,8.053483521,-24.80818413,-13.78867485,23.22940213,-44.73908143,26.76139447,-56.78942073,4.135155115,81.10931257,-73.88355166,29.51217737,2.540316413,32.13627237,-40.26500523,26.41702687,7.255228454,-14.61305049,31.84203372,-29.87237508,26.40540663,78.73062237,19.07112467,-69.00293336,-82.70353732,33.2306685,-160.7106722,-15.89614455,114.4332363,14.85411369,-89.98137417,-34.0446261,-28.13073376,-8.422742781,30.77398348,69.31165376,-19.34813955,57.06376397,-30.3167806,-25.92302107,-43.50358695,92.91876662,32.22401567,-18.53876441,25.88941502,-36.74061778,-6.418505162,16.96394706,82.31138696,8.078901362,-7.708302067,-85.72868847,-60.95865338,-114.9673015,-25.69520619,-45.20466289,-24.9799686,48.07549055,73.40342296,-18.25240238,-27.6549125,115.4145858,54.79417791,-60.2032675,-7.42291813,25.80250732,97.61815154,-89.90105522,-32.03845121,50.07827438,6.328768665,-48.43682224,19.64179253
0,737.3511544,869.3834623,38.21769968,94.10135406,475.7623737,-735.3831223,556.2544407,229.8865573,-67.42851066,-789.6444804,-172.7289591,-5.409446553,-49.23608053,526.6757671,231.953318,16.24003486,-110.3528251,392.1188829,44.9725719,-345.2038771,-521.9801156,6.167703324,196.6851356,-191.5524187,-165.0864966,-254.349912,-72.99856307,-340.0134938,-140.0474057,159.6132073,-285.8242787,-58.12202592,80.09778411,-285.2105251,-284.4760851,-188.3752982,-163.2919933,134.4340486,86.58766213,26.5786048,3.033415595,37.80109987,289.0977886,3.344757461,-69.11548611,2.983821305,72.29506741,14.78640975,-22.46001062,100.9257274,236.6099111,-65.44027016,153.2289163,-239.7909608,-107.475856,-9.702273137,3.038926833,-30.55892458,177.8045662,157.7143095,38.29628184,77.26222567,-0.706123672,-54.13331051,74.0785351,-138.4430245,76.64456222,53.78537489,-136.88489,44.12033506,-5.29882261,114.6386562,-46.18196149,24.0713839,-119.2841332,37.69858919,-35.34705957,-146.5949877,-101.6316873,34.78072148,-84.81915587,-17.12956741,-202.6092413,-64.68416224,-128.4085462,-125.8444788,-0.304053482,223.1013528,-14.46912353,145.7572605,107.8249989,145.0747491,-1.813628924,-26.04661461,-47.52771467,71.19077822,-104.9409897,9.821800225,78.08994443,-25.05366892,-71.08817637,164.5157355,-0.082541908,-87.14933896,-14.38627566,-20.24963208,84.13235723,13.81349018,-50.8440014,86.59871261,-39.34124106,76.98625035,15.46783937,-0.804532665,69.42076738,59.03753226,53.62286225,105.146462,37.08055347,44.50192689,22.92913465,45.31887147,3.707821302,-58.80382822,75.10604962,3.211495302,-64.83859424,77.41280035,-80.06415922,-30.34530499,70.76520971,-99.19078904,4.65138848,-49.00557278,100.9220566,-0.597666736,21.6817324,-90.66577389,-157.0385948,40.41625863
0.001,744.7437667,357.1157705,581.3062923,285.3120321,-617.267282,249.7108167,322.0051922,-240.6944053,417.1140619,227.5771922,-434.6715594,486.8797558,-215.9882637,-557.7610313,-403.403057,-137.4045977,-206.7289064,87.18671942,146.1174433,-335.7866819,94.48763537,183.0328684,101.6199897,-138.2463796,136.8052819,80.71961657,-83.10316472,121.380888,56.95261956,129.485772,-49.08737373,119.629481,6.036397546,2.838945954,-224.9022839,-41.59722738,-239.9915321,-269.7715742,36.24174169,3.666939768,-102.5259419,-280.0223588,-79.45854708,31.27825937,-72.260503,-196.2228629,118.223918,-25.95023001,69.00241933,-50.39370766,-164.5594028,30.43109016,-30.13677806,-85.55780846,65.66173405,-101.5426728,36.08763108,-30.16663364,116.3553861,71.88813865,-0.124295714,97.31099873,-97.99668568,57.7722432,-165.7688635,143.9464024,-17.01652289,-28.73086134,78.52241329,32.18601959,-145.675992,-113.5777238,80.7781304,-94.14197439,-44.1306793,104.3710647,11.75877232,131.8182383,-98.27448956,17.52267078,-4.477185417,224.836263,-149.4138596,-90.84448391,124.0952395,-20.37279105,106.3299109,84.98526294,-80.63062618,-204.2210634,-47.06960747,39.40239327,-134.9480588,-44.7866076,-38.63818985,-119.7282319,-43.69298059,-120.4831576,11.03558689,-90.13005128,-66.55934229,-38.14757512,59.41075461,-166.6383213,-54.94732881,-45.72077733,96.36212878,-4.467736432,-115.2465619,189.0786707,-89.97359289,-19.28209633,-51.47197882,-115.1280855,38.01829322,39.81797951,-36.62191017,-11.20971261,-73.45675001,-27.09860418,-14.98878731,30.73993154,-15.5573259,7.385668385,-6.028749265,-49.10378299,1.355605692,2.658887688,-69.78727457,20.93257674,-118.0081363,84.91647829,18.55902668,-88.98087442,-37.04988642,-8.616721744,-45.77086583,-5.983841106,3.595714943,-82.23725912
0.033,-1148.073993,-508.4828066,200.3043119,88.49576449,337.0497315,-144.2767603,-94.19224008,174.5649782,320.7852664,-221.4121419,186.9687052,165.9298191,153.2466233,-188.869849,-80.32248689,-67.19683921,-178.5057238,-140.9759425,-121.7281647,-206.596022,95.0632431,60.47606771,64.78879848,-198.0066195,6.969189704,24.00801117,-87.82343659,-40.78952361,96.27158273,88.44662573,-63.39997306,-147.6823165,-170.5938694,115.4521316,9.363498364,-27.37503059,-130.1135539,-14.32156188,27.46078008,0.322467489,55.80220409,-88.80623732,-20.47557634,-12.09876973,15.4998861,31.10976247,-76.71202703,-48.20743058,-21.59817548,57.03624403,95.87020137,-75.23268137,-62.79696231,33.82101282,-22.10999187,-3.206448912,-132.7331486,141.6292083,46.21721123,28.12384952,-31.87645839,-49.68480324,17.77631209,83.72293061,27.53918936,31.10051278,-25.19852755,-0.353741456,101.6494805,-12.37715285,1.558824239,-32.98545636,10.71675451,4.586998208,-5.2454269,2.437152207,8.02240302,-43.17992579,42.94800434,61.72932544,-45.78290073,7.36671776,-83.63027629,60.4695275,-5.042672777,64.7926686,-24.00540907,-15.49561349,92.63330805,-40.30730612,50.65573892,30.81635268,78.86667449,-9.970647646,43.19086539,9.372296215,-44.8096678,23.98797397,11.96190232,43.03304857,-16.26472186,-11.4239255,13.23378703,-78.61426672,80.23741373,-59.323977,108.9802558,-62.56869996,26.52467306,-83.67002579,8.945223542,16.69019274,-0.07915634,-22.84165506,14.48141747,-16.89292402,68.34212078,-88.90815877,94.87474997,-44.33046103,-6.074159196,37.08340758,26.25464691,-6.624031903,82.29145448,79.42728111,52.56185839,-18.78435305,-59.03111853,87.22149286,58.25771438,12.57144269,10.98544869,16.53843689,40.94033268,-3.488368709,41.65261294,-26.22919732,76.87583133,25.42383924
0.002,481.6173809,-91.44750479,-108.4089949,-190.8401111,-85.47053105,-351.4939986,119.843326,-469.8159536,138.1367937,1118.372153,80.00555536,-442.6269187,163.7800002,-506.5047603,-90.44501205,7.087037104,53.53103604,-2.152268075,-253.6025397,-93.39068491,323.2361035,-124.2871248,310.8048985,9.453962435,-2.613086748,258.3149857,75.20629608,-113.4630758,-271.0914159,-89.04531996,281.025074,-139.1896826,19.1590021,64.07353237,-44.67752575,289.2067618,133.0411114,76.79914788,-85.80413664,-72.76401139,-249.1945463,-86.91441295,18.51055277,-70.39862959,83.58348378,67.65099406,26.386035,-45.88810672,14.00577923,-110.5389647,214.3551523,-61.76162539,65.10636378,45.2483816,42.37628751,-106.1391983,-34.38437691,-100.2382798,76.67338278,87.5441659,-181.0776007,40.65653611,120.3305235,140.3654056,-11.95376738,166.8458103,-82.74480479,-197.2477737,149.4544083,19.63253937,87.34799776,93.6376596,65.96768036,0.898594225,25.34828187,2.433721772,-23.52826762,136.8316768,135.2234326,21.47178148,38.72849326,-2.833909048,-134.3077878,-195.7520235,53.8022416,-52.31076737,161.7317142,-22.43119447,82.61157969,-189.4415619,-114.0105241,133.0766582,158.1301782,57.37240776,78.60709366,108.8033377,-66.40853964,-171.3854066,-90.65705342,-14.67526109,33.27841487,-119.2361414,-74.81315258,109.1708709,98.22782661,9.988525923,-74.08341031,-101.8958203,13.18233264,-48.96587711,-106.9763371,53.74600712,49.80742914,-36.34568145,0.051611891,2.141579531,250.3331199,-102.2879988,34.16301299,-72.14469863,76.07496677,14.25265356,74.84133829,58.99502747,21.27468357,-6.547406753,9.984471231,10.74139291,-12.9774789,29.78342542,-45.23648841,-108.3357277,-52.64743333,-10.62445965,101.3989599,86.9249735,-155.3112964,23.3045168,-54.41557966,-42.86874695
0,326.8603937,-398.1848337,476.9786836,-418.0849872,347.4931342,624.0982254,254.9470674,-108.9125558,-351.7565435,-135.2707121,-49.98804126,107.1952152,-387.0082725,-289.4274886,246.3546265,328.8365448,-14.6744715,141.6094517,433.8340036,-6.350947668,201.8358573,-258.0179536,4.906772259,-13.20565975,-174.7786895,-210.909799,-111.7717676,-30.38782834,-3.403356704,397.9920896,188.7164458,-123.9983247,296.0908168,-172.1751469,327.1188846,-382.7061164,-232.6446699,169.5360656,-197.6469699,-126.7871758,313.4924245,244.7614098,180.1432457,-45.60583537,31.99034667,73.37849295,131.2870025,-5.530915156,186.9684675,106.9446044,-72.13576679,107.3348701,-140.3836455,14.09129343,-4.345283842,-86.61867966,-121.8344368,-83.80744343,8.846111025,167.7154213,95.84675296,5.754977338,153.4933917,37.35528773,197.5487911,48.86344387,-63.83093268,59.08053935,23.57135136,80.83242906,93.49725862,5.875407004,-35.02723716,6.86572368,40.98544112,-62.98837162,7.499472839,-81.69713569,224.080568,-104.3905871,275.437911,71.58119003,133.0549546,9.371432765,-27.65566076,-4.482766511,-97.65643529,-48.4015974,-22.05382795,69.67263187,-59.0062961,-47.61837334,-37.51821694,-162.6965341,67.85134141,-76.36462747,-153.1450476,-8.785568736,-34.35212707,-51.77229253,-89.27546173,-19.33777964,56.45582663,14.84932669,19.72562256,-72.36570293,72.02912697,105.8757933,-12.7338504,-28.20684441,3.712786923,-30.02141519,13.25500955,56.57758646,-31.91321108,136.8447093,97.42703127,86.42016621,103.4883955,26.04857219,45.51120263,-28.24219522,-2.535842355,66.11121912,-100.7895578,-35.34084789,6.042117542,36.34145196,65.02052318,-1.828188899,-15.00958268,-43.06003028,-55.82670649,99.95651841,-92.07010673,30.18215875,40.93075046,-124.1300357,-44.65332651,-35.76438857
0,244.8056812,71.19576376,176.1194302,468.5437878,-130.4376305,-8.32850836,1031.785232,272.3656587,613.1179009,-41.3115212,-347.3957015,706.6688037,278.2844826,-63.3574884,132.3265581,-152.4207185,423.180121,-375.0417528,-354.334343,-614.5077495,88.43280736,19.16361337,-28.6800857,397.1637116,728.6814622,150.8061792,184.382037,57.65120367,-82.79140736,93.20557722,-57.55045277,26.13223418,80.40381922,370.2439136,-97.73938588,-50.4093254,-35.74956321,127.5714766,3.956823786,-108.7506318,-22.24488609,212.5981791,-23.62486161,151.5925523,26.90668016,-178.7292391,-97.68182345,-183.0090761,152.3946884,-294.7730987,-46.15803131,-172.6290243,29.4027329,-101.5895734,-110.156543,77.7203246,-22.91951977,-69.05741194,-113.7866465,183.0283356,24.54007499,-94.49141147,228.6612447,116.5617704,116.0827317,176.0657817,-48.55163241,-97.19911777,-151.8424043,-167.0134675,495.9292621,-25.43122555,33.85902292,152.6889622,-179.1877867,-51.31865895,93.81779305,-1.75918588,-93.07236027,99.85902456,32.73072725,-123.022081,198.6489583,-91.05821781,190.4610384,-31.63396782,111.200927,-24.45366192,-3.327381829,-120.8780097,20.7854022,37.17679428,27.43095442,-60.06981924,61.58631902,-93.82348058,49.98434534,31.43191555,4.781537506,-105.8869608,-56.71945069,190.8906724,-114.1858617,-51.2220047,-8.95213014,20.15958906,-89.05529865,-2.481997573,125.4260097,-134.6152201,16.72590637,54.98922474,67.05388488,40.21441874,45.49077031,-72.75715653,-44.25342658,37.0414916,100.9573717,96.53126741,-75.49080102,14.03057031,131.3467529,183.5768028,35.50488024,-34.87920988,74.38038868,167.7817006,-10.26051642,65.54102029,-23.78990991,90.47272251,0.699571909,20.33108503,92.45095071,-2.7967808,34.95479122,15.67793693,-58.62668155,-90.49368232
0.045,-209.038297,1059.374257,-332.0902285,-882.0861325,376.9517615,-120.9683548,-58.93307234,95.68497103,70.72214092,182.042472,118.9385629,321.4197526,-119.8244635,-317.5444937,319.7899079,-328.265575,-311.0300414,116.6117374,-117.8754139,-111.7573897,56.42289551,-436.9855955,-116.0228579,-269.9041615,-200.7442601,91.049023,9.794727304,188.9732242,-56.10230087,-146.656075,101.0148569,78.77533836,159.8765709,-73.72866553,228.2587557,133.4406652,216.952628,70.81239374,-187.9720475,101.5585172,124.5896512,-24.44749321,-43.67739504,-11.07419924,-103.5559962,-135.7909576,-260.3898422,198.1164239,-10.94463214,-36.57076516,-52.61776067,110.3251206,-111.8210281,38.66634731,127.7961633,23.45743431,120.0972865,37.91470225,12.23826913,-29.27486686,-53.81016081,159.5077358,134.0277463,-142.8266059,-0.71411011,82.01487274,67.19437364,-29.30293048,137.3416354,-62.01262904,42.78894545,-72.99537742,96.20443964,-207.067166,-71.20395043,-57.90639989,137.118374,28.66256353,8.432955364,108.82016,-47.57396876,-95.08918099,19.63154893,-11.19586055,96.50732035,-150.896234,-222.2053748,-70.77256701,72.82860675,-25.4653463,30.37289595,-8.233736958,-90.6484527,26.12326942,-97.40337812,19.54053902,74.67046384,102.1908832,-28.01894197,60.59158949,-38.95782318,-36.01243925,-17.36734226,-82.68864528,2.693155925,-126.6493934,-65.1913923,122.4386152,-129.830897,74.31516765,-24.66789996,-59.44978136,-67.62785649,123.981456,-1.100643603,4.502427751,-62.82896925,-139.1044907,-82.84417122,12.93741275,-29.14533019,13.68685546,-39.88612592,5.367060678,78.27901514,-45.3340969,101.1999779,30.01873853,-101.9251233,-16.37683903,-69.48755961,44.36860656,13.99657033,44.45477032,155.0814042,-7.171407991,19.47777317,12.91479681,86.67362768,-49.40573701
0,377.3425165,574.8640531,875.0592484,761.2284675,136.2549454,-1109.144962,978.5121138,34.5075446,-56.84723891,-245.0723207,-147.0901774,-246.5141154,521.9226011,-554.4399852,147.2047254,-405.6145414,468.0746776,409.3923112,92.93931023,411.0763253,-2.527880342,85.27165003,298.6740127,-309.4350773,-55.43997125,-168.6820853,-102.9090607,211.6994496,-327.711247,74.7354552,151.700964,-213.1043294,-43.80431783,146.7358558,-55.45443349,-100.2518765,-134.1927449,-265.1493675,128.97909,199.4035272,-95.01090013,-168.6035286,30.71037446,60.45962306,102.9061385,-166.5863961,86.21259803,-92.13574963,50.53868467,85.26201893,-166.6728075,123.3088862,79.90407384,8.992405609,79.37531441,49.93258963,-50.33380383,-203.3652952,74.01558554,117.6568468,147.2729061,269.6422667,-64.52220047,-116.0078866,4.021745219,36.78643051,-66.10500757,42.41056817,27.6670574,-153.7656146,-5.583955917,-41.00817167,-55.70220609,11.20978758,-252.4336554,-123.5580258,-12.88602317,161.5152509,32.26974913,134.3388118,-9.317139151,-161.1965491,-311.9813348,10.11722049,153.8632211,-147.6950972,-76.97809438,-74.00408386,81.6550468,-77.59918457,-67.43030764,-177.7488748,-93.13277533,-150.4721377,4.661349583,111.8435658,-70.40279784,81.7809204,64.40550291,-179.9907088,-20.62344456,60.41545782,-23.46327316,-8.114702631,-159.4626013,21.51555158,38.49762926,-110.2549599,-109.3382251,-121.2896272,-60.48994747,-15.28357592,-2.204052375,26.79812607,-93.25047832,22.09802483,-108.6463671,-97.78627356,-1.528954802,115.9263872,10.75093956,-6.165798387,-29.29915773,81.43913872,-96.33112888,-113.658782,58.77451618,15.34910437,25.26039515,-47.68861506,88.08676249,-2.217750677,-14.06407638,131.4376113,79.55947619,-19.03395837,-32.34555508,-12.18566428,54.15162282,-2.383738129
