pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98,f_99,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160
0,-133.9341869,-148.2507853,667.3593644,541.8428017,729.3028085,-355.7260786,577.7182097,-451.4270338,-624.2953794,-135.6847558,213.0684031,67.55092595,-206.2423844,573.939488,-192.7701466,-107.1452509,183.808128,-62.08311354,-217.846167,-200.7260772,-149.212344,-26.78875381,1064.524607,191.1450083,220.2029,736.0820839,-90.80087375,341.4043545,-512.0283059,75.94245724,-514.8493803,133.0437778,75.62878725,-62.3373343,135.1104481,122.2510083,-224.5859461,199.0670227,-51.92689912,19.80560436,-76.60746431,69.07114301,-40.3830484,354.3145521,-83.79708172,22.98946471,-216.2892948,-43.24609353,-67.43892716,113.5972699,-103.0113856,-148.2808118,-31.03446391,64.19971843,52.86366021,-212.7124026,-63.60685894,182.2173498,-102.3873194,37.01796882,185.1485802,251.0009511,-226.9949747,42.80501021,-38.74159956,-200.4629428,-7.829323962,98.94135079,-22.05553293,241.4150203,-192.3228546,-78.93326557,9.260771611,-76.26613642,-65.86031672,68.42210099,-90.61971837,-21.67364312,-130.9143292,28.54033343,-9.162216232,-90.86408601,32.4155472,279.6757141,-225.9417451,-52.25851417,70.4925609,-164.5999031,191.4231791,34.14349234,55.6562675,109.0482928,-115.3686057,78.25411444,-47.10499409,-108.4390647,13.05945968,-74.46855689,-3.055107026,137.0196231,-120.7727893,-179.1541364,92.24649136,-60.97502987,27.72002131,98.25591602,-167.4322365,85.82575342,-70.98789659,-76.25650207,-22.33811385,-47.15925395,93.30577093,-73.53136907,-55.15221803,-130.2209663,-22.68969714,-40.65718477,7.506235883,-78.2502629,-39.85512009,-47.79002859,110.2292697,37.34928669,66.65684124,-24.88642438,44.10885248,-124.9330356,-19.60536245,-58.47432916,-78.30267725,-117.5127516,23.00863995,-71.88014771,-76.45218065,18.56874899,-13.6844447,175.9469098,-73.55389651,-140.1933138,-40.44285792,5.897361807,-93.51940344,-13.94294921,28.42863468,-34.41432483,-48.98529202,-28.10005074,3.508396258,-30.70696009,43.66676804,-129.1162544,-140.6978648,8.25322046,-84.85954152,31.43015454,71.42343339,-42.36570777,-57.44037845,2.292474154
0.014,-1001.405167,-602.9623222,472.7598295,118.9260994,204.7284845,-205.9462613,-125.1649443,148.4249094,118.1919673,-74.00336115,62.41647703,225.9678374,90.8927673,-280.6777778,-11.67050703,-51.42332659,-154.9983104,-16.52173124,-141.0793704,-266.9274083,25.98896158,19.27750022,67.60036098,-165.0927663,-16.87757152,146.9591851,-143.1303138,-113.4460802,109.0922478,83.21364182,-47.23740619,-247.7240768,-203.104575,78.30119787,-32.85426123,8.829820772,-154.2759314,-8.694160206,24.19680354,-18.77033026,-18.89150778,-25.89010579,8.848859275,-40.38574849,-0.06608311,57.45089431,-136.9868941,-40.73008902,-0.172309659,123.629425,-69.57021907,56.66232112,101.0043388,18.96671542,-27.57242585,-10.71763747,-106.5688544,130.7670888,96.19739255,-49.2385874,74.08636132,-31.95745311,65.57570777,32.13293042,11.49584168,154.4997893,16.39135606,-20.90748294,8.00384042,-24.8939138,-13.57451674,23.42664741,-44.37167747,26.43740354,-58.25585578,4.431056717,81.08259935,-74.12033749,29.63938889,3.318145521,32.52806117,-41.63508377,26.52409757,8.500431077,-14.31062059,32.58614081,-27.76516668,26.43416314,76.18117097,15.68920699,-78.01659008,-82.47356256,-22.37863196,-166.4865149,-19.60554212,115.7849103,7.155676528,-88.87992935,-32.18360772,-19.42034269,-17.20389804,32.60828468,64.31882457,-6.662804626,52.69366144,-29.25957353,-26.47615417,-35.69475929,84.40212147,38.7994681,-24.77471529,28.04552774,-36.67863962,13.25418131,33.82834709,-73.91859388,-9.614255355,42.4291996,-107.1009398,58.32947002,68.03600864,-104.8557354,-27.2204213,-0.305374295,14.63389929,62.77296541,70.80968982,34.24647694,-114.4433855,-59.58904428,-64.90688558,-35.03365399,-57.86139293,-17.0122644,94.91118155,56.74740262,59.64651963,-75.14837602,-9.453987908,55.82108522,-40.40918838,-39.67395422,39.53154881,-42.72782329,53.34657767,41.57946742,-49.79972113,85.43917237,34.86376519,3.76161554,-37.01283488,-13.33077253,33.14040906,5.125107858,49.30642099,-6.207492742,-12.06874735,-33.99563171,-14.48666024,45.85578008
0,737.3511544,869.3834624,38.21769954,94.10135343,475.7623733,-735.3831175,556.2544669,229.8865455,-67.42848917,-789.6445112,-172.7289706,-5.40943134,-49.23593551,526.67587,231.9534594,16.23997574,-110.3528661,392.1184445,44.97244978,-345.2036572,-521.9802274,6.16786056,196.683926,-191.5523988,-165.0885948,-254.3488829,-72.99672086,-340.016721,-140.0421941,159.6118644,-285.8231382,-58.12162035,80.09220024,-285.2077134,-284.4727476,-188.3575696,-163.2847908,134.4249267,86.59167152,26.52891028,3.012777682,37.79272608,289.1144931,3.342407481,-69.05549677,2.874372523,72.33474735,14.92190151,-22.39454211,101.091482,236.5304182,-65.45461242,153.1285519,-239.7498459,-107.4062029,-9.805743089,3.248496747,-30.53579552,177.8382158,157.8418393,37.8949001,76.76749795,-0.508601943,-53.83555434,74.06905656,-138.4811094,76.01222592,54.26548889,-137.4818655,43.75434087,-4.280710417,114.9379243,-45.78879418,22.76436114,-120.7004278,38.29970407,-34.7835498,-146.7326515,-103.3758509,32.63302799,-84.92314151,-15.63689612,-202.8820718,-64.02501913,-130.2619604,-122.4232732,0.297369759,225.0561367,-16.50392019,147.050366,104.5778982,139.4214403,-19.60044444,-30.73052865,-50.0173089,67.72352777,-110.7213428,6.009153938,80.69219144,-28.9212125,-78.66857327,160.0302574,4.237246251,-90.56189114,-22.24138932,-24.26507678,89.46693219,1.751435289,-40.1484832,73.18266777,-65.0947188,60.64698169,14.26405777,10.72073999,76.71451479,-60.68826006,16.48959432,-120.8629209,68.41881951,-4.047706679,-44.68493401,20.32927393,-24.53023942,54.39314226,50.03290271,-1.197550359,85.37010673,-23.4423176,56.3721872,-22.72165456,33.32307949,-24.18236924,128.1805194,32.67309821,7.304644761,-118.0375172,73.77359022,49.12447063,-16.49782521,46.03786598,27.01276597,-71.95682615,4.200459907,-13.66883556,38.51228794,-120.3814825,-102.6234434,21.66780915,-35.30020417,-45.73721076,-68.47768181,32.70256953,-21.41019525,83.45600832,-24.88637786,30.38251793,-28.86105419,-21.16159383,14.68798006,-115.8271849
0.001,744.7437667,357.1157708,581.3062928,285.3120328,-617.2672817,249.7108127,322.0051907,-240.6944049,417.1140667,227.5771961,-434.671588,486.879761,-215.9883362,-557.7609855,-403.4031465,-137.4046159,-206.7291503,87.18671785,146.1172371,-335.7870089,94.48933419,183.0334319,101.6202864,-138.2469401,136.8051032,80.71898297,-83.10394285,121.3836933,56.95161108,129.4841955,-49.08860863,119.6350896,6.036928869,2.836476223,-224.893674,-41.58919715,-239.9943782,-269.7674544,36.25392863,3.679442975,-102.529553,-280.0267731,-79.47559823,31.2834385,-72.31753013,-196.2794963,118.2327123,-26.00813583,69.01222899,-50.53615056,-164.4450401,30.3765062,-30.14937868,-85.53262335,65.67806425,-101.9023378,36.03026495,-30.13141176,116.1541203,71.86156346,0.069622118,96.81253656,-97.91379136,57.56923774,-165.3383373,143.1276144,-17.44043526,-29.14084708,78.55038524,32.75889181,-146.2584869,-113.2811003,79.15069231,-95.30778298,-43.66618207,104.9675901,12.08539457,131.5825263,-95.06641776,20.19361574,-7.235109847,226.2497861,-146.6147234,-97.61860568,123.8707202,-17.74211892,104.868951,87.35966495,-80.85679633,-203.4994914,-28.01302971,60.43775406,132.5639967,-39.78528961,-27.86454103,-125.9327252,-41.69550002,-125.2334466,8.134066188,-81.89987611,-61.57143095,-42.08448532,66.03841271,-151.8705329,-59.81249789,-48.81486985,100.7444613,5.432947122,-125.5447139,135.496908,-146.0670918,-23.0324446,-46.78939664,-103.9294108,52.36679649,-38.04720046,-29.41832253,33.34707331,-115.7571224,8.217500775,-25.25004545,-32.87622266,-10.41802096,0.093551671,-11.45704217,-44.66587079,-22.4645134,19.77514822,4.825793869,-30.79784361,-102.7340141,134.2054476,63.03672469,-47.42066672,-20.52043396,21.95855608,-60.85122462,5.095708782,2.982882553,-99.03884554,-41.87565779,-47.72741163,-36.76833198,-50.12112507,-63.98429808,35.66132693,49.28031547,17.09596575,-81.41937381,44.26695035,-22.33888597,6.127740899,-18.57979637,-8.313807953,-52.43100243,-38.22297042,23.20034052,8.762586717,-39.93216154,-25.13671061
0.033,-1148.073993,-508.4828067,200.3043119,88.49576467,337.0497318,-144.276761,-94.19222557,174.5649828,320.7852732,-221.412104,186.9687,165.9297049,153.2465801,-188.8699735,-80.32258161,-67.19696759,-178.5057841,-140.9761284,-121.7289363,-206.5962796,95.06460236,60.47568493,64.79008808,-198.0072067,6.970048907,24.01145871,-87.826108,-40.79257101,96.2741101,88.45162113,-63.40210734,-147.6783417,-170.5807953,115.4541896,9.361418065,-27.38069336,-130.1177966,-14.32399038,27.48078398,0.334391855,55.77682694,-88.84417849,-20.47415685,-12.13213257,15.47255162,31.15505043,-76.70037758,-48.28911615,-21.57220604,56.94242318,95.77925861,-75.20411361,-62.72387286,33.59539699,-22.22274582,-3.504197373,-132.3009639,141.5617194,45.98617951,28.2625761,-31.34955048,-49.53984014,17.72484901,83.3881476,27.89033142,30.58617344,-24.47412102,-0.937519907,102.3685613,-12.32186328,0.928702832,-32.78620575,10.83729553,5.072536078,-5.547474284,2.061045581,10.26542432,-44.28263526,43.17714671,60.49912924,-44.19881929,7.698789549,-84.68347463,59.48088705,-3.727160806,64.97819256,-25.30618331,-12.86872435,92.42641318,-37.35281603,57.81525516,19.97463148,-83.63550859,-4.729577059,47.05862279,7.641110977,-48.51622013,23.33802964,12.0344327,49.2527018,-17.01377941,-9.531207619,19.86084541,-70.59272355,67.31535516,-63.80493835,103.2345255,-57.55113043,33.812531,-68.73017585,33.32960346,31.09758758,-13.57058086,-17.55126621,30.68219359,-7.578172553,81.97071128,68.58579798,99.62384572,61.77313424,-17.14981128,29.01958791,-63.45076662,-38.38437201,57.15120679,112.7523961,5.853789038,47.83633514,55.83083517,-23.21360864,-50.1036901,10.00499237,-15.4279314,33.13830807,-39.34124809,-44.21332868,39.97882567,9.73212223,-9.774471484,-29.94277901,-26.54327616,-46.42219064,44.67802922,-101.7820514,-37.18860107,60.98611485,-31.08448733,32.12613642,73.64345371,-57.74775172,11.53504572,47.15527353,10.85581417,8.340059766,65.16181893,-69.55197986,15.46685619,60.98631018,-9.604354878,-60.95290883
0.002,481.6173809,-91.44750459,-108.4089943,-190.8401102,-85.47053001,-351.4939965,119.8433267,-469.8159656,138.1367756,1118.372127,80.00554485,-442.6268515,163.7801561,-506.5047264,-90.44507177,7.087100653,53.5304779,-2.152840544,-253.6030302,-93.39203795,323.237618,-124.2856457,310.8034321,9.455360528,-2.616535528,258.3126035,75.20766678,-113.4594306,-271.0838266,-89.05154492,281.0225317,-139.1776834,19.14715963,64.0638053,-44.66565762,289.2252736,133.0457877,76.79017089,-85.82306672,-72.75597985,-249.1904473,-86.9083756,18.50636452,-70.35611686,83.50167111,67.43340071,26.2769669,-45.91034848,14.1217201,-110.5106358,214.410048,-61.6260211,64.84609312,45.24362056,42.50884742,-105.9562183,-34.71134779,-100.2593414,76.7991276,87.47735187,-180.8986391,39.65150798,120.7125523,140.3381606,-11.72238676,166.306787,-83.23638117,-196.6236132,149.4357663,18.60031461,88.55269996,94.35434502,64.03546871,-0.152653945,25.00949581,3.71621899,-24.40081137,134.6789265,136.9494961,23.22544991,34.97205329,-1.285369735,-132.7100246,-201.8501562,51.59163922,-49.25044108,163.2235197,-21.20539895,82.07340636,-194.633591,-105.3413258,119.6188643,-170.8201328,58.52676967,73.79248335,101.0353372,-64.57880388,-167.7996497,-79.68577774,-7.131527131,38.54166875,-121.2737971,-102.4747171,105.8841032,105.2899247,0.21446384,-72.10928241,-76.88146802,-10.21497014,-57.74168404,-88.67467535,72.04601459,17.47388614,14.61820719,45.71305935,-44.51833924,264.020512,80.83757335,44.75254405,67.24682091,30.39211235,122.3535199,1.454017857,-19.2522389,-39.93132143,0.079569344,-25.66435269,46.31966984,-25.05879193,-5.025904356,-58.98592957,-73.66708436,93.62505325,-2.429167471,-106.7028917,-5.726038269,16.26891959,81.81103058,-40.57494576,-77.00298934,71.24688798,69.38448252,34.43953703,47.79468414,40.81359689,-115.0189412,-20.78211505,-95.37045406,-118.5192507,86.19759691,-64.1092054,51.3112445,15.10095964,108.0105758,39.02227272,63.10227618,16.11548154,-5.36366293,-37.38504245,79.81422921
0,326.8603937,-398.1848336,476.9786831,-418.0849875,347.4931339,624.0982251,254.9470821,-108.9125464,-351.7565472,-135.2707452,-49.98806997,107.1951655,-387.0081287,-289.4273753,246.3544141,328.8364066,-14.67456771,141.6091239,433.8332198,-6.350141193,201.8374199,-258.0184605,4.906187718,-13.20487057,-174.78206,-210.9129723,-111.7694582,-30.38781658,-3.39512496,397.9888678,188.7218257,-123.9915642,296.0785877,-172.1918842,327.1290884,-382.6820539,-232.6483714,169.5392676,-197.6698727,-126.8002646,313.4327021,244.7325178,180.1964861,-45.57918002,31.93705271,73.30174198,131.2879467,-5.514555885,187.0713278,106.9460017,-72.06080911,107.3680837,-140.395087,14.17698311,-4.433531764,-86.92853359,-121.5163052,-84.04143368,8.784423997,167.7261076,95.52324225,5.286889012,153.5969435,37.24269271,198.1956757,48.46332784,-64.34082222,59.28486745,22.59388684,80.41878888,93.58604234,5.63369976,-36.70742396,5.516125159,39.58706283,-62.18116217,11.40749284,-86.29535742,224.1597211,-101.8763497,278.3648421,75.13839961,132.9093605,11.65787166,-28.72736306,-5.047738206,-94.98814731,-47.66417389,-24.75642214,70.55007599,-53.19529828,-35.77841748,46.50238948,-153.9413231,83.16213737,-91.87229042,-153.2537206,-9.945674226,-35.34676636,-40.25167432,-85.21183853,-33.38049276,50.41899179,22.87012198,2.391307234,-87.25179474,80.98400348,95.27232175,-11.30690256,-16.96383405,12.77625415,-31.68083193,0.29465514,69.59220253,-13.01173944,-135.5191821,42.82106003,-107.566679,81.55027736,14.17746938,-28.98733334,16.2671513,68.00123104,-3.021184537,-127.9909531,-34.91941997,-43.77495962,19.48591311,-32.06786865,-63.73476241,10.50417415,-40.77797598,-6.213612528,-91.56587125,164.1899705,-111.5139899,51.83425746,-2.45901111,23.24171201,16.5358459,-45.62866947,-26.22231749,-48.01671619,43.71047902,4.614361431,62.0812399,-95.49312787,-31.23425391,-73.07362201,125.0281319,120.3542245,90.75591473,1.512154456,-22.87946839,112.9397823,26.71543914,94.46057978,79.60517695,-50.44832195,48.56290155
0,244.8056812,71.19576338,176.1194294,468.5437872,-130.4376306,-8.3285049,1031.785231,272.3656599,613.1178876,-41.31151327,-347.3956757,706.6688031,278.2844507,-63.35752467,132.3265041,-152.4208105,423.1801305,-375.0420259,-354.3345285,-614.5075997,88.43343705,19.16342229,-28.68041972,397.1636066,728.6827561,150.8085723,184.3811749,57.64813638,-82.79013527,93.20707934,-57.55183912,26.12229568,80.41166641,370.2518913,-97.74523774,-50.40061169,-35.74871215,127.5511794,3.946310336,-108.7576074,-22.2651118,212.5865989,-23.65729645,151.6363524,26.88680239,-178.6403831,-97.71581308,-183.0550241,152.3908064,-294.7119837,-46.22065051,-172.6380656,29.27696219,-101.8083327,-110.1472681,77.98841139,-22.67722503,-69.16419343,-113.7456254,183.2577891,24.4883914,-93.67082013,228.9499235,116.8120121,115.9980631,176.2062628,-47.97169751,-96.83709365,-151.4265153,-168.1988166,496.1760774,-24.5547193,34.74292383,152.8107932,-178.3726074,-52.43987671,94.44859415,-0.196792167,-93.11001961,97.81436012,30.55452657,-121.6914964,199.3860343,-91.67528561,188.1943087,-35.87136711,112.0542725,-25.57219276,-5.438954181,-120.0855397,25.9429457,32.83707652,-30.95112529,-55.31966507,69.09473133,-84.24885869,52.84095644,29.62149116,2.383264994,-113.6518444,-65.78969749,187.7789288,-100.1198569,-61.36973545,-12.47750801,26.12959178,-87.98055107,-6.003892418,139.098573,-110.1979168,54.95519194,41.45667842,58.68654212,23.97640441,20.42415269,89.30395393,-61.20970114,-54.99825928,172.7049768,-85.81622572,60.45021175,2.073020538,-119.5765506,-162.0914645,-3.049168206,1.265926349,-58.17148004,-39.8489132,37.26630092,-149.6324593,-3.934986498,54.65641089,4.231200002,-22.21130591,-91.69870341,-69.71787611,82.24634422,-96.6460822,57.42078012,-104.3051318,11.38850997,51.53832641,-24.30353855,112.911627,9.335223853,-31.5979063,-140.000758,-76.9545609,-32.58504986,-7.48045493,65.00994425,-49.71326197,-15.172643,32.01448834,59.61448871,-15.4094469,46.23440229,8.049927113,90.37739042,-120.7767514
0.045,-209.038297,1059.374257,-332.0902286,-882.0861316,376.9517622,-120.9683549,-58.93307627,95.68498762,70.72213477,182.0424697,118.9385081,321.4197319,-119.8245541,-317.5446313,319.7897541,-328.265893,-311.0302969,116.6118823,-117.8754646,-111.7580384,56.42420345,-436.9847596,-116.0232238,-269.9050105,-200.7460973,91.04663366,9.797485488,188.9782222,-56.10448349,-146.6494473,101.0102938,78.78141301,159.8720724,-73.72925097,228.2591383,133.4482036,216.9638435,70.80146178,-187.9203756,101.5816884,124.6011067,-24.49387442,-43.71076995,-11.0195491,-103.6080835,-135.7693902,-260.474813,198.0317202,-10.94584206,-36.70411719,-52.62478161,110.1682832,-111.8522608,38.51600063,127.8554648,23.32771606,120.4326764,37.89623087,12.07584428,-29.56587909,-53.6650991,159.7800382,134.3607849,-142.7807755,-0.06913417,81.32675663,67.23882273,-29.34102796,138.6719056,-61.93034698,41.32464261,-72.63703652,94.55277547,-206.6203972,-69.08915517,-61.07125753,137.0103892,27.98364581,9.527980508,107.6949898,-50.50219273,-92.52372978,21.44500273,-14.24503053,96.77086545,-152.5762665,-222.2993743,-67.04710715,73.39946867,-22.30632209,37.10265832,6.527961114,94.66821987,26.76238358,-99.86481824,7.987167651,66.50188585,109.705857,-28.54562988,56.11083152,-36.90593909,-44.24430515,-29.43489461,-80.03348152,-25.777104,-135.7443466,-50.26976983,135.9065922,-133.3371693,50.65897583,-33.2479452,-78.53099853,-95.93785102,101.0198259,7.039650216,23.25728401,-32.52379081,127.0327488,-47.78894635,-90.91619081,-3.103965285,-46.36804477,-51.7362343,-78.4838545,109.7090561,57.23512893,-103.2372777,-44.84235489,110.2796731,-5.842162436,-38.04721345,78.85338889,-77.38639776,66.10071278,-83.62875802,-58.26273038,-44.49842658,-1.723089088,-0.933899105,16.24402746,-19.93267459,81.59796315,40.32504205,20.59177695,10.89498324,-30.76558504,-12.21206924,-119.9059585,-13.68167047,-18.7535254,100.5566273,33.7239786,106.776479,17.14846615,24.30767766,-46.170438,24.09887717,-30.66129488,17.69372919,-15.00430859
0,377.3425165,574.8640532,875.0592481,761.2284677,136.2549458,-1109.144958,978.512114,34.50754921,-56.84724985,-245.0723157,-147.0902228,-246.5141225,521.9225164,-554.4400534,147.2047464,-405.6145421,468.0746226,409.3928178,92.93931749,411.0768724,-2.528390523,85.27185782,298.675625,-309.4362422,-55.43867311,-168.679469,-102.9100013,211.6976117,-327.7179571,74.73610064,151.6940158,-213.1067766,-43.80657352,146.7419404,-55.45504025,-100.2476695,-134.2113359,-265.1495706,128.9885393,199.4418471,-94.97461514,-168.6142101,30.65568054,60.51011217,102.9863208,-166.4982765,86.23810166,-92.18371597,50.49943597,85.25894818,-166.8021299,123.3293182,79.89529455,8.772392287,79.37990836,49.94217094,-50.1778725,-203.2338736,73.96490226,118.0404245,147.1165789,269.623043,-65.1744049,-116.230661,3.865095176,36.84895716,-64.99376343,42.36086472,28.05057292,-153.3138444,-5.456917265,-41.0720463,-54.66959437,10.62456555,-250.7445405,-122.354961,-14.31116697,162.6855789,33.40239838,133.4140998,-9.883279464,-163.1156008,-311.422095,4.895443526,151.4006455,-148.5651702,-73.44829226,-73.25016243,84.90459132,-79.30066143,-69.24995553,-163.8576109,117.6131407,-145.9739081,11.92010547,100.8288531,-86.30001879,83.21912396,68.56139364,-174.5092036,-36.33103991,60.20372111,-28.88798544,-6.500607292,-148.2989117,37.40087042,30.02143831,-121.9138836,-108.5538552,-139.396505,-14.47406244,-27.04785105,-5.251232024,44.94913033,-104.1804774,-32.8885034,-58.30600033,121.699187,24.66883262,-110.2694018,-62.1183224,-39.20821775,13.70973413,-90.76285259,-52.44595398,-111.8738416,-110.0507202,-98.74740237,-11.27943036,0.711786887,72.78737117,-58.64937601,-127.6033258,-23.69643614,-6.197368698,-23.97266423,-3.258454877,-1.059383869,-19.95256156,-91.97235449,-37.86323629,-57.77880768,40.51165541,-52.5622503,-23.42161826,49.84949122,0.69867472,0.730408306,28.78035859,64.61551887,47.05133122,41.13951805,28.59643345,36.50076611,-83.53471278,105.3489841,-78.49467863,38.45858529,29.43752736,44.62340396
