pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98,f_99,f_100
0,-133.9341867,-148.2507852,667.3593589,541.8428022,729.3027935,-355.7260861,577.7181839,-451.4269249,-624.2952116,-135.68471,213.0684231,67.55188531,-206.2419048,573.9395377,-192.770119,-107.1472245,183.8061244,-62.08774207,-217.8418318,-200.7273904,-149.2064754,-26.8002982,1064.542099,191.1447962,220.2079097,736.0896877,-90.79976054,341.3703108,-512.0345658,75.88365503,-514.8562858,133.0195325,75.63539614,-62.3759183,135.1497135,122.228655,-224.3386709,199.2442641,-51.71687273,19.84032002,-76.53204381,69.05538167,-40.18110723,354.0549277,-83.51661857,23.85230909,-216.2618893,-43.79566681,-67.47322547,112.7147078,-101.2144034,-148.9262986,-32.17267037,63.381867,49.68194647,-214.6594931,-75.19834124,175.8135579,-103.3992807,35.3798167,187.9540617,251.0114947,-220.3756105,39.47378918,-46.14700549,-186.6663985,-28.95433823,104.1470142,-23.00228019,243.9273464,-194.800869,-82.55636401,6.058235262,-78.3704815,-42.72929008,77.2573535,-44.38330307,-44.65592882,-117.9508508,5.711593729,-25.02404098,125.6274315,-30.75482149,-194.2314912,-249.4757867,-50.77575014,126.0004975,21.56231121,282.4337547,-21.22273736,8.23947514,-45.84748205,108.1628547,-155.5771281,-1.368585319,-71.72009093,-71.50956841,161.9809065,62.53537515,-113.7386906
0.014,-1001.405168,-602.9623234,472.7598264,118.9260941,204.7284816,-205.9462704,-125.1649152,148.4249206,118.1917184,-74.00339373,62.41659952,225.967776,90.89343497,-280.6774338,-11.67194185,-51.42279272,-154.9976554,-16.52651775,-141.0790896,-266.9330031,25.9866452,19.28548808,67.60598801,-165.0936414,-16.87197661,146.9560502,-143.1225887,-113.453984,109.0800177,83.24026338,-47.22967043,-247.6845634,-203.1532871,78.31202313,-32.88074603,8.779196848,-154.3297953,-8.654577159,24.17907526,-18.85053188,-18.88734292,-26.1197891,8.886559228,-40.28982849,0.17422202,57.31856622,-137.5755239,-41.05806288,0.345369563,123.5954847,-68.96313456,57.08608024,100.9237594,20.08831693,-27.52999713,-12.82676687,-110.6654261,124.3788074,99.3605442,-53.17270272,72.21946572,-31.01384758,65.29532554,34.01079792,14.13696234,156.790927,38.72157636,-21.59771245,2.981907655,-28.28975378,-7.929262337,15.96990212,-32.328588,7.965339205,-68.01907907,-21.45879949,64.09445519,-57.15865405,32.52236249,4.790931032,12.22673535,43.42419268,41.36223199,-3.944104908,-17.34447061,-37.06221385,3.336637599,59.83863502,55.42724421,-58.80327586,67.36521307,80.95066333,31.20040891,164.2000148,62.92018566,41.5711347,53.6178167,21.02630729,-83.56465228,-4.768397933
0,737.3511542,869.3834598,38.21769226,94.10135205,475.7623356,-735.383073,556.2544081,229.8867796,-67.42877083,-789.6442895,-172.7288077,-5.408399038,-49.23520437,526.6751791,231.950796,16.23864446,-110.3525698,392.1112087,44.97443211,-345.2138971,-521.9775807,6.180791753,196.6780121,-191.5717873,-165.1122249,-254.3039397,-73.00488356,-340.035939,-140.0798067,159.6129946,-285.8119205,-58.12610294,80.06310458,-285.2565443,-284.4472576,-188.4903687,-163.3479504,134.5070171,86.56682579,26.24597289,2.724816412,37.00137676,288.751184,2.841864593,-69.28632952,1.067886252,72.06754938,13.54472354,-21.96253048,100.214714,236.7227262,-64.78206914,153.5643042,-238.1250623,-109.3219314,-12.73652472,3.163199565,-34.08863737,177.9900799,156.5750494,38.46117746,78.91537243,4.115225562,-55.36369292,68.91099955,-139.0370013,62.46305599,52.56675272,-139.7825217,47.11221306,-0.575373962,114.9117903,-56.23100622,-28.01575643,-125.7444517,-13.02753751,4.000519455,-119.6546685,-101.6136108,-48.90722102,-86.99338946,3.742746808,-231.1354357,43.56380375,-155.1060457,-0.586857676,-66.9868463,126.1677678,-151.1730336,209.0307628,51.86128966,49.26347581,61.1965703,-77.61851467,24.37923607,157.8849195,-109.7166961,28.05009634,58.58094087,79.28490886
0.001,744.7437665,357.1157701,581.3062938,285.3120315,-617.2673015,249.7108137,322.0052295,-240.6943908,417.113934,227.5772195,-434.6716999,486.8790421,-215.9889128,-557.7597119,-403.4027047,-137.4034858,-206.7278482,87.18995278,146.1117091,-335.7861266,94.4928385,183.0287657,101.6126484,-138.2485645,136.8128728,80.71838775,-83.11730857,121.3959362,56.95665676,129.530152,-49.06557897,119.6525901,5.978151209,2.730527584,-224.9377055,-41.56471718,-239.9622971,-269.646603,36.0470499,3.368121251,-102.1619148,-280.2478111,-79.51070615,31.71551386,-72.48449537,-196.3393991,118.1949177,-26.34915167,68.38852703,-50.39320758,-166.2375079,32.90056976,-30.27569082,-85.58505225,64.75730486,-98.62361421,38.76994039,-31.03457799,115.8302896,72.67706031,0.832154799,96.31122251,-97.62875357,56.96770978,-160.2355068,142.7301016,0.718258162,-27.46156202,80.1340098,33.43269761,-144.9629705,-111.3999716,82.31854971,-105.3752506,-42.00670723,104.6758578,10.72404398,137.2478489,-68.86156645,-24.65642834,19.53670447,-255.5080841,-136.4798458,61.78801979,118.3917008,88.8165124,44.4123809,30.56145286,-181.7382837,-96.58134589,-6.139180657,-117.0554009,52.15841477,17.68658507,13.55701657,-66.80336007,-51.25424798,253.1878361,131.2763338,66.07398968
0.033,-1148.073993,-508.4828084,200.3043102,88.49576918,337.049731,-144.2768038,-94.1922726,174.565148,320.7853066,-221.4121211,186.9684665,165.929998,153.2452034,-188.8694823,-80.32235269,-67.19641055,-178.5055765,-140.97793,-121.7254172,-206.5902745,95.06897641,60.47274073,64.80070556,-198.0119356,6.986793762,24.02230058,-87.80003115,-40.83322852,96.27517313,88.43242291,-63.41452573,-147.6420436,-170.5088617,115.4524812,9.41886733,-27.39291087,-130.1726325,-14.4622459,27.45118662,0.365612786,55.92997826,-88.45927809,-20.27166365,-12.25163975,15.16117707,31.9017747,-76.52289793,-48.60651604,-21.69979814,57.51597511,96.03450944,-75.48303203,-63.99824977,34.96747114,-23.13619028,-4.189148244,-136.6884424,137.981656,48.15756095,29.98577688,-31.0199282,-51.46616033,18.28225437,84.20225052,27.64377324,30.26977366,-14.04239069,1.806297176,98.56623845,-9.252405871,2.117678848,-35.60083353,12.39702005,0.490063949,-7.385129287,1.578310708,3.009955616,-42.05724394,64.54488304,-40.61633828,-27.04660094,-6.597483912,-73.09027489,-40.71512237,41.72189586,-67.44611825,19.5198678,74.79509859,84.34947995,-15.99355149,-54.85841133,52.05954032,-18.61884253,-67.54318817,25.37204009,47.42216882,-73.57049722,63.03032423,-24.91595066,-54.77978614
0.002,481.6173804,-91.44750254,-108.4089853,-190.840102,-85.47054208,-351.4939008,119.8433005,-469.816049,138.1366502,1118.37263,80.00575641,-442.6257442,163.782044,-506.5068769,-90.44678093,7.087493904,53.53176279,-2.154527512,-253.6059705,-93.39499677,323.2342507,-124.2570711,310.812995,9.461466012,-2.618840911,258.3143057,75.23527073,-113.4442551,-271.0627474,-89.06489468,281.0920507,-139.231959,19.00811549,64.04426072,-44.56224833,289.2039914,132.8185012,76.93370722,-85.95299774,-72.91301514,-249.5615473,-86.91565211,18.01561255,-70.00523797,83.61857479,66.83802327,26.57441841,-45.30406376,13.33217141,-111.4081817,214.2939296,-62.21589753,64.60174905,44.92547278,44.31842628,-104.548651,-28.6176344,-100.5246783,76.66785124,94.44989632,-168.6129341,40.33043735,124.5547003,139.1069911,-10.99412642,180.8379233,-52.2399192,-198.5776568,154.9862528,7.480613865,73.50314202,102.1377588,51.88215891,1.204860091,32.64336705,12.48681145,-89.17554536,127.299962,127.7019322,-30.43619464,48.33396348,-3.531031423,-139.6341139,180.5554027,124.5620217,116.0474695,85.0973731,139.1437388,56.56355926,-205.1406455,71.64065697,62.34278179,-53.72213873,-114.1097103,14.45156366,115.2978479,112.7645387,88.97382091,-22.38408547,-16.27915193
0,326.8603932,-398.1848308,476.9786876,-418.0849929,347.4931494,624.0981865,254.9471672,-108.9127354,-351.7566188,-135.270697,-49.9881633,107.1939282,-387.0077758,-289.4277596,246.3548933,328.8377096,-14.67426559,141.6152286,433.8338166,-6.354361369,201.8274127,-258.0229901,4.888668469,-13.18699655,-174.7790294,-210.9421384,-111.7928715,-30.32613469,-3.414903035,398.0315859,188.7109503,-124.0312645,296.0910248,-172.2317907,327.0231123,-382.5782552,-232.4039451,169.4417338,-197.6288412,-126.7491635,313.6187473,244.4196375,180.2620585,-45.36990188,32.12983889,72.61957946,131.1256271,-5.041514571,187.634578,107.7008648,-73.36102184,106.8581373,-140.0993988,15.74797125,-2.325602661,-85.86740568,-118.3425581,-89.12130434,7.155467674,162.8538401,95.55644558,5.406884537,147.8335394,39.11935863,198.5610298,51.86438476,-73.98828688,60.98689325,27.61081585,73.93182344,84.05022657,8.450003228,-24.92686589,36.6804412,49.13848696,-45.50316648,-9.50980323,-104.9916534,172.5424107,155.3059843,263.4295372,-6.515474794,140.1349867,20.98857165,-58.67639993,-16.18454227,-98.90565546,-111.8054723,53.21436366,-7.189051635,77.00387753,-18.27853827,38.75189079,119.1519737,75.26713491,76.18662027,-139.1283263,111.2395962,6.9756618,-33.58023147
0,244.8056816,71.19576289,176.1194392,468.543797,-130.4376337,-8.328546699,1031.785186,272.3655662,613.1181171,-41.31117474,-347.3960394,706.6694706,278.2822091,-63.35826847,132.3280785,-152.4183406,423.1778006,-375.0361691,-354.3332659,-614.4938514,88.43590717,19.15954929,-28.66201739,397.1796576,728.7114459,150.7804605,184.4047905,57.62957511,-82.79551106,93.18951453,-57.51391651,26.10756678,80.50882153,370.309579,-97.66005634,-50.29212846,-35.74547894,127.3628349,3.878978554,-108.6791095,-21.92653727,213.0658999,-23.60872493,152.2989745,26.08419584,-177.0055898,-97.45929421,-181.8374701,152.2765154,-294.4976028,-47.27569039,-174.3207866,28.11449629,-99.72276334,-108.0451741,81.05364772,-21.47734249,-64.34438919,-114.3578297,185.454925,35.27700204,-97.53349781,224.8764836,116.6897269,121.9287771,175.6141317,-28.12394046,-90.9214142,-149.6736529,-173.553094,492.5383123,-30.9892033,54.78323053,132.5427598,-194.5574677,-66.80461314,94.47167145,14.4327771,-74.09366405,-134.3231735,6.198992186,104.1553653,171.5257745,42.04479926,187.9020961,194.3298173,42.94672123,71.70397914,-71.05543561,15.25827886,-18.81634874,71.83543201,-36.54519861,14.56398911,37.23476829,-61.97021822,-112.9828675,-28.49158003,-62.1806843,-6.568646824
0.045,-209.0382971,1059.374256,-332.0902323,-882.0861328,376.951773,-120.9683019,-58.93304676,95.68502092,70.72199107,182.0420844,118.9384985,321.4194365,-119.8239932,-317.5435484,319.7908207,-328.265942,-311.0292842,116.6123297,-117.8818551,-111.7542271,56.42945772,-437.0009676,-116.0385111,-269.922424,-200.7420461,91.07830055,9.748046754,188.951556,-56.09343017,-146.6197998,101.0005569,78.82142871,159.8696657,-73.77969417,228.3023707,133.3815927,216.7579905,70.82997912,-187.9685391,101.5939978,124.43011,-24.54211372,-44.05230071,-10.97280028,-103.6800226,-135.1900461,-260.8386709,197.3929369,-11.29769244,-37.51475213,-53.34307054,111.509231,-111.6189601,37.70568649,129.4217263,22.03412328,121.8393956,42.11438222,11.69178395,-27.53543148,-56.19316846,158.4693429,135.9943348,-139.2885204,-0.604590541,64.39897957,81.9834256,-24.2897784,139.6324342,-65.46065024,40.18826412,-61.66508965,122.7963954,-206.1761419,-44.25527155,-100.6926201,95.69273375,55.35163041,38.46211102,-156.5071814,-50.11474678,70.22068211,28.22651449,-104.8737684,12.383088,82.41583154,-214.4433838,-37.47011335,100.0666003,15.63471196,-111.3167237,-116.6152846,83.81988237,10.77552446,-18.64330469,-96.11251725,-36.09124469,3.207821028,0.339755842,21.99292102
0,377.3425164,574.8640543,875.0592555,761.2284671,136.2549681,-1109.145027,978.5121386,34.50746675,-56.84721165,-245.0722408,-147.0902957,-246.5154775,521.9208018,-554.4374234,147.2073082,-405.6121069,468.0751373,409.3992182,92.94027022,411.0845927,-2.523680405,85.25623496,298.6676702,-309.4224328,-55.42297128,-168.7156295,-102.9020138,211.6790812,-327.7240319,74.78575405,151.6154848,-213.0526701,-43.73956363,146.7175366,-55.53829959,-100.2157194,-134.0818118,-265.0849707,128.9982938,199.4959569,-94.43447809,-168.3262586,30.77367461,61.04179754,102.3914954,-165.6780046,86.33128562,-91.33508186,50.31193355,86.86324995,-167.3299957,124.192488,79.81234296,10.76081805,80.74045372,54.99832703,-42.07842011,-204.718594,72.38142699,115.6069321,146.6593108,264.6562985,-65.85865255,-115.0315029,12.3385579,38.27176254,-68.98740285,40.50198118,26.26587478,-152.7007695,-15.26536828,-51.66035819,-33.30033178,3.181099456,-260.8702209,-119.8382815,-86.76750658,146.1576374,82.32502707,-163.7623586,-16.97489943,118.5819274,-276.2016181,-71.30571666,125.8815738,176.270146,-120.5983794,10.13189491,83.34210843,-41.59716843,-40.27734639,9.76603552,28.31954367,253.5361334,-12.30019347,125.3377111,-13.89267905,-131.3310102,22.60781643,7.625225548
