pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20
0,-133.9341869,-148.2507823,667.3593893,541.8427949,729.3039764,-355.7249193,577.7151059,-451.4176694,-624.2696688,-135.6770065,213.039068,67.42896988,-206.2752061,574.4895879,-192.7221241,-108.0643376,183.4010716,-54.78500619,-216.7195303,-202.091875
0.014,-1001.405169,-602.9623185,472.7598693,118.9262218,204.7287712,-205.9475321,-125.1644688,148.4155965,118.188936,-73.99446896,62.43567946,226.1151619,90.54649429,-281.4694414,-12.9723056,-53.38159678,-152.3533767,-16.56004136,-147.2454486,-262.2195869
0,737.3511551,869.3834662,38.21771188,94.10138449,475.7619185,-735.3858986,556.259596,229.8678578,-67.43859934,-789.6842114,-172.6837649,-5.37240264,-49.47588864,526.0655418,231.8202731,15.26154512,-108.5332493,388.1476638,44.2128305,-343.4298659
0.001,744.7437663,357.1157735,581.3063236,285.312139,-617.2672305,249.709238,322.0060446,-240.7070803,417.1105449,227.5591952,-434.6410018,486.9267804,-216.2891738,-558.3571932,-404.4599749,-139.4966147,-204.3646912,85.15621437,142.8407815,-334.1689781
0.033,-1148.073995,-508.4828032,200.3043524,88.49588096,337.0501122,-144.2777807,-94.19163525,174.5561364,320.7860067,-221.4075082,186.9827863,166.0484448,152.9201113,-189.5219926,-81.47912752,-69.18681648,-176.1352841,-140.409938,-126.8782891,-202.8025881
0.002,481.6173824,-91.44751238,-108.4090815,-190.8403284,-85.47092086,-351.4901814,119.8386863,-469.7926882,138.1341996,1118.398121,79.94163558,-442.7557616,164.5014071,-505.2133871,-88.86536208,9.798510929,49.11256852,-0.461538623,-248.1887079,-96.19993713
0,326.8603923,-398.1848315,476.9787384,-418.0848329,347.4933666,624.0966338,254.9488671,-108.9167265,-351.7428767,-135.2661922,-49.94842387,107.2320277,-387.4491433,-290.1715932,245.180592,328.0529219,-12.89984201,143.0946302,429.147236,-6.771807262
0,244.8056826,71.1957596,176.1193847,468.5436973,-130.4378918,-8.3259725,1031.784693,272.3709397,613.1223665,-41.3248027,-347.4333537,706.544955,278.6665201,-62.6286297,133.7834043,-150.2573366,420.3383824,-374.9061875,-351.5151449,-615.2492061
0.045,-209.0382974,1059.374253,-332.0902341,-882.0861417,376.9520083,-120.9673767,-58.93760566,95.70277602,70.72828431,182.0798216,118.932529,321.3679932,-119.7966595,-317.4085544,319.6087624,-328.0468053,-310.932921,119.0748312,-121.3194271,-111.8707728
0,377.3425167,574.8640467,875.0591994,761.2284015,136.2542002,-1109.142856,978.511038,34.51606944,-56.85637734,-245.0592527,-147.1120653,-246.4965528,522.2729874,-554.1053524,148.1127072,-402.7961336,466.9707771,407.1761659,93.30103648,412.8277734
