pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98,f_99,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180
0,-133.9341869,-148.2507853,667.3593644,541.8428022,729.3028076,-355.7260808,577.7182084,-451.4270323,-624.2953951,-135.6847389,213.0684011,67.55088071,-206.2423779,573.9394687,-192.7701468,-107.1453595,183.8080604,-62.08330816,-217.8460106,-200.7261479,-149.2123378,-26.78892084,1064.524643,191.144854,220.2038839,736.08191,-90.80063237,341.4039929,-512.0280929,75.94237562,-514.8486475,133.0457509,75.62979604,-62.33633635,135.1084181,122.2468995,-224.5737582,199.0693602,-51.93173665,19.79073432,-76.59452981,69.06276163,-40.37464444,354.3081123,-83.82868908,22.98042168,-216.3240712,-43.27432798,-67.44206629,113.5558302,-103.014688,-148.2873952,-31.03209384,64.17868636,52.80655754,-212.7149241,-63.66725112,182.1734727,-102.3333022,36.96083044,185.300937,250.880904,-226.8630613,42.94226581,-38.86477576,-200.6459626,-7.979981029,98.57546182,-22.0773989,241.319928,-192.6900423,-79.20091757,8.473728754,-76.27349667,-65.89475148,67.70550455,-90.27106402,-21.88280051,-131.2069515,28.73820993,-9.069956261,-90.86811383,31.56639181,277.9027097,-227.4693353,-52.48807055,69.1642939,-162.3315203,192.0664252,33.2769943,56.31046846,111.4280424,-113.4555334,78.81744638,-47.38488172,-109.335436,10.31925637,-75.54565201,-4.655661807,136.1650927,-117.6019355,-179.6386353,100.4290389,-59.42316618,25.6139552,98.61335819,-161.555616,-106.2861983,-75.38654003,-76.47094828,-23.9383117,-40.72483855,97.40522818,-73.64291383,-54.09688193,-115.5764845,-48.62015041,-43.96638613,-16.05750561,-83.76503078,-43.0579637,31.08380453,108.7264156,44.75346562,63.57734417,-34.39794543,3.167835947,147.207199,17.46793701,-38.65451791,75.24566982,-111.3627653,-41.68769323,-22.21517569,-52.76799341,13.80343853,-97.59323112,234.3533588,-107.7080797,-24.16818296,-68.80169704,45.07677205,-19.10373135,-23.11385754,51.34116118,-40.65578435,46.83405049,-7.576452625,-26.02375819,-40.32430362,78.54288916,140.6824762,-63.28347284,-33.09590721,6.364604322,-11.86078668,-47.32702698,-10.78649935,42.14322869,-44.84949971,9.983016186,-66.55308095,-116.5251419,-38.61105376,-0.60136011,27.07277075,166.4102661,-74.05552509,7.895268587,117.4608441,58.40090994,28.1557735,53.51949461,-1.086407993,3.744485731,57.73224087,-87.98310502,-45.83012005,28.64460491,-2.200725836
0.014,-1001.405168,-602.9623221,472.7598297,118.9260993,204.7284846,-205.9462614,-125.1649442,148.4249093,118.1919632,-74.00337014,62.41648795,225.967837,90.89277679,-280.6777769,-11.67043066,-51.42333248,-154.9984542,-16.5218623,-141.0793068,-266.9275809,25.98939653,19.27753208,67.60018246,-165.0929465,-16.87717877,146.9597476,-143.1307481,-113.4460556,109.0925132,83.21378883,-47.23859098,-247.7244078,-203.104836,78.29981028,-32.85253202,8.828653076,-154.2738081,-8.700323365,24.19403442,-18.76847985,-18.89338675,-25.90436222,8.845794688,-40.38691652,-0.071611558,57.44497211,-136.9808612,-40.7387359,-0.193376858,123.6433443,-69.55800407,56.68366558,101.0259712,18.95611056,-27.56847972,-10.73024219,-106.5318665,130.829723,96.19815052,-49.27650011,74.16080991,-31.98720865,65.74596961,32.07783522,11.36623173,154.6426874,16.34839596,-20.91381504,7.760379318,-24.6639676,-13.51446747,23.12133267,-44.33109259,26.1130059,-58.14730997,4.570954283,81.12222424,-74.28562345,29.42655716,2.934438148,32.85167856,-41.91833081,26.75365427,8.497894192,-14.25972656,33.22365779,-28.63009744,26.32350817,77.01524332,15.0582052,-79.01097173,-82.72705779,-23.94238018,-166.2862245,-18.76625105,115.5733158,8.5760351,-89.6998535,-34.03128992,-20.83554026,-16.92786982,33.86362653,64.55519937,-7.806575221,53.39750114,-28.37163738,-29.06015848,38.52522584,82.63951208,36.62320147,-22.26029079,30.19356392,-37.78667593,11.74808022,30.25542839,-69.97669791,-13.38403899,40.197297,-94.32979408,69.03255167,76.12932442,107.3861245,-11.56935652,2.770919518,14.09709565,71.93365005,-72.41940377,-7.909385844,-61.49333069,-110.7529258,62.32287619,-45.0086292,61.6692179,-20.52149187,105.9970099,-58.30386991,18.3787615,-42.75786207,-27.53176765,-6.782151868,41.89639474,-50.21740129,62.71088873,17.45827362,13.13532148,66.80604585,12.33608209,-68.45224815,-7.757105361,17.47889612,-75.86207926,-38.87025037,73.28649204,-77.70007388,22.48025129,-0.396966344,35.23074466,-3.95062643,0.989791656,-64.50800747,42.92207983,-19.10637387,-61.61750964,44.03244378,18.37174727,-66.01792155,69.27525013,15.9778536,-4.159081796,-73.15404841,77.64014869,-35.97091114,18.6625044,-54.5518468,-26.42587467,64.92167784,-43.06016189,-22.0697639,29.33565515,-0.269684985
0,737.3511544,869.3834623,38.21769951,94.10135387,475.7623729,-735.3831196,556.2544562,229.8865478,-67.42850581,-789.6445022,-172.7289645,-5.409450485,-49.23593307,526.675817,231.9534669,16.24001384,-110.3528903,392.1181134,44.97260141,-345.2038002,-521.9798011,6.167806879,196.6840604,-191.5521752,-165.0890692,-254.3502677,-72.99636186,-340.0166485,-140.0415793,159.609553,-285.8227176,-58.12256736,80.09436083,-285.2093572,-284.4730476,-188.3617532,-163.2768874,134.4309822,86.59047601,26.53911082,3.008732506,37.79304923,289.1119572,3.341193646,-69.10920635,2.894431141,72.27520064,14.87576478,-22.40445956,101.0302181,236.5756706,-65.46192442,153.0719699,-239.7454998,-107.4040355,-9.783409315,3.176112122,-30.49961353,177.7665419,157.6281634,37.96340282,76.78508461,-0.526280801,-53.86120502,74.11246341,-138.7062495,75.96854428,54.20212885,-137.7196096,43.33624721,-4.738542356,114.6172205,-46.38175668,22.85825693,-120.6413341,37.69398101,-34.19425972,-146.6186863,-103.3202966,32.92965483,-84.49811609,-15.09841399,-203.7454174,-64.43356644,-131.3225594,-123.0033975,-1.654471381,226.6034314,-17.42116844,146.6867394,105.3695703,139.4363808,-18.70084733,-31.84149767,-50.42750103,67.72190657,-109.2468901,5.258068364,81.01833186,-28.3700242,-78.29512979,160.1011599,6.439002677,-91.62833491,-22.25905604,-23.40230422,89.61814592,-1.209000662,-44.95761004,74.30449372,-67.25692985,63.42959456,18.44739417,8.801262145,75.57919223,-60.24239566,5.767145577,-124.6659439,47.98957548,-17.43089289,-43.13310384,-20.82264863,-17.9808545,66.39353387,55.36587552,-5.033677834,-64.5041967,57.00197008,77.5599071,10.97808898,-25.09752027,-17.15528016,-61.0992992,85.28024485,-13.07202179,97.80726511,69.43814532,76.56254083,-118.4799984,-75.34207938,85.39665086,-41.1110475,-122.2334184,78.78370664,10.50890652,89.12586973,29.32597692,-29.38353362,37.64941215,-26.66649928,-92.0704914,5.448928123,-49.78876591,35.28781854,43.54584957,-78.64885512,114.9624186,9.814211542,25.32577323,-13.13265169,-74.417206,-7.861313573,-103.471444,44.7472392,-10.01449189,-93.55731687,-20.71773489,45.11466196,-2.687707179,53.69994658,-13.1905197,-7.596504404,13.23808498,92.21903314,-10.37658137,62.13320233,10.31855441,12.99703496,-85.19657341,23.98842431
0.001,744.7437667,357.1157707,581.3062927,285.3120325,-617.2672813,249.7108126,322.0051919,-240.6944065,417.1140708,227.5771897,-434.6715851,486.8797573,-215.9883229,-557.7609948,-403.4031345,-137.4045959,-206.7291768,87.18693159,146.1171829,-335.7868288,94.48940241,183.0333393,101.6203846,-138.2469242,136.8043115,80.71879763,-83.1042711,121.3830804,56.9516923,129.4844841,-49.08702379,119.6343489,6.036533935,2.833671164,-224.8943584,-41.58828942,-239.9945657,-269.7653677,36.25281615,3.684809462,-102.5333546,-280.0356318,-79.47432062,31.27571219,-72.3144325,-196.2846099,118.2325549,-26.02279524,69.00182746,-50.52427129,-164.4497647,30.38916455,-30.12039837,-85.51197598,65.68594942,-101.8587066,36.0569934,-30.15803669,116.1863109,71.78068483,0.082588863,96.77684641,-97.87078385,57.42448309,-165.2427143,143.2769529,-17.43987864,-29.18153421,78.69119444,32.59199111,-146.3833183,-113.3806155,79.53647618,-95.26943005,-43.46261843,104.8323796,11.82678734,132.0511817,-94.94182314,19.64423471,-6.943998813,226.3028232,-146.8218999,-96.3271594,124.5916434,-17.60289707,104.1325565,86.97494484,-81.76889743,-203.723578,-28.57659085,60.14961623,132.3712175,-41.25666016,-32.34053315,-126.1686694,-42.18034652,-124.5557483,8.805262349,-84.02229833,-60.88659725,-41.86985295,63.97773247,-153.7437612,-59.46299543,-49.53630572,105.0879693,-7.481016697,-123.2446821,138.828888,-141.5763837,-19.08231703,-45.65379078,-105.0781502,53.85111704,-40.93467212,-32.1530118,41.18019235,-104.2700222,28.82479713,-25.68718122,36.2727513,-9.176463725,-7.71413244,-7.682685901,-45.42590151,8.535537237,-21.55725232,8.214400005,-21.66325303,108.9140126,127.8080692,-50.25777564,-21.83391259,-33.57281093,-7.387734383,-65.04935107,-19.47554507,-37.03442701,-50.81799435,-42.96255086,-9.283420645,40.97852099,-105.8438317,-87.55998431,-63.15514706,10.03296777,-12.65785457,71.47975182,33.18765724,-16.03308501,14.38656909,-4.540255246,13.93227829,19.0228179,44.14159882,-49.44092414,-9.38213832,-50.29022417,-40.95580765,-77.14571041,66.12467207,-0.949669436,-74.37180486,78.18172687,-113.3970809,-84.45793507,-4.243297774,-12.90498191,31.72726361,68.82825677,64.58640377,28.12495737,63.53453819,23.36451481,-14.20457163,-12.31174691,20.41033495,28.67022987,12.5262486
0.033,-1148.073993,-508.4828066,200.3043118,88.49576467,337.0497312,-144.2767618,-94.19222417,174.5649825,320.7852783,-221.4121238,186.9686945,165.9297119,153.2465855,-188.8699846,-80.32257425,-67.19698137,-178.5057948,-140.9759543,-121.7287659,-206.5962346,95.06406928,60.47575184,64.78959467,-198.007627,6.970186064,24.01100147,-87.82552174,-40.79157611,96.27352936,88.45178118,-63.40274237,-147.6787527,-170.5822216,115.4532942,9.359567646,-27.37720259,-130.1182467,-14.32659553,27.47639583,0.338935444,55.773488,-88.8451272,-20.47475118,-12.1381454,15.47248487,31.16352196,-76.69572371,-48.29688774,-21.56822991,56.92171548,95.79500141,-75.20770575,-62.73324301,33.57161387,-22.1671327,-3.444148922,-132.2679019,141.5313691,46.04386682,28.24062734,-31.47217128,-49.5441211,17.72135221,83.45557291,27.83643801,30.70856905,-24.42310324,-0.90267091,102.2929708,-12.51762608,1.149646408,-32.83410281,10.70361323,5.018460911,-5.46235192,1.893248146,9.620360401,-44.23009907,43.03764781,59.95445641,-44.11295817,7.873691435,-85.04466701,59.91199359,-3.158283788,65.59585826,-25.19107825,-13.1128569,92.43587972,-36.35698764,57.25728994,19.16278414,-83.3240378,-4.225966619,47.44582133,6.531861004,-48.75862867,24.49550297,11.69562302,46.82948556,-15.76560765,-11.89130749,19.90093603,-72.85340134,67.46446714,-64.31931777,97.24577568,66.24982368,30.35421369,-70.84018305,39.19011731,30.68325031,-16.58985242,-19.15140201,30.35231293,-17.71664077,86.3183316,65.23824686,101.2999278,39.58457248,-11.83679507,-23.79204871,-52.74624017,-17.6442288,63.16038533,117.5951864,-8.747869007,-39.19987609,67.38901365,-3.499673054,44.91208142,-4.413094037,31.61505516,25.05600727,-30.0477221,22.33283647,65.61568914,12.89938924,-8.684320176,-5.859706274,-1.966779445,-15.69124401,101.9968504,-94.37089187,26.61453859,59.6281718,79.49355767,-40.4598143,-88.07688078,34.68209947,-29.69658779,-72.44216135,6.355047058,-23.55557079,32.39015896,48.63881875,-35.97915762,2.404445461,22.91099704,112.774534,-33.54933952,48.79472263,35.69364153,-34.23298335,-35.992897,18.69306933,-34.0883631,-43.63699358,20.87392649,13.02524392,-49.53546116,-22.44113767,22.15194947,-14.51862737,-59.37675398,9.335304092,-42.06553355,7.893412941,26.66588327,46.55563758
0.002,481.6173809,-91.44750465,-108.4089944,-190.8401105,-85.47052969,-351.4939956,119.8433247,-469.815961,138.1367795,1118.372135,80.0055452,-442.6268604,163.7801515,-506.5047084,-90.44512216,7.087145566,53.53054964,-2.152703611,-253.6029809,-93.39195593,323.2377037,-124.2855846,310.8038837,9.455158593,-2.616209176,258.3119342,75.2070488,-113.4601746,-271.0837789,-89.05278735,281.0250756,-139.1771421,19.14839518,64.06615549,-44.66219541,289.221834,133.0477565,76.79583336,-85.81632576,-72.75676534,-249.1909042,-86.89909347,18.50147796,-70.36161844,83.50730222,67.4369902,26.26903675,-45.90873646,14.09316011,-110.5144134,214.4083591,-61.68827664,64.81723815,45.31425706,42.45096154,-105.9860605,-34.75234936,-100.325675,76.75983546,87.48656974,-180.8439234,39.65480151,120.7696187,140.2635853,-11.61818746,166.264085,-83.42557554,-196.5697428,149.4772669,18.89393999,88.28263535,94.45567465,64.22764628,0.091570745,25.08612176,3.821413779,-23.90866133,134.587834,137.1470495,23.36559785,34.95076483,-1.421925341,-133.0051435,-201.1592119,53.17812124,-49.73388495,164.5561778,-20.60489623,81.01940396,-194.750234,-103.781377,123.161874,-171.0498835,58.03107648,74.13918473,102.825488,-63.46285469,-168.7548803,-78.80630385,-7.07907941,38.94550995,-121.0986228,-100.7644654,106.5028203,106.8819994,-3.276115099,-80.30772235,73.84323299,-19.98933288,-54.82341165,-89.81269385,70.72781036,22.69176052,11.66492517,39.03562856,-73.81685843,269.0075747,77.37232513,31.79421269,52.88031647,25.72286934,-119.2244804,-5.511801982,-21.26031331,-30.47449507,-4.066398487,9.77128731,-41.71097897,-5.480240258,-13.7658225,58.59354723,-54.81309668,-54.13102751,45.95461153,-89.76110121,-7.626086401,-35.11876549,141.2240051,-57.2691207,24.01609451,-84.81904891,18.60642903,-120.8464053,98.33053982,-69.64745568,47.626158,-46.65082819,105.1694985,77.64302621,-10.66425886,3.095464787,-24.68916263,1.056572148,11.81264585,92.55155849,42.23211438,32.70340971,101.0780965,-30.90160626,-100.9016112,-16.48997645,98.18853103,-6.256711836,-58.54151154,-17.623386,98.10457781,-19.72402394,63.48601074,-66.10227338,82.14288621,-48.17475445,-68.52610723,27.91356782,40.80694308,-31.97988871,11.72562778,-26.97957409,-18.38942573,51.41458363,40.54458656
0,326.8603937,-398.1848336,476.9786831,-418.0849872,347.4931331,624.0982247,254.9470851,-108.9125409,-351.7565466,-135.2707437,-49.9880637,107.1951526,-387.0081611,-289.4273357,246.3544464,328.8363402,-14.67458435,141.6090275,433.8331679,-6.350229985,201.837263,-258.0186361,4.906669011,-13.20467346,-174.7816093,-210.9134223,-111.7696502,-30.38777144,-3.396493281,397.9899534,188.7212989,-123.9890231,296.0803869,-172.187181,327.1303565,-382.6859246,-232.6507057,169.539598,-197.6618448,-126.8015256,313.4336703,244.750534,180.2080066,-45.58757343,31.94174122,73.30243929,131.3081464,-5.503260537,187.0449461,106.9578672,-72.06634751,107.3316894,-140.3855655,14.10950436,-4.555832119,-86.99257276,-121.6462593,-84.09136942,8.730941796,167.7635322,95.6574268,5.387285384,153.7985584,37.34516907,198.3161543,48.18058645,-64.39269157,59.1890136,22.77853128,80.55468002,93.79242055,5.625749444,-36.86200728,5.820366602,39.35929281,-62.10808829,11.26293491,-86.43780796,223.7770859,-101.3816223,278.2763732,75.56179736,132.928968,10.97808313,-30.14148047,-4.539083721,-95.03809921,-48.19082248,-23.9824191,70.38742109,-53.49832321,-34.90963149,46.04087878,-153.2840846,82.97186865,-92.92083009,-155.0722356,-10.3719546,-36.04622124,-37.68581965,-87.17024629,-31.28155502,53.09321659,24.13331692,2.46812882,-83.75415952,88.46953827,-87.00859346,-3.257072511,-21.7947764,12.19636415,-37.79276125,4.386759192,66.48709755,-18.62059017,-139.7431274,41.61187694,-123.7751377,65.6697169,3.267151528,-31.49777319,-32.79486691,67.8287101,-14.21918442,-119.356761,-44.33336359,45.00106791,-17.13141528,6.416997619,-64.59586992,0.192801873,-37.459539,-41.66552647,-66.38196974,166.0202124,96.2337271,68.87902659,-8.430333415,-23.37341338,-51.28903514,36.77152535,42.10496734,-14.01595229,58.70543239,8.576089179,-77.76717222,82.54755861,21.15362147,41.55163283,85.96833053,55.41925213,-173.3037042,-11.10928183,-76.97031349,10.05271224,16.94542577,-98.91027806,46.8681509,57.28189468,-105.2708741,-49.75869953,57.88958529,12.20379148,14.76912939,105.7977141,84.06782684,37.19749378,60.35471517,84.47884007,97.05507347,-9.966476199,30.9194081,28.8967309,-38.92435952,-9.146047832,63.41103831,32.56556481,-141.3527403,-7.077348705,18.49591803
0,244.8056812,71.19576339,176.1194295,468.5437872,-130.4376308,-8.32850404,1031.785235,272.3656601,613.1178882,-41.31152052,-347.3956811,706.6687923,278.2844449,-63.35752823,132.3264817,-152.4207706,423.1800723,-375.0419932,-354.3345108,-614.5077471,88.43357122,19.16362132,-28.68012806,397.16364,728.6830969,150.8084406,184.3821261,57.64859431,-82.79008255,93.20762918,-57.55009578,26.12272413,80.41346545,370.2537882,-97.74378147,-50.40332525,-35.7538246,127.5449587,3.946835147,-108.7544164,-22.26671105,212.5900506,-23.65093943,151.6230253,26.88914909,-178.6467049,-97.71082513,-183.029766,152.3600993,-294.7296591,-46.25408044,-172.679494,29.30083596,-101.7979001,-110.1491671,77.92597578,-22.66016399,-69.24405872,-113.6549509,183.2789201,24.59644114,-93.71745577,228.9500072,116.8615625,116.0124069,176.0662011,-48.0380156,-96.62462223,-151.446774,-168.1698263,496.2056816,-24.71667033,34.82277807,153.0795601,-178.6522547,-52.38988796,94.65005115,-0.454489802,-93.07417739,98.23229954,30.64607395,-121.9283976,199.1058492,-91.74309136,188.4118749,-35.31911202,111.5888941,-25.78463179,-5.751630151,-120.1751018,25.52369412,33.21472703,-30.92439919,-53.53090292,69.03990877,-86.01780405,52.09382561,28.56467391,2.024377838,-109.9052546,-68.32612467,184.7732556,-103.0732676,-62.63876104,-11.96669935,25.2423171,-90.74442708,13.74043613,135.2091368,-113.412862,51.1280826,46.74823133,56.80284125,25.97450891,23.91525574,91.83969731,-43.740968,-62.36805915,162.6544663,-98.3504927,46.05376681,6.005446087,-116.7171473,-151.2372536,15.99903018,-21.54824983,79.09094788,29.17944738,97.90344897,-116.3014792,22.41012119,34.86357389,1.77118008,-38.77655362,-110.3611027,32.63412197,99.646205,-38.82338451,-33.26853371,-59.31764132,-127.414048,36.84302057,-40.62301333,191.797842,0.515426684,-6.585913569,78.06356563,50.65285359,-64.13301775,31.31084136,65.85878414,1.914726499,-24.41089817,-47.66135424,-49.6002843,2.987125844,51.7946908,-1.541214452,129.9690355,71.53910061,-71.98397517,-68.67095609,3.687961085,-6.817477451,-38.62025263,-4.660557435,39.95401684,32.33557377,20.35336789,5.354986572,8.874739382,27.91741071,-15.66384734,5.488267824,85.24045162,14.65227509,-34.05998998,-99.25630539,52.42088453,85.11961346
0.045,-209.038297,1059.374257,-332.0902286,-882.0861317,376.9517618,-120.9683525,-58.9330772,95.68498946,70.72213183,182.0424753,118.9385265,321.4197625,-119.8245745,-317.5445814,319.7898027,-328.2658319,-311.030303,116.6118078,-117.8756508,-111.7581525,56.42407644,-436.9849829,-116.0230929,-269.9050185,-200.7461679,91.04792265,9.796438575,188.9763635,-56.10382217,-146.6490556,101.00795,78.77955956,159.8772447,-73.73218775,228.2617304,133.446974,216.9631621,70.80201169,-187.9170431,101.5782603,124.6046818,-24.49348785,-43.70676294,-11.03165402,-103.6073897,-135.7696996,-260.4673268,198.0408287,-10.95564306,-36.70105044,-52.56035874,110.1817884,-111.8828153,38.45894491,127.8176838,23.30202136,120.4893695,37.88522244,11.97182469,-29.45179075,-53.52697088,159.7543926,134.5813314,-142.8267411,-0.199157959,81.38365044,67.12560169,-29.28308966,138.5559773,-61.83809321,41.56699021,-72.47952652,94.85936765,-206.5717517,-68.80983644,-60.57376705,137.1138382,27.89692121,9.428378675,108.2659224,-50.72512577,-92.99290115,21.53399333,-14.65877435,95.5900986,-152.0299813,-223.0973433,-66.7249982,74.04251814,-21.98851312,37.96847936,7.064154899,93.14774122,25.44482156,-100.029791,10.02846516,65.9242724,107.3208181,-26.55299119,60.75973082,-34.34244384,-42.07482015,-27.37585524,-78.1071041,-26.11409014,-134.8143734,-33.39608559,-148.2503216,-121.3375941,56.46355506,-33.71301794,-81.71613246,-94.49789827,97.36703966,6.483447213,25.80160416,-36.30373163,124.3667936,-51.17691858,-68.0275223,-8.856240284,52.82837034,-46.5431048,-78.61485676,123.3498683,35.96892896,119.0396325,17.30061824,86.77462709,45.54970415,34.60025493,86.2963093,83.81415276,10.75257419,-77.46173175,48.73930105,0.316829482,21.97466498,58.10710303,40.01844317,-40.03123969,54.79536867,29.69128179,28.64830566,1.197267588,23.87537263,-39.90524244,152.7412125,-45.63984342,51.4953197,20.52906796,-65.52333053,19.71827348,43.28968398,-0.867404168,48.97956094,58.58859668,-55.5495873,18.98978854,-46.02812243,-51.95103141,-29.75840041,0.023885903,26.69809555,55.67824054,-9.450150347,112.7637098,114.2581698,84.78178711,-68.67948014,85.16854871,-115.449765,92.04530418,-81.8367198,-52.49514568,29.39985042,-23.4617159,105.074066,-54.23663153,55.87118346
0,377.3425165,574.8640531,875.0592479,761.2284681,136.2549467,-1109.14496,978.5121075,34.5075492,-56.84725651,-245.0723018,-147.0901961,-246.5141247,521.9225377,-554.4400508,147.2047829,-405.6146362,468.0745739,409.3927044,92.9396408,411.0766735,-2.528285264,85.27132377,298.6754542,-309.4359951,-55.43812891,-168.6799093,-102.9104131,211.6985418,-327.7175675,74.73587868,151.6932767,-213.1029753,-43.80442817,146.7443949,-55.45659437,-100.2525547,-134.2042804,-265.1427256,128.9884119,199.43982,-94.96958128,-168.6179777,30.66507944,60.51326812,102.9544645,-166.5019339,86.21904021,-92.22111756,50.4730712,85.26177787,-166.7484539,123.3369198,79.9079932,8.78093446,79.37695479,49.89505525,-50.26093241,-203.2326179,73.98822248,117.919447,147.188853,269.6998106,-65.14141708,-116.2102024,3.848508318,36.59530671,-65.30420276,42.08992579,28.08637991,-153.9228535,-5.616516292,-41.49870087,-54.81220995,10.69107502,-250.6979974,-122.7777109,-13.79330285,162.6417322,33.23175496,133.4662535,-9.584362962,-162.3805941,-311.6590361,4.641666186,151.3604057,-148.556924,-74.43378943,-72.51722325,85.53345844,-80.33104307,-69.36646068,-164.393935,116.425024,-145.1675911,14.21721744,97.64320527,-84.48857683,85.30782355,63.37590228,-174.6937032,-38.46943123,64.51797421,-25.22215087,-2.328204647,-145.4471219,38.34231001,22.08533238,108.0565152,-123.5613213,-141.0287961,-17.59991417,-27.13155159,-5.904410093,44.07307824,-106.8617179,-21.59842818,-75.21477983,115.9844692,9.785542413,-107.1628671,-65.56142968,37.64356902,13.62935654,-95.59757781,-35.10215091,-118.0361494,129.9897512,44.75914335,-8.27894416,-1.567575019,-85.3608338,-56.49802444,106.4058781,-63.39954591,17.30365996,20.62792259,-3.451936391,45.82821184,-60.72804544,-36.61131834,-67.54196541,-24.85602071,77.16877766,-56.32643012,-4.13637265,0.849827785,27.105012,-19.38922848,106.8917201,-44.31181434,46.28823639,-20.15571347,21.90547735,93.75371983,24.8831273,-76.44021272,16.33180717,28.10228246,21.64800269,-15.4604206,47.77560516,40.51692469,91.25018264,123.4214567,-56.25379742,87.73765114,29.51647112,19.12788903,41.23680985,-59.44241834,-9.002152194,-50.52505772,-53.51031446,-18.22704417,5.190769385,-43.70884508,-41.36157629,-51.59899588,-20.79622919,80.8402782
