pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20
0,-189.3522269,245.0936993,81.41949442,-29.82180043,-492.0767127,281.7267268,56.76050588,600.201705,-75.56805125,128.1214356,-201.2371386,-246.8548798,-112.7172476,-150.7964853,-115.7395721,11.54708502,263.8605225,-271.9339986,-135.304063,75.52876697
0,-66.41180934,49.94755767,907.126466,238.0387729,215.5830538,-143.1388236,361.2151807,-223.7132521,538.0515439,57.46714548,-141.375591,227.3374323,-303.0765485,233.225238,-17.2762544,-146.6926397,87.27488846,124.9276381,410.4246128,34.12745046
0,-462.4368084,-3.939928742,724.1465163,-293.1128992,2.119598667,31.7420977,-40.71904393,-218.3750289,-104.1756299,-80.93730643,115.4685147,182.1867693,-62.42923007,-334.4327634,-83.35791007,-61.83009819,75.88904295,-116.3703058,155.3692038,-12.62508665
0,398.6449934,613.1479618,-9.127285486,618.5170917,-189.1430334,-235.6948978,444.4869338,-269.521693,-21.57284513,457.7877576,53.42130608,-42.08599263,-35.45037348,43.98904322,-166.8163653,6.165833782,152.2076413,-348.3862946,135.5924492,-30.64937869
0.007,800.3133832,218.3555066,34.73219833,-447.7024642,-313.3089209,-320.3724964,-62.49091946,250.9223111,-39.6690079,-58.93642508,-119.0049931,198.1643144,-31.488144,-90.31573619,374.0035158,-265.3762484,61.31923938,-163.2748361,142.2299299,102.7338165
0,-464.9418464,158.4746674,566.3365824,-144.7298386,143.1888569,132.4056713,-87.398056,-365.0639735,-91.6307972,-78.3748692,-28.19201879,190.5347075,-98.94087942,-350.7766802,-72.24320348,-13.4498636,23.08125988,-133.5066853,150.5334395,9.452653239
0.001,-36.74541881,-152.979964,183.8224208,8.611871016,-361.9023596,453.6119107,-172.7758918,518.6396256,56.21651222,-11.13957847,-20.61275272,405.7466688,-4.476355616,165.8066272,132.1142538,-122.7690605,-295.9738674,82.47456499,-111.897209,52.00539932
0.007,422.5796348,431.1341671,-6.248160825,-189.5479538,-358.9808586,-193.4722005,218.7818263,-478.9109269,105.5367838,-433.8515428,-133.4527101,72.70535749,-508.8762857,-181.8784748,-40.56004726,75.18082133,-472.7595326,116.2869813,266.4491437,-171.593234
0,599.9959648,547.4599273,704.3144205,477.4076689,-545.6799071,-214.590897,115.2860125,-152.3803025,177.7962457,84.87807763,547.1224062,619.1233914,-50.40921376,-213.671278,-106.3542931,-211.8388596,-181.0259889,-147.2547055,-283.4549599,135.0586098
0,402.9137846,271.3880496,413.1613903,55.08769813,-80.59146837,255.2183012,129.4729091,-128.5096286,30.11711329,102.2099757,225.9864377,792.9660634,-3.966261846,-134.7698444,98.72820206,129.4613274,78.65771945,-15.37501218,331.8952085,136.9580685
0,601.4763764,562.2649423,164.2410324,338.6960493,-304.1103297,-143.6424708,140.1720893,-312.286638,135.3926733,553.6128477,472.2423327,49.55186083,446.5065506,1.953997331,-111.7595842,-297.5579379,-199.695957,39.01978392,-116.3339823,-83.03981993
0,-579.4251965,-167.3334645,487.1954577,74.95422504,-122.4830646,179.6342058,281.4766898,-279.5107726,-96.67644245,-312.1768693,-9.345183677,45.37460296,-212.4130553,-173.3088403,189.4463824,-114.4746456,28.82271139,-128.7434598,119.6975186,50.0895919
0,174.8641428,-79.9288986,809.9029438,395.5932298,-135.9444887,-16.78689919,-14.27600813,-42.84675296,177.5587447,386.0018395,246.8984193,253.705258,-9.60315806,177.6674987,111.0547375,-373.9739908,265.6820551,-22.14849531,-332.1745861,267.0314798
0,167.7629444,121.8785965,100.9477097,258.1580932,-491.4484859,299.2441348,302.8954471,444.0148375,25.81487048,58.44846862,-282.2111341,-358.495908,0.483118525,-175.1217164,-258.742465,51.28547281,340.4133075,-365.9849603,38.19770443,38.32050048
0,271.4232291,-6.860808476,721.5552369,349.5190763,419.1785024,393.1245312,356.5509689,-66.44789422,27.37511128,260.369916,-190.8118193,101.4910787,140.5140438,576.2645129,337.4265094,194.1674567,217.1574032,217.5507208,-94.74202222,-157.7633791
0,157.4075012,-275.7336565,-287.3902716,-295.5719549,-133.2183054,-237.502899,-181.3130084,390.089162,329.5725314,55.08783213,220.2991867,311.4516844,-16.73182058,-39.15540556,-32.73291635,73.52357029,44.51873061,126.5361496,-123.7577464,-26.60070548
0,270.5293808,-96.06401344,259.0532414,168.5452245,32.50181067,-194.6649477,123.2397822,23.68414534,295.9905674,220.1798632,567.352747,49.0152644,5.318116192,308.0535101,155.1221824,273.1247198,245.7615901,-83.68726227,439.6413398,-1.902960294
0,462.3886713,162.1601515,146.6312793,-233.4333107,-203.3598746,337.7823068,174.354691,-220.6503848,-64.17001791,-66.79394588,-105.3218788,592.4228464,-96.57167233,-44.76489314,54.88516476,105.2492735,-133.089495,-237.6328138,188.084551,-5.079001384
0,-195.4850955,248.9758701,206.8989454,197.0079711,-35.61924435,-507.5430051,52.78976174,-47.59155158,180.3038941,-284.7536272,309.067641,-342.3965022,-248.1064805,64.28008577,-174.3967889,60.17708249,-59.01969381,81.34256125,-46.81495262,-27.01732392
0.014,417.0692212,-281.2446049,26.60179985,-384.4575394,-136.4420421,-156.8517313,-145.3854575,-18.77460142,-95.30880698,97.80300822,-38.14311957,241.7682574,-298.2979851,-164.2598081,-102.6789285,34.90658983,146.3117759,-84.95637566,-127.8100731,-71.2002599
0,611.2388129,1083.74272,25.04805267,595.9666553,-397.8911761,-286.1662121,454.7124638,-388.3306479,-193.1598528,203.4425591,60.35274962,472.8925561,-199.6675914,93.16361572,-346.7534986,494.7294976,-453.100412,-38.90277686,-89.34727878,-175.0153945
0,477.9821278,-142.5814041,175.1429462,-192.9940025,-41.130966,-124.2867515,21.85298958,306.7781335,-108.461907,230.6284388,-194.3732167,-375.3469922,304.7832951,-279.3153746,-176.0427084,-9.81390182,56.19671413,-170.882621,-124.0283478,44.08120496
0,480.0820997,91.03903252,-277.0416507,-315.6868788,-143.4779448,-374.8442617,-71.63528834,212.2575093,98.60770068,-49.79703336,263.5807255,17.74507112,96.10651244,76.57070968,280.1573884,-168.1427884,46.10056913,-166.6491079,-16.97763573,3.523825067
0,432.3374511,737.9121943,128.7164108,608.1863122,-43.00814676,-277.8048114,151.24976,-284.7373304,567.6646489,531.3165492,156.7667929,-73.62285092,193.8209112,190.7317912,-148.6843003,-229.6930785,-71.41174799,-257.3657592,-29.42002449,-129.5145876
0,-541.1119415,-196.0336549,503.8124582,-14.70237841,-316.3924241,143.6732509,345.8255105,-41.40923589,34.42498,-311.613326,98.79201301,1.390999363,54.66832936,-14.9780547,331.3540876,-135.9701967,-78.66082433,-178.3970722,239.3756306,60.67958119
0,-110.2179124,-175.7597375,486.2316802,637.441844,110.7533032,-37.61433385,105.0772782,216.9770821,27.70564809,-238.287089,-250.5201908,-357.8581985,-247.4421597,-188.9895057,-123.0817181,77.8940035,295.1994504,-117.4768711,17.07526181,-251.1281209
0.001,-412.2745282,-455.1527696,443.4094436,-96.76885645,-397.9748234,-53.48042966,322.5378751,1.377624063,-91.03312892,-346.9352136,-44.71229316,66.97551463,80.96670952,-51.31478497,261.6728685,-205.7697028,-39.52983328,-2.124513004,-15.41191914,-52.54753099
0,190.0936876,-354.1807798,558.2762739,468.9374475,384.5304659,129.145313,107.5272931,104.1034865,342.8465376,-56.23103917,74.79734358,-158.3697946,-119.4280791,321.4258154,-15.19793343,-372.8948973,-226.8482593,-155.7922633,71.11096061,-183.371162
0,393.6370572,253.0117721,393.7831087,-353.1764692,-463.3427913,-194.4303873,499.3982448,-230.2579044,-351.6575791,580.1335769,404.2702772,371.2488513,43.42786388,285.3808977,96.02858899,251.8809436,24.07732351,101.5166259,174.4827565,-5.044868006
0,-381.0478675,785.8610472,203.0379833,-120.9052101,-199.8960163,-105.8013216,-567.3259612,212.1613383,-309.1323953,-183.4019411,-274.5049139,-40.50749837,53.67896623,38.37486058,-82.75355797,-92.52059342,104.2853849,34.64744839,-82.9218302,-118.9247249
0,246.3908269,532.6910199,807.7494849,236.8297006,-565.8752284,-224.7124036,-193.7231868,130.8574679,-122.8684403,-232.3138548,-138.3866931,321.6094431,-189.5718629,607.3690454,-64.18872336,-54.04179275,57.46752655,20.74722753,-109.2704784,316.8314431
0,141.0116219,187.363762,-38.9898685,196.1741853,-576.497647,414.8072811,-117.3585587,200.1415517,78.29655901,-51.95964302,-493.5907431,-238.8568635,43.18560914,82.89802579,-171.9469261,137.7468911,-94.24814941,23.21810127,-30.21566568,31.49856935
0,-560.1845446,-146.206781,427.7274757,5.626214471,-288.4377963,282.2132536,363.3339183,-196.5346208,-7.606455373,-299.590882,118.6328397,-67.56970202,43.57140127,-74.81033554,288.4855668,-238.2018679,-106.9744894,-39.99219868,215.9939564,134.4987727
0,81.83232527,181.8267538,777.4632325,332.0827757,-79.43225278,-111.4258207,86.55797024,-253.375036,131.6651334,-117.9428052,-25.20244924,75.95439558,-136.7318002,18.90024368,-118.2952287,-12.02129485,301.3322235,47.79426168,239.8617843,144.053346
0,-608.0138335,40.98567368,432.0254416,129.5488424,61.03243238,222.9243107,276.7114062,-408.6051163,17.61589071,-312.7868147,-125.3777495,-4.154209502,-145.690286,-184.0643706,42.09058421,-138.7757145,-36.80210283,-35.13065744,307.2359564,83.16957372
0.001,-352.4275995,30.20409683,636.3495842,-177.1070206,-233.385524,192.2734483,107.8401353,-119.3484535,-53.56256755,-139.98577,238.2517251,-22.91024276,-80.50962828,-131.7380476,195.9078532,-129.7931789,-30.94865946,-148.3063998,196.7466555,103.773937
0,-140.5007046,-8.622391141,-8.073447867,-61.99954265,-334.6690428,321.0826391,-173.1474998,5.160495221,-288.328902,162.1694875,-181.3979832,-373.8061101,-252.1659314,-245.4123737,-195.6207301,266.8830242,-30.36522362,-107.3129357,-123.7288625,-17.03532656
0.002,161.2091886,-195.875617,-393.8040976,-233.3935133,-126.5866795,311.436496,-249.5086597,60.56786066,247.0650723,-247.6277753,-247.3303822,599.089353,-97.73565213,-100.6551325,71.62772976,-108.5750956,79.03961976,163.9302515,-32.2177015,57.69905778
0,-26.55758767,75.51979579,597.5141791,-341.8351749,-49.93088059,-161.1242338,224.3549028,-298.8631587,173.194296,-11.7838503,-34.94437217,281.3398012,-98.31694057,-71.55652981,-54.15901162,184.0446267,218.3853504,127.6536465,217.5423398,229.6907017
0,-287.6473829,-29.7221049,592.2292264,306.6574344,-104.5901739,-89.51365078,154.6268492,258.3708921,39.33030473,-274.6126799,-55.97856717,-94.98943466,-377.0525209,48.13291779,269.592208,13.76704281,45.89654671,-78.87221027,109.5427722,-68.41356991
0.001,-109.6095918,18.21504704,453.8583193,494.8246707,134.2978244,-508.3612896,125.3951569,156.5486661,548.6248783,114.4721935,261.6203605,-250.0325797,-43.44348426,-200.4817476,153.9219471,-32.57626851,-159.0184637,97.17913712,78.77408622,-116.7765269
0,-52.11725604,-539.2489609,427.6077107,-11.22402136,-34.48226113,-237.6326958,230.3506545,45.22271886,-167.5977019,-395.7162297,-27.24230112,-97.08678771,-43.1799856,16.05685662,362.5527743,-43.40496415,-125.7163659,-218.5744674,30.91127613,161.3715992
0,-105.5406254,227.600063,351.134598,-431.3021356,-71.23129715,-70.59304941,-320.7725882,-131.8007774,192.7794056,158.7993081,-75.67650013,209.1428307,-160.9783821,138.1034083,-43.44845436,295.6041196,-157.2967585,26.73664035,151.2987089,156.9491761
0,640.6199912,-58.64316177,-644.7174415,256.0833174,175.4005249,83.45237807,-123.7808463,289.9751589,194.5806143,-155.379412,66.93100667,368.6770024,112.5634584,11.9128406,325.8378,34.59430213,-184.3605533,-62.3839594,-34.47294503,93.24994747
0.001,827.4613942,319.6442233,92.87942883,-613.1379231,-29.58249543,51.90417682,-118.7061774,228.1327759,135.334637,23.93898184,-65.54285716,-5.637958854,-303.9208008,-28.6412204,158.4386398,-223.1423946,-207.9451399,-23.28996378,-22.73362183,127.827546
0,-87.82893095,90.17283075,449.4146314,-30.78492603,44.28834882,-351.7662659,354.2960754,81.11323433,337.0359207,-20.60961017,-39.73751609,-238.2989138,-213.3218333,98.47692296,-78.55623294,76.62556839,-104.4728149,58.19098382,405.0220035,-14.96263375
0,381.6325964,-48.45642481,438.5569338,641.9108378,412.8771584,473.6201979,-56.94375624,-127.7153965,137.8652248,157.0046382,-116.8270475,160.6061203,114.1041299,330.470384,-65.51652747,134.9527582,299.317077,224.6301406,79.47326839,-400.3085509
0,20.97310457,115.7969627,-41.76206176,-65.20866951,278.3787647,-387.9373854,429.2523066,204.8254317,288.5789445,62.0789213,446.678069,-53.72681207,-282.8393833,-232.0754423,-363.879768,-139.9827019,-117.3061697,-175.7774717,-52.81736962,-21.06804271
0.001,238.7332677,-184.6567998,841.2031546,178.7479675,-239.3088919,149.8612663,-134.6003386,201.2740099,204.4016459,274.0707376,256.479515,159.0269499,103.592772,118.1265423,52.29672761,-340.2757582,41.54678954,87.4244733,-129.8145497,-139.8945136
0,532.6050945,142.4219347,650.9072301,-115.1283409,-205.5240373,402.8223164,242.0691362,-105.5837645,53.48560134,-210.4180254,-192.7940497,602.2423989,-170.4984415,9.591382542,351.2175414,422.043891,-390.3648222,26.93184885,0.395039968,92.05247909
0.16,-303.0897299,-246.9810247,-481.5220545,229.4338913,74.54024794,192.8064907,191.9058565,-426.4313247,-9.764322186,-81.9869319,213.9513486,109.39666,-115.7698461,216.7323617,-13.8344597,-29.36637919,241.0856727,-0.299768047,35.88913161,-52.75434033
