pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98,f_99,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190,f_191,f_192,f_193,f_194,f_195,f_196,f_197,f_198,f_199,f_200
0,-189.3522268,245.0937002,81.41938456,-29.82169858,-492.0764116,281.7248127,56.75867006,600.1942592,-75.54918835,128.1476355,-201.2886705,-246.6928609,-112.5710136,-150.9589429,-117.0202724,11.8299417,262.3650268,-274.2634546,-126.3199618,67.20777644,131.2940418,95.97805473,157.1147859,116.7283132,91.07141299,152.3506972,-104.7651755,80.90413768,38.12790025,93.82987302,-6.203907615,-248.8346209,14.46204533,74.55019118,-54.18936542,82.13525122,71.18866607,-2.031876656,-87.76395886,-126.414496,-10.14162741,15.87822898,41.04972781,-47.80507436,42.75284737,51.26800952,-133.8516381,78.81648365,-44.32730273,-13.46234642,199.8754801,-123.6693829,-54.0181878,-49.939229,100.4857791,-16.32661889,73.21004111,76.46264049,8.839490298,-78.35896271,9.098092733,-54.36564094,-153.6247831,-78.73681136,174.2383053,-35.36302223,-4.218739188,65.01329261,-126.3171823,-4.636187014,1.278148199,75.27243081,118.8060674,81.12357621,-4.617588508,-16.73457813,-46.61119396,21.19960438,53.4690074,-120.8763385,26.02265004,-13.4964177,73.69138392,6.129557796,-88.29835586,43.16504589,-53.18630179,-22.30655086,72.84293579,19.73675759,81.3582935,74.34578952,28.82660656,5.289263792,39.73983783,-23.67358826,-49.3172921,-54.40724795,17.57597098,-47.26172209,4.264819983,-40.87219939,72.22678303,-40.80541976,-15.70677635,49.3282214,37.97048301,31.61774786,15.78316023,44.955512,12.30176693,14.52147184,-53.52031648,-11.86829207,-53.30681974,-83.90781098,-6.846470949,65.36215375,82.09444836,24.14809335,14.47686178,27.69924664,-25.58788761,-71.75505155,92.85310875,-39.06749447,0.25353277,87.897906,0.353423057,-4.011757283,-52.33156382,154.5365562,-2.00617014,6.149100664,-55.35343302,139.1082101,74.60283706,-53.69118738,-1.088899457,27.6912331,-29.72431685,105.5805749,-8.111130495,-42.75850294,-83.36849506,-54.70242436,-56.55745323,-75.91940726,-53.93834972,-23.20491526,34.1880449,1.083238533,-0.355893195,-0.248523398,0.095075236,-0.008564455,0.107076791,-0.519969153,1.363148427,-0.532749162,0.36433113,0.173061031,-0.779704685,-0.402010809,0.653784916,-0.427554912,-0.060198247,-0.231395363,-0.574814821,-0.08235708,-0.512271671,0.881085982,0.55243343,0.347353465,-0.562106149,0.465975006,0.763492337,0.037276681,0.399473403,-0.121862293,0.00648019,0.437630444,-0.492778632,0.475514949,-0.067586017,0.251861214,0.792736909,0.651281174,-0.525025374,0.101223753,0.141135994,0.370905501,-0.111496089,-0.503610737,0.62040792,0.289953598,0.247723126,0.486426306,-0.068386332,0.102893927
0,-66.41180927,49.94755587,907.1264707,238.0389785,215.5833256,-143.1391473,361.2164772,-223.7105601,538.0863483,57.45021186,-141.3555958,227.767854,-302.8349465,232.7648118,-18.56919731,-146.895462,87.18149795,123.6008312,419.5875705,35.2641807,506.4259905,-94.68578189,262.9898781,331.9691692,-136.1076587,446.5928478,12.00047653,-201.2551764,-193.8600689,205.4548263,-225.0213789,-40.0643758,162.852412,-126.1599765,-192.9198853,-38.72138749,156.3580363,66.93876607,-116.3353971,-91.24406126,-65.4591793,-84.8288063,60.2907838,-76.55020588,-35.22095147,77.91707272,-51.17274967,169.5112707,73.99546867,-226.5744638,7.66745685,123.7291282,-30.82027623,-148.6234124,-154.6000649,-76.13153452,126.0467338,37.69687103,83.49378246,71.80779015,-132.8779616,-191.4856651,165.4557324,-28.17915629,-188.2576093,-14.92913222,-100.0557875,92.11986301,-86.65201931,40.82855423,86.49075978,-21.50293058,59.07147372,-4.432966873,36.49132687,-53.03084393,-145.0898206,-55.44118111,84.49276731,-1.063323457,45.7721337,-38.08499563,-26.46156166,167.8883386,68.02253941,-76.02979091,166.8222024,52.8947026,117.8956018,-54.32739002,142.0833692,-74.36450442,-7.4447359,-107.5334421,0.339692061,-13.05583991,56.28411434,37.35042263,20.48729073,25.70085616,-3.158274953,-176.5765985,-8.482773916,-67.29148388,-5.454259562,95.29800219,56.77237701,-18.23815518,98.70859724,-18.96486063,-7.59740579,115.9494906,119.095956,-11.45934779,-55.87670256,79.78354927,92.66460359,2.814223795,90.54723121,-38.47401064,-5.201658515,-13.61894529,9.276687998,110.3830542,-25.59378949,-40.14634744,52.96591435,88.60884456,11.72780393,85.2461421,21.60548011,-17.95175433,104.5747102,24.76057278,56.51299961,-46.24546928,-60.76853356,59.71723691,-37.21103822,13.41462124,-58.61489923,-31.22092843,-92.02724654,-77.54055708,-35.06655585,-79.10460055,-35.41821191,-18.30303341,-2.109526879,-22.78249198,41.81002131,-4.194859197,-1.499187277,-0.691163979,-0.1647325,-0.205199107,-0.693559623,-0.387846654,0.289230957,-0.452341586,-0.641271707,0.207624971,0.366716532,0.26962548,0.068250803,0.2685639,0.006314904,0.183903474,-0.31207126,0.390467465,0.826241917,-0.050779511,-0.100212618,-0.026481288,-0.106880933,0.013836064,-0.243302555,0.094984936,-0.275107486,-0.329115209,-0.033239683,0.074937256,0.393394191,-0.559128878,-0.026547225,0.014761186,0.467245538,0.081920994,0.201357534,0.235370251,-0.01610994,-0.270314147,0.205515738,-0.428779499,-0.101199116,0.089205005,0.12281618,0.567434342,-0.093825759,0.046948525
0,-462.4368082,-3.939927845,724.1464064,-293.1128208,2.119790281,31.74046559,-40.72081532,-218.3836061,-104.1661191,-80.89608632,115.42153,182.2880333,-62.31989213,-334.5731573,-84.60524333,-63.23839167,74.92905974,-118.4794234,163.7627301,-17.64797373,-13.80905945,-153.246423,-131.7781285,71.71304266,154.3562073,6.116811254,-67.32593421,241.1140074,100.7562403,49.35966794,17.24297671,-134.0486343,-55.61117089,-93.11441998,-42.22812098,118.2700941,-169.1677766,-118.7661577,5.43189193,-83.32342119,-24.19455445,202.255324,0.32912159,129.519681,100.4132913,-28.43401037,127.9065154,65.30097228,-3.538817008,43.70908132,-47.62148766,-1.314938571,-73.14733107,20.78254471,-27.68546393,-149.164782,27.64577479,-11.95146536,-47.73650633,-48.33495749,41.57190161,3.452568236,31.13336082,-54.17574185,96.98425462,25.3562504,-65.48674539,62.5531577,72.75955138,-12.1054801,-29.19032346,32.92122527,-53.10489602,8.909012939,-46.91427325,-38.66385389,16.78893517,-7.569828695,29.202849,100.286586,23.11199043,19.97634367,-43.59348196,6.690901873,-32.88743727,35.790978,-28.91744174,59.58548456,-59.32033195,60.99001846,10.93716263,-22.35322286,93.45281323,-62.2723962,53.29304349,-43.73682058,60.23742839,-12.51973912,29.76899637,-39.49745865,86.36370147,6.37980022,-72.63210134,-54.56764471,-10.07492841,-6.145306764,100.9138004,60.81402415,30.81594421,27.9114898,101.692671,-78.68940302,54.67630075,23.04387808,23.5002493,-22.84980407,-37.45282019,18.97220122,-49.26840268,-40.61601729,-66.6120656,-55.93516047,-28.49946836,0.953126241,11.43641543,-12.93363429,7.924591748,60.22171182,20.99855795,29.18491078,-28.02243598,14.30643228,-31.10060395,-17.65923798,-18.47712456,-19.9489777,4.157703635,8.446646207,31.79451266,7.761428875,-16.0062387,16.04979102,52.2013975,-12.91934422,14.43021245,48.13087646,-26.79791107,-46.37706074,32.51391907,-13.45565522,32.04613259,-1.713748517,-0.762453819,-0.861669408,0.237956105,-0.334009005,0.158507018,-0.928145997,0.527032761,0.237997543,-0.147697626,0.607244136,0.568644448,-0.499355963,-0.09594378,0.101021814,-0.431819886,0.25927423,-0.075649077,0.1378681,-0.11196531,-0.512414885,-0.256645744,0.334623608,-0.127325767,0.812131275,-0.600318072,-0.656964477,-0.906550019,0.252284717,-0.224802547,-0.676273108,1.175039597,-0.416354158,-0.419605144,0.081237931,-0.490897651,0.183932185,-0.532555582,0.263650933,0.168967222,-0.572470803,0.079367445,0.021832718,0.119831616,0.128465606,-0.60336759,-0.353299557,0.094692164,-0.101109235
0,398.6449933,613.1479634,-9.12722508,618.5169726,-189.1433553,-235.6938329,444.4879432,-269.5172363,-21.58420733,457.7756464,53.44500845,-42.33472039,-35.64034794,44.19718412,-165.5820107,8.212761145,153.2964204,-347.0547447,125.3793152,-25.71544415,268.5128571,-316.4867391,334.523948,-104.4310534,-404.2740799,-160.7201664,-0.410500278,100.3627227,47.04726124,-135.047755,-3.849104561,116.2232286,-99.67143194,-73.95709854,-98.10081288,124.1781092,79.32304992,-161.565992,-60.3431322,-67.78608572,-97.50376175,-70.68299174,4.048695344,185.7147337,39.71684022,-28.99271998,-173.5236796,111.4679525,-142.951682,-42.39416741,31.87909523,5.996902965,-33.86157663,88.52015828,10.41063685,130.3342347,31.56603799,-113.4767482,-73.37509678,83.71428212,142.6641864,-36.92832637,84.80271607,61.00223256,-41.55406692,93.78858342,-5.096701624,12.53057114,150.1422149,127.1780273,59.79133818,-35.87697249,14.28548738,35.62667381,-52.75072883,35.24714823,93.00483857,-2.455007193,44.31834587,10.64457592,15.34526608,-24.94702632,138.5408065,49.97042198,35.17145911,74.33186585,32.61862394,72.49527624,46.53542369,-110.7132755,-26.96932612,-83.51229353,93.97692815,116.0434808,-2.241815259,-32.78447303,-9.111024569,-78.13162153,37.14121654,66.69202369,-110.2652582,-84.55415653,73.99675683,84.51681899,17.72577029,-23.71375346,-52.70753386,-34.17185658,30.10972695,-34.29418521,-44.70851985,-20.98633053,-17.97363176,-47.39616164,13.50238105,-44.54121286,-9.003266618,-10.76493264,21.25426066,18.98180245,-37.16759635,-23.40734828,-5.53243857,20.53429926,-35.22877284,32.76005292,12.42694646,-3.146084235,-73.90150635,-65.53581876,-46.26958393,83.94707571,51.99993136,26.75517759,-41.66042567,85.1903061,-12.99390142,1.347793777,49.88103629,-9.726144483,8.198470107,-29.36753154,-33.29909436,-42.89008958,-16.85529725,-24.11265987,-35.78629906,40.21454716,6.51546006,41.09307556,-90.0153599,1.383893709,0.270982036,-0.348914933,-0.375096928,-0.042769239,-0.873919402,-1.142597892,0.047481989,-0.537734135,0.251938652,0.341557761,0.321447962,-0.094691411,0.305293646,-0.062316908,-0.70391576,-0.025802179,0.446423886,-0.312088892,0.177494206,0.002023184,0.164181372,0.068645575,-0.066359495,-0.681341949,0.414802503,-0.19547373,-0.375300643,0.080246877,-0.443819445,-0.467117312,-0.546582829,0.270057321,0.164006144,0.391778176,-0.372140149,0.041983989,-0.849983249,-0.452122624,-0.013927942,0.115718896,0.04852531,0.061219335,-0.132072156,-0.167743388,0.042070709,0.085799462,0.126247579,-0.660996514
0.007,800.3133831,218.3555049,34.73221908,-447.7024037,-313.3087895,-320.3723378,-62.49035516,250.9224217,-39.66640349,-58.94486378,-118.9858039,198.3013455,-31.40772356,-90.35899213,373.6796425,-264.9325198,62.83953682,-163.1200837,140.0501655,106.1868218,-74.54922712,121.0990406,-129.2355006,57.65788557,-15.96331313,0.735876547,-19.63335281,-24.4508391,-114.4249483,-47.07882494,-78.94024615,-110.6513016,85.00639243,34.83556367,-50.74044447,-131.0470374,-214.0529423,114.0489068,33.17511833,-131.8242611,45.01889026,-55.55591578,139.1546144,46.52553108,-46.35990135,-81.20736825,-16.58792311,74.63831679,55.45399128,30.2176377,-72.19326848,-99.94403892,56.31680458,-92.99778593,-55.30775827,12.67838939,20.09150679,-34.25597421,27.89632814,-79.49516795,63.83613959,-70.9287701,-135.2813595,22.64728095,-46.59833171,-4.234572443,0.929752236,60.14067001,95.21400692,-78.51343734,9.70354339,27.02974665,48.77065349,-134.1356598,108.8576325,101.9293013,60.42927499,-20.06692598,-50.47687502,21.79887592,14.71442233,107.7091646,95.08197444,81.82419724,-53.64745148,-121.4770497,-118.037426,-68.75121182,80.43483088,39.16120842,-3.664722696,17.54089829,-39.56117823,37.60346756,65.05736517,10.97324551,-20.74564483,37.55410171,25.9010685,64.81436889,-5.910884282,-2.3200206,-2.933831569,29.00558118,71.29661181,-3.553697199,15.20345593,-18.66732915,29.68043948,22.040117,5.587357232,-44.07350245,14.85248739,-7.367917096,-55.25408303,48.27154052,-59.50872553,-34.85085168,-28.38505893,-62.22535887,11.21521835,-26.17852337,16.01343117,-55.62759868,-23.56963721,-0.026542416,-54.60499638,8.564694673,68.95408368,-25.82954519,-57.35556779,45.59404805,37.44242463,-30.97277181,-58.68063553,37.9153259,-68.94166315,-54.86810917,-7.789029878,-0.471774262,8.079137307,-110.6705587,-3.635444837,-12.42331776,-14.32439961,3.345115071,-2.778796141,-18.39116079,6.118866736,62.28347031,-10.89556944,-4.921677826,2.397668067,0.435816855,0.142440937,0.470405548,0.329073965,-0.518738067,-1.281544045,0.640999161,-0.422170119,-0.13761873,0.137457865,-0.033589041,0.112053759,0.726073064,-0.119074102,-0.383651314,-0.186165811,0.430756056,-0.167379906,0.014338291,-0.423495691,-0.078454835,0.585725051,-0.369835921,-0.098145876,-0.210102662,-0.489909235,0.676607735,0.0476551,0.038338909,0.46131089,-0.158247029,0.125414171,-0.630525517,-0.394499098,1.101677273,0.249230467,-0.526266935,-0.083742445,-0.646451231,0.668042307,0.075512159,-0.325611377,-0.048228346,0.070195802,-0.334567027,-0.64914018,-1.013368563
0,-464.9418463,158.474668,566.3364873,-144.7297783,143.1890064,132.4041882,-87.39993917,-365.0712482,-91.62103324,-78.34013329,-28.24293843,190.5847702,-98.87626199,-350.8899744,-73.17020829,-15.06253468,21.91987629,-135.2462011,158.4672636,5.356613388,-46.95863074,-67.09495123,-135.2491621,108.2199015,281.0066477,72.90217434,34.63907461,168.8360422,109.0932211,32.20003389,92.99416847,-56.22052539,-107.7217121,2.903038938,-86.12061424,96.18426197,-170.863335,-16.75745146,-18.12569941,-73.77560219,14.78252728,253.9771416,-45.5900205,55.31781643,99.10079261,-4.843236813,68.74053766,39.22426411,-33.51590088,16.77466695,-77.32538598,1.648095614,-103.2477688,96.29659445,-25.94342311,-68.92241651,92.38026377,13.87153221,-21.25100535,-53.50965824,29.05317928,20.00440286,-27.45157455,12.80470043,-6.971999634,39.50951075,-83.02564409,-25.44723736,54.69048673,-38.51025763,-51.18890391,38.57707663,15.41540574,-20.9728815,-49.39053346,-57.34288689,7.152734108,-61.66300896,29.69884299,100.6394184,29.68828245,-10.94006969,-14.07578884,-118.7186104,-0.571952722,-1.325281755,-25.06691343,-0.551937906,-52.955314,-34.02267912,-9.635625711,-9.413301619,-28.83194977,6.371499283,-14.86154223,-0.439415527,32.86041444,0.11458897,24.93830156,-26.60902642,-3.635592649,-27.06573124,-21.6089594,47.42406984,-2.669962106,6.122577964,6.484530526,68.0179366,11.3340919,51.35054632,32.26280378,-21.88151027,-38.29453456,-66.05036931,18.63110871,-4.948223343,17.38485184,-12.50905545,6.081735347,-89.23707812,-43.64707885,-27.05909558,14.05127763,-16.71560023,43.62713402,-25.20508124,-29.11831332,36.65564944,-47.91013041,-52.1332872,-11.4819912,-11.63112866,-27.3057093,-18.5634372,23.11095506,-22.115244,31.42438206,-4.326616119,-48.70428805,-87.37554465,-47.55924208,18.08550595,-80.34164698,-56.64355142,-2.262967483,-49.90377296,-10.46743914,19.46868055,78.02129571,6.491635763,-12.94230948,-0.982672737,1.675101197,0.872621192,1.308506931,1.773641109,0.145860615,-0.369535748,1.137158139,-0.042383358,0.588514399,-0.196880081,-0.806644832,0.250985515,-0.57116206,0.67442889,0.814100421,-0.459384986,-0.139880519,-0.302248974,-0.408704914,-0.500692738,0.174562911,-0.693299527,-0.433744789,-0.547179023,0.0913201,0.325660031,-0.002595836,-0.360424094,-0.472561537,-0.211187031,0.030407,-0.13734841,0.442623829,-0.709912905,-0.577480397,-0.455621081,-0.373943826,0.11597804,-0.392961846,0.57712792,0.139334238,-0.30712752,-0.120557759,0.30773345,0.42133261,0.798920549,-0.222413497,-0.355005516
0.001,-36.74541874,-152.9799638,183.8223638,8.611917097,-361.9021316,453.6111489,-172.7765278,518.6348131,56.21711114,-11.12271506,-20.62633463,405.9032084,-4.359324375,165.7068431,130.927996,-125.6712071,-295.9310073,81.06926036,-105.6206232,45.2797417,132.0024998,141.6867012,-209.8214046,-9.050619748,38.18902723,-60.39261238,-270.3025778,-45.06053691,-62.62335941,11.62535349,-20.33298199,-244.5809196,126.6160707,-67.96205747,54.70607306,-42.24384637,84.80411127,5.679380538,28.32536134,99.95967513,-39.38123686,-31.5208025,83.84669916,57.41351358,28.32561821,37.38689573,23.54275558,-20.05082368,5.109678096,39.05852865,-83.47117279,-37.74272958,19.35880777,-82.44031257,-32.66418613,139.8190648,-27.26974036,44.29259514,55.90433275,-88.92124384,-18.13184281,-112.0368842,50.68171819,-52.60802448,-60.78333067,7.223879125,-71.01471219,-38.77121427,64.46723437,96.69307039,91.47285742,-55.0605699,-194.0086158,51.56111264,11.91301297,-1.708611762,96.6709638,-16.25206832,63.91818867,51.1943448,-24.54129682,-13.40308301,26.42130088,71.86315423,-66.6745179,-60.2663632,-112.806393,48.27782513,-59.07918597,36.67547925,-11.8189899,112.4316378,-60.40064397,75.02388005,-51.62862493,72.80243214,-79.67369173,-34.49896919,32.62904116,-26.51945344,33.89500243,14.78966497,-28.50044152,72.85393008,47.54040107,37.39152423,-81.51904309,43.46106153,27.80440517,0.462067634,-18.25251536,0.192628047,-22.60297494,-81.75051431,69.88633424,53.46817853,-38.41008485,23.38495321,-94.70425816,-28.14941458,0.128280179,-41.62771119,-67.26253016,51.77355875,5.569946786,20.65747884,-14.32067737,39.0184251,7.219467396,-18.03738987,60.68959733,24.64110481,-16.35292639,-51.23590779,22.56144062,-17.47143443,-12.39409752,-17.68718134,-47.51568217,-46.68478184,30.91731516,38.65408764,-50.47866993,-49.52867417,27.93375241,-24.8405429,40.18541891,-6.645727697,-37.84657069,40.02720822,-18.41941374,6.828842253,2.96219256,1.186113104,-0.105604181,-0.010816943,-0.285339514,-0.200741458,-0.301003127,-1.430441105,-0.920408508,0.653154612,0.477383585,0.665651939,0.776710381,-0.278680298,-0.056466217,-0.217863199,-0.676884345,0.356956123,0.18417543,-0.380204686,0.870395623,-0.06460415,-0.934284093,-0.091933321,0.460565893,-0.087978154,0.037011714,-0.012063147,-0.273143986,0.408156163,-0.068126304,-0.193149874,0.227081744,-0.113721334,-0.305395704,-0.082683814,-0.278034214,-0.243060458,0.352738411,0.034652696,-0.675377428,-0.491389438,-0.258035655,-0.404552924,-0.098518307,0.276307467,0.264900501,-0.056318537
0.007,422.5796346,431.1341662,-6.248102438,-189.5479558,-358.9808459,-193.471117,218.7835659,-478.9103535,105.5221903,-433.8569126,-133.3927962,72.83390281,-508.8066038,-181.8670649,-40.80966836,72.46460634,-473.3627899,116.8133299,262.9478731,-166.4930889,24.08617179,258.403257,-75.77647262,79.2227124,90.34284643,17.51759987,187.1401332,52.74402524,-161.8312229,-91.22971497,-61.56419235,-255.6195944,209.8591468,-280.0039686,-20.12214642,-66.54167307,-222.5754184,-137.3454532,82.83395192,139.8921402,238.9078669,-157.7656544,-46.25076962,251.9727854,133.8839854,141.4522949,-50.14695198,61.82136437,238.7725761,-10.51664553,-4.67425676,227.1559722,61.26449755,264.7987193,-147.6048817,-4.61759164,-76.87515851,200.666474,202.0802341,-137.79412,92.22533012,-1.384400222,47.76715476,-6.658396357,94.0274965,36.06345269,17.96290629,-76.61231622,-46.96470773,-45.09364071,-59.55612123,-78.4061104,-67.97311325,47.97802982,-73.19875341,64.34730901,51.73489092,127.0991786,59.28463063,-58.6069844,49.16071614,1.716057673,2.24969563,-80.26901096,-122.1860412,12.09225234,58.84039732,118.2444891,-2.662219468,21.59891551,-62.68798351,41.66947407,-13.39118482,108.6822534,-91.99864738,33.73265523,-150.8628668,16.32687756,-49.27695737,23.22614544,1.003776902,27.79458388,34.73087938,-7.357761177,-59.22921857,-34.94530338,14.08732888,71.80377871,-38.44218331,182.3062099,-55.84451183,114.5538175,90.40978465,10.99153609,30.03742551,-28.39624901,14.76031671,-98.4467598,13.20968419,-14.33073338,55.33590038,-41.31344328,-53.99888384,-54.18050099,27.05968901,-6.205391176,-53.09898006,-2.922140807,-61.90456367,-33.00849728,-18.63030679,45.87446425,107.0061686,41.45005288,-37.49855128,-16.67538297,45.80759839,16.8480512,110.5971636,27.92626937,24.29643813,-25.85932864,-55.94854236,17.94720346,-27.43078366,-8.250013139,-48.58643641,34.42606379,-13.87501839,-10.89948624,23.46962959,-1.78910736,-2.352841491,-0.777559298,0.321208999,-0.089464089,-0.397436328,0.002056996,-0.215619163,0.265466019,0.056572361,0.641456911,0.07105104,-0.231265053,-0.197152733,0.170960174,-0.328323271,0.387675639,-0.653223724,0.020600326,-0.328541817,-0.076260304,-0.175161775,0.319028468,0.270790275,-0.081253787,0.319195151,0.159273663,-0.119168834,0.177479295,0.264576559,0.239057313,-0.375545121,-0.229447644,-0.43949142,-0.257429841,-0.0613551,-0.463095491,0.103889754,0.306324542,-0.139068574,0.631279301,-0.139577852,0.37720994,-0.921585221,0.281297747,0.833344706,-0.181004896,-0.261308268,0.418793321
0,599.9959648,547.4599278,704.3144369,477.4076013,-545.6800462,-214.590515,115.2862129,-152.3805911,177.7808906,84.88338536,547.1348884,618.9897504,-50.44268782,-213.4722957,-105.9912139,-212.7662614,-178.6892403,-146.0554904,-288.7597155,131.0697776,35.34674602,58.36567715,22.18554174,11.04087066,-237.5844283,171.8330982,-57.10519983,-267.4114525,-156.0451168,-16.58866651,29.26048573,-66.4732891,40.74047182,-14.52884076,267.78972,109.7783658,-105.0714096,-145.358451,107.1948587,-56.86421554,-152.2139397,-64.45358516,62.91093705,-31.70136978,132.813394,-70.60255903,72.78575534,194.0056695,97.80749322,-8.33542769,127.8381514,-100.669036,-59.09591874,-21.51287664,91.55781698,-20.39791389,158.3544267,38.52350958,-124.7791253,66.03760326,13.43866703,140.7241731,-28.87813606,92.02482415,98.66832363,55.54087948,-33.05259678,-21.18716029,-35.54169228,-11.13583356,-124.370097,12.07449029,52.33293295,33.73331317,-90.42573167,-18.58051649,-65.22499928,0.498170816,-120.6675658,-22.95643809,0.949383584,-143.4174334,-78.32369361,14.03245328,-2.490265423,-51.38641674,-63.04537197,-120.4895699,18.0174965,-32.78125058,-29.22272386,24.23627386,-99.0865511,90.74852174,72.49379534,86.68263695,5.326074406,-33.00085112,1.675302562,-33.25654871,13.71726777,13.03073847,82.39821838,-112.570902,74.34498756,-84.84844757,36.36350168,-88.34562445,-54.12742302,20.05838033,37.59289268,-2.785667496,147.4282076,-2.551736536,3.774303978,-75.80216136,-20.44238809,69.02912141,115.9622505,35.53335767,68.54443377,-8.120983731,-149.9438278,21.46684372,-39.37545503,17.00589441,-50.52197941,-138.3697092,139.6102476,13.60384491,30.07142624,41.44593762,-95.20602472,-18.13579531,30.91669023,-12.78730832,49.59789281,-33.43211405,-1.242970809,84.75458683,34.34191658,-69.23032151,-69.0672114,-66.09998945,-74.99646112,86.00635318,52.1282782,-72.30668717,26.99113735,39.76229029,7.737057661,3.362559321,-1.563817851,-0.304505531,0.987571986,-0.047964646,0.115876165,0.238996792,-0.155115069,0.003612756,0.005295336,-0.459394847,-0.032123787,-0.550992463,0.502719291,0.029056279,0.566814508,0.017367543,-0.201764329,-0.234040387,0.310881815,-0.144159722,0.027909104,0.68354425,-0.445507115,-0.780266396,0.121712861,-0.302906996,-0.047479346,0.018528491,0.438628681,-0.321301878,0.275541834,0.515780474,-0.180484208,-0.379461229,0.24429302,-0.28501185,-0.242119893,-0.006258036,-0.515873234,-0.359079568,-0.339754754,-0.284244422,-0.403992866,0.244653847,-0.175747185,-0.009067246,-0.105449791,0.231131229
0,402.9137848,271.3880491,413.1613127,55.08782828,-80.59133623,255.2172025,129.4723625,-128.513606,30.13025769,102.2430403,225.9610034,793.1185571,-3.800790055,-135.0093268,97.73348682,128.2467516,76.83281308,-16.43326077,339.5634962,134.038554,389.590967,157.1399633,-25.62238962,-17.1456046,-393.7496703,18.69929336,-58.6424763,-63.7945527,26.89574777,43.11750074,-209.7835562,13.20540945,-140.2315826,-104.9967904,295.9236949,-54.99758028,-99.58158038,33.93086736,-65.63691554,-51.55094751,-145.6642084,70.40135219,117.0067413,-177.7120144,113.7351034,43.10732523,-145.5318873,283.5902217,-136.2521144,-66.73227934,-197.7867661,-10.87401961,99.30499653,134.2801033,91.24532172,99.11472639,46.52551663,34.15666562,-185.5308018,185.9160995,69.7495076,83.16127464,52.23401448,70.62935572,112.3789602,-132.1530282,-114.8291111,-162.5623979,2.167567872,-81.72287305,138.5933683,-199.8528305,-118.5749628,-62.64874814,-60.00110728,-1.342246079,13.88436817,116.8025365,-115.3732761,-136.257498,-33.78139882,41.34051765,13.10645918,15.60221441,114.8463732,-22.46206904,-38.06907127,103.1853242,-30.76704093,89.94824673,131.1519082,-10.33772901,-77.86386662,5.845948839,98.54344588,-48.61225245,26.26977621,13.1648445,-61.26933456,3.979944909,14.78655043,-34.4719394,-25.36760629,-44.12773215,14.64406841,-73.09090916,1.126862156,-108.2890989,-108.6340604,-28.78607419,-59.03508287,51.3480402,-10.33351674,-99.8248313,17.57459303,27.55926138,48.4258101,15.0509407,-67.76161931,-1.077516824,-36.53301872,-46.82637235,33.84134567,-68.11733714,-33.00656377,-41.58193707,39.59087294,73.8670427,-69.26967949,-7.355337755,-10.73368078,-23.02707537,42.39001002,-11.62274117,-17.05841467,-13.80560932,-5.841987116,49.56961702,73.11459998,-25.33308445,-31.7830696,-13.60767949,22.19171015,37.89859288,76.83483461,35.39079259,-44.785647,-84.83766716,-114.5353358,32.98689127,-35.30313373,5.079929335,-1.105938431,0.32003847,0.550329744,0.566349703,0.194818999,-0.248729387,0.269633903,0.154171636,-0.114965085,0.152019423,-0.253712262,0.183107193,-0.204562937,0.151094915,0.283149593,-0.305114236,0.185551396,-0.094516848,-0.41080144,0.432339825,0.176746403,-0.346789649,-0.35624464,0.402783117,-0.127815679,-0.150249949,0.085292467,0.440334025,-0.360558871,0.11787802,0.496515219,-0.159107488,-0.217858401,-0.248148559,0.023512533,0.098203944,-0.197064976,0.006074823,0.181262308,-0.120872523,0.50515473,0.165937739,-0.249137055,-0.693495287,-0.382801562,0.206694385,-0.216125742,0.136631571
