pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40
0,-163.1632531,354.2342589,78.8301659,48.72188668,-460.8566001,334.1214976,82.02244566,592.9102516,84.50145811,-72.57758088,-261.0097916,-190.5538906,-174.8190072,-119.4654978,-105.1815399,105.6389918,-227.0896051,-304.1667627,-165.5992338,-5.699358282,153.6404164,95.33199252,-189.9409536,31.22595029,43.53330239,267.5314712,-16.3306825,-31.98255367,186.214457,-193.0890809,-70.49899386,41.96684152,-123.7111395,-87.31087951,138.2623296,14.04882776,-20.40601281,52.15164529,-109.9601931,-35.23777351
0,-124.3306682,-89.49909833,1014.215065,239.6220167,263.7988172,-211.0105532,396.5259974,-196.4924899,-606.5097211,-20.66051815,-85.40928718,254.992585,-290.1814476,293.6547483,-63.04518284,-76.94340363,-153.0961418,138.4534232,534.6037728,-102.7976187,499.6649116,-117.1020256,-354.6517906,-238.762776,-211.994352,479.0471153,-320.3765474,-203.1118443,68.92888583,-12.46648569,-295.688817,-307.4770144,-39.67486141,77.64703124,26.18160009,-93.60893,66.65871983,136.5115664,-93.9778544,-109.3585832
0,-448.9330977,-12.16479842,739.1093152,-243.1650436,90.72833335,44.8921796,-27.74663125,-279.6878478,131.1586972,74.91848566,108.1832655,237.1800034,-78.55661393,-281.8265705,-80.59396028,-33.51202212,-73.66386372,-123.9575234,127.3786679,-28.89542025,-17.02131705,-186.2329343,138.0595909,53.35072848,134.8021117,102.0626792,185.5820994,-9.074253789,227.2812017,-128.3967722,-6.422926513,37.21666586,-29.83789794,96.46962577,4.61864092,198.4458768,-142.3701635,-11.21759232,-46.8855876,56.89608155
0,384.3449173,691.0277677,47.5929417,681.4864189,-232.1178145,-270.995208,489.0836404,-288.105031,-13.79387755,-559.5538631,13.77617356,-12.16254928,-77.5119729,123.0184197,-157.2721545,67.61824613,-110.0225492,-339.5027405,161.6216338,-70.90509414,368.9764519,-198.1821621,-318.8317338,-180.7670295,-215.4507957,-367.6417669,207.5810719,91.54152705,-133.3687297,56.03597682,46.54960775,-10.87509401,-10.34272768,168.1188746,141.5548014,-20.68614508,-188.2896161,90.03562358,-58.11613089,-19.57585473
0.007,831.123683,274.0095113,110.8759798,-527.4591331,-350.0018282,-367.0134375,-115.5512212,313.2774774,30.4221347,62.39825304,-61.8688631,225.4297265,10.02898785,-119.3135877,322.063316,-312.7187611,-239.3043891,-162.313878,176.8675011,109.634602,-92.05688253,103.1315783,101.8084771,-79.152013,49.27280913,59.77771225,-2.350425813,-81.98372068,-87.91484847,-53.70638444,-104.7349492,-71.89806464,-118.0102561,-82.46047609,-245.0716051,112.8823193,121.8993856,29.96876212,-72.90550819,161.1738963
0,-586.3627329,32.56654168,631.6109443,-189.7761994,174.6472584,132.5256026,-100.7757098,-401.4323601,105.2915096,48.6637455,-7.925723949,254.2558428,-133.5997963,-392.4168215,-83.13467926,-10.6713685,-12.97816741,-182.2287487,159.8655326,-4.715631654,-111.6114651,-192.3300334,130.6567108,135.3326753,136.8087954,142.6934758,118.1952281,32.09303849,226.2756111,-95.86071438,97.10957335,31.38373498,-129.4792084,86.80104195,11.23568801,208.0474746,-32.33938813,63.42860903,-46.13003719,55.61552217
0.001,-29.91788352,-188.4817135,198.7354868,14.086476,-390.903131,536.2598635,-196.421678,592.1433295,-73.27407333,86.06166631,25.17180591,433.3911898,87.09215072,231.7145799,164.401767,-256.2978684,236.3263296,109.4075107,-72.70471804,44.26060654,153.2143067,225.0443384,222.5762857,-20.78975479,207.3254073,200.2066801,53.33070585,7.821238179,-102.096777,-178.0420641,-104.7491868,-17.13890485,60.32788896,-104.2745581,-78.09949352,-61.26331674,53.27839164,-131.4782297,-38.22086409,-123.4542901
0.007,388.7566259,444.220441,80.10772369,-239.8048813,-391.3563351,-232.4568125,229.9000453,-474.9077414,-95.93127567,445.8969177,-75.68659627,145.8226988,-540.1386968,-167.4625839,34.23122357,-89.20594221,484.3607762,134.705935,262.9557954,-183.0118606,-96.55848777,177.1766995,50.09103274,-8.463215137,76.8669054,20.62450585,-73.06451048,-250.1554959,61.61924186,-383.31347,-159.9250362,-162.5983724,119.8124543,95.70343561,-232.9852535,170.4385265,-153.5472556,-74.58724959,303.9925885,227.1043941
0,625.7160993,614.4697821,851.5016841,573.6157658,-572.532632,-232.3788942,125.6436869,-219.9555287,-212.6863415,-85.32287145,650.1909198,683.3321603,38.18441492,-129.8227353,-110.7137848,-308.8457841,140.1076358,-149.2266329,-297.9267585,124.1570377,91.27752616,117.2628781,-56.58890792,-164.5988222,-220.533111,164.4454922,-228.9095582,-53.60403601,-228.1377386,-11.07546837,25.81197435,150.7308639,196.4120815,-165.3849579,-42.40844933,177.9143605,-156.1926022,-83.54331977,-161.4402775,38.0974554
0,430.0607004,279.8684372,479.5731964,79.94120154,-72.6072961,288.7651018,148.2724269,-163.2473529,-61.96599046,-109.7085026,343.7668866,925.892867,112.3667073,-75.85852647,101.9490688,166.0952878,-71.56211652,-37.50528883,465.5071027,33.72433475,452.7981532,306.8186122,20.6231473,-321.3608369,-187.0416974,-74.44475634,-20.43165683,53.67100495,-11.64133087,137.0961189,-217.5842042,296.3882198,206.2997592,-29.02731117,-172.6215013,70.78876466,38.66652346,100.8468383,-119.6117763,-131.2021498
