pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60
0,-163.1632551,354.2342694,78.83027412,48.72194276,-460.8567952,334.1218705,82.02244069,592.9120574,84.50088641,-72.57144232,-261.0116773,-190.5588792,-174.8036983,-119.4622836,-105.1541338,105.6221341,-227.0504593,-304.2538571,-165.6946545,-5.752400857,153.7016466,95.26996442,-189.5826753,31.7793671,43.55586338,268.1821732,-15.81566552,-31.79214206,187.9293903,-191.240768,-68.64715672,34.4377054,-119.8148815,-84.79552462,144.919488,18.14540695,-17.09791431,40.56881607,-102.4794567,-54.06873408,-40.19402883,9.673910119,-36.17723201,92.6297269,42.80711092,-121.5298452,-192.8941869,-6.655188454,173.9184123,-164.7195841,-83.17475918,77.48812086,27.31329656,34.05564314,154.2010238,-100.1994849,88.22026162,-139.111044,-77.86452993,151.5921828
0,-124.3306661,-89.49907182,1014.214971,239.6222772,263.7989721,-211.0109963,396.5259302,-196.4959986,-606.5061383,-20.66507994,-85.40044518,254.983629,-290.1776039,293.6470033,-63.04834004,-76.95256777,-153.180562,138.550564,534.6018568,-102.8174673,499.6219067,-117.2070629,-354.7336552,-239.0737724,-211.7039856,478.7114585,-319.9629547,-202.3154274,67.95045461,-11.34992854,-296.3578926,-305.5450776,-22.85586156,71.65373362,22.34532958,-101.4333437,74.42523793,120.8410148,-134.8305057,-94.1403526,37.213013,-149.9739934,22.57371039,15.25120183,60.65835404,-151.9473544,38.52115698,171.1011485,223.9243751,244.845553,48.01026819,-75.36244679,-9.199362322,95.33815383,-171.3765243,-113.5786149,39.59603038,6.190677251,-194.0209246,-103.8565761
0,-448.933098,-12.16481441,739.1093356,-243.1651541,90.72822753,44.89186616,-27.74632164,-279.6882353,131.1569197,74.9191255,108.1840265,237.1798147,-78.5627416,-281.8194166,-80.60904626,-33.516128,-73.68085253,-123.9841849,127.4470892,-28.95238043,-16.95148007,-186.2821661,137.91857,53.34212501,134.6129341,102.4890102,185.6763129,-8.58804924,227.8519601,-129.9300782,-5.755652793,32.84777589,-33.38502773,98.71179282,0.495192992,197.3120353,-142.7057294,-7.62187833,-28.7963784,31.12873263,50.83741682,257.1252878,90.16957426,-9.122427223,-11.15352269,25.14398415,84.32097229,4.996335673,-86.37809124,-80.23063739,-2.274845641,44.71640083,-137.9167874,27.20260537,10.20930117,-171.9282438,-19.18615873,-5.157920561,-98.83393854,58.62811649
0,384.3449232,691.0277608,47.59286568,681.4864034,-232.1178871,-270.9959806,489.0837605,-288.1084674,-13.79225363,-559.5566457,13.78361182,-12.1603838,-77.52693433,123.0115249,-157.286811,67.58618674,-110.075108,-339.4612555,161.6342289,-70.82063162,368.881989,-198.142585,-319.0879478,-181.1305867,-215.273747,-367.5317031,207.9699059,92.29605827,-133.6561347,57.78317954,47.68620485,-15.20450954,-9.956638641,169.8651116,141.9389459,-28.73133204,-189.1547943,80.89132575,-72.22454312,-23.67331719,160.698358,7.221951792,-11.55941548,94.95908408,11.04694849,118.1800098,-180.7478826,136.9271125,36.17258383,-25.45306423,1.255971855,154.0744529,98.57187621,-56.19608343,-62.67653069,113.6733429,47.02003782,133.8269704,76.58821638,65.5416767
0.007,831.1236848,274.0095339,110.8759211,-527.4590992,-350.0018346,-367.0122822,-115.5505319,313.2793023,30.42551653,62.3985616,-61.8630034,225.446405,10.03092851,-119.3359467,322.0887236,-312.6570386,-239.2390218,-162.2941559,176.7471018,109.7250487,-92.28521168,103.2407846,102.0786475,-79.21564355,49.5599633,59.73281223,-3.102611433,-81.65801284,-89.44631316,-53.2938756,-105.7757478,-72.62557428,-117.9884165,-83.87198502,-247.1456456,114.0151988,118.2425026,44.02165986,-64.34201404,144.4092868,-1.268123683,-55.09667775,110.5217747,101.852683,-80.43035303,72.66283274,18.8569946,65.6682322,6.62616441,-24.23113608,-118.797562,-111.8022077,-19.50803329,53.21611669,-45.55998867,-24.72382791,14.69263792,-7.65869014,37.26139093,2.776111277
0,-586.3627304,32.56652657,631.61095,-189.7762566,174.6472705,132.525723,-100.7757328,-401.4337291,105.2902128,48.66259627,-7.92601727,254.2457021,-133.6048238,-392.4060407,-83.16144321,-10.68446946,-13.00791435,-182.2152641,159.9277244,-4.770571902,-111.5573518,-192.4411863,130.4693217,134.9524669,136.6846941,143.1718512,118.8684047,32.50857344,226.4810978,-96.40196857,99.25814904,23.20111487,-131.9345273,88.85734238,8.761328543,206.4870196,-33.3739765,58.81820121,-33.81747696,22.33250604,-13.13279261,300.3116887,92.24867179,-114.1574491,24.68211464,30.97960701,58.0425264,31.39373707,-118.5565614,-16.23900928,-4.754545371,126.6760726,-90.08985032,8.559071568,-59.47164087,-113.78277,13.39841253,-53.4371826,-12.45509466,5.732439875
0.001,-29.91787893,-188.4817301,198.7353778,14.0864654,-390.9029971,536.2593463,-196.4210545,592.141857,-73.2777555,86.05172085,25.16674836,433.4001226,87.08708959,231.7335053,164.3609425,-256.2626276,236.2928468,109.5167136,-72.61923971,44.24670806,153.1706732,225.1452637,222.0435997,-21.21677865,207.0823712,200.1949684,53.45206766,8.530220866,-103.5031298,-178.4096168,-105.2418876,-13.62259803,58.4464657,-103.7412482,-79.22625344,-64.65618133,52.56493175,-133.2482684,-16.74244781,-119.3985353,-2.074777592,-86.73146734,67.43608606,49.47349725,45.29476456,155.4559956,49.46601694,-18.83485962,-120.3701312,14.72270237,-82.24016275,-56.62907385,108.6074889,41.24803096,-62.23305703,69.078938,-111.8579476,-67.79357771,-109.0699275,49.34283171
0.007,388.7566223,444.2204333,80.10772606,-239.8048628,-391.3562597,-232.4578548,229.8994561,-474.9097386,-95.93411032,445.8895737,-75.7021191,145.8309029,-540.1473266,-167.4305765,34.19575598,-89.21602326,484.3060583,134.7291639,263.0448453,-183.0461898,-96.4704402,177.5098026,49.52530355,-8.502392323,76.44955428,19.8156367,-72.3046118,-250.5677767,61.47550877,-383.5645734,-162.2013707,-157.1392685,123.1919125,90.72817906,-241.6220132,164.5783464,-152.6098967,-58.82463923,254.0698501,277.0851534,-45.55779955,-73.41999817,2.825400624,68.53693738,179.3344479,204.1008028,81.9143246,5.915957709,167.697816,-57.64782809,233.984931,58.96196439,-284.7392564,13.28770274,-164.8555782,154.3572738,-63.16044663,-253.6454759,-120.4471705,102.1235711
0,625.7161008,614.469766,851.5016983,573.6156981,-572.5325251,-232.3782893,125.6430935,-219.9494251,-212.6891879,-85.31024944,650.2019095,683.3312639,38.18749537,-129.8555022,-110.703875,-308.8538363,140.1662357,-149.2256391,-298.0161917,124.2420293,91.10738439,117.1023673,-56.16454542,-164.8737879,-220.1251689,164.1684404,-230.4368856,-54.53392917,-227.8131432,-9.500644462,26.40939822,160.9192795,193.7512595,-162.5880317,-40.40155427,187.9332051,-161.06018,-82.58335726,-163.2626864,23.09209431,173.1643548,-92.352769,137.8796243,-149.4711788,-7.892852094,23.91444,95.29299538,80.13083311,82.01607913,-125.3076686,-43.94986635,50.21982344,64.01804706,-59.68644161,108.4552876,-116.2267919,106.7882322,-85.1507531,127.7835279,2.721066986
0,430.0606986,279.8684197,479.5732134,79.94091848,-72.60783817,288.7636016,148.2718781,-163.2522355,-61.9773921,-109.7096911,343.7623201,925.8880488,112.34605,-75.84709618,101.8891215,166.0355826,-71.62027671,-37.4629939,465.6854443,33.82458527,452.8698551,306.9056916,20.11277195,-322.0075892,-187.5441147,-74.2285933,-19.40320727,54.28123077,-9.939301938,136.6441691,-213.9168064,297.7324044,194.2110629,-21.45923286,-171.709601,57.88287913,38.11714349,71.88422087,-93.71092057,-159.4969561,128.418584,-5.844522786,237.1682732,-154.5759876,54.70094861,-98.13309442,-259.3301708,360.683526,-12.85754216,-31.23588919,-104.316361,3.37610721,-97.17071418,-15.24578554,240.2038766,55.24830521,101.3120563,-58.25545487,192.1606707,-82.24749953
