pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80
0,-163.1632534,354.2342572,78.83016587,48.7218581,-460.8565991,334.1212838,82.02243049,592.9094378,84.50129443,-72.57663412,-261.0119961,-190.5575264,-174.8237736,-119.4693775,-105.1854272,105.6206723,-227.1039903,-304.1699479,-165.6254836,-5.704134349,153.6218284,95.33834294,-189.9431993,31.23846561,43.47475367,267.9393896,-15.56745521,-30.96494274,186.9329918,-191.4203544,-69.10292359,36.55725294,-120.2770299,-83.85346399,141.8223109,13.51615482,-17.32548257,43.85351293,-100.781067,-52.50916192,-29.59864617,13.77444447,-36.46056102,98.44643102,23.94820126,-119.5005201,-198.8357718,30.25208288,148.9744521,-187.5177486,-109.6427094,63.4810355,-44.32606977,28.32287183,70.06071435,-181.9298073,80.95293895,-94.16085374,180.6124263,4.576558239,-54.8043466,-130.2408419,-118.2009864,86.8558033,5.313791645,51.62346229,-108.5585573,56.25055326,-103.7091429,-181.2268213,79.76159836,19.3459121,63.18680538,-11.16738077,-29.98628751,-64.68231811,53.07464515,54.37003899,80.1138178,86.61101154
0,-124.3306683,-89.49910594,1014.215065,239.6220304,263.7987627,-211.0104297,396.525989,-196.4924166,-606.5098393,-20.66362933,-85.40654835,254.996431,-290.1837848,293.6591369,-63.05681176,-76.93019596,-153.0820271,138.4506775,534.6891122,-102.8338967,499.5940996,-116.9058007,-354.6903074,-238.6504317,-211.9377096,478.5972858,-320.5590962,-202.8086946,68.20040311,-10.94719854,-294.5151546,-303.6183606,-28.7438272,71.43862001,21.81272888,-93.49892362,73.07010059,123.1471837,-135.9641038,-93.77757535,27.98248142,-156.9849661,30.63305001,15.52296314,53.29275964,-141.73858,53.40588357,195.9091481,198.6487808,199.9169996,94.41132393,-67.22449346,-56.81162198,110.2632169,-133.082672,58.01989438,65.4742054,-116.4801262,29.72483515,-122.0479062,223.2322812,-44.78116317,180.8382069,-82.4357763,-218.2156161,100.4315154,-55.84542701,82.05111969,-117.1228908,-12.40834158,-118.9838476,22.68729823,-7.965334387,3.301486227,32.6190397,-122.986316,55.31654962,-156.4035209,136.2579571,58.38644418
0,-448.9330986,-12.16480133,739.1093174,-243.1650442,90.72830898,44.89214122,-27.7466719,-279.6875142,131.1580638,74.91789056,108.1840117,237.1797585,-78.55735728,-281.8253326,-80.59621189,-33.52028684,-73.66893932,-123.9602045,127.3811792,-28.88940806,-16.96812773,-186.2675979,138.0806155,53.36934146,134.7546713,102.329043,185.3496094,-8.966618673,227.1664352,-130.0987851,-6.510178137,34.54866876,-33.52540396,99.21730224,4.296457811,198.3355754,-141.9705082,-11.0382068,-29.0957126,33.42544037,58.28826864,250.9355515,82.68836591,-7.168044123,0.687964557,15.60168294,73.09322495,-15.11043878,-102.0821282,-56.64814687,-38.89572187,76.33738978,78.55777353,121.2856805,-118.9294524,-98.30054732,83.64268725,-5.742815401,46.38984218,45.36744445,-72.87160098,-51.98209984,55.60303118,44.21976608,-47.16580279,-103.0845647,-76.39171516,-19.50043821,22.32132897,-5.974105847,68.62260201,-19.84834118,-14.02792014,48.95238327,5.320363373,55.32743755,23.62571807,-55.66161667,-25.8614122,-76.99450825
0,384.3449169,691.0277681,47.59293753,681.4864702,-232.1178221,-270.9954461,489.0839105,-288.1045351,-13.79445489,-559.5545494,13.77530206,-12.16225582,-77.51296041,123.0240505,-157.2787155,67.60330091,-110.0164914,-339.5017265,161.6203984,-70.9074652,368.9796101,-198.1697264,-318.868255,-180.7072698,-215.39379,-367.4686005,208.019914,91.44583414,-133.4870114,57.29159113,48.44594923,-13.07223886,-10.29286799,168.331272,144.015359,-24.91408971,-190.6131872,76.50585322,-73.26710091,-21.07486775,155.1296731,-9.066880374,-10.04824835,101.7317016,47.34117009,126.2849573,-167.4731414,148.7592828,7.907125911,-0.31253427,-27.97713391,136.3985462,-6.613424918,-146.826303,41.32845748,152.1690405,5.96627596,115.818338,-119.6619602,41.62800767,-69.92838924,-131.019704,137.3839517,-58.95424543,-60.26913122,-168.9056966,-11.75918672,25.00871461,-44.63573872,70.73413923,-77.41239405,109.5217025,63.18907512,61.93998228,58.18480039,96.86117776,-8.68109919,-70.43867604,1.333977046,29.31284
0.007,831.1236833,274.0095151,110.8759744,-527.4591426,-350.0018411,-367.013266,-115.5510772,313.2772896,30.42288479,62.39702329,-61.86998643,225.4305214,10.03299344,-119.3123235,322.0663083,-312.7173053,-239.3052281,-162.3010266,176.8547589,109.654471,-92.01840405,103.0800789,101.898524,-79.22811717,49.24087304,59.88258627,-2.451333417,-81.64973522,-88.28277116,-55.30226188,-106.3962187,-73.65367177,-117.9427856,-82.77999523,-246.490646,115.5012385,121.6086224,33.85385676,-64.24921516,150.4556119,1.127008463,-41.00839275,109.6367197,109.5387377,-102.4223852,68.66449926,34.80429419,75.18893569,7.451632511,-19.45846998,-96.17405166,-146.7182303,-35.83498356,48.79123387,-12.53879071,41.04350514,16.85186912,27.44865732,51.02938852,80.45506309,25.45599908,-118.8419634,-141.7866183,32.25293713,-6.679336642,6.254327411,-5.880880971,61.12790065,134.3215488,43.83922838,-28.39928638,83.01773487,14.0033984,-222.4676161,-82.90024458,47.5052557,21.57385926,-17.71297164,43.80190302,-102.5162113
0,-586.3627329,32.56654242,631.6109419,-189.7761604,174.64725,132.5255477,-100.7756882,-401.4315923,105.2909144,48.66380735,-7.923856794,254.2570074,-133.5970251,-392.4132671,-83.13251086,-10.68018283,-12.97824403,-182.2306836,159.8465343,-4.707366004,-111.5709552,-192.3599311,130.6518162,135.3441033,136.8279551,143.0670496,118.3088282,31.98171383,226.4390034,-95.89913289,97.9864663,26.98921912,-132.7428674,88.47883696,15.81444275,208.696859,-32.47299889,54.80604674,-34.44224972,26.23302758,-5.31754459,297.9955549,91.74791348,-111.7089849,45.2722794,28.71259727,46.95447361,21.31147831,-114.0270206,13.12445806,-45.21400673,145.767504,59.55036724,53.08444024,-66.69277924,20.46598813,96.42864297,-52.78630479,25.57974906,55.46413914,-4.521396622,6.361157235,-31.03736802,34.49498417,-63.28058711,-51.31959985,30.14269067,-36.11521828,52.75422742,5.416607771,69.71007306,-38.29950203,77.89992824,-10.16165577,41.40019205,-9.736271343,-8.524883421,-96.48424044,-21.43270995,7.901856401
0.001,-29.9178815,-188.4817115,198.7354716,14.08646006,-390.9031179,536.260127,-196.4217047,592.1434441,-73.27330321,86.06075119,25.17205977,433.3955504,87.09951228,231.7158316,164.4046384,-256.2970868,236.3269778,109.4137925,-72.7160737,44.27628104,153.2685673,225.0193767,222.600636,-20.85546448,207.3319918,200.1874026,53.05914054,7.63956308,-102.4834959,-178.6848855,-105.1366367,-14.04108472,58.4022944,-104.9833217,-77.55883166,-59.91928396,54.11651641,-131.7812433,-21.5971823,-124.8404407,-13.42657078,-85.03940074,72.47971059,48.02363724,61.26780978,147.1808264,65.84140895,-38.33328208,-98.85147488,29.29419343,-64.37165071,-88.81577894,-88.32412336,-40.74490599,76.62731775,102.1796421,-154.3789333,-47.48258707,76.69997965,84.91603418,101.9475685,-102.616516,99.37359022,59.03600793,-85.41372116,-34.60633826,40.1152446,-112.2089357,-1.205852826,99.01489864,-5.981872886,47.68791734,-102.1488067,195.7532741,-33.77508406,72.92257846,134.0369524,0.521243523,-7.569263106,-85.4719181
0.007,388.7566253,444.2204446,80.10770629,-239.8049015,-391.3562552,-232.457127,229.9000808,-474.9079938,-95.93119281,445.8996932,-75.69030636,145.8188164,-540.1404242,-167.4610181,34.22613803,-89.20533514,484.3660951,134.7212403,262.9594584,-183.0071766,-96.66448749,177.2155366,50.04733913,-8.434352962,76.87548242,19.78197072,-73.69282343,-250.9337119,60.60758395,-382.3069818,-160.6191097,-155.364168,122.3006637,90.09994209,-234.4433415,173.0825902,-149.242705,-52.73667184,254.8342498,264.7773266,-65.99208369,-84.00923102,5.857829971,54.98508109,207.9485528,216.5009846,115.3142415,4.519979985,140.951276,8.344664717,209.6836274,107.0679254,317.5986551,66.02727486,-74.47309748,126.7814413,-164.5957462,-152.8480928,266.8431462,-23.15759571,-118.1550907,-65.21663965,35.45837468,-33.49566326,69.14556417,12.26282948,29.04321068,-79.25062489,104.183278,62.37863448,30.47158417,-61.63424627,-10.58339209,115.6277553,12.04805133,-0.069600444,-20.74302366,38.26202112,36.68560695,74.20782141
0,625.7160988,614.4697822,851.5016847,573.6157608,-572.5326155,-232.3790896,125.6436944,-219.9561409,-212.686404,-85.32050899,650.1905699,683.3304288,38.1826724,-129.8299007,-110.7070334,-308.8406847,140.1001789,-149.2284495,-297.9557853,124.1534375,91.2470798,117.2482524,-56.58886533,-164.6074139,-220.4347041,164.4089513,-228.7734432,-53.86927248,-227.3075793,-9.917608636,26.64036525,154.4150178,197.1782335,-164.1041035,-37.28820852,179.1654432,-154.1830991,-94.22831455,-157.7268215,30.43403524,180.8307447,-92.72344534,141.9683129,-142.5063418,-41.21510858,29.5130737,94.38603942,112.9647519,90.98441652,-175.9899633,-76.8837318,59.26474688,-40.25096971,-38.32552141,76.64527054,-79.94061518,206.7827155,-121.1081383,-77.85745033,17.99168429,-119.5793385,87.60665347,-90.72743393,-5.680597642,-27.60243375,-108.5727907,-27.00935502,20.9861981,-64.07058967,-30.71071138,125.4134857,-140.0783044,-18.92854426,12.01686262,65.08348447,-24.79881182,-72.05542142,32.44154553,-70.60081856,-1.463740842
0,430.0607017,279.8684309,479.5732024,79.94111392,-72.60733251,288.7655012,148.2721168,-163.2486774,-61.96465409,-109.7109057,343.7655829,925.8943085,112.3652603,-75.86158891,101.9562611,166.0754901,-71.57878758,-37.50988423,465.4557391,33.69818019,452.8159035,306.8352685,20.59711505,-321.4353875,-187.2993278,-73.75850235,-19.62867077,53.73778222,-10.33155496,138.3169907,-215.2202768,297.2852856,199.8351131,-22.26212771,-165.5017763,71.33446081,36.59138242,76.85683929,-94.17722993,-167.1869289,115.646483,-16.86302695,221.6359737,-158.5480031,83.47772786,-69.74561964,-220.1625517,385.8485302,-58.94813915,103.3219902,-131.5350604,2.163273608,252.5514635,-25.81555876,231.7565787,-98.06680867,60.36163957,-3.177037341,-184.7665802,-31.21563927,-217.9030129,8.011297016,-51.38062952,-124.1248584,-53.26986424,-6.507350664,56.98443004,-168.5627562,180.4811691,65.70575065,-209.9289776,-23.43422283,-41.49755517,106.6210571,39.41889276,-62.87222243,-107.6480803,155.694509,-62.08679552,13.12202072
0,580.7879539,616.8122249,272.3308598,353.4824421,-332.3372781,-138.1114646,142.5511269,-336.7350469,-183.3092964,-615.4263741,423.9669943,-11.60829794,466.1874764,30.75177167,-156.9093977,-330.5648219,124.5992002,87.905588,-93.18901584,-17.07259278,-228.0785214,-209.8135761,-380.9099169,-130.8967454,-269.5325138,167.4839021,191.7393442,-21.39739262,-99.17430931,138.531178,-17.41354078,214.9068413,-49.83254983,-11.47731361,321.2625999,165.0676339,75.24463336,94.90078374,-110.3079356,-87.41173603,-5.305121092,144.2523423,103.603758,10.63201897,28.70972349,134.7961963,-85.09940679,126.2195759,-93.70505875,-108.7472801,-179.4171358,-8.942807965,27.6106161,-194.1614374,27.85882968,63.00144808,-22.17873882,63.83733017,23.99899336,-72.94916732,16.61290253,-81.92266777,-90.0023978,44.41096425,18.54015131,89.78965317,125.8653536,102.8250955,149.554599,12.52391773,-81.38907345,24.56713027,-0.348244696,56.98129579,40.09370885,15.70268257,-22.60939607,-52.12906477,-70.14596618,6.983212437
