pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98,f_99,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120
0,-163.163253,354.2342588,78.83016537,48.7218842,-460.8566,334.1215053,82.02246357,592.9101969,84.50154244,-72.57758308,-261.009601,-190.5554074,-174.8201662,-119.4654017,-105.1774406,105.6285775,-227.0961438,-304.1696606,-165.6170088,-5.699717088,153.6338861,95.3234556,-189.9314706,31.21772453,43.53067955,268.0175761,-15.57845578,-30.90663123,187.0019625,-191.4961605,-69.20843069,36.62199609,-120.5535402,-83.68585781,141.7937366,12.55726355,-17.95869313,44.05593746,-101.1719756,-51.10333393,-30.11818476,14.52158305,-34.66011256,97.75541973,23.31956159,-118.7714601,-201.1511192,28.2225082,147.7438143,-192.4258334,-110.5006087,58.23256425,-46.84622496,28.64581933,74.88621952,-182.1770053,84.27854848,-66.12538911,186.3397256,14.96348174,-50.69483103,-81.77366662,-163.0283062,-81.90861367,-1.001276403,52.96863371,-21.6968245,51.58474723,-165.3737318,-189.8536821,32.08504234,65.76220218,71.90318686,-18.45410076,-6.68986113,17.78892832,95.74834694,94.24474001,-39.29165721,67.41363144,-12.06900578,55.29591756,86.14963592,-88.23283877,80.83845625,-11.73114487,-17.23408649,-61.78776833,25.89843735,-36.17778955,-91.87969877,-4.703815862,-11.15688111,-24.04245888,-9.995827857,9.026942292,-60.10283763,-45.24622815,-40.19269586,-72.0115685,112.9697674,28.00799429,26.66994345,21.45332314,-66.79706072,-50.29630447,35.48868777,59.8864416,-0.291444817,-22.47389428,-29.76166716,-15.17854764,-5.516577024,84.3939513,-38.65680752,20.76952706,64.37844556,-98.52604475,17.58607946,7.854723094
0,-124.3306683,-89.49909848,1014.215068,239.6220109,263.7988157,-211.0105465,396.5259938,-196.4925864,-606.5097522,-20.66079774,-85.40925588,254.9925365,-290.1794227,293.6547539,-63.0502033,-76.93126239,-153.0872301,138.4576479,534.6553912,-102.8183105,499.5856743,-116.9645226,-354.6564014,-238.6941205,-211.9566575,478.5584355,-320.5354357,-203.0181255,68.36718579,-10.54879765,-294.4882176,-303.304933,-28.67087616,70.89298943,21.75729872,-93.84834019,73.23814296,124.4600305,-135.5013318,-94.32046752,29.09123066,-156.2124188,31.92096892,12.99197749,52.92808364,-140.9542969,48.36782589,199.0145295,208.6091121,202.8984387,94.42290077,-68.11428382,-57.32697053,114.6927337,-134.9411933,53.93675446,80.41495107,-119.653843,33.8989504,-128.902176,193.0850018,-70.77609468,202.4691945,-4.164762125,-249.079448,60.5208054,72.49339693,83.56659432,-55.03409591,-9.283978534,-123.4506994,5.510333194,32.37205229,-16.21524015,-3.034353383,-5.641877327,202.7182939,68.77564598,-111.0683181,-113.4866729,12.12240329,136.1622807,-193.0448833,36.96990682,-30.37408092,80.14884049,165.2410958,4.359706468,-69.31098955,-11.55969529,-89.72957523,121.9202103,30.66776365,-83.06409298,-7.086429376,-19.47147614,-16.97107934,-85.53461672,-86.80293019,13.4725421,-91.93379907,64.38674376,81.33708869,-105.2713168,-22.15481579,12.04611949,90.73372045,29.88365484,118.5282452,59.5456367,121.9417985,-37.55158961,-127.6599051,-33.29992272,94.54875304,7.704934115,4.343495739,3.31171496,17.84389507,42.67353435
0,-448.9330977,-12.16479847,739.1093149,-243.1650441,90.72833096,44.89218752,-27.74663347,-279.6878261,131.1586659,74.91855384,108.1832781,237.1804827,-78.5572112,-281.8262398,-80.59375233,-33.51616446,-73.66614593,-123.9578752,127.3597582,-28.88672441,-16.97560828,-186.2964226,138.0959861,53.32166089,134.7270005,102.2614709,185.5015282,-9.024941193,227.3334049,-130.0231983,-6.509917077,34.45800083,-33.565855,98.95969624,4.720911919,198.296006,-141.7212673,-10.35196523,-28.92025754,33.59320557,58.14487528,251.2557566,84.16365281,-7.081942826,0.460569808,14.47212915,75.10263254,-13.67321914,-97.98075895,-53.89883511,-34.84807882,78.64181958,76.58824908,125.747137,-111.2839933,-101.4107184,80.67759039,10.07032963,47.89315233,48.42034402,-72.40640872,-73.01744488,24.63413519,-57.37610838,-22.26877114,-79.47742146,-86.859408,71.37154974,12.34107885,0.259367299,56.75144194,48.2828713,-24.09327022,30.09255644,-33.86547016,-61.11959935,-54.31782002,7.457350619,-9.608557292,-95.71268181,18.35176195,-46.6452081,-1.593959701,-57.66361991,12.71830511,45.07393279,-63.5407381,27.50117577,63.43553599,44.4895803,-9.497664646,18.84971599,17.99671902,-112.0139794,70.15729168,21.81738823,29.1209954,-20.36858657,-13.70822539,33.17846686,45.66167432,64.20708505,-68.34697444,-74.29717966,27.52372191,-4.904856689,40.57131514,94.11464635,62.9851037,-83.66500292,-107.3798288,-74.20753734,-45.55715398,-40.99583258,-46.11698596,-16.44741306,23.91530142,-20.33870944,-40.77913367,-112.7165691
0,384.3449174,691.0277679,47.59294097,681.4864191,-232.1178138,-270.9952118,489.0836594,-288.1049989,-13.79387748,-559.5537866,13.77612874,-12.16308535,-77.51286709,123.0181792,-157.2709625,67.61197406,-110.0204964,-339.5036537,161.6026803,-70.91485075,368.9674355,-198.1728623,-318.8798917,-180.762666,-215.4892292,-367.4131284,208.0221677,91.38977394,-133.0113342,57.11687168,48.5583558,-13.11662853,-10.54987602,168.0274344,143.8786996,-24.80333893,-190.5489431,76.6727401,-72.50826234,-21.8602656,157.150241,-7.590688202,-10.14047341,99.40405035,45.96193672,127.5589586,-165.8772045,145.9297037,12.69617377,-4.119191547,-27.21408387,138.5576215,-14.04264065,-152.0827533,41.77103576,148.9351088,5.807449603,92.83717195,-139.9457793,33.67603118,-48.35394542,-167.4433045,60.42429525,50.25651203,-20.11075,-197.4213898,6.679470662,66.91288846,-2.26493953,94.36566686,-100.7161872,49.30409184,106.5479065,-20.58818773,-38.34834231,6.098059067,-111.3573473,35.83958847,-30.47955434,-44.3540745,-41.3730953,127.1747326,46.99634489,-21.37736926,48.33472248,84.40800643,-12.57288209,67.8325445,-119.0888307,-71.94314729,23.02869679,26.10468839,-189.2662512,-21.74298205,49.86946624,29.23306691,-34.27558743,-111.7757983,58.90678276,-63.73812634,-66.39237946,-20.44896128,138.4799346,85.68645341,-16.19260626,-23.91829332,-13.70527868,-83.5174958,-3.349083998,84.57110553,-19.06402889,8.228432274,27.5431706,60.09412126,-25.1435935,37.62574206,3.724364242,-12.43616226,69.95114388,-34.29548238
0.007,831.123683,274.0095109,110.8759797,-527.4591346,-350.0018298,-367.0134268,-115.5512252,313.2774522,30.42213904,62.39836589,-61.86865028,225.4296278,10.02917813,-119.3134488,322.0641342,-312.7188806,-239.3083262,-162.3129444,176.8723343,109.6454808,-92.03857212,103.096656,101.8306688,-79.1848568,49.25715015,59.85295297,-2.399100728,-81.6603846,-88.31822343,-55.39235029,-106.2303923,-73.76586159,-117.7650209,-82.75727369,-245.9001139,115.7866132,121.4899288,34.0154824,-64.00977194,150.0926422,1.810199683,-41.69059974,108.648958,109.5705942,-102.5840488,68.91806645,31.94102461,76.69566658,6.90504394,-17.61112372,-93.5487635,-144.4550425,-30.09267534,52.40265142,-19.91916223,47.41578909,9.750373271,24.33528253,53.16048159,59.41749399,70.92126622,-74.79227824,-170.0169267,-34.1036047,-7.005890802,8.813134173,7.369672286,69.14129874,142.3409805,14.98831295,-1.908245745,-51.67201781,-36.9055515,-194.9318703,104.2744783,94.16409341,-59.76812677,-5.22214382,6.02458926,-24.27986607,-64.24449737,47.14963394,-13.79484835,-117.0090204,-69.48700642,-133.5747225,-40.15821474,-130.3079334,81.60335623,-96.76460196,-84.97479202,3.779802217,-16.71749815,79.30964187,40.11305589,31.04744923,-43.61157308,15.24382487,46.58836427,44.81077544,-46.96492774,-35.38449636,66.92062767,-30.37193817,23.02493267,-43.79820207,-16.07918803,-33.916696,13.34526263,15.66430366,-45.91070433,81.81222409,30.92957614,-51.27127347,43.61023527,-11.95540513,-53.21655842,-136.8555969,18.9355491,4.928336563
0,-586.3627329,32.56654209,631.610944,-189.776199,174.6472544,132.5256055,-100.7756967,-401.4323357,105.2914424,48.66380214,-7.925877911,254.2560788,-133.6006122,-392.4164381,-83.13386729,-10.67918961,-12.97859512,-182.2266668,159.8360894,-4.716771397,-111.5905435,-192.3617441,130.6580026,135.329713,136.7428469,142.9785608,118.371639,31.91596217,226.5730608,-96.03381929,98.08031076,26.88308234,-132.652907,88.29349557,15.89158709,209.1628808,-32.16906344,55.01028086,-34.19550754,25.87294374,-5.348286654,297.5683972,91.8827646,-111.2165784,44.71447225,28.18964297,49.79788471,20.86756317,-112.8976737,15.00511221,-41.46061836,148.6626118,56.26659883,53.66488104,-66.04792017,16.47582023,107.7577461,-34.40269039,29.79718032,58.44710539,-12.94626717,10.25032559,-25.99639718,-38.23396398,-59.94492246,-59.4799288,-24.57138261,-23.32703878,44.26895907,4.376172388,90.8101152,11.78687518,7.500924151,-37.14678585,-33.31314055,-63.80721769,-31.9478502,-59.2714236,-50.35334836,-96.33955523,3.587296728,-97.71541682,63.61934104,61.50462646,31.25528706,-1.963601067,2.97005589,-51.69630999,-27.14186648,73.31246351,5.885579547,-31.65928347,-26.16186127,-6.5099068,-3.891394515,23.27735613,-0.113480838,-56.87949044,-22.01982321,10.68266341,-8.915425968,-11.50129564,7.798939593,-5.236909942,32.06868825,-52.6062879,-14.56502656,41.14435064,15.01120726,-59.7630737,1.347888933,47.28496453,-55.26361973,17.93466452,-33.29868188,9.479142678,-95.93880589,-78.06255959,-54.11844272,-75.71046194
0.001,-29.9178834,-188.4817133,198.7354858,14.08647809,-390.9031281,536.2598662,-196.42168,592.1433576,-73.27417087,86.06170001,25.17167277,433.3913806,87.09239498,231.7146062,164.4018805,-256.2953728,236.3266258,109.4110658,-72.7041738,44.26702042,153.2212031,225.0343912,222.5552072,-20.81367379,207.3477929,200.121545,53.02877101,7.570690854,-102.6459719,-178.7751534,-104.9357927,-14.09218356,58.85596192,-104.9450138,-77.39530286,-59.80067933,54.027823,-131.0244409,-21.33520891,-124.8939496,-12.72108743,-86.53639732,73.20654267,49.24799405,60.23390066,147.2371542,65.78329762,-38.43149974,-100.8189346,30.77846982,-60.12102425,-86.3011022,-79.39489562,-39.333335,67.35884456,108.1252167,-136.7492335,-81.65866416,69.73605383,54.89627955,123.9358872,-103.9060674,74.98283488,-55.33012583,-69.53513147,-32.80636169,-79.4312541,-40.19285523,15.78736402,171.3128571,-103.2011633,57.75501664,-32.3949444,142.5953486,-24.48385614,-115.983712,-146.0269141,73.26704855,-38.64797714,-20.18426286,11.69835265,55.99025133,15.69681885,-78.08011543,-50.93624788,1.211774187,-107.7080737,-73.52363857,102.346372,-24.80334291,-54.70910309,-120.5825086,6.10215234,128.7617327,-104.1049185,-18.7548668,-52.82011108,-55.91704429,24.43198253,-13.113481,2.154347952,-31.36922728,-27.42712333,-34.44629224,11.33992036,-84.68588088,-67.86435429,-29.33135391,12.76580208,42.59231882,41.891914,73.78232624,-62.75211401,47.87652406,-23.55859008,-19.33478214,6.273728045,-37.49738313,-44.23103905,-40.96976795
0.007,388.7566258,444.2204413,80.10772357,-239.8048776,-391.3563342,-232.4568254,229.9000493,-474.9077282,-95.93149593,445.8967196,-75.68684715,145.82343,-540.1368636,-167.462242,34.22723102,-89.19434372,484.3688129,134.7125557,263.0016919,-183.0153246,-96.61068636,177.2815225,50.06868274,-8.430773421,76.93696963,19.9740184,-73.89558115,-250.6995588,60.63148645,-382.3177979,-160.4080901,-155.4580096,122.1950407,90.76209134,-234.8538791,173.5927778,-150.3349885,-53.86308477,254.8248103,265.1075464,-68.63553332,-82.14040207,4.76117468,55.53202619,207.1130066,215.1433279,120.6183806,4.065145688,135.9804084,0.957816249,209.0658604,115.0335597,321.4812055,63.01543102,-61.70798621,128.9485391,-163.7432714,-147.1383029,272.1642984,-15.46849526,-123.7034826,-75.77969725,4.997111035,42.37529221,52.87801409,-4.874355068,24.37788578,-82.57822771,28.08516571,67.63266286,108.7490517,-58.05313893,51.32709438,124.0119869,-70.49796864,66.4455061,-6.250377684,142.4788626,78.89951062,8.95806508,78.76714442,-0.974291587,134.4604289,-84.56189617,-60.52685062,106.8231743,44.34551417,-18.62231983,8.972764408,7.021567707,111.8730773,-57.22685949,-50.84288103,95.22072427,-96.31879549,51.2158758,-121.0777027,72.66165524,79.56349214,-103.6826143,60.3172378,61.41762223,-44.04992202,79.4118252,-63.0401334,-13.34004343,11.57925162,95.85217026,-59.99897488,-1.154500761,166.9760551,-56.79979199,-38.35301107,-22.78426154,-14.98300367,-34.75202615,-112.3239906,-25.75573615,145.6306651,-45.64342282
0,625.7160993,614.469781,851.5016848,573.6157621,-572.5326283,-232.3788597,125.6436756,-219.9554888,-212.6862969,-85.32291924,650.1908136,683.3319805,38.18366216,-129.8235347,-110.7136493,-308.8472624,140.1048825,-149.2291882,-297.9422988,124.1547097,91.28043945,117.2406783,-56.56405894,-164.582415,-220.4431804,164.4506035,-228.8332462,-53.69608704,-227.372198,-10.10655368,26.4553699,154.205951,196.6738415,-163.6496865,-37.31681491,179.1038112,-154.0027508,-94.76770317,-158.1624199,30.97704324,180.2731142,-91.91484477,143.1440531,-142.4553883,-39.09048814,29.29543709,94.70292453,111.1711151,87.56556802,-177.4137555,-79.37486739,55.27303458,-42.34916598,-43.8073795,75.79599702,-79.96496111,212.7625545,-63.54325093,-53.405337,56.86171599,-145.3635946,112.0741424,-69.90377061,46.38552713,-8.519046652,-113.2276886,-33.11270329,-2.86331368,-100.5222707,-84.22442193,145.696254,-8.022638955,9.283683658,68.02264608,-54.20834756,-3.064470939,30.1868037,-124.0502513,17.16090755,76.22321605,91.17992263,-1.688631993,-126.8426102,51.57940245,69.42458216,-158.9504437,79.8107275,-104.0874662,-43.89388,10.9359291,-31.45923468,-55.55649191,-22.07409921,150.7520141,32.60554219,58.88065158,51.03409716,18.44467988,-11.8327643,-91.25338246,129.5920007,43.17977219,33.85148434,7.998766358,18.87105151,9.760321074,66.51904721,-71.2401593,-73.17159056,-13.53147609,-32.88452637,-123.1473537,-70.80431674,19.80289149,-72.55542503,-27.47652398,63.01312277,-37.00927888,145.7265004,69.47229204
0,430.0607004,279.8684373,479.5731945,79.94120314,-72.60729749,288.7650962,148.2724348,-163.2473267,-61.9659615,-109.7083985,343.7669645,925.8919968,112.3646741,-75.85796791,101.9531344,166.0767526,-71.56663319,-37.50681192,465.4539565,33.72599543,452.805305,306.8017447,20.56446605,-321.4089903,-187.199078,-73.73278158,-19.63971967,53.70604377,-10.57098826,138.72601,-215.4755583,297.5010609,199.7543273,-22.32266231,-164.8008631,70.44948863,36.14185719,77.45248795,-94.67762697,-165.9728566,114.2431647,-16.88254178,223.8823122,-155.2919327,84.87189673,-67.14013142,-227.6892143,382.477389,-60.35549866,109.0145229,-130.3052978,0.678971308,250.8891432,-22.19524883,228.5322175,-108.1166782,72.18022778,-3.896488701,-178.6874125,-17.6009259,-194.1404236,-2.287290636,-24.14932489,154.6356137,-64.81700976,68.59727495,-189.3020736,-153.1343965,176.7294355,89.32380472,-170.8592696,-155.9553766,43.87772933,94.63960165,-114.2141558,24.14806136,30.20359367,-18.73334715,141.8710624,150.9703838,39.33124762,55.60629806,12.4087293,52.23830613,-17.30422828,122.7809193,-74.54419835,17.8298002,130.8606072,17.5509409,-131.3535022,58.84302473,-0.672846843,39.2882029,83.53241243,-52.89110049,63.37018428,64.45106648,-54.52445009,14.23650007,-13.08944713,51.04780082,18.67754837,-25.28499089,40.94992647,61.83543569,93.25318562,-90.38921125,-139.7888999,53.63717949,32.39316538,42.03409818,-54.65781251,49.17807926,72.89621082,50.51077199,-66.01584878,15.41728679,-8.153401401,-90.69970309
