pred_prob,f_1,f_2
0,-210.8046198,404.49605038165396
0,-755.8064132,134.76662597713502
0,690.1309604088693,-339.2139034
0,186.87027765975816,762.6712478
0,-773.4805709,41.55071720372412
0,-387.912716,344.60094293733835
0,-620.7797431,774.7968456514238
0.001,169.5080592453844,176.94083666388798
0,314.52062775929454,635.3553087795426
0,741.9279809,-628.6672057
0,40.75634800169715,6.739681049607323
0,-34.75680323,775.5284948349807
0,639.8523098747443,51.460846210827796
0,-895.8219719,-42.91444851
0,-395.1361655,-387.1277527
0,-15.23075919,591.6626775380805
0,-291.4391987,277.5817132
0,-655.1378956,105.16526569116935
0,-152.666855,689.6347820380126
0,-79.45215132,394.0143114741505
0,-133.3808302,129.56517040845256
0,-285.6649456,321.7589321609208
0,70.34362768776724,41.33089932537094
0,-532.5578475,604.2217849
0,1501.4768147602524,-324.7456904
0,-457.2698026,622.2311569909697
0,241.01558144374704,796.9313710005528
0,810.9867718545537,-522.1260516
0,-846.6180931,210.17978831068964
0,-677.1127843,-158.9680928
0,-893.98648,368.9947764289689
0,-887.9447844,107.27916229305805
0,215.37899900487452,863.3856324528126
0,302.89464627994437,-28.32704596
0,-417.0084324,92.60199508828069
0,-910.9885859,288.6609164155423
0,-841.8883878,34.84332363438985
0,-832.1587912,346.68541783266636
0,-586.9342441,264.0834437835398
0,-412.0299581,451.07474095926926
0,-651.323273,-122.1565568
0,7.272970246806118,-26.5196918
0,-888.747157,208.8634943545997
0,188.33824437804137,458.54418615526936
0,111.00486545906786,922.2773099
0,-44.80338613,223.62632123072788
0,-509.9041477,-271.3457609
0,15.29998182824963,496.6938840486951
0,-479.1915073,21.797441428426584
0,-281.3253416,6.0275724161140785
0.177,-673.4009137,-209.4790868
0.136,613.9655931501422,-117.3712993
0.107,665.7079116445507,-545.0389257
0.192,1427.6793470942748,-298.7439601
0.168,-690.2813119,537.0218702382973
0.14,394.1938949041625,-323.1616007
0.163,-761.1046847,553.6969867953004
0.168,-741.7597018,-199.6792879
0.157,-646.9026596,687.8541824903483
0.13,885.6398395487838,1424.1124325648586
0.112,-419.2466346,-731.0359021
0.183,2125.471861097831,-267.7837478
0.107,-364.3901522,-392.1353833
0.138,677.3731274,-345.862129
0.174,-323.2865461,106.81597532345525
0.163,-313.7387123,531.2554315691509
0.18,-870.0413265,510.9971766270249
0.126,-125.8375616,747.7481242064212
0.109,-416.7989397,78.32045094441293
0.11,-314.6191008,139.13649173196302
0.182,443.72009536737187,861.5601110267071
0.109,812.9771064840797,93.66533207926902
0.13,286.8776333406363,-462.1907356
0.171,47.23549016290958,-3.698221895
0.171,-718.1701096,-279.2456495
0.156,326.95779501858163,-585.1901317
0.109,404.14795682378303,775.9754525623003
0.126,38.66200130618294,1050.1396242541484
0.141,824.9040827,696.1141043
0.113,309.3641870642249,1257.2559820010395
0.165,-756.89295,775.5226708461354
0.109,-555.6788949,-735.9191261
0.1,115.08750200189388,548.8421955783194
0.116,307.46425118256747,-13.27293586
0.127,-26.30071877,1198.1340861993647
0.146,567.7512273041789,-120.6583248
0.172,209.6992861524111,-27.89343507
0.152,126.24537382020668,-45.80226472
0.147,-165.1106749,-621.5229846
0.149,13.432917039652468,1160.0845109912539
0.117,408.35195348328887,652.8173689695326
0.118,-447.3237995,-736.4549462
0.182,1180.0186960269455,-126.921411
0.118,414.1191902838376,306.58723348330875
0.162,-303.0472156,-23.13189067
0.147,-419.6539385,40.20711551392461
0.163,972.2437275905709,-361.200357
0.162,580.9738581957341,94.77387814094527
0.176,-863.2602766,269.29512398678276
0.113,-604.1069157,-58.29518393
0.237,-53.22135749,888.0299598082447
0.21,137.3604804516627,-214.1831497
0.23,-683.9207479,-267.1801601
0.215,-336.9494546,-248.0356367
0.252,-691.7165681,-88.68900024
0.287,267.79196497924903,229.65766503348425
0.251,-633.4851089,-277.7319
0.263,837.3072315716347,-343.7650417
0.277,1312.788566698925,1370.7342821701016
0.226,716.5937251048715,-788.9923289
0.295,633.7868699062931,39.80031888017651
0.242,-217.950384,-24.48603787
0.207,332.5275274894861,-709.0820318
0.297,309.32195519647934,-123.4638083
0.238,-447.9936151,-821.8368207
0.262,-697.5783452,198.5683792458811
0.217,1.0728402094460316,397.70363758767814
0.257,-491.0128938,-921.9514603
0.21,33.750068758955905,692.8548430914011
0.217,948.0075982372751,-97.00812279
0.295,337.5448801,-401.6215426
0.217,-94.68310034,279.05681110459307
0.224,-450.9902754,315.2241865399837
0.24,-271.967009,556.0733504479052
0.279,29.437976667440395,711.6254558801559
0.237,-883.3215698,256.7724536694225
0.25,123.44558061725712,796.9069159
0.245,-16.74342214,1041.646671
0.281,-859.8474904,-70.99701229
0.242,-316.675091,395.83498790251235
0.228,-629.2517777,-47.88685369
0.243,-941.0312225,-340.885331
0.202,-65.82973618,-90.16954543
0.298,213.90148023670397,185.49958645857933
0.232,53.68537040480894,-1309.827865
0.207,-231.5228367,-802.0583336
0.266,75.15321001366262,-24.25002607
0.25,-384.5786771,782.3833273753045
0.213,-147.5991839,1002.8165870716722
0.247,28.319220114943256,544.7582185698008
0.206,157.3509002630682,586.0499870226845
0.252,-626.0013778,-674.4363016
0.206,1090.5406401915081,636.1059911385665
0.265,387.4507824338458,582.1898035
0.222,-139.8335562,213.69694235187663
0.343,148.6937272921183,-131.5974513
0.398,835.2307685739327,-394.880914
0.333,335.5441830166642,900.7484113068477
0.381,-734.8795908,450.3898960561711
0.393,8.884563294480287,46.11818022069985
0.311,265.87757289141075,281.67375994881525
0.358,-868.857691,-311.9123879
0.343,670.5881206286231,-370.9265151
0.345,-420.1351246,-595.660534
0.367,-112.2670832,-45.10619778
0.319,230.88397642203716,-379.3622308
0.383,-127.168684,167.96658001405285
0.318,974.0483233423748,95.09598819890056
0.351,-98.72254213,1158.1193124835197
0.349,562.1493653555069,481.27735231346054
0.338,-345.1041433,403.34972741531385
0.307,-1016.822621,182.92499256886813
0.303,1052.810175944339,186.53722445151132
0.365,1147.089963408532,552.7909133437918
0.357,-559.135165,249.57895803689763
0.37,-526.3306452,-775.7556907
0.311,266.36145354159044,-197.7536298
0.392,-293.4266356,-235.3309054
0.306,-266.5481426,-827.97283
0.305,-403.5759052,-829.2042156
0.374,-334.6399571,1161.7559425427432
0.302,-926.3655978,565.2051638172342
0.362,149.0201029418064,-158.1773293
0.303,-446.2560469,1060.207365479966
0.337,161.5715245397872,-1185.969088
0.315,-324.9877818,272.65552798745676
0.347,132.47186548404207,-295.4952673
0.317,305.5616745892253,380.54962923281875
0.306,-182.8110786,7.5053526941169375
0.337,704.6749903262768,-617.3829688
0.348,298.5638262341232,126.71385357958195
0.35,-330.5794962,396.4172412025679
0.394,-579.7303174,-424.1062638
0.375,-605.1620853,-382.8716436
0.329,-419.0517854,399.78008204901926
0.37,362.60655637123017,885.1819641266401
0.354,143.21866599913844,1076.1154720420436
0.482,-414.0961608,192.53380365268103
0.458,361.6082027811872,835.3030149182432
0.428,-583.0092114,956.6156914709004
0.403,492.3091673063692,-796.3746294
0.486,186.28156150410857,-575.771298
0.441,-416.0627244,-239.2081329
0.485,-847.5277862,-186.4714586
0.483,-666.4016673,76.49786177594595
0.431,-408.345237,-1066.06931
0.421,-750.7331048,226.45048663648237
0.434,-139.2394892,-130.9377613
0.433,408.3452136012683,520.0891015877747
0.457,39.338008595998794,1179.3637185680275
0.498,607.4228714488885,970.5824425289115
0.496,615.6404225,-390.7158409
0.455,-199.2543301,1120.739674149466
0.485,-331.9383127,742.7447127176682
0.499,-1099.722612,-96.12476657
0.493,-921.5020657,139.19905561557496
0.486,608.7068586870558,-318.053923
0.46,592.2855133,-534.8295014
0.42,952.8676724417099,634.9514129981601
0.47,-193.4885095,138.23408991054794
0.454,-898.0678524,35.071842209830706
0.474,435.60514328767863,892.2391472075399
0.485,-255.1503597,-988.8894826
0.407,-223.2085639,-181.92548
0.479,-545.5607109,-429.4648562
0.518,-327.5813759,-350.9498683
0.563,669.2458342021612,-698.362556
0.579,-354.7100622,-702.0595967
0.512,19.877011977864438,-467.367652
0.509,717.4099374681903,-455.0122567
0.508,7.472190038960494,149.93785179802808
0.533,-465.9768374,-623.1363243
0.538,-646.196405,693.7142613377714
0.597,-289.025829,988.6420522178395
0.522,177.03371089725644,818.7211392818641
0.559,-52.00626489,-348.2434891
0.547,467.09373372978524,297.55736147042523
0.598,-164.9673105,-536.4250441
0.514,-779.3317979,-415.3757642
0.526,228.41027220100636,-515.5350612
0.521,1091.0910938144489,-82.96160494
0.512,29.24729755138063,388.2250512834177
0.537,-622.8671517,267.86702072618743
0.506,1020.3294652293929,839.3982307380647
0.517,-1092.553484,45.90215403956479
0.579,791.5700244,277.8812692622012
0.569,-228.9524067,331.2871297292861
0.536,817.7683431154836,604.9745612656477
0.586,-251.1915914,460.4463000000142
0.536,297.23532297310044,-795.7365436
0.53,383.60808740075765,-279.1267451
0.567,-747.8027498,-349.184115
0.502,958.5165730985485,1175.594875084425
0.56,418.0962920930821,945.7474554111534
0.575,1328.8074100570045,261.03866329786337
0.561,-21.24714406,-701.0057353
0.69,303.71731447767735,-273.0753762
0.627,418.35555670447104,-446.1537131
0.605,-297.181617,-594.8314706
0.654,-396.1476256,-613.5832412
0.643,-626.5139644,-145.2724136
0.698,671.6962824654105,-709.60399
0.692,-679.9797849,-1027.006016
0.699,-206.9573543,-455.2166335
0.641,-623.9474206,-1029.100538
0.699,-291.6422925,384.7381713335104
0.604,722.5192971630576,1146.461609001621
0.603,493.6455918888995,339.25546262398757
0.676,625.4411865926625,748.3620015966599
0.633,1203.4872554731814,-669.7937464
0.603,395.8246663608865,-86.86054531
0.664,225.88353936485163,382.0019190854413
0.67,-315.2314853,112.98803106575411
0.641,-278.6510201,219.9242782417303
0.63,-260.2454152,-445.1860563
0.652,243.63165938498483,-599.0014938
0.626,746.2794780741802,425.4551487353304
0.636,-659.7001665,160.8808854060136
0.682,1003.3851946104256,-1213.391285
0.62,151.03605546594923,-231.9274127
0.629,-834.8303059,-82.05476916
0.638,282.1528427818271,-230.5368394
0.697,-157.4852189,-8.269893498
0.694,-786.0595504,258.80881333873896
0.671,-331.0746827,4.559290249512636
0.629,-573.0031903,-680.3608441
0.618,20.40267810831472,-33.5751708
0.734,-566.7005608,-683.5203327
0.706,-600.5185577,-365.5144485
0.784,-881.4263991,-581.4170906
0.781,1067.307098339755,118.04916035879738
0.792,132.2421002084107,-575.2988794
0.76,-675.2938353,602.6356111930005
0.711,694.2672928448709,425.90547819329225
0.715,-579.6278908,-232.3274868
0.747,252.98161127170823,972.9216439
0.78,-734.1698541,417.09169744877823
0.725,564.5132622101337,-505.9170405
