pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50
0,-210.8045519,404.50059564167975,-839.5887798,437.5579063193018,287.2798799858721,140.13910838774723,-6.245761742,-555.4804225,419.8718045159822,197.3943278176628,-53.83659497,299.6730067348522,-385.8695774,-196.9376669,328.98274396718864,164.65254731685263,107.80519155372531,-220.1673064,-188.289075,126.16040004560905,-237.2393783,-154.1644186,-157.5940948,-98.01396323,-115.200715,-416.6309748,-126.726577,52.896779125751586,236.2441581,203.5033556249192,-326.8435215,107.40082534173577,83.75607521911405,42.349187852178325,-243.9837866,213.49190867547836,-240.631087,-256.8268965,325.25305445274256,101.9814503920915,89.00226307426826,-60.23860628,-9.687713098,-95.40508979,-43.89296939,39.42117924297123,60.668681240263005,-104.3178915,26.145510552391002,183.72737015363714
0,-755.809437,134.77342092177062,-249.5954371,-728.0387376,-145.3535091,433.85329885815094,-57.73900917,196.96542182370132,-12.70642538,-145.5227788,-244.437745,336.1706795483074,228.8295729186475,-33.35126763,134.61185996240468,-5.736054151,-137.5071796,-240.206874,-277.8985252,-23.23719415,-158.9019431,-67.47708775,-14.4757998,57.93755803381228,73.22290976,208.4518430833414,-185.6958476,26.71478053595789,-80.82962925,64.14329082149396,-236.475769,-130.1356954,57.93593233622178,-181.5710309,141.71398769098468,96.38861155301838,261.78408095611417,94.05229003534528,-69.10666803,-73.23704283,303.93733079452073,-26.08932858,122.84001962288733,-18.42552109,44.65359656185765,163.1917893425442,-32.94068868,-37.80407213,48.504656859043436,65.40825484781001
0,690.1340294699776,-339.2323854,523.9697425953078,891.0770567055011,348.9802859582964,234.1246448748917,-552.1115908,-448.542926,-324.4182755,-210.2060311,-475.1080253,588.2789322916557,-334.4413809,137.706547,436.98779398847836,20.113839664383054,138.75798786002878,285.87947023841696,151.51962341942408,240.04985872080604,-318.8802215,-0.639851026,267.04840113009766,-101.0832281,115.84080153272784,-66.47278107,6.594551940596909,-33.17025938,107.63094191815323,-90.90338383,-101.6452103,-127.5248674,0.008996533,-126.0366217,15.277051366060515,-3.14591127,364.3545445181941,-243.9601781,170.8893131761187,-95.39433522,-358.8190113,79.74255642803101,46.927530542048984,293.6710230592428,-94.52798681,-163.8031928,148.8488959865524,140.75757872175805,-58.94042278,-90.73805072
0,186.8789774952316,762.6747015183156,-401.0656357,369.4612547326345,575.2733127636216,-249.3095755,192.91747916316342,48.272857355110325,-592.8979649,363.68274363169763,-57.4329984,-589.2865198,27.732307939555923,166.06673175198387,-212.1932059,321.8874201510301,270.50098902929125,110.42544842203655,-324.9583593,59.27894430204626,23.45255186302673,-9.465663155,133.37504857087208,-453.3700177,227.1132107884777,-260.2083873,83.38022603861097,413.51435151793675,-261.840196,287.7600976753364,-47.12028195,-144.7622176,-63.44094516,-84.97677206,90.69045456336164,77.18249529213223,106.12261184940164,-6.846087842,-199.5629147,-194.560766,150.00312689791593,117.15346126824618,296.22539272677477,68.03917961,174.0294118895771,38.85001416944533,92.24945897968644,267.2113796413906,-3.910329191,-2.731562772
0,-773.4863371,41.56285078352002,-233.8154504,-627.5743927,-373.2982353,255.02543838144106,-147.66603,216.5840997,52.137630188983294,-242.7341288,-246.3753557,395.0372816318974,421.81908175068696,-12.50153352,232.37623508735595,54.572663361611625,-180.7673985,-215.1009021,-401.5501978,-31.90383478,-132.4517432,-123.2719328,-39.40723719,116.6558525506246,59.761628970086626,171.91062864562355,-155.2493081,2.542158364447345,-53.9099738,-15.64669658,-236.2884673,-64.47989089,80.53744431311499,-74.07761065,182.19641882611876,65.12933322746318,245.49152241692457,82.36098318203734,-112.4447389,-84.41577304,231.77910846982493,-105.3531794,121.0711826164319,26.421637021371033,-62.58038768,129.3454493845576,19.753984852139332,-73.98032814,95.74841856362714,90.36276297898479
0,-387.9215555,344.64181346157966,-570.737055,118.17324674358919,638.6102942345619,-271.2261746,-50.56610523,15.10311881123795,244.0842323959921,826.3413867562592,159.7891649601981,217.65965061330064,359.2466665444807,-357.9938267,-38.89042457,-256.1399612,215.67377411803062,-19.73412705,-40.61197725,-247.5432956,362.0267962861613,417.84908815654296,-189.384568,-137.0004157,-426.7502419,-488.5840999,-71.54905506,-38.00036402,-398.9776125,-24.45374579,-86.87554822,-159.5522524,27.368173788604686,-163.1741662,-231.0816136,58.657931863229834,-175.1893474,-160.6408694,-10.40035881,75.7583986,-201.0569237,-265.4762088,150.74066408787724,-70.18963404,-6.181540718,141.53356470993143,-30.03154395,-101.7106969,-258.165125,-75.01548244
0,-620.7736374,774.7727935,440.48708921100217,178.65735218515576,-27.97525923,60.36022420682301,-628.5784023,208.58692844963258,-180.8803016,204.6138891294503,-10.90616471,-191.7836595,-277.9559069,-145.3234686,-685.3776742,-165.0777331,-368.1453764,-40.34679151,317.46475285633227,37.48837989107712,-419.298562,5.585944001238246,-118.5951324,-27.29819035,178.72196630768133,-52.19101567,-573.0908117,262.8256767416353,-79.89967924,3.0462529382615235,-123.7462416,366.9354959039982,-144.9491219,25.38710937832571,-85.79085008,18.856506615562594,7.815834238823619,-204.0084206,-43.52517567,52.241520933452755,-136.3362496,-35.24225238,-24.99365211,333.75826985462294,57.29201329263898,-50.08486739,-104.3240495,-217.6957647,116.85065302029895,-48.64776996
0.001,169.50895892959971,177.00370765605493,15.56564448914074,357.7077125825194,122.31201618490535,330.86665748229643,-46.20465639,137.15595660605294,-439.859752,455.7937050168881,-313.9859467,-664.5019649,726.3985953120338,291.60786680394983,504.10186420786636,369.6387573047038,481.2393601746113,-190.4558353,-144.4381096,-608.5188251,235.7518684467028,49.75475114520979,-79.72533051,227.69579988407426,66.56693091495765,477.2918092176829,-293.7936869,88.00146969417767,67.92191726263125,28.82679194199371,236.7486312226221,-55.51109105,-387.8381109,43.28406586546421,-225.0129177,-92.42679529,94.70909650754798,-134.7777877,-113.3370605,-112.3936084,328.6899940750078,-117.4969253,101.22899950875605,49.70026068940717,-47.6204266,-39.00726904,-118.7191024,112.93779715819385,205.42084460041477,-145.4595642
0,314.5077994286064,635.3528680323867,-435.9936361,450.3281045294949,-242.5709427,-108.278217,-596.7635158,-313.9693602,65.37480608597409,56.798317621302594,-178.3894884,971.5086440469493,597.3435909981174,-227.995456,-365.9233092,-112.8601921,156.33409013685252,-71.83030992,-192.1013716,-102.6169965,-348.8181714,-162.2324326,-127.5480006,5.858810747689533,21.79809547591513,-376.6344335,-246.2947001,-262.9523146,-188.9145156,-396.1470835,-131.6424363,-13.73322528,24.676649909956303,264.0504641931287,-22.61831373,354.45110341840194,-212.4785354,-26.55495149,93.43426097038677,-3.641303972,159.4091108370872,110.79189966499264,-190.1305805,-42.69251333,41.24975767860142,71.72986084558309,-6.36688644,79.49139722936533,76.55268106276456,131.22754852102204
0,741.9287315174982,-628.6690879,49.97131873174579,113.83648198185078,1482.4890896014674,419.7835455300156,-132.3380357,752.0701958426085,-218.8026796,94.45375102825646,-249.212423,240.10029720289052,48.49601384971161,291.63124147680855,27.20340678605264,-200.9821345,-107.0439104,-160.0135512,-158.1363452,-12.28278335,-142.7956959,-236.3749212,202.07496689064865,-65.15565534,-162.3252863,-10.61910998,261.3734004687011,213.03034746269972,-347.6618562,135.5133093804814,105.45144642723724,165.1321787678931,56.759361832072365,-179.8131154,-160.3794344,-303.9313489,-74.00272739,104.24652504625848,128.48304625932653,12.562797318707382,9.168834397023302,37.64694802745645,-68.82697538,65.92962231958856,-245.4442761,42.17691659,108.40130062031412,145.33225686269697,144.2997473481993,-251.3525767
0,40.75364363665522,6.766664407362304,704.2024208807611,11.454942124882704,645.1135941379881,-106.1683026,279.7143742184658,620.0094489135671,-176.1730954,585.7509174920293,-381.9716419,640.1806494571337,270.7600608167703,-185.4424952,87.95443653,141.441067,463.90992040120324,117.70401751012156,77.06963750511643,-81.36053502,-246.5861114,-177.675677,353.0125424265355,-283.7067732,-13.92642506,-636.0937825,76.97407982,-121.282923,-438.5235005,101.96449635203142,-26.95304459,307.69614764431407,-238.1016764,-343.6885751,85.32308812124533,-275.1412145,261.4729309518178,-154.2224523,-22.91300948,130.5164699433251,-135.032147,256.6049931787971,-39.24343535,149.32980656128737,-96.93321764,151.6487626895791,-70.54511049,-251.9135688,62.591106120471224,-137.6974669
0,-34.75560949,775.5417418585845,-412.8736138,237.0471319,9.767400532860405,-402.1934278,-733.4488133,-413.160105,-127.3297399,326.90341138109164,-189.6262398,-23.02285958,32.30105626131759,-63.42872327,108.0086361965751,240.85493970632197,317.76479811744395,106.72158446865498,141.7055177157673,64.8638261,-106.1313162,119.25018887581773,29.106551920633187,-285.7703779,-353.7371833,-130.8205985,-134.073261,14.354424605546878,441.73060682790657,-207.8228211,-468.9496632,123.5233968386997,14.245235066284973,-64.9942717,-435.8172582,-26.30308677,-312.4168533,48.21169154090758,6.07960173,-57.84832351,-216.6071385,-27.45345166,-199.4360299,-58.33503209,-23.26511887,-117.7187851,5.5439428788678855,-180.2311788,91.93702714955762,-81.64586344
