pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98,f_99,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150
0,-210.804557,404.50063331779154,-839.588856,437.5579735477068,287.27922207729245,140.1408539482766,-6.243740558,-555.4765631,419.87584587127736,197.39521883166236,-53.82646958,299.6855044974672,-385.8669054,-196.9011932,328.9695978645958,164.62988296752803,107.83418430696685,-220.2682989,-188.2769285,126.09326546374228,-237.5379283,-153.8039681,-157.9331227,-97.90939859,-115.2024992,-416.8797975,-126.3237307,52.07921249159066,236.37878222168416,205.02070200822013,-326.736988,107.16336217578208,82.16281381331501,40.873260822327055,-244.0728888,212.6912511280609,-244.2609566,-242.814881,332.6415960959541,87.87441170400601,57.921138245907535,-76.8567116,-25.38015237,102.27017813807736,-53.81079747,5.035212090935616,63.70523614215984,109.8969027847622,27.64980930725177,149.19380109883187,85.39937068659525,55.71109514162841,-15.46581207,97.54871313,-237.9729955,-306.136823,42.987136073493325,45.685755244524174,121.64818452196924,-153.4981109,-48.06618874,-17.01825286,84.18172227906771,-37.24029939,52.31940238610145,-34.21566904,134.22325856389307,-154.952781,3.7988660407527997,-28.1974641,54.65410908813129,74.55632745330722,6.531475862492371,-48.69512793,-70.60251876,-180.4598877,-111.3274209,142.01190467357904,-179.8248716,-80.30716972,-134.9831487,5.950761977306749,-41.24698077,112.67296546572527,-9.015767547,26.072562600988775,19.424658352329526,-15.6429639,153.40843544651358,5.669229026579452,30.32951736473236,-94.93684066,145.37600388835142,7.274668261137326,191.3588157996989,-81.34707202,72.98388227107448,174.53174368450837,-14.87597274,-41.19428018,-91.38104564,-19.58369852,31.87435744498115,-120.9995015,-111.3112187,120.41071741386985,-112.034112,-17.02313511,-30.41848559,35.01284946620042,-17.78908453,31.980111349382756,113.85320050812723,-68.53780306,93.73765218009534,-85.83354406,28.363860967550504,-124.7025431,71.94527227368462,-21.24365326,-100.6547743,-71.22610217,29.219304153176008,-80.1216068,93.98639147,52.38680213137201,14.559255219835281,-8.845042333,-27.02778561,98.53909600061397,57.236692330255806,65.24768865990563,-63.58756773,-71.9461154,-34.33592621,105.44156457439746,33.333695618107576,92.92326111926972,-60.87302929,-42.10196171,-22.763527,59.827233144511695,50.059585244378155,-26.71301907,77.65964418,24.352884332802116,-41.8650321,-92.6056798,33.303103808720635,-25.4265273
0,-755.809412,134.7732934830794,-249.5957265,-728.0385501,-145.3530907,433.85244749863784,-57.74803458,196.95679874212186,-12.71793873,-145.5394723,-244.4642689,336.14744689935833,228.79886580852275,-33.49281279,134.68601900162264,-5.800234031,-137.6590091,-240.0323344,-278.1716604,-23.11057206,-158.2572963,-67.73630478,-14.42879731,57.61772412894861,72.97401631498997,208.77778126062125,-183.6412884,26.828183553674016,-80.12543671,65.23726527778469,-237.6701834,-132.2447336,58.020726974555586,-183.0876576,136.1901001,103.58608921158937,262.6709152412956,95.69936444191478,-51.64373595,-46.70772589,316.14595293113535,-25.49080263,123.6769096378903,28.33136492734557,59.45320781257479,171.83041563981075,-8.971215303,64.89871866,45.751714198234964,63.32584972027209,31.990199644764278,49.95209544729143,133.80305097167422,95.88519207351759,63.246029644312074,50.115425200674295,-102.8052454,-45.58694108,69.06025378660355,25.64856594677251,-40.46573575,-111.2697561,117.80803439234509,-130.0677729,-260.770172,56.178105891719696,75.65295969681951,108.4965940944787,-61.03852045,-11.43116605,86.18432822516523,-143.4545948,-217.7665473,-35.05684715,-22.71178565,-13.1835931,-3.211565288,61.16001458117235,61.133287771550386,5.5332433391979805,-65.51604251,-2.10560788,17.969443928499302,0.5291776495360847,-22.80963189,-9.023976787,127.64041325410025,59.25098822957146,45.41161535508055,-19.7565438,-22.31236425,-34.57654442,-14.11169787,-71.8895174,-29.05847625,25.266884053202087,28.227553145316335,-23.18297951,26.513168906108895,21.64041173166957,-98.69459306,56.21912181855836,14.84440349916868,-39.0295617,43.43252563418237,4.811866977077781,-94.92738852,-20.61783045,79.28684624555453,-21.75846033,-6.472882735,-86.60607164,32.733564294095885,8.048256264700067,65.13505258014172,22.225134035091262,-35.60878541,33.43188855944351,15.100934601170993,-24.66276986,3.172768502,11.443638265427612,34.08234866563191,-54.18861997,94.42457612,-11.99522187,-43.3620201,7.385062943930168,-46.59622702,-34.78909865,45.89152765527856,-7.320288012,120.3548163689451,-16.99972384,9.495009979127161,15.840517254992738,-60.08506852,46.18644014329268,81.41908227,-103.6785718,-55.13451899,73.34835342471976,-64.31251933,-19.35111499,-8.920247449,121.73926979547765,-63.88731006,-74.29482454,-86.25314482,-16.01795735
0,690.1339884571288,-339.2322588,523.9700331852803,891.0766452392543,348.98227704874745,234.1232040190406,-552.102344,-448.5347393,-324.4162729,-210.1971741,-475.1149843,588.3240157913771,-334.41536,137.8326838,436.93123314127996,20.093110279090862,138.84473430060308,285.63537503170676,151.56450085352648,240.01141624407077,-319.2404216,-0.621813362,266.83679689731184,-101.285275,115.7535694211229,-66.90865475,4.844054315759617,-31.71099136,106.12466284516024,-91.68808738,-102.0248593,-129.0931442,-2.548228517,-123.9225827,13.689709895660833,-4.382618015,361.6255328,-238.6195816,162.2000324829106,-115.3181929,-338.0398136,108.84074318977176,68.18120844,-282.1980133,-93.20882467,-163.7265337,120.83019267774293,-186.8361686,3.2026820399959814,-46.93734576,50.96620024018681,-33.144616,22.331941034783682,55.236091698955285,75.26277613640646,65.62188888663279,2.035110615833164,15.786725217762205,68.28021714770178,-49.74798759,-157.7888306,214.6721533981797,-63.49063533,15.673004340928976,41.08450381040631,-14.24545966,-242.0410311,6.2280800731540635,-26.50200585,181.89070556833832,-12.71831708,-77.2110019,-54.98281794,147.69993362987051,-154.0340595,-95.80134586,11.207660378395111,-11.13176283,-21.90759338,47.93253926746553,88.94075018474192,151.34590075131433,-23.53091845,-78.05797072,98.26467424869793,-2.693898254,-33.6712535,163.38682029150866,21.677180837549002,-54.29723469,124.07237831284341,11.575574409479733,-112.7145563,21.544644276262495,27.96421069871867,22.359647073615186,-70.23811565,-14.38839436,-55.27298255,34.76886074,-24.5543805,-108.673103,41.23916355,64.63265514874949,56.726548181159025,-45.67020898,-107.3892036,23.444526584878155,-15.59407457,62.130592573251924,-73.87010208,-111.5525408,44.27931795422324,61.24634248985241,-56.23073989,75.69646224929689,39.87646825896404,-54.10049414,-19.01796839,81.37836881250122,-76.71537459,14.461539456101896,116.20157845663951,-33.6102056,129.70434546297813,-34.29814995,-16.16375048,2.271246979566882,-16.72469038,12.58873171214233,63.35820387099337,-4.864389821,-17.84092149,-91.24514611,-95.82443308,47.87320812421218,-22.37883374,-66.87757478,16.944839558183947,30.66159005,-53.17108337,58.407137394297806,21.138737362386323,-78.83935646,53.62463454371147,-19.49642231,128.94893759763744,-0.577757173,112.10988864441335,46.888914269142674
0,186.87904188435124,762.6747458429697,-401.0660666,369.4611700212643,575.2733119022704,-249.3087147,192.9143161593437,48.273100933521725,-592.8910085,363.67642545619464,-57.41215256,-589.2714616,27.695591724555907,166.0849857474869,-212.1688591,321.8578002423836,270.55759148421294,110.52281943374099,-325.103266,59.021822940748976,23.350279940979416,-9.561405848,133.58948724150687,-454.2617572,227.1321290061351,-259.5647356,85.35665843,414.08998047316896,-260.8313401,288.43761956016766,-43.37627627,-142.3220209,-68.0152885,-85.81661084,90.83922764180386,76.56278720261368,96.24690777706466,-13.19380556,-191.9377202,-168.9726423,179.86240500575462,108.67860027449125,309.58775480247624,-40.61897416,185.1137684466726,-6.86632728,79.97342399183843,-255.5789915,-10.54495678,84.43687042793991,-174.1230622,29.107992049122714,71.95187843956165,-48.47354062,71.39990011905826,37.97090574066668,17.845831038878206,-28.07952856,-146.4294991,70.69088299510923,-7.352348728,-43.70257446,34.69285572832722,-21.11751283,-45.38523527,163.56855964855177,-151.2589695,-71.66175526,94.35947954377887,79.26970314908384,92.89329042935984,126.02678815205279,-52.8785499,-77.57063949,-16.29183415,-29.6250183,-173.7618754,-23.18181251,-81.81355139,-27.17983039,-156.8002756,17.159742953715444,-75.66701641,84.67159504,81.11150155993334,84.09445910954868,-39.13952843,-2.82089127,-75.3265693,131.95160929464632,-17.18935646,-66.31513751,33.43769316075495,30.17476071377222,125.35239608255357,28.03124982598211,-42.87319066,78.86811143092996,-64.8069882,2.6061105311253927,-147.9536925,81.59712478363862,-107.4998986,-94.08044492,39.222646220068846,-95.02034529,-0.798954777,44.50510890525973,100.77731273510479,-11.99641211,26.956410031999436,-49.32662363,12.573394707532053,45.783370317097365,66.17979692585294,135.1717492500509,-59.14866707,-90.39022708,5.306718743057914,-82.62516077,-62.8293223,67.16393871809063,61.48243870222469,33.07573339951571,-67.28219603,31.69179304192925,-30.68327594,99.06950172778747,-40.41011598,16.00737325365161,19.10167795258705,12.291159087766767,53.32300994065808,-25.90657892,-90.5038952,-61.26106905,141.4222668298024,20.75638771,-160.8122191,-10.4286982,7.071160557366281,-4.257951877,44.274900317042224,82.37107636211762,-45.56956138,44.73566867,4.486991740199905,24.14134864163305,-11.72330387,22.65946034834134
0,-773.4863224,41.56278316172727,-233.8157883,-627.574355,-373.2982579,255.02501758191184,-147.6690786,216.5740234068707,52.12409311516432,-242.7443094,-246.3974033,395.0321742106722,421.7954297800949,-12.56749823,232.39756630038048,54.49275510029331,-180.8610886,-215.0015877,-401.7302218,-31.89300354,-132.1428567,-123.2947358,-39.39191383,116.43523174183652,59.40727965148437,171.78770989362027,-153.5229945,3.4151624458892385,-55.18096056,-15.10323983,-238.6043641,-64.36488527,84.52630765665087,-72.5203376,177.6834811,68.51782005564318,249.3551065588747,86.65421520578118,-99.24029908,-46.96363675,251.19171720949112,-96.96004297,123.01040296242076,-24.39702376,-59.51650196,138.54529569939328,36.19080142870971,100.83364562526552,115.84451974985008,75.66783439,71.73301596568884,-56.82432299,95.61423272348695,95.77160666056255,-15.98926021,-112.4528311,-25.9533521,-34.61962173,61.93988987383699,32.10771755146056,-0.805011894,12.462057960769108,58.627774123009274,22.619249662102835,-159.7462888,112.05334194188606,-15.93395791,-68.30791208,47.622072125795874,19.30475271709332,21.975345492426825,-66.13287273,-135.8948633,-98.9008205,-84.00613713,-31.67029141,69.07179468823867,119.2812257652216,25.77251005082913,-52.70128687,-38.78543174,109.32206897347822,75.35365296529362,-21.60644131,4.736600090312949,-37.91080619,0.6648280011977761,37.48824522406499,28.047181093400706,-79.51928829,-60.8768832,5.636155717573352,-40.61261518,-17.69478082,60.37415717503717,18.469400850031235,-13.93813344,-34.25016993,-81.19052869,97.86762107533053,14.457536851288515,46.16800605873235,4.208094269350467,54.24706484055505,20.77659798859245,-51.40047502,-75.20695129,-136.0336575,0.076494005,-23.67836387,-19.62131231,-1.416208203,51.72503929360484,78.13427949656442,-8.089614817,-0.724560459,-22.52105376,6.1148727510501475,-38.56706587,-62.98583432,127.28636036129001,-8.57801298,7.658120652301161,72.59339672266998,-22.7920917,79.22070124936116,19.32486813336272,9.773136340083765,36.84519845369485,52.167731359053015,-101.7158582,-59.48702791,63.58872008674478,-61.90072933,-56.61189429,-25.27641446,-3.822334122,40.62450090318855,-60.40640729,-146.6772876,-11.95185181,-61.5652958,-67.52039535,-0.885258278,-42.44626275,-3.076479434,11.429999921527008,29.106558035991984,-106.9453364,-51.26861264
0,-387.9215381,344.6418712,-570.7375145,118.17342577265563,638.6114135,-271.2234407,-50.56608619,15.10822831321993,244.09374745811309,826.3390407193617,159.77888886955287,217.71275080850452,359.2486212081332,-357.9916219,-38.87956889,-256.1883076,215.68835891939082,-19.95154926,-40.71126629,-247.7894419,361.5408520150665,418.0742216891315,-189.2337887,-137.4612432,-426.7524957,-488.2566146,-70.4948506,-36.71618391,-398.1990261,-22.65525401,-82.62404202,-162.0243085,19.123326205582508,-165.3906146,-231.5383894,58.44883911,-185.4145577,-161.5058325,3.2839162538609132,76.20365179041926,-193.0678366,-218.4242744,176.01933957451143,63.291506128808464,-9.987156206,152.60018410605616,17.283063273166807,120.51323454822302,-250.5320521,-29.8073612,-82.54277206,12.191136847081202,22.370372709749642,9.25043585,-4.100936061,371.74175408422246,-123.7253203,79.13071362,6.842917010752098,-92.44243565,-81.74334479,141.2637771810538,146.27948991480832,4.719640902671448,65.13175798866499,-108.2854779,-39.86405883,-220.1553037,-39.29863425,125.4577799807118,227.18391138419878,162.9989821685046,71.71394529,-193.115473,-88.99884402,-21.87093725,84.68865381001018,59.495008270124885,-25.71445867,123.9253182718451,-151.1941461,24.21919507201291,-76.28143372,-24.4389194,-138.635865,-14.26612346,2.7723173747590812,56.442634017273015,-69.61036868,-76.92834988,-181.9598384,50.38477478540178,25.930665536662126,74.67306441342281,-51.09765066,-23.0131636,-66.00077211,3.0083639705978813,-2.740898884,-24.88453429,45.06376864503268,-56.5451091,63.61430209,-155.5359506,52.14454235528893,186.85280010494043,-111.925757,131.5259852857134,22.94837245487425,-41.57253261,-117.904602,59.80982824193045,-193.6206024,-83.52130826,-31.0337835,34.29311801495868,36.51623187136714,-39.39398977,15.10305949466947,22.35530825722617,-82.20488649,99.90567653571676,-7.139209669,33.09774381628875,-55.88226357,-113.8268002,119.18347250999199,-17.52026072,145.8628275335747,-147.6019556,-157.918647,-15.93518272,34.398530543804064,24.220058720324438,12.491811123819982,-42.05500472,-74.35545212,-105.1637986,20.656040965605538,-61.64773621,29.280084098095948,-115.7713017,15.542321899219754,-61.94910531,79.76440308350017,-108.4279992,89.84767407,-23.99110524,-99.26480837,-17.99434428
0,-620.7736293,774.7728619620656,440.4873640977438,178.6570858699778,-27.9732644,60.36178123879697,-628.5747206,208.5996783243407,-180.8795759,204.62080243059737,-10.88732921,-191.7355672,-277.9530565,-145.2816011,-685.3946685,-165.0375275,-368.1530972,-40.42062481,317.5882832,37.49601216304158,-419.625852,5.2595278880870895,-118.6645185,-26.85241048,177.75410754548415,-50.93658519,-573.7526158,263.0735699177634,-79.47123718,2.997598261,-123.3098657,367.3768238674636,-147.7436864,23.10190376590636,-86.25076423,22.06800060429724,11.091823865252374,-204.1527475,-36.92779274,41.82366504597964,-133.0330287,-17.43537166,-12.84859243,-321.5246343,91.53982161,-27.23102478,-87.35755652,189.94249776135976,128.79054800484437,-68.54424994,6.688860080525556,294.94425627159956,110.0241632112022,202.21115774848678,-55.39698964,85.03412801448675,28.163626278502967,25.344112496552565,10.687455666935326,-72.95707679,9.748189032944417,158.9069901703954,-24.82947646,-43.26301074,26.264530619659972,-69.13974351,-139.1212091,9.047560439498199,-150.2339673,52.207177300958655,-5.924827318,-148.6902206,-89.7544727,-51.68001684,39.52449043,48.86944666078132,-21.59577176,-43.505624,-33.6055351,-6.637674056,118.23198850275232,-66.85995051,18.41427873880115,-2.604520952,-6.090579904,66.60035958696744,81.61529112,188.6137452,-53.7728577,115.39052409765618,30.36582197171225,-83.04768306,-17.45756051,-148.9718205,-104.0734045,-115.0522188,-50.09063133,-16.12351397,-33.49281628,113.80518587845498,-59.68334537,49.149018073810495,98.67594951675817,10.049717568093653,-6.088139401,129.59749256341567,-35.14388871,-126.8210015,48.03590052,-12.12700005,-15.54761776,123.86922336539462,25.89080411889487,76.05324389934685,4.4767372745219784,-75.40020282,174.04662766490512,15.768855684101302,20.422804132622584,23.07251285332628,-155.862234,-114.4827309,-89.73165786,-76.64715451,-70.86102238,-46.47242087,7.983032180411524,39.94761383502245,-132.2467914,-8.946147623,103.43405880270491,-86.40737181,-16.04858279,60.421156152735456,3.8956553353945047,83.12326651187573,-20.72577846,-11.31927595,-95.71526731,12.37955841676478,-25.1852937,-71.59250809,-87.40961972,-111.8019811,37.70732357610361,-4.793670776,44.039377666637016,-45.08255263,16.477873079575332,-60.67297046
0.001,169.50894943548218,177.0037095043343,15.56572991524282,357.7076986056371,122.31277831615336,330.8644975328223,-46.20227534,137.15201105378202,-439.8589588,455.8062665790156,-314.0076285,-664.4886081,726.4229879671436,291.6466456,504.0932069973085,369.6374093018921,481.24261431360776,-190.5421342,-144.5036603,-608.3877421,235.70095144541426,49.492281703520405,-79.28895617,227.8723074029573,66.64650660574941,477.0766821742359,-295.3132466,89.30749214688745,66.88472335597795,27.558642123712175,236.93228687747248,-59.28253997,-386.3451147,50.63206565499785,-227.7414364,-95.38238267,100.58721048642266,-141.8463343,-104.5451554,-79.76066279,346.51648529347943,-98.45656754,91.09100102134397,-36.93563375,-43.13858208,39.08619651232222,-126.5158727,-124.0992191,223.8883183387446,-173.1584993,123.13761456273346,-156.2907963,-104.9814594,-163.1563583,-328.3342363,31.837726200634815,365.8519103536863,97.14989051911743,119.172826,91.47229683944538,-93.26874638,49.18729611031874,108.99444449416205,-18.28714402,-3.116879834,6.5179593779997695,-165.7582654,-29.17551136,1.7311116540599536,188.39143417921278,-67.25478598,92.38364729304794,204.68029094762187,127.73347753798227,245.5399300731375,-149.5570609,262.75177570686276,-154.7889889,230.60701496080293,-98.72993635,-81.03648904,113.29358116737171,22.40170197686604,-142.3475375,-70.82022457,-66.06171239,-49.82828389,-39.69196397,44.35047338892714,0.736325514,-131.9122074,138.61666898455059,-111.7469531,-26.25961477,88.61475239591124,-4.47726093,-134.9820875,33.913876096246454,108.51651869949148,22.66359476654335,-2.041815231,-16.10110553,-29.48644454,8.692314596,-62.02610295,-25.73891977,-57.71516268,33.515664564230704,-12.42222926,-100.6269745,50.002295151653186,137.38016431310183,33.91447903078573,-187.1297216,144.47472249144704,70.10898501575346,75.61496601974277,-7.903126606,-122.0493552,119.14490185454194,-49.93491502,88.67997975433983,-21.68164076,-161.4229345,91.52055322423908,94.44682538248013,-41.31910556,92.42192001384164,-62.25327211,49.51482876710999,-7.124818572,-66.49274304,88.49416555,3.6813233550370574,66.60615344567985,-89.87871733,57.90057962086832,-10.85909571,65.38714234484236,33.83540529257758,96.49918311791787,91.50585608471282,25.212647929536114,-73.32929605,59.70344603150831,-1.374291917,148.37882710056394,49.31762504127281,25.225835872789748,-47.23718956
0,314.5077883194631,635.3528719909286,-435.9936002,450.3284307549915,-242.5718966,-108.2796918,-596.7627469,-313.974129,65.36555169282619,56.79589278250901,-178.3771515,971.5155756912864,597.3248378613297,-228.0045378,-365.9138711,-112.8353585,156.28990495253365,-71.73632015,-192.1060344,-102.6210129,-348.9715817,-161.9433933,-127.6826827,6.156000700915004,21.696169592408552,-376.3251173,-245.8328289,-264.3237892,-189.7881594,-395.4955558,-134.5824622,-9.701614784,32.55192196902803,264.4901554771067,-23.25077101,354.31752317771475,-208.821697,-20.74186477,93.13376614,-8.035973987,144.86158871218092,78.19281726,-218.2827538,51.92164497524894,67.64898889578113,56.268617901992904,-8.949783677,-86.5754582,67.72543336602699,157.59214350377601,-300.4521555,232.1152782848374,146.83605725119932,172.45540465267058,-26.16508581,-93.32016755,-112.5264902,-284.0673199,22.29008494,61.370906041614596,194.31885957929146,44.69303925598345,124.93011318156418,-1.582266852,218.3904616336241,-35.19718348,-66.80204748,92.83164064879954,142.19861756557253,4.360146629982368,-8.836453029,-18.20547343,-47.35124053,-92.0115615,-41.827455,-96.81128261,62.67405882134556,8.918690545095886,1.359027304599398,-48.64065831,-66.51981378,-21.93360431,177.84998997076414,203.6134140128888,-121.9644241,83.25251384038228,60.34191440330868,-138.3937019,132.24502600091827,61.88118960634964,40.53829322830249,-17.57234726,-8.785841333,45.846500848151926,95.16949097806696,43.195705279686365,-112.1200677,15.09255213511457,-19.28990125,-0.790471192,130.61544367185047,-119.9964463,15.114054382345557,-81.53921516,28.12612663357798,69.22980931534578,82.77158102935272,-3.370248098,-200.8252772,-72.43062306,26.20871426330797,-133.7729555,28.09953925,-107.0604977,215.22968324203742,5.3597283504063755,-49.19329343,99.39345399,-145.3801016,-80.3933068,66.88942641581556,95.35530291919136,54.901077406490906,25.869523378505694,2.6745569425523903,18.308742887459722,28.18093823929511,37.53086075839105,-58.06883033,89.26990427703319,117.26266349298626,-97.42032663,-106.3552387,63.53414297,78.39300923701867,36.25561185725707,3.858919434495685,71.56869702354264,-46.13718492,-9.343253087,42.33744045,8.681872891296347,131.3824968094913,71.26845724468126,-153.0592332,-21.92320747,-61.64487029,54.17379512,103.33940426742062,-99.09791777
0,741.9287183983696,-628.6690454,49.97143764795393,113.83661925480848,1482.4905013537104,419.7814385013531,-132.3369583,752.0749436756317,-218.8038586,94.45988561331707,-249.1944623,240.1413811300165,48.47170160575085,291.6337376412592,27.172217940309018,-200.9902784,-107.0567396,-160.0258479,-158.0745093,-12.43800145,-143.0824899,-236.326266,202.12800285001234,-65.2083113,-162.5868113,-9.691892326,261.24807678163216,212.8252926256388,-347.060667,134.68664893160403,105.05186554821967,167.03894716511246,53.89100456418719,-181.2641243,-159.5715744,-301.7552106,-72.8008813,109.1854759591764,123.09014607255769,-12.55082792,7.673851181880731,39.08311828822471,-63.5235588,-83.15483885,-234.3435001,54.87254796026418,102.45474480743968,-229.5230203,105.24851301906826,-189.7783508,-86.44789274,216.65161942920597,-15.79087711,-172.583953,-158.6926919,-111.4241151,-112.8094677,-4.04309491,-33.15220207,-84.11992538,255.87222092969495,35.37598502946018,-103.7203549,-40.17528036,10.587068202036459,-123.4461842,-100.1066735,2.696490453438077,6.950402641344654,168.45629508520116,215.16612502471716,-20.72113376,-106.4912183,33.31907353828413,-1.172201258,-164.5883518,-30.82040358,-158.0865216,-78.53603078,-76.62959583,32.26871611659193,-17.23981615,-204.2777755,-30.71048156,-49.13410822,169.2789201492609,41.939883861595135,-15.76855707,122.45697897255852,-117.8629775,-185.7638403,-63.72488045,-42.78578122,43.83750680212766,147.82419031714306,73.48410784772187,-89.28342476,56.97046417,20.14239197907211,-37.06361842,7.703818703276217,38.814696022112464,-49.45740402,-69.14600884,-63.22717584,-82.80127169,141.99472778260633,-65.90586148,26.349366794481764,45.391165346916345,43.78265532918354,-126.423997,134.94422836698809,-105.8176809,94.62404851851295,34.77813228,-78.63597943,107.54076627279063,48.93836433751818,-91.19514716,-27.67542422,53.421569137940374,-186.9321739,19.745373103114247,-80.32313003,-23.30857499,122.95018598589483,6.494812257178272,54.89269781813316,24.87967009,30.478793780469715,-155.6617476,-46.01350245,29.574784042935182,86.45603540597159,-82.85777965,9.53539905,99.89403709741654,-17.312168,58.77412787,49.35412750816351,-72.72715486,-40.1558678,4.320073106545395,8.467099833231103,-86.55530315,-71.25445952,-34.74239842,-63.31275814,-62.55348021
