pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98,f_99,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120
0,-210.8045572,404.5006334,-839.5888568,437.5579753,287.2792351,140.1408575,-6.243721937,-555.4765518,419.8759991,197.3952188,-53.82633603,299.6853022,-385.8664444,-196.9013993,328.9700269,164.6300802,107.8341115,-220.2663892,-188.2769136,126.0946214,-237.5389344,-153.8044279,-157.938158,-97.90674936,-115.2033344,-416.8732239,-126.3047738,52.07522197,236.3859685,205.0227777,-326.7277269,107.174149,82.13833591,40.90928997,-244.0420289,212.7073135,-244.1962119,-242.7933645,332.5645517,87.8590347,57.90780892,-76.5863759,-25.28992538,102.2015115,-53.60604551,4.897367774,63.67380851,109.6870549,28.21323514,149.2285251,85.54777657,55.79011109,-15.12942506,97.57082862,-237.2375462,-305.572344,43.41371186,46.25965926,122.3151431,-152.5955287,-48.23647758,-16.00365362,84.00241893,-36.7091832,52.7613992,-35.51199248,138.0170093,-155.725254,2.775112847,-28.72959125,54.44051051,73.73636808,4.328273241,-45.05855553,-73.69530297,-179.5612575,-117.9838432,139.7785245,-178.5036561,-83.12514575,-137.1240953,6.260927161,-37.47824145,-106.3992118,-4.139076107,16.18362613,-4.858646877,-11.94399516,139.0431314,-12.32453883,23.64576341,-85.00049404,149.3611997,33.4082315,133.3064311,-168.842638,73.18287679,164.0005494,-29.44803914,81.44881881,-39.52001887,-1.881192293,26.80164673,-130.564352,26.79829026,135.4643096,-95.33019719,48.26816875,-15.03119752,32.65027032,28.39054143,17.48005954,-87.97996696,-3.256972073,39.36316426,10.87071369,-70.27405855,80.56477096,-95.19843665,32.57762434
0,-755.8094114,134.7732934,-249.5957273,-728.038548,-145.3530916,433.8524561,-57.74800717,196.9567312,-12.71801597,-145.5396101,-244.4639812,336.1473741,228.7986141,-33.49233091,134.6861023,-5.800351692,-137.6589189,-240.0306393,-278.1728934,-23.11050607,-158.2579155,-67.73647226,-14.42840767,57.62401958,72.97432333,208.7805726,-183.6433609,26.83268865,-80.13552981,65.23203877,-237.6434106,-132.2286774,57.98978137,-183.0918937,136.1653863,103.5837659,262.701448,95.72932825,-51.6746396,-46.83011872,316.1768994,-25.44569908,123.775152,28.33137704,59.35285663,171.8288247,-9.041512232,65.02207153,45.62326516,63.40698479,31.8889889,49.94348858,134.1514292,95.67093994,63.6057039,50.7464976,-102.9967217,-45.7715664,69.17432133,26.26539826,-41.20274333,-110.8232031,116.6850945,-130.1089917,-261.1896953,56.21045857,76.33013003,107.7086827,-60.08587016,-12.28393824,80.73838619,-147.4936936,-214.7296474,-37.41944474,-27.19024015,-10.83268951,-1.648471006,59.10892709,64.66098088,11.59282861,-67.00402233,-0.467519758,14.34729445,0.841943506,-29.15406442,-5.445034187,-121.7907703,60.71302214,54.43020887,34.48430525,-9.525298832,-33.69104005,-7.379598597,-78.01368941,-12.78985847,35.48074292,39.71018196,-17.61133266,32.88878041,61.60148081,-52.96333874,67.72862026,27.34331906,19.84542212,46.0508974,36.34169942,-76.15479213,89.51942353,27.78500294,-10.3072315,-33.39749169,86.43353708,32.9718646,19.20816688,0.893059768,-0.072495791,-28.81650337,41.37532438,17.06579209,14.75295562
0,690.1339885,-339.2322592,523.9700342,891.07665,348.9822826,234.1231955,-552.1022921,-448.534737,-324.4163753,-210.1972239,-475.1147245,588.3240136,-334.4154621,137.8332637,436.9311974,20.09230446,138.8445854,285.6358541,151.565281,240.0115855,-319.2417793,-0.619960168,266.8356772,-101.2843873,115.7529082,-66.90551314,4.841534946,-31.70248885,106.1204209,-91.68933307,-102.015249,-129.0757739,-2.562674679,-123.9498853,13.66710272,-4.392903676,361.6462509,-238.5862322,162.2088593,-115.2901284,-338.0018777,108.7272753,68.26302537,-282.1031617,-93.31691685,-163.8558936,120.958514,-186.7859392,3.059225624,-46.81691429,50.8224034,-33.38811793,22.64038587,54.73797066,74.91793786,65.97529834,2.333455317,16.20192517,68.00179296,-49.96218934,-157.8993802,214.3339833,-63.82589816,16.70467472,39.60300369,-12.72214379,-242.1512247,6.098967083,-24.29566548,181.4504886,-14.94637234,-77.77588538,-53.12082927,146.401032,-156.9536151,-96.59875956,15.67203242,-6.8176101,-17.59693415,49.48501527,87.94847304,154.4618549,-31.16459778,70.191854,96.13859637,-4.91935497,49.6828766,145.2562054,6.287075703,8.875837592,139.9924109,14.46199594,-103.2412739,20.59985393,42.34258102,-14.49031928,-77.21306251,-34.32148211,-48.64016819,-12.73524996,-64.63911066,-80.36983874,43.14997241,67.51017543,-40.86698809,-42.43869911,-102.8504301,17.76726984,71.15102461,100.0847023,-85.71022615,86.66613213,-63.56230844,82.12463278,-27.11234421,12.62883952,95.9662148,28.85537646,-94.65233534,-2.644435964
0,186.8790422,762.6747457,-401.0660668,369.4611717,575.273314,-249.308722,192.9143126,48.27310532,-592.8910459,363.6762451,-57.41217427,-589.2716535,27.69558359,166.0852855,-212.1689933,321.8579383,270.5582187,110.522213,-325.1016194,59.0217143,23.349382,-9.562870522,133.5847245,-454.2549339,227.133954,-259.5685042,85.34781375,414.0960584,-260.837615,288.4320812,-43.35130287,-142.3317608,-68.04247038,-85.82403297,90.81820641,76.57734418,96.26815371,-13.23956695,-191.9341637,-168.9223377,179.9146959,108.6399625,309.6067726,-40.58433943,184.9637138,-6.824315819,79.83455551,-255.5061233,-10.83004735,84.47589316,-174.1203474,28.91959568,72.06271595,-48.7453266,71.69591172,38.12353177,17.43731877,-27.18623661,-146.013382,70.96630098,-7.364604338,-43.95767106,33.36659106,-20.7867058,-46.05052548,164.2324141,-150.3964431,-71.22116602,95.58424202,77.42954039,96.50201337,124.1591344,-51.74268133,-76.49580699,-18.15401265,-29.22172777,-169.9960747,-27.14091247,-81.38940314,-33.86014858,-157.6693104,15.04897825,-72.16773621,-89.69576305,84.25924987,76.3659576,29.51612983,-1.138695415,-64.92418772,-123.2334698,-82.0277796,-76.62258644,29.4742703,25.96028648,112.4572425,-56.35899253,-28.53463764,84.73596399,-60.92017243,86.96641485,-118.3982711,86.86551981,-114.8610739,-11.29579595,101.0823963,-92.99548393,-24.69529604,30.77239821,13.5913396,-52.70173865,-5.837805797,69.12310645,78.35152741,44.58087764,-163.1880442,-53.47265058,15.38700275,48.13779398,31.18586324,-41.68732829
0,-773.4863221,41.56278311,-233.8157889,-627.5743579,-373.298264,255.0250092,-147.669079,216.5740293,52.12405555,-242.7443178,-246.3974388,395.0321348,421.7954428,-12.5675378,232.3972351,54.49278369,-180.8607387,-215.0014684,-401.7311791,-31.89453205,-132.1424856,-123.2948502,-39.39208279,116.4383724,59.40873126,171.7839172,-153.5333192,3.414763268,-55.18398227,-15.10996576,-238.5938793,-64.3739,84.51892201,-72.52410982,177.6754599,68.52992929,249.3700336,86.64744497,-99.22079096,-46.9431197,251.210469,-96.98469424,123.0444124,-24.37391989,-59.44323782,138.6575161,36.11419723,100.9764242,115.818166,75.81939995,71.79951446,-56.77153629,95.53101946,95.54303603,-15.74799569,-112.6185831,-26.04313661,-34.90522874,61.98461981,31.84093112,-0.772785101,11.82054536,58.38083079,21.96468057,-158.8805249,112.6368003,-17.33670618,-69.31466678,48.8746132,18.45365025,21.09682373,-67.66096582,-131.4621938,-99.18640163,-83.5786463,-30.75619272,70.13106836,125.7253663,30.44507332,-50.86053534,-41.63172334,110.8890222,72.56768624,23.75328995,-4.755998146,-39.02049326,8.44820519,35.70418263,42.73428886,92.00572404,-23.56159681,14.01457315,-27.51876629,-16.75740694,43.90183386,-6.806827563,-1.595131932,-42.76634008,-60.03113743,-79.10609969,-21.68924679,55.32117653,-7.003030777,44.87006047,-66.01708914,-15.92958506,40.33312522,122.9365819,-58.31044846,-17.22497345,-33.79811135,19.78905151,-38.23201569,79.33664928,-14.15071761,-3.634861549,-46.42319021,4.009683343,85.7621874,34.22639402
0,-387.9215384,344.6418716,-570.7375188,118.1734217,638.6114097,-271.22345,-50.5661293,15.10827296,244.0937245,826.3391722,159.7788728,217.712616,359.2478771,-357.9912458,-38.87976426,-256.1887884,215.6900284,-19.95335264,-40.71147772,-247.7905806,361.5432855,418.072094,-189.2390406,-137.4641656,-426.7519735,-488.2626574,-70.50377685,-36.73112604,-398.1904711,-22.66112839,-82.64879412,-162.0344645,19.17220355,-165.3857181,-231.5304315,58.47947293,-185.4861869,-161.4584285,3.36289635,76.23407118,-193.0540684,-218.4335063,176.0295762,63.12563545,-9.903845221,152.7884725,17.36325161,120.7110417,-250.726594,-29.57132684,-82.56320979,12.36434174,21.43619235,9.299190846,-4.616818571,371.0782477,-124.5553381,78.81355481,6.409665612,-93.43055586,-81.78760341,140.8837296,145.6998184,2.872391648,65.88828139,-107.4863551,-46.93589499,-222.722562,-38.65265449,123.5741441,234.1280814,154.6344513,80.36815531,-192.5401999,-80.61396384,-22.92719546,75.03917598,61.24636082,-25.48716201,116.1382368,-150.0915311,10.46437013,-71.21793801,26.33470741,-143.2420263,-0.156336638,-7.470498515,66.56626796,-49.02844654,126.6880614,-146.0772706,60.97779906,11.84779554,61.13254877,-57.85977083,4.112624316,-74.39522612,12.34656616,-3.499331143,-19.39349647,-1.684617307,-55.83355802,100.5750428,-26.48444674,155.8364095,192.574596,-174.4839244,-43.41833279,-35.33869135,128.3017263,64.80584548,-93.27019768,129.2629297,-113.5331437,-37.1006032,-51.66443353,105.0562296,90.86287951,-8.602827688,19.65789867
0,-620.7736295,774.7728628,440.4873635,178.6570874,-27.97325824,60.36176615,-628.5747019,208.5997032,-180.8795568,204.6207185,-10.88743599,-191.735548,-277.9530227,-145.2813969,-685.3947042,-165.0376147,-368.1526849,-40.42182612,317.589097,37.49732932,-419.6246974,5.262329612,-118.6658105,-26.85634275,177.750966,-50.93846683,-573.7563703,263.0682622,-79.46021741,3.012710467,-123.3158276,367.375599,-147.7395586,23.08516862,-86.25348499,22.04640848,11.06773693,-204.1902892,-36.88825618,41.87935501,-132.9566786,-17.41975876,-12.90261425,-321.5386032,91.47462405,-27.28770697,-87.34901501,190.0210421,128.4533981,-68.54845333,6.628626269,294.6155613,109.9448177,202.3481923,-56.03194513,84.87702493,28.01484923,25.67327376,10.49662315,-73.43872,9.203717284,158.7290787,-25.16018508,-42.45957674,24.49232393,-69.16247873,-138.8967993,10.25402913,-151.7322088,50.96217717,-9.199716937,-149.4699819,-89.81070536,-50.28742397,39.31647767,43.42596191,-21.09741677,-45.90103152,-33.96315614,-6.056063501,120.8486604,-68.53060816,19.8040682,5.612111755,-4.450286167,65.57733333,-83.68037083,202.5534751,-49.06721218,-95.12673583,14.72349942,-83.45849723,-22.95891879,-155.5069323,-119.1540028,-47.44557493,-45.6676187,-17.20093114,-28.07186724,-60.32156055,-126.8251223,84.77793039,88.14117233,56.28891865,-47.68914656,124.1716329,71.20388543,104.2828253,-88.48978613,16.26477592,15.61948208,-98.22600965,-90.12643749,48.41442436,113.69843,-63.67628198,25.92032047,-45.39637618,-48.00075872,50.10732999
0.001,169.5089491,177.0037095,15.56572768,357.7077,122.3127809,330.8645047,-46.20226763,137.1519402,-439.858878,455.8062941,-314.0073837,-664.4883573,726.4227169,291.6468204,504.093338,369.6375741,481.2422059,-190.5411015,-144.5041525,-608.3876911,235.7026193,49.49402166,-79.28910402,227.868929,66.64728755,477.0821366,-295.3040409,89.30348682,66.89056594,27.56253398,236.9231485,-59.27231498,-386.3596004,50.65642842,-227.7605131,-95.3813684,100.5724832,-141.8426958,-104.5585164,-79.82329627,346.4667533,-98.28134739,91.07574462,-37.0813213,-43.14770536,39.00688405,-126.5553969,-124.0210666,224.0501394,-173.1918163,123.141523,-156.3117672,-104.6633822,-162.9592693,-328.1975942,31.96203689,366.3574811,97.03042824,119.5105909,91.6791124,-93.64046946,50.72135997,109.0133731,-17.63371469,-2.701053566,5.795840494,-164.9154197,-26.68689569,0.986384555,188.3112922,-65.39826308,93.44327137,202.6974756,125.2967231,243.6631955,-149.6132824,264.0696853,-153.5062306,232.2362928,-93.56955793,-83.60919129,117.0584613,14.04112883,139.6242489,-70.76191488,-67.82293159,44.47691503,-46.4959824,52.82965241,37.24198382,-136.4300413,143.3193174,-121.2692687,-34.82999217,92.02416619,-29.48282036,-128.3712372,36.03770418,109.2985819,0.450023855,-8.443310646,-19.39886729,-35.11824228,-45.12330643,-22.88418652,-18.51398568,-79.64984691,-23.73413796,-168.2912732,-21.22016773,7.605688693,-21.58236908,-71.19437201,-108.6998942,-76.24973217,-127.3680125,25.37593081,-74.48939638,-42.44430968,-17.58498281
0,314.507788,635.3528719,-435.9935988,450.3284307,-242.5718899,-108.2796772,-596.7627498,-313.9741392,65.36569836,56.79598417,-178.3772877,971.5154481,597.3256837,-228.005172,-365.9132287,-112.8346111,156.288702,-71.73387574,-192.107135,-102.6200633,-348.971995,-161.9454076,-127.681201,6.155302423,21.68989577,-376.3201391,-245.8089581,-264.3198368,-189.7849183,-395.4929244,-134.5795531,-9.695264406,32.53598916,264.5175917,-23.21984622,354.3099637,-208.7978046,-20.68614909,93.04319153,-8.06882706,144.7636889,78.48136287,-218.2406925,51.85073966,67.8608299,56.12644245,-9.03552957,-86.95426942,68.45593716,157.4707059,-300.2425267,232.2169081,147.152945,172.7063428,-25.45709048,-92.59728611,-112.0612641,-283.8837363,22.87822681,62.25279526,193.9947952,46.08738229,127.0536402,-0.830519686,219.4865141,-38.69876791,-61.63983263,94.7718434,139.2909445,5.47555413,-10.52895171,-18.09536491,-52.38193757,-92.41203012,-44.81927215,-96.33094643,58.82894278,4.112502197,-2.811751646,-44.8725294,-65.71648581,-13.23348165,176.1647524,-192.7947986,-112.3317004,82.57574601,-53.03400628,-136.6704143,121.7807234,-67.94312435,17.9158897,-15.1967429,-8.939604703,56.45908608,107.8421764,-2.552203037,-112.0521606,-14.56826747,-55.78050826,-83.69803258,105.6730626,-127.7001745,47.40412762,-31.80644932,82.59571616,50.26010115,65.84055312,-118.6199444,5.305098457,14.87189999,-145.7761335,138.6324732,87.64851993,-24.59905975,-45.98899601,-125.5799076,-100.1386826,-31.12843422,147.9089204,-7.502318295
0,741.9287178,-628.6690447,49.97143407,113.8366169,1482.4905,419.7814416,-132.3369816,752.0749456,-218.8037877,94.45998331,-249.1945589,240.141122,48.47131861,291.6339662,27.17263005,-200.9898727,-107.0557268,-160.0263388,-158.0749283,-12.43809976,-143.0799127,-236.3298272,202.1239771,-65.20652572,-162.5918233,-9.696814741,261.2596603,212.8140959,-347.0555051,134.6923537,105.0438495,167.0368734,53.908193,-181.2511847,-159.5512974,-301.7254646,-72.85298274,109.2279779,123.0537132,-12.59139452,7.625959254,39.2508085,-63.51939231,-83.42902933,-234.2402847,54.91210723,102.416365,-229.3862559,105.4106048,-189.8578774,-86.42925106,216.768914,-16.24960039,-172.278775,-157.8998541,-111.4290386,-113.6237224,-4.241009118,-32.79389114,-83.86427647,255.1309083,36.97265054,-103.9401073,-41.69100297,11.50051718,-124.8110059,-101.7019059,1.97297029,5.136706928,167.8951596,218.359212,-30.02194107,-103.0656272,31.85135406,0.203692794,-162.8258419,-30.82584666,-158.7977593,-84.16282425,-79.16513163,41.84845659,-27.53754222,-197.8620791,32.41884851,-32.55695925,175.2532486,-37.01810766,-10.43313257,144.0993009,178.4543703,-133.7922314,-52.82268792,-47.35632995,35.60467451,172.7756544,2.18285156,-92.48810892,83.45850434,-4.937628209,16.96136223,21.89391821,1.86509453,-20.15920839,-95.82898925,-35.53810845,-79.50937063,108.2991472,44.27909585,82.85104054,-60.45953265,-0.857569869,142.2448213,-75.07083698,-98.10151153,-125.3257295,-2.751082362,-104.8461958,-40.02965525,96.04261404,131.8445192
