pred_prob,f_1,f_2,f_3
0,-210.8048654,404.5014288208813,-839.5337131
0,-755.8089513,134.77596302732312,-249.5643449
0,690.1329970136399,-339.2260377,524.0943656366178
0,186.87911494296048,762.6691352850247,-401.1757424
0,-773.4854244,41.56595165781582,-233.7980815
0,-387.9206072,344.6457030227651,-570.6974359
0,-620.7746224,774.7722077124897,440.49368903554125
0.001,169.51081777903312,176.99409531647862,15.361470928234757
0,314.50857793493617,635.3665218157761,-435.8533915
0,741.9285943210151,-628.6630728,50.067016224592855
0,40.75401069736475,6.773586892923203,704.2690796072666
0,-34.7555725,775.5397152782897,-412.9148924
0,639.8501949736797,51.458029092026926,87.60757496297259
0,-895.8244776,-42.90117,12.982419833896692
0,-395.1377898,-387.1683222,100.73607284018563
0,-15.22334484,591.6701333111766,-540.5293416
0,-291.4345003,277.5727162587905,-426.5128439
0,-655.1520598,105.1517193,944.2273773270712
0,-152.6601272,689.6369040670774,-374.6705913
0,-79.4652867,394.0440414056626,-300.5920114
0,-133.3706457,129.53355649125535,660.1113976771791
0,-285.6639569,321.7934213475509,251.68600675868615
0,70.35072936867591,41.325254763366004,-233.5373428
0,-532.5490844,604.2153999054684,-302.1515424
0,1501.473562873594,-324.7156099,483.00784688050703
0,-457.2611374,622.2078440563764,-449.6540377
0,241.0229342364354,796.9260877531647,-337.5702049
0,810.9866595335203,-522.1449874,267.11417548566027
0,-846.6204525,210.1882762933797,-93.01678322
0,-677.1113705,-158.9814484,150.8675125402185
0,-893.9869793,369.0036524223965,-247.2129294
0,-887.9511145,107.26653403731628,471.4488374
0,215.3797589715712,863.3923763292541,394.8699769811591
0,302.88749620588584,-28.31093906,-1174.225535
0,-417.0056728,92.63585825775641,-707.1256104
0,-910.9918709,288.6734188859473,-185.4839536
0,-841.8950563,34.862248886261206,114.45210589191849
0,-832.1594268,346.69426480852275,-351.0653435
0,-586.9291281,264.0933036,-588.818817
0,-412.0285772,451.10939110508076,-255.4011682
0,-651.3249123,-122.1646225,-10.30756227
0,7.278193940014401,-26.53726133,159.0080893949111
0,-888.7439463,208.85124858398018,124.59405671801761
0,188.33988823021429,458.56755820612227,84.59173618412105
0,111.01000312472596,922.2807946081077,-241.9635361
0,-44.79941339,223.60967211872025,435.42944732656923
0,-509.9176946,-271.3423779,868.0126908524784
0,15.304507923207296,496.6872155,163.0497111092331
0,-479.1942905,21.786644269219334,-57.12135223
0,-281.3338208,6.070200241198101,648.9706758471646
0.177,-673.4010604,-209.464938,-492.9625345
0.136,613.9671452829223,-117.370565,-431.502767
0.107,665.7104837243301,-545.0645612,-431.0020731
0.192,1427.6794731024377,-298.7451853,783.4737545381525
0.168,-690.279112,537.0036487501557,794.0640693424612
0.14,394.1945174550905,-323.1989209,648.8371952233766
0.163,-761.1054302,553.7020036704247,-242.8361916
0.168,-741.7610994,-199.6987219,515.7129328709439
0.157,-646.8934323,687.8281317,251.87420727597134
0.13,885.6373314230232,1424.120342567214,346.63262259102714
0.112,-419.2468093,-731.0594022,222.95180308890582
0.183,2125.4663299646018,-267.7662821,874.6304154872879
0.107,-364.3924347,-392.1280105,243.8339205777735
0.138,677.3800265936089,-345.8673405,186.62599278495608
0.174,-323.2897759,106.82387040491477,264.73126487100444
0.163,-313.7376902,531.2898740819372,310.16361768523865
0.18,-870.0398523,510.9982978897308,-44.03818848
0.126,-125.8273693,747.7322481034762,337.90677133023917
0.109,-416.7977207,78.30903821362546,118.41767944937602
0.11,-314.6204912,139.14807533367002,-886.5222757
0.182,443.71239429677547,861.5578191697043,103.70714033405775
0.109,812.9803621770924,93.67248391700201,223.27737440871164
0.13,286.87463268482327,-462.1622867,-855.2984236
0.171,47.229882608124036,-3.671986634,588.6932294049755
0.171,-718.1720432,-279.2346212,-310.6906385
0.156,326.9504349008673,-585.2098321,864.1816447639595
0.109,404.1462824706321,775.9585781724059,101.17994187683654
0.126,38.66121786729875,1050.1632785186314,458.0930407108609
0.141,824.9074248122095,696.1304697894413,-490.3540641
0.113,309.36142925667906,1257.2696091819255,352.3578564085778
0.165,-756.892488,775.5273516847824,297.80310856130023
0.109,-555.6835074,-735.9086784,395.12980750577293
0.1,115.09431962860711,548.8124186256838,441.59922011114537
0.116,307.4611971213074,-13.26166133,77.71291871355636
0.127,-26.29956455,1198.1308606271928,295.7768146242099
0.146,567.7452722858479,-120.6721425,-395.8086511
0.172,209.7001116705755,-27.89818818,342.54718927252526
0.152,126.24435230466578,-45.77737455,-422.9965042
0.147,-165.1111238,-621.512292,624.6305533251129
0.149,13.437356021890585,1160.0792818906755,-283.0971703
0.117,408.35426889482414,652.8304177670071,-9.730623367
0.118,-447.3223191,-736.4501156,56.58970767
0.182,1180.0126523048234,-126.9212765,-446.3756927
0.118,414.1124716315915,306.5727918283394,-735.5290862
0.162,-303.052327,-23.11798748,-403.7077565
0.147,-419.6525811,40.18692936595439,368.6752150156862
0.163,972.2443239849962,-361.1774017,-157.5298384
0.162,580.9718596980574,94.77396038184851,-457.9952155
0.176,-863.2627325,269.29765401000867,150.51887906289915
0.113,-604.1071337,-58.27783019,-178.0030356
0.237,-53.22536415,888.0325002888143,-645.5615609
0.21,137.3595892327837,-214.18444,-332.3574442
0.23,-683.9240119,-267.1659607,-135.6478754
0.215,-336.95772,-248.0246616,570.596611
0.252,-691.7151934,-88.68928491,345.4208464473219
0.287,267.79325748837715,229.65552368848347,-784.5270828
0.251,-633.4928082,-277.704202,-184.38256
0.263,837.3163015689945,-343.7638533,40.575369907376476
0.277,1312.7845565404086,1370.7425331959369,607.6684313384171
0.226,716.5859190113289,-788.9486368,365.91748553746396
0.295,633.7848487266905,39.80323026,-380.5227514
0.242,-217.9478316,-24.51561116,-250.1349086
0.207,332.5302315319131,-709.1126387,-26.69494251
0.297,309.3247854212437,-123.4770346,41.88442481813472
0.238,-447.9899568,-821.8554193,629.2724975295683
0.262,-697.5796526,198.5791401319233,-517.842503
0.217,1.0684721156135017,397.71524449208016,371.5771517917916
0.257,-491.0122434,-921.964585,746.7233677590012
0.21,33.74724048523435,692.8745904575178,-86.04246235
0.217,948.0140526919034,-97.00539338,258.1140270097689
0.295,337.53786618961584,-401.5441986,942.8273622085381
0.217,-94.67826484,279.0530708,-555.5101613
0.224,-450.9862645,315.20327930422104,409.4202774579085
0.24,-271.9640411,556.0434767,-15.37402504
0.279,29.438608108023107,711.6294172756711,-312.5311239
0.237,-883.3219238,256.78525022672073,-253.3100602
0.25,123.44639516406296,796.9068102348407,84.19128811949719
0.245,-16.74283536,1041.6295106293703,111.83545526411045
0.281,-859.848377,-70.98044992,-172.0249344
0.242,-316.6761884,395.81236465249026,-740.9846429
0.228,-629.2538763,-47.89384989,-708.1704386
0.243,-941.0413774,-340.8762326,523.5243046618762
0.202,-65.82581388,-90.17009231,18.48693653868018
0.298,213.90195011419826,185.49587436347673,245.2211085566905
0.232,53.681633375015686,-1309.805898,767.1489331947386
0.207,-231.5161431,-802.0787527,-290.9962597
0.266,75.14988774390149,-24.26173474,-392.7444781
0.25,-384.5651297,782.3547070523427,-77.55805696
0.213,-147.6009021,1002.8157636057929,215.24922115919927
0.247,28.319624286649315,544.7449443704289,-535.820942
0.206,157.3520289298185,586.0653585112399,794.8117939260885
0.252,-626.001188,-674.436852,-236.171205
0.206,1090.5348932597963,636.1062607523427,1091.3799511602438
0.265,387.45057815361014,582.1794264,-331.9995216
0.222,-139.8294269,213.7067119095309,-471.6382792
0.343,148.69677591901103,-131.623596,258.45323106152654
0.398,835.2363489203528,-394.8868949,150.41806693550134
0.333,335.54288469173963,900.7367850103129,-423.5045121
0.381,-734.8771489,450.3768771641195,-261.1497432
0.393,8.877166731910133,46.11473047885158,-1052.553941
0.311,265.87767482078965,281.66284767767405,114.39283737557298
0.358,-868.8592012,-311.8949672,291.5312096031983
0.343,670.5919302553111,-370.9091772,73.39791022978841
0.345,-420.129864,-595.6838316,-340.2241426
0.367,-112.2665777,-45.10790372,-946.1421266
0.319,230.88783976422505,-379.4043189,53.52410852236034
0.383,-127.1662325,167.95694947146262,-338.2255289
0.318,974.0519517153558,95.06939768577465,-540.5877422
0.351,-98.71684655,1158.1215897494567,77.89413832
0.349,562.1454105,481.2877576303638,41.32606625691645
0.338,-345.0989076,403.3719669663963,437.6409775417888
0.307,-1016.828182,182.93272576012538,-236.2934736
0.303,1052.812324024383,186.51502149081267,-813.5150947
0.365,1147.0755047891748,552.8122034690463,-337.022706
0.357,-559.130963,249.56906104918787,284.4692613739642
0.37,-526.3287233,-775.7698122,-459.4664187
0.311,266.36038352710216,-197.7384167,-400.6018284
0.392,-293.428055,-235.3403447,538.1291308925023
0.306,-266.5505689,-827.9976274,852.0206631621271
0.305,-403.5761927,-829.2184581,535.0669712301483
