pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10
0,-210.8045277,404.50077152044923,-839.5894931,437.5561148786107,287.26941640134305,140.15634762032175,-6.23583902,-555.6857423,420.0169163363362,197.99955436835097
0,-755.8093947,134.77358491837958,-249.6025476,-728.0484526,-145.4329938,433.8716021013304,-58.3753093,195.996758,-12.51717033,-145.3504886
0,690.1341465852388,-339.2328936,523.9830283384767,891.0918490475068,349.0793042755734,234.1881949511889,-550.9983875,-446.3416124,-324.1851406,-210.7200811
0,186.87897530849705,762.6749424347468,-401.067222,369.4606418952995,575.2949653080256,-249.3373908,193.21456873307068,48.544839447584565,-593.6240959,362.55537096021646
0,-773.4863165,41.56313516065487,-233.823872,-627.5858386,-373.388425,255.04113773853078,-148.3973173,215.4072414447985,52.32330065650869,-242.3921027
0,-387.9219094,344.6424401725552,-570.746736,118.16909584616432,638.6292585927143,-271.3752478,-50.81571074,13.867960652580445,242.87398841869188,826.4263788380571
0,-620.7733324,774.7724014817277,440.4975005279441,178.66404200595576,-27.9527452,60.47874330606313,-628.1148391,209.8297709601086,-180.3119967,204.42902362386184
0.001,169.50887278725472,177.00427068216723,15.55281957768676,357.69103899459594,122.18629791783543,330.85193702883873,-47.40054378,135.09380921155815,-439.8508805,455.8430185478238
0,314.50785246663685,635.3528636331004,-435.9918476,450.3301348464764,-242.5654681,-108.2270778,-596.4767336,-313.6524193,65.48397762668537,57.968939601112275
0,741.9287483,-628.6688355,49.96693847,113.82981593563305,1482.4461539693903,419.7914054562122,-132.6557979,751.6812584783721,-218.4935488,95.54640126238691
0,40.75352411,6.766512425493216,704.2074864539526,11.463102499006146,645.1899419,-106.1538855,280.6374916515032,621.3994112378941,-176.517279,586.9518192839469
0,-34.75561001,775.5413815801656,-412.8660683,237.05690639470546,9.846528466340406,-402.2223042,-732.8678034,-412.0931255,-127.3278829,326.4221422677433
0,639.8503958157473,51.458741346625395,87.59013671844698,653.6167829517091,943.6281156074707,-219.3423909,-758.2508266,547.2425073245558,-405.0341123,-627.078839
0,-895.8247604,-42.90363971,12.96016560480088,-443.7480327,-238.1078409,699.8367211983731,-210.3457961,-278.0032601,155.01414720538466,137.19401807334523
0,-395.1367265,-387.1785014,100.51961707279058,-127.3775647,1049.8631476837995,84.14311679641614,-225.4559877,289.41312440195526,-138.6871273,-264.4033267
0,-15.22351792,591.6759632864723,-540.4366332,581.6515887717029,370.18798888134046,-444.84481,-182.0000341,40.63368593771957,-228.2033576,287.47626312537835
0,-291.4338024,277.57186362781954,-426.5531319,891.1103845630157,519.6928317249158,281.8699231975773,-11.57006156,-561.7143749,642.2556375972612,196.6415791475372
0,-655.1518475,105.13625138864106,944.0353329625294,309.6714483427068,561.3588340984227,-285.9901698,-2.616847059,-12.46284103,647.5799761815524,41.676421379599255
0,-152.6594853,689.6380382996919,-374.684168,-75.49145109,366.6638981524016,-557.5292866,-457.9059738,-218.6344089,-352.3969559,611.8510629728416
0,-79.46617825,394.03795186133215,-300.6923798,150.53147067422844,-387.3931889,-209.9260537,-897.2266313,-673.3931459,67.55605208068414,63.036221458897685
0,-133.3691544,129.5371715509186,660.2063074705887,-2.667542489,547.9733184774732,-23.9000166,-237.0317372,-11.48062297,-405.6872151,25.900800876508416
0,-285.6646985,321.7863089803209,251.63314645019037,314.63385576130077,308.8228930377087,-127.399195,473.89397543096214,380.8181363235756,-262.2481997,797.8382642512223
0,70.35099572755442,41.33915143227712,-233.3519865,-9.512344414,256.88428077048155,605.6798868597784,-780.8471557,-154.3846775,71.79943198103395,-146.1546411
0,-532.5482378,604.2113501944207,-302.2347721,135.58791996889627,261.21297846704584,-314.5553239,-74.33577461,40.30417492888183,-549.4023251,435.8546452757991
0,1501.4725575739478,-324.7246102,482.8615320841175,1063.7468469529426,405.9244620164496,518.3332529,-42.44223884,462.4815481841926,-517.602052,105.05359071973697
0,-457.2599904,622.2067224897921,-449.6908309,405.35757424051803,414.9172152640412,-111.9529948,-271.9265134,-266.5996983,-293.4432305,255.5019772794936
0,241.02338762070517,796.9333127077442,-337.4424498,413.18667173159184,469.7121513867827,-364.8421213,-468.1624234,-156.0814402,-611.0175655,350.19163137042216
0,810.9871479266379,-522.1435883,267.1480286862049,568.1333679499111,841.7348375717569,-425.9197509,-755.4750259,-140.0596492,-22.90677031,-668.1576077
0,-846.6206302,210.1902752112063,-92.98534456,-315.5753628,129.01066255120338,712.9074454,-199.8032044,-150.9976757,68.23233449549458,95.49879524697732
0,-677.1111542,-158.9801599,150.88588343237748,517.7080052,180.54487634128822,387.9996160805683,-476.2714034,-484.7824604,907.3075808948724,-24.0251775
0,-893.9870415,369.0062140991181,-247.1954584,-258.2555731,54.845401471125314,627.7932707865218,-185.2163199,-288.1068143,71.50771216,196.10069277190067
0,-887.9516243,107.26884619724753,471.5260573897751,244.45609383620317,870.8995729493073,-173.5253541,-548.3668693,-414.6310552,517.6583274420016,-351.949631
0,215.3802067535201,863.3898419983678,394.83111693323445,428.3538649,541.8147286184862,475.3551521328324,401.70275481405446,705.5472417030765,-828.531619,-276.1929182
0,302.88676747069525,-28.30927285,-1174.181939,246.42085590013076,-465.2781069,-65.26932992,50.41094315406732,4.016085613292256,370.51849115857925,-94.50043018
0,-417.0060288,92.64501023487695,-707.0573346,899.3905583,163.6260401932338,-87.99110009,180.74690471430466,-298.3170389,240.26694845584825,452.2643636776057
0,-910.9921821,288.67537184829195,-185.4565463,-319.0595013,-21.0643686,734.6456764,-271.8159649,-68.503145,191.32840552484907,15.414089361192579
0,-841.8962196,34.861954176758566,114.46766930078898,-444.9829802,-358.8753793,602.0994143028984,-415.9137667,-150.5730746,283.04599046210836,-226.6107796
0,-832.1594472,346.6969640944631,-351.0321315,-576.1587767,193.3605800655292,585.6060582,42.00905770614126,70.26538195,-27.79710287,-121.3838478
0,-586.928463,264.0949032599893,-588.8521174,582.1280630269097,-233.3553777,-1.158403017,-108.2611529,-198.7165132,-46.14066762,218.80781259108906
0,-412.029454,451.10957783517176,-255.4151545,161.2874467477971,-54.12790777,-813.5301556,-160.86022,179.31842219997645,34.77544717419711,874.0191416255751
0,-651.3247112,-122.1654429,-10.31181602,-120.4575966,310.1822289096248,447.26225461454624,36.24634407709797,-824.011509,398.03733100647764,60.750591186684055
0,7.278436798177967,-26.52663144,159.13194677654863,-208.3240797,618.0495838275497,138.62763781795442,-833.9318041,-261.9072161,127.61800095276408,-356.7674401
0,-888.7435952,208.8520728219801,124.62808080703553,65.71896095793325,87.77894103001933,419.56148305849615,-249.3945961,-349.0682753,-85.13914025,437.67023324979124
0,188.3391443622327,458.5683460702737,84.64948014396344,769.2545463383984,441.09805704850254,-840.1219909,-852.3398034,77.27490201652365,-170.7124492,981.9589272515582
0,111.00961938870878,922.2849087634321,-241.905551,436.04085356146163,676.4205439920119,-698.015556,241.05992758201708,16.237608405943156,-414.7311969,343.8808822583588
0,-44.7992926,223.6157789332325,435.5199586174996,-246.7938267,63.57043989,312.4401618444681,-340.6184263,-710.012617,-71.42542001,-186.5781146
0,-509.9176946,-271.3555373,867.8302382922192,723.4717359017975,431.6985398793471,-469.9043383,-375.4514882,102.77728479649677,764.4454174241682,208.3295713634243
0,15.30491915807073,496.6896242634808,163.10673387380498,56.57060341114119,536.9013590144126,172.0526558853843,-964.4751092,-278.8939324,-140.0093113,116.22838114371926
0,-479.1941748,21.786291108982805,-57.18582451,-41.54736083,1115.7823495551945,-43.26320035,-171.6347226,302.4106693697316,-50.90276977,-311.1198902
