pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98,f_99,f_100
0,-123.7824478,-50.80238489,58.66836308,-883.1610143,-252.1009961,-326.731472,129.1691218,-8.720282125,-458.7880017,-288.2854256,399.6341103,51.46337808,282.436616,-24.95986011,-264.7932013,568.1463448,-418.251706,407.4936558,353.1819957,43.84323335,26.8142052,251.0167802,6.345611111,436.8189482,164.5670914,197.5895121,-152.0126406,78.52349189,175.6799212,278.9542858,-33.5184426,42.76932381,188.8058525,-26.89545753,27.02409249,-32.07051473,51.63315569,-68.73205055,156.5461175,-218.9512799,-64.36265492,48.9936841,-48.14683912,-152.9486759,158.4840555,167.5572558,-171.3939118,-283.9337851,-39.58533708,130.4984546,-198.7524772,-178.216003,-140.9038249,-37.39019899,-175.8526469,52.44103686,182.078674,161.4220084,-106.5265782,66.17762997,-64.38006203,-186.3499608,-98.59762045,57.2188519,12.44244837,-127.7280183,171.2126223,100.2326499,85.20658667,-95.01489343,-97.32308373,104.7274768,24.38531049,-87.48961865,99.27662236,85.66013859,51.74887556,-176.0651837,2.472479142,-59.56956265,97.11386068,-27.81681672,-100.9387641,-150.21069,108.6433088,-69.36899699,173.9299311,-78.17857856,19.50672445,79.48609815,-4.125815617,42.68054288,-15.48124128,-28.07792338,37.94584244,-7.134405177,56.46862151,-136.2546811,4.031984171,-137.781427
0,-260.1969369,-329.2057557,-628.8314836,436.1716163,-284.8412273,935.1630844,55.85798685,636.733699,-592.6568161,-663.8149559,-118.2515948,231.8899598,-354.3878399,660.1845392,-172.0652935,-424.5109868,-543.9050166,63.45044306,-39.44919028,89.87593948,174.3365389,356.3985896,276.3084957,-41.77104026,53.93646466,-267.4356106,-330.1302126,279.7700852,-188.0655371,104.526069,64.56359871,260.490722,133.8735368,658.6377739,246.6100787,-164.1533738,-98.96100214,-70.74238471,-208.9885129,212.562378,-40.35689327,-48.9989708,-20.11840425,55.21336196,518.2359302,186.2996476,-174.7345264,172.6775144,29.8077717,-3.814276244,-167.849159,-116.2138457,-25.20830377,-167.3702173,4.683502685,-48.07107731,-17.76881779,-43.48867458,125.6407261,94.74305594,-187.672016,-92.41925887,-24.54554668,387.4434783,97.11526794,19.83012483,-69.70053444,-82.95527946,240.8024676,-74.51618617,-45.26354359,247.4311462,-147.5390702,136.4943032,14.74191338,58.91114593,-1.978240288,16.84141164,148.5181835,2.222412768,-19.32310197,-84.89306286,35.69694821,172.4840142,-47.66158126,33.74432805,-41.4320536,65.17092878,25.61216361,62.92372506,118.3660158,-130.1722731,69.09531654,26.22277091,97.79800883,88.65679196,5.47645974,360.8101264,46.56809445,-78.68413669
0,-605.041211,-510.0488938,-964.1071448,-66.37080519,-73.81734594,-31.76103525,359.5499579,11.610686,373.3320664,-454.2572129,-105.2647366,406.2817537,38.3008641,-6.002280803,133.6489606,124.3033418,232.05847,171.330088,-144.0010366,83.00860462,-345.6697645,43.99113245,194.4589884,62.81330669,218.0148686,109.4529502,-119.7789929,0.240251932,226.7656163,-209.6492957,94.32234786,73.3858126,152.3628425,-152.4628853,-19.58507696,77.73153989,21.89133452,81.77350387,-78.34468467,74.10047836,94.5035149,-31.1624185,150.3654755,-86.7028299,-80.16552842,-10.51596819,-12.6990979,102.6369097,58.88264731,13.1746888,-149.4580849,18.70471732,-33.24821741,142.4829955,-24.09244226,-80.44581299,81.83486935,-111.5154724,89.45557733,-79.0236666,38.00521923,80.16066545,-83.78858742,79.46853866,-48.33506348,-25.59333286,174.3060156,118.4808654,5.469746683,44.22076765,-63.75419559,-32.11394688,-11.16605325,48.06935696,31.0353667,3.743137057,43.0398265,-43.77008923,30.63500324,16.53174372,-93.01700934,31.97141863,-68.89881396,6.301625559,-35.43882771,-18.15846487,28.59859892,-87.90472718,-83.5653012,-24.68588972,61.31585574,-73.04649788,7.975334406,7.732369083,-3.407780698,124.0259263,42.61497686,-68.65449039,-92.36477157,-14.19151126
0,254.5010503,-287.7932542,1049.956672,138.4838067,-637.9691459,1002.276171,413.1937984,357.6769892,-355.4252387,-199.3133229,-52.0298195,589.520515,214.4839038,63.36900243,-507.8211894,200.2104408,-94.45169797,296.9808299,150.1268954,-286.3086568,-52.07308386,109.1256686,52.91296776,316.1385054,-90.94909902,180.0260414,-178.6865186,-471.0427385,-38.27288685,-219.7931361,116.3974662,275.2292215,-93.84997732,175.9465725,-290.1316126,64.56462711,-120.7525484,70.48253685,135.0280067,69.37683127,-133.4808492,52.6167954,96.44725002,358.5545197,-125.4628555,249.2113333,71.60581687,-17.93310444,-66.19089465,130.4379042,150.045186,-12.29431573,-57.78696499,-170.7417853,221.2476501,-85.6470992,-32.1005201,-6.525712818,97.83558422,51.50774776,-105.3412427,-29.90086114,-4.506471589,33.08602427,-27.77966731,-46.11947563,99.11663406,62.85001319,-106.3208007,172.6167715,69.55929033,-85.3810517,41.93475583,82.32527574,42.56746172,69.9033965,-229.8595889,-125.2124235,-46.87620251,86.97677837,29.4934678,-161.6631036,47.32103816,-66.67254452,-39.4694231,-109.3445169,-44.71015376,-162.2992563,-45.2439991,35.4069671,-59.92878851,73.04044859,58.09413073,-72.63409419,-67.49239639,-47.6208802,-12.36120496,136.2452815,143.1012355,37.02729789
0,-736.4898508,-569.8012602,-825.925868,-52.33438259,205.4894681,48.71973259,443.3097348,-69.1141339,384.4179551,-489.1612369,-5.493381421,479.0265654,-9.036429229,14.11389593,123.5565471,197.1150155,210.4962605,269.2445123,-204.6607509,89.45455945,-311.7295862,1.101370643,127.9620011,28.48125267,207.898234,90.39853067,-158.823961,-40.10461358,254.9598627,-91.08058806,47.9366309,42.49811192,72.73991093,-220.0687655,-35.36691951,16.35933763,17.96557207,104.9384369,31.73999906,92.14865529,37.82794397,53.24494513,27.30055205,17.27835112,7.855884822,75.43264428,28.31489007,-17.90467069,-40.32213026,-182.8110188,-12.10706178,77.34202781,-38.5966108,104.7120514,16.20286355,-46.51617016,44.77051013,-132.0620727,-23.98549549,30.1882215,100.5003434,32.17603577,0.895702393,38.85845426,43.59193642,-55.0273577,107.2595737,1.550028751,104.7669068,101.1729601,69.95916822,3.278177687,-54.59889323,57.71780628,9.249314493,-15.27070725,-90.56777532,-22.09018344,47.73495893,37.06727624,96.76787087,65.64431966,-56.8840284,108.6741306,33.37005193,-76.30546727,43.29875773,-1.222131716,64.27719858,40.23302401,75.03014018,-39.51205114,-30.38445852,-33.23510786,-4.068845675,-7.692297258,-67.10351798,-69.9790658,-50.34687964,-47.15103732
0.003,-83.95457706,440.2677675,-227.1585169,313.6069813,-60.74637116,252.9259262,-353.5083883,-4.221960548,768.8638843,401.8235586,4.657569468,49.74481034,15.42117743,43.25412209,-371.311526,326.7719888,-241.563256,-117.3769867,164.3232573,-8.080872951,82.8029938,150.5267339,-36.88569336,-141.2431446,444.9454677,-65.04155628,214.9190534,-238.8755592,-190.7943536,71.27749235,-48.50270398,236.9925468,52.25773633,-28.29861771,141.9509987,88.49124021,-389.9093358,349.0048084,-234.8515105,-137.1081322,-22.0158653,-122.2683826,341.2380835,-26.25520811,-168.9000045,-122.9177283,-188.7898416,29.07630713,-154.3117393,-121.3994452,43.48837795,38.09553815,7.365531244,30.48716583,71.58134578,-234.9193287,159.3690103,241.8410544,-76.45277144,18.00952877,-30.07017681,-98.72725849,-7.412067893,-16.5206537,26.30795858,105.9691339,14.85547575,61.07131132,-173.3218187,-78.99508541,82.57112973,126.6051805,-74.79217775,-60.91120471,11.05713978,-112.5156424,-56.84600232,13.88149148,47.05683585,123.9397305,97.17139042,29.63693964,-100.9360211,-61.14747224,9.167619903,-144.6310109,81.41300901,-34.69706528,-98.62295806,-51.02738079,-61.9557134,-40.85654473,5.122413541,174.368563,-121.7153544,13.24198257,79.60434524,-85.77529614,15.74464278,34.60404393
0.001,461.962196,-75.04893179,319.7820779,468.8277245,-206.6305378,-204.0476757,336.4363077,-28.47950017,-287.7970941,-951.4792006,433.3239523,663.5057788,-476.7096895,-298.5145944,582.0483308,-27.05244108,239.200586,-98.31049334,-144.3736799,359.5022987,69.85111044,134.9940438,-241.0094919,-308.5926136,281.7984363,-33.13225944,35.00041594,180.2873625,-337.0358362,145.5452551,305.3945663,-214.6480547,-150.2382482,33.11670687,226.3921628,7.760963473,378.9040832,279.6188311,-231.5510082,150.5654766,51.64281029,-224.7643117,-45.72095687,334.5791376,-405.0882961,-76.75550544,99.57133651,139.082959,-96.95003887,188.519037,56.57759718,-32.34249006,-182.3325293,-183.8266098,-16.15898219,35.3046772,-48.82819578,-66.43892636,-125.0047976,32.82672089,151.4098096,82.00731512,143.5472116,-33.73142443,-294.0549475,-48.88128929,-66.34674564,-32.47868508,-107.8035214,74.31312267,44.89832728,63.29166896,-57.57565372,-70.84323435,-89.17799044,50.97519582,-21.3088264,-23.92160775,28.64669502,86.65297268,-101.1073646,55.19280271,-125.6930497,-85.92921826,-64.21006338,-72.04019488,44.70790193,91.04686514,-255.5927383,147.2979816,68.750518,30.3995426,-67.06225749,8.17447049,90.31421993,-116.5625615,-59.1341755,81.47726997,-46.44065475,-74.97513435
0.001,-131.3697448,-536.1814981,655.5837372,-836.6464417,430.0114251,262.4876728,-263.4268495,-20.7370232,572.0692721,-184.6239352,214.0162192,-22.8831766,363.1423041,16.40165916,32.7542233,193.1053101,449.2766668,364.4412908,137.5120066,-0.530458043,180.2042058,-69.67228698,-211.4473808,141.8898904,-87.33624063,83.87432846,-192.0019058,-81.26780471,-106.3176588,135.3697553,-262.5517063,289.057161,-89.14696115,247.5689816,-20.7597681,-119.2707548,-71.19283025,-84.67282496,274.1510606,-309.6310263,32.56619745,-190.3619673,48.41821431,-216.3688629,251.3947965,51.2478738,33.76956472,97.72943532,181.901613,30.98302393,-69.92275429,-115.1182712,-149.3373104,71.61811116,15.71356807,57.00736371,102.1594054,-4.214870627,205.6331537,173.6707865,51.82065336,108.6467063,86.18264753,-32.85447302,-10.11778727,-225.5708997,-161.0682598,-48.94408738,-12.48834378,-146.2402595,45.23541754,-64.26400856,-77.27928525,-0.138472163,-95.91102785,15.93165409,171.5575024,-17.75337284,-74.63053627,-101.9629751,15.04040337,48.61659628,-40.1971969,6.70302001,15.47872355,168.5960239,103.2276802,43.12433369,36.98994799,4.904432942,-88.02943607,-36.47139123,-151.2934745,-10.82457427,121.440176,-53.51367648,-16.94106593,79.09511626,-41.15041425,-66.3631785
0,959.9756703,-114.0599976,-34.79172938,-363.3174367,-719.6224527,780.5676882,767.0082725,453.8494635,-165.5605271,-436.1889943,-549.2512673,1081.496459,-365.0483644,0.123410934,-317.8419032,-402.1409147,-129.1409184,230.3404632,166.1254784,169.9485115,370.5536612,-491.0337304,335.2633805,-82.03138464,-249.9787454,123.992688,237.9647592,69.22908536,17.10710207,5.23556732,171.4599792,-4.754836052,-325.2553465,-34.88257,-87.68850897,-20.21848528,-38.69972093,-224.125021,37.39114311,-334.4657977,44.60139302,-223.1131502,-95.21116864,-336.7261369,-174.179307,-119.8331858,-26.06639506,7.616253367,8.546598293,102.6958953,98.32081475,-1.679815861,-56.17966593,306.6032622,-110.0687542,111.8704987,226.8717575,131.567721,107.7968853,-41.59731235,36.74944669,-9.067313322,112.8109455,123.7430661,26.58362874,6.912678148,30.00435482,-107.5311382,53.75402064,54.99708035,61.12732997,-177.15862,-143.2374577,-63.62205838,216.5467759,40.19345587,-67.82129933,-116.0222233,71.53715573,-201.2840203,100.8847289,101.9871013,-182.9212944,-16.3748346,-66.87368408,-47.51655724,6.952083519,-103.5266878,-8.743941189,-101.310125,42.42766763,84.53028064,-41.04384865,-2.190522733,109.5304271,-50.52842649,214.5137669,-21.75343251,-38.75810075,-99.22030077
0,680.2318015,-101.4553432,-172.5547438,-330.262242,40.35393389,632.2342388,597.5525796,-224.9719148,210.2749106,-304.6506354,-709.5689677,370.7760523,-327.3169483,194.4511611,-241.8210836,-351.5775629,-358.7136342,-180.158069,67.26398534,24.75212976,272.900116,308.0174264,118.4428627,-208.4674467,-237.2221418,122.6730731,-253.674507,-775.7968791,58.92576494,-222.1939,140.6805819,197.8129897,-73.37131583,387.8407204,247.0484353,-167.6085752,214.4911558,-317.6660954,-210.1476875,-237.5779372,-56.63004803,-182.6205516,-147.1435548,57.94500363,-322.1619326,83.28840266,-338.6426337,31.79477323,29.16879808,-44.09915297,-10.57827484,-62.61538923,163.3855536,-167.3285324,180.9845734,-24.58644568,42.31144098,-81.90784349,145.1813064,-253.3664773,-119.7952985,-67.82104802,48.88056047,226.1693335,-48.0819221,-15.34332938,141.3830095,-281.1939669,34.93465375,332.8670874,-277.3743276,-144.68167,-81.89074822,32.14362269,-15.48490707,170.854819,-67.84758846,115.0235081,-74.0417474,78.61921878,-139.6303187,50.87571571,-51.63231596,86.31195107,81.14447851,153.2458058,10.02095917,120.4949102,71.39005475,17.1634358,-102.4959611,5.951367139,-84.48055575,-45.46985222,29.41374866,-20.61508638,-28.91608266,-17.10871236,-81.90562794,-126.7118818
