pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98,f_99,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140
0,-123.7824478,-50.80238258,58.6683622,-883.1610105,-252.1009845,-326.7314605,129.1691969,-8.720330286,-458.788134,-288.2854891,399.6340259,51.46339114,282.4365479,-24.95903151,-264.7905543,568.1466132,-418.2533893,407.4918803,353.1775276,43.83682802,26.81054251,251.0120542,6.330760178,436.8157759,164.541308,197.5768831,-152.0077882,78.54060812,175.6662843,278.9620351,-33.50729091,42.72885635,188.7028995,-26.83090012,26.95706193,-32.0922726,51.60871778,-68.85613794,156.6509156,-219.0843129,-64.38042017,49.27123562,-47.70267671,-152.7741037,158.1925398,167.5974633,-170.8638485,-283.4190188,-39.75589436,129.7147632,-199.5510637,-178.1261437,-138.7990912,-47.15793951,-176.7215451,52.50304496,184.1149642,162.1754911,-104.7253525,66.81378829,-67.18706471,-187.942953,-96.98093043,55.81994456,12.78816295,-131.6637355,-159.4348544,116.0506101,74.70700148,114.0602986,-76.67270514,89.92241593,18.01288849,-101.6771256,94.72486146,78.24919524,51.31848464,-163.8830135,-0.278744149,25.50839741,76.15441673,-36.50639747,-141.8357221,146.6358882,49.45227534,-30.30515279,156.5445659,-95.85606289,-43.69627059,-22.54703469,20.25162942,81.51380575,43.30970225,-33.63731084,-17.89901539,47.69555747,30.01417155,-14.71279979,-171.5497175,98.55407422,17.51812338,218.4511258,-52.1482402,-96.93776134,53.35846551,-7.580062552,-48.13843108,-29.3604795,23.35408654,4.039982124,6.825850366,-2.618071645,-11.83718769,-178.265586,-40.00382542,69.33709026,16.27365089,-0.685377805,48.83725017,6.422648199,17.95305104,-28.17180625,-10.35017689,65.86746946,46.48463224,116.0017679,-1.658204819,90.32069051,-74.43780356,-86.49817236,7.428046438,19.17900668,-50.47574145,-50.80962122,-65.92123405,-20.7143042,36.49775515,9.978301401,16.07387437,-0.25646142
0,-260.1969372,-329.2057588,-628.8314909,436.1715957,-284.8412378,935.1630833,55.85814927,636.7337207,-592.6568206,-663.8152935,-118.2519788,231.8891002,-354.3882132,660.1827726,-172.0705942,-424.5116415,-543.9044084,63.45218281,-39.44070244,89.88933977,174.3489649,356.4060326,276.3151988,-41.73251005,53.94942385,-267.4247096,-330.1585743,279.7661996,-188.0181625,104.4487206,64.44657549,260.5072369,133.8998273,658.616819,246.5860572,-164.1267297,-98.89941642,-70.28391902,-209.1060585,212.5773811,-40.41261048,-49.18700941,-20.80055261,55.23466934,519.3840025,186.9015553,-175.500362,172.4417919,30.00693226,-3.3157891,-168.8280423,-117.5365242,-25.31160003,-168.1388644,13.61474559,-49.87217151,-14.16304149,-45.11548815,130.2242429,95.61689035,-183.5777422,-88.98943314,-35.29579178,407.085321,73.79246343,17.36751688,56.72516953,-79.62263792,239.7541346,81.54342579,-29.90266938,255.1190581,-141.8094954,125.1313534,62.51212414,61.201395,-4.947272779,-13.73126053,130.4812665,-61.4385432,-17.70587353,-63.59511796,45.21964855,-139.1921874,40.68976884,39.30988208,-19.79054933,100.8530711,1.966108858,-10.46885476,49.72283221,109.9426768,-120.6811189,73.91834372,246.7549056,-96.32382766,68.57634449,125.3156788,251.4406339,-12.85469022,-89.04599934,-2.261266647,-108.3516703,-53.33632273,-58.95800398,65.4592274,-41.69451981,59.42526322,-46.8798807,-19.51362896,-172.5142195,-109.5407204,106.4798815,50.84060275,5.979995097,-73.97563099,-103.5804949,-50.46232579,-73.74472823,-137.3638472,69.61336898,87.65276451,76.99987051,19.46424772,204.4774062,-6.161913825,43.72074096,3.003422763,-74.82471914,-95.49041165,-14.08971998,47.88363698,-2.165995501,-34.85045342,5.698058918,88.33280172,-35.8255208,-78.05096442,-16.68526039,127.4200063
0,-605.0412109,-510.0488941,-964.1071444,-66.37079903,-73.81734417,-31.76103596,359.5500223,11.61066868,373.3320152,-454.2569462,-105.264365,406.2821374,38.30114268,-6.002047747,133.6501268,124.3028398,232.0579739,171.3280249,-144.0021634,83.00536695,-345.6767008,43.98048561,194.4482279,62.80375735,217.9931967,109.4576519,-119.7664927,0.235492449,226.7362804,-209.6095709,94.3695683,73.35634731,152.2869884,-152.404827,-19.57387872,77.68922066,21.90053575,81.63756969,-78.1825765,74.12227867,94.5848948,-31.03306358,150.4200456,-86.42865247,-80.12683557,-10.68905865,-12.77579857,103.2351654,58.24742126,12.71772768,-150.0731567,18.8545737,-32.83965367,140.8430996,-32.51969887,-80.63646761,82.07452109,-111.9877066,88.51317592,-78.7795412,37.89233454,77.86663922,-81.31890344,64.45581868,-55.02272003,-28.87209164,-173.3650698,126.4956757,-1.121350115,-34.79566604,-67.13580082,-37.95055085,-6.688987987,42.74669275,37.9440622,16.60119416,52.81792956,-26.97915393,-0.876213675,-33.57868986,-106.7327222,13.56568416,-53.73308298,-15.58230239,-56.17477918,48.78266819,50.90282006,-127.6417492,15.29890226,-34.97556103,29.74335648,2.870131176,-77.31247891,76.1792269,-33.30143436,-70.73276492,-28.72394824,-55.90019991,-2.512565891,-12.64314252,45.90785519,48.4722445,-17.34333233,33.57827352,33.55077355,-2.920283781,65.24197465,-35.28619935,51.6401682,-6.112487581,23.29188712,-16.33439059,-12.41325945,33.41627693,-57.71432297,-10.22740107,34.91313525,-66.11762134,109.424224,43.29363499,-21.93735706,59.29879435,-79.33535438,-43.83375003,44.86273177,99.44823008,-41.3783557,-20.13749403,46.04299041,18.02260353,-6.937020274,25.03064341,-47.22415091,44.48150152,15.30010607,52.76887055,-25.93109214,-30.50816135,-9.178022535,-31.61337923
0,254.5010504,-287.7932519,1049.956662,138.483819,-637.9691209,1002.276185,413.1938456,357.6771153,-355.4253825,-199.3129039,-52.03093791,589.5200134,214.4832789,63.36945341,-507.8213905,200.2073956,-94.44728583,296.9775053,150.1281855,-286.3087045,-52.06656013,109.1543484,52.91473187,316.1425333,-90.96078155,180.0101273,-178.6813728,-471.0153728,-38.29547491,-219.760965,116.397444,275.2574482,-93.87729242,176.0089545,-289.8883328,64.55805692,-120.8744636,70.53141745,134.9137212,69.3263571,-133.3525573,52.94655782,96.70494637,357.4509196,-124.645453,249.2932088,71.82926041,-17.92571225,-66.31115615,128.7963162,148.909932,-12.02569769,-62.36548379,-160.1522145,229.7627007,-85.25618674,-31.85028412,-5.498039453,91.81882253,57.05058031,-107.7451699,-26.35787653,-2.279612707,20.68739292,-40.65113233,-45.81990267,-88.95933918,65.92553829,-113.8237853,-197.5273249,33.23332839,-77.06286536,43.20579117,83.69002122,45.37112765,18.41723116,-216.3052374,-103.2354908,-102.989944,-109.5278885,23.99503556,-167.6286573,-4.572283179,34.19441282,-0.651829218,-100.2961732,-42.81186344,-160.7720195,-118.9487041,-85.59355995,-79.51759544,-42.26241219,-1.666006193,-79.67654473,110.2961512,88.87566683,-47.4453107,12.81255156,156.8656636,21.00405267,-21.68076741,91.24115495,76.99660373,45.84352475,-9.17525613,71.00585842,-15.12500689,-51.2081889,-29.40715995,23.61920041,96.29071864,16.60719986,76.03341648,37.38009153,64.51660655,-30.05435497,-158.6655779,28.26606957,-91.06699223,-147.341021,-52.72608802,-77.74194381,-70.91231505,4.30522008,29.87456041,64.47924598,-54.23845597,-115.1378317,-51.22851672,-51.95522482,87.51651126,-20.73730435,-66.09992627,111.6303395,-0.270733171,-59.03632258,58.42681863,-6.256940934,-30.35403884,-80.28760245
0,-736.489851,-569.8012578,-825.9258699,-52.3343717,205.4894715,48.71976464,443.3097924,-69.11412306,384.4177187,-489.1612195,-5.493552352,479.0268632,-9.036190929,14.11498907,123.5572706,197.1127869,210.4940538,269.2435532,-204.6605051,89.44855352,-311.7373686,1.102366609,127.9542446,28.47391806,207.8993853,90.38906186,-158.8134399,-40.10360468,254.99123,-91.07208571,48.01807713,42.54654912,72.76349712,-220.1379016,-35.48155925,16.34692691,17.98801051,104.8313732,31.7243349,91.90109561,37.98775282,53.1159603,27.60803207,17.52510342,7.692131288,75.40169755,28.70973626,-17.3433886,-39.96557343,-183.0379758,-12.27972678,77.73507332,-39.27448947,106.5213417,10.0382668,-47.73006434,44.67870058,-130.3446654,-25.31311372,31.29242102,97.79618255,28.26064732,1.637950504,34.55601699,35.69207835,-64.96232615,-108.6516867,8.465218841,102.9118955,-113.5875166,47.71415998,-6.543373318,-55.54504721,54.42213361,21.74777031,-19.95749136,-84.85052757,-48.10589757,36.70950282,-37.47431829,83.87543747,45.0544704,-30.00814339,-113.4206889,30.54128821,-40.33037716,70.74756798,-24.87923327,-5.041070285,39.52903841,35.7223225,100.1065362,-36.67822766,59.41489509,-92.27734244,-18.26698787,-34.01697114,15.0655062,-91.62857324,17.01900559,-57.69947942,13.39673067,-80.70697451,10.22005387,7.466133538,-84.66374106,133.023678,61.02962765,-54.70924959,-92.14307848,24.66723002,-9.758262763,-16.63482629,-31.87175183,17.51160344,-43.0133987,-45.8471422,15.60964218,12.0303839,19.43128238,70.92449708,26.84978023,-103.5384193,-18.21325326,-36.80470872,11.093657,88.65657049,-19.01764972,52.18155969,-12.81095757,33.59164722,-39.71132127,-4.073043783,50.55681537,63.97109907,-73.40350555,-45.81986932,58.94682731,-8.501503221,27.89336924
0.003,-83.9545772,440.2677711,-227.1585194,313.6069858,-60.74635528,252.9259823,-353.5083191,-4.221984147,768.8638506,401.8236932,4.656735208,49.74476958,15.42097403,43.25385342,-371.3099021,326.7705935,-241.5618629,-117.3781164,164.3216217,-8.086017445,82.80786219,150.5382432,-36.87262722,-141.2477606,444.9457156,-65.05544795,214.9034549,-238.8712723,-190.8029181,71.29937164,-48.50326158,237.0506684,52.28279782,-28.27164934,141.9643938,88.39275839,-390.0655967,348.8479863,-234.5582366,-137.5337323,-21.96302279,-122.1988507,341.5366476,-27.07903952,-168.792685,-122.8410044,-188.9021729,29.23903824,-154.9784209,-121.6147543,42.38614547,38.35835927,5.024723557,35.42501243,70.33914442,-233.8758671,162.0886324,242.5064635,-79.27245389,18.84236544,-30.81758704,-92.03443442,-6.343425251,-14.91414204,21.89480024,116.2167702,-2.656390634,57.30063376,-181.6345494,52.83336094,97.45420002,123.1103349,-73.68307226,-54.42716774,-1.109749635,-126.7442927,-45.80462764,44.41282881,21.13035805,-110.2916409,77.86369276,-9.850872853,-85.89367391,35.17922486,-62.497936,-21.1776435,107.8514663,-150.9106087,99.2269416,3.007170991,11.96293369,-65.84703073,-7.922948721,-64.14499187,-104.5075076,-115.1121494,19.98987233,-31.38994803,19.33248188,127.8415007,59.97076192,-3.984290165,144.8485078,-22.39142759,-144.0330504,20.59180826,-27.80562526,-123.6871126,-47.18997161,-143.8413841,-9.419337793,-25.94894165,25.70163255,11.26496462,68.05970256,-15.15184031,-4.515182715,120.7441105,-9.827444055,98.2305294,22.14290138,-10.55501825,15.69119657,86.21408033,109.7207933,204.3666992,-57.52344742,-10.86132468,-109.8821491,-45.90769022,49.38351212,6.728099292,-11.96969527,-30.5566066,-31.64435047,45.60746628,-89.86509957,-9.176668414,36.25796286,15.86233998
0.001,461.9621956,-75.04893103,319.7820778,468.8277077,-206.6305477,-204.0477024,336.4365351,-28.47967336,-287.7971589,-951.4794772,433.3241485,663.5058108,-476.709615,-298.5156402,582.0480475,-27.05004777,239.204506,-98.31724903,-144.3741742,359.4936858,69.84114588,134.9724677,-241.0187668,-308.5720598,281.7980129,-33.09727398,35.01118575,180.2933886,-337.0330607,145.5397735,305.3803191,-214.6190681,-150.3783607,33.22114835,226.3922988,7.755690456,378.8235705,279.6471512,-231.3718642,150.63785,51.55691945,-225.1985922,-46.27104821,335.4845004,-405.3592472,-76.24375688,98.9364321,139.7573654,-97.41215896,188.3538935,54.58344258,-33.14027405,-182.6711442,-184.6879429,-5.865048637,32.91593397,-45.89113397,-64.3569702,-123.0840264,30.78033107,149.5388039,70.71204362,145.7713204,-48.18195994,-291.6907349,-47.90529578,74.13181057,-29.37068547,-97.85534795,-65.2634321,23.60704466,52.00485999,-73.88146123,-72.1572282,-73.61374706,71.79255194,-25.42458944,-25.44980891,9.441180921,-82.38920919,-88.08751755,51.25558605,-118.0580102,68.52775915,-114.245219,-62.10817189,91.07337215,49.81382783,230.3028486,-238.5124842,3.42221576,62.3932323,43.74134614,30.0158557,99.70271107,5.712941899,21.21947982,142.0694771,-29.00560672,50.52573048,-68.0576383,-57.20154742,-55.9188619,-23.05700214,57.32385716,-81.73796807,74.71603118,-18.25544298,-68.05031223,-103.7635236,-142.8750988,-130.5303383,100.0720075,-1.146502373,121.9313341,4.548138274,55.21823824,33.95895676,46.6315851,39.9457054,94.56836569,-54.94124253,35.6990692,64.61964322,19.27030553,-16.28105208,74.85109418,82.37090876,-19.57899454,39.21871814,16.97848847,-41.06523076,-30.10048153,58.89039656,157.1181707,-14.8505027,99.28973299,112.3613116,108.3891976,-46.58084436
0.001,-131.369745,-536.181497,655.5837388,-836.6464459,430.0114543,262.4876891,-263.4267648,-20.73720788,572.0693221,-184.6238707,214.0164433,-22.88243847,363.1425011,16.40103322,32.75686477,193.1045048,449.2855775,364.4345327,137.506566,-0.548191837,180.19076,-69.6821009,-211.4375862,141.8930643,-87.33912013,83.90808011,-192.0070703,-81.26581729,-106.3159669,135.4407855,-262.4777845,289.0598292,-89.2347322,247.6991771,-20.74708573,-119.3944638,-71.30862739,-84.97201822,274.5852578,-309.7333712,32.26227666,-190.3663109,48.85363028,-216.7248107,250.7540128,51.37172789,33.68792626,98.45755495,181.0540398,30.85750073,-70.43792742,-115.4480182,-151.1622126,72.50191457,11.6666155,56.01079295,102.9314651,-3.353206292,204.5530329,171.5671727,49.9095961,103.8081207,84.36911812,-39.44540441,-7.905090139,-220.7967624,161.0709845,-55.67904866,-10.24258372,118.860662,82.70502944,-57.1540382,-72.00179167,18.28842211,-82.59481231,45.8773406,159.3101547,-4.59407628,-34.61448543,121.9682993,16.54411309,51.85200027,-25.95532851,49.33614379,43.51131544,202.6520152,72.82561687,90.69016882,-16.26583699,-0.489022737,82.79998169,-67.89906749,115.3139256,74.11927907,40.10519596,-23.74443192,-88.35079433,165.1306611,21.97859851,55.28911667,-116.4706991,-37.60656537,62.16381699,-43.76677778,31.74577237,-31.63173411,-20.34204621,50.73320038,57.67769882,15.53619229,-13.57618941,-124.1549869,-11.92194599,-18.91826361,14.76919436,42.20441959,60.3823637,-35.03610307,87.22048732,70.44173165,17.09958748,-88.99728362,52.61390165,10.79394188,-67.82467019,-45.62432495,55.50139511,-29.97667474,-14.54959992,71.76268071,60.52903602,-7.479478183,-36.66666053,20.91623362,79.51110648,-188.1849304,90.50173536,-13.2373807,134.8717856,213.1601716
0,959.9756706,-114.0599952,-34.79173135,-363.3174365,-719.6224472,780.5677123,767.0083706,453.8494494,-165.5605481,-436.1888149,-549.2511628,1081.496564,-365.0486068,0.123215071,-317.8404278,-402.1415275,-129.1370847,230.337596,166.1246792,169.9402393,370.544813,-491.037478,335.2624445,-82.04765791,-249.9845408,123.9868606,237.9717974,69.2409852,17.07934415,5.253377586,171.5352879,-4.713335194,-325.3751742,-34.88471363,-87.5046347,-20.29165331,-38.8038056,-224.392756,37.32454502,-334.4529909,44.54775233,-223.30923,-95.213412,-336.7730996,-174.771912,-119.8740749,-26.06827532,7.927818516,7.772607965,102.0210137,96.25508781,-1.507976564,-57.45571896,300.9559936,-124.9488409,110.0616958,226.8159641,129.9112356,107.695461,-43.06610265,35.17578716,-13.84250644,114.088955,114.6703078,11.48138227,-0.84403276,-47.9597967,-111.0148451,57.2219396,-59.26033475,48.59452028,-187.9346442,-153.8754123,-88.34580862,210.5722675,16.60763582,-74.52507967,-157.7538939,102.4191055,101.3967632,58.63247735,114.942983,-156.833513,-28.65128806,-88.50722093,78.17472493,13.94821785,-148.4863368,-47.43788963,71.74834958,-80.02060477,20.70229446,43.27452327,88.89561848,93.70603845,-33.6801982,-17.23427257,-107.869628,-98.13242248,158.4387883,-30.24941674,-14.68074992,-0.35116262,-26.80564634,69.88529945,-79.95373,100.0713711,2.203916355,-55.77356833,128.8338969,72.49729202,-95.30580888,3.025645624,5.226464636,-23.70149814,26.1102736,218.2252208,126.2265738,-41.99459448,21.62988187,-156.3268065,0.534006906,133.2218477,-5.609554958,-75.97975508,138.1337351,15.67714816,65.3091777,43.51925526,1.922493442,11.90928589,47.68954741,34.1506569,-20.78820298,-16.78752634,-48.02299566,68.84426712,5.066191824,78.99648993,81.91324099
0,680.2318011,-101.4553447,-172.5547485,-330.2622495,40.3539301,632.2342297,597.5527682,-224.9719477,210.2750403,-304.6504301,-709.5692851,370.7754157,-327.3181412,194.4497708,-241.8229234,-351.5732948,-358.7088961,-180.1614141,67.25999058,24.74864569,272.893869,308.0024746,118.4318555,-208.4330766,-237.2199509,122.7170369,-253.6531261,-775.7688478,58.88520541,-222.2075258,140.6324978,197.7534092,-73.4874213,387.9441118,247.2285535,-167.4955131,214.3325474,-317.4706816,-209.760241,-237.3685433,-56.9128066,-182.1933557,-147.4148676,58.34462008,-322.1443043,83.71678135,-339.4791806,32.44114193,28.8951293,-44.68238557,-11.60339184,-64.494583,161.1521306,-158.4614029,193.8959462,-25.4118303,45.50898318,-83.82564178,146.0982685,-253.3492079,-123.129936,-67.11458176,46.38160547,216.5337978,-68.29326217,-22.06218183,-158.5252161,-258.9078559,34.94496138,-276.975068,-340.7793636,-126.5010167,-89.76346132,38.85721079,6.807573846,162.0906574,-95.97588611,128.4516956,-76.85000143,-67.96158845,-83.55417263,86.57549119,-53.40714004,-24.56024535,134.0284727,64.43063595,-38.58150548,166.9982646,6.337435335,19.16631851,50.75097776,-28.31499547,62.3566802,22.56288724,43.32043897,36.7982531,-43.76599927,175.516787,7.731535561,58.93498707,-86.55768798,103.9067732,101.4059095,-36.91470975,168.6366777,113.8816939,176.7137646,-2.265895564,184.9907555,-42.01787321,-136.7879057,61.83504801,-104.1425055,-59.90505768,51.93830183,5.997816034,-184.2060145,30.61811524,40.65966243,55.55596573,70.41105252,63.09235179,30.71486412,-65.46039476,-53.26206534,-110.8257129,-6.257688956,85.59419144,-50.51317498,89.73093163,71.74088286,69.54755232,32.73997426,110.9578064,-114.5771411,-41.42641184,-119.8808946,-97.47828666,-78.26703613,-61.95556916
