pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20
0,-123.7824476,-50.80239787,58.66837207,-883.1604899,-252.1010697,-326.7295908,129.1708191,-8.707898262,-458.7893392,-288.2936962,399.6291708,51.36835841,282.6970649,-24.9038476,-264.570029,568.4807216,-420.2215238,409.3076304,352.5157178,38.92209395
0,-260.1969371,-329.2057616,-628.8313596,436.1721022,-284.8410593,935.1623904,55.86046066,636.7282,-592.6485907,-663.8645412,-118.2937172,231.9078494,-354.3877661,660.2252164,-174.0025547,-424.4340008,-544.6216582,61.9808698,-34.01296816,87.08592303
0,-605.0412109,-510.0488816,-964.1070832,-66.37069415,-73.81741952,-31.76140271,359.5502812,11.59970098,373.3326765,-454.2771432,-105.2438933,406.3456921,38.25851334,-6.014675503,133.0402321,123.5741471,234.3538844,172.0620063,-137.9314015,90.45472918
0,254.5010499,-287.7932168,1049.95673,138.4828553,-637.9690248,1002.271757,413.1897278,357.6407505,-355.4114511,-199.3267457,-51.97206236,589.7154345,213.9129685,63.37425039,-509.919247,199.4336243,-90.30468274,295.2036018,159.8575111,-274.4627114
0,-736.4898509,-569.8012519,-825.9258639,-52.33432108,205.489414,48.71996882,443.3101178,-69.11710838,384.4149715,-489.1636408,-5.483661012,479.0512569,-9.041271015,14.09441832,123.6475733,196.5849993,211.9509456,269.9928243,-202.6141932,94.05757523
0.003,-83.95457764,440.2677965,-227.1584232,313.6064236,-60.74641803,252.9227695,-353.5108484,-4.251457892,768.8801561,401.8078416,4.71148007,49.8977787,15.08461233,43.36902811,-373.5389538,326.5654184,-239.0160076,-116.8288368,172.5827093,-0.991885861
0.001,461.9621956,-75.04895662,319.7819853,468.8278171,-206.6305516,-204.0461912,336.436054,-28.45581105,-287.7986568,-951.4551895,433.2976443,663.3736428,-476.5057496,-298.4470208,583.2751356,-25.63370063,234.7778389,-98.24425674,-155.9302968,347.1378884
0.001,-131.369745,-536.1814874,655.5837723,-836.6466082,430.0115831,262.486455,-263.4261088,-20.74653295,572.0707522,-184.6347898,213.9935239,-22.8254784,362.9970514,16.29171024,32.37143612,192.9797918,450.1613698,362.4279705,140.2318433,2.476382245
0,959.9756707,-114.06001,-34.7918109,-363.3173156,-719.6223656,780.5693598,767.0099352,453.8681517,-165.5720024,-436.163075,-549.3154879,1081.421271,-364.8665999,-0.07034158,-316.0417026,-401.7276937,-131.0360932,228.860473,158.4092016,164.4558249
0,680.2318005,-101.4553185,-172.5547093,-330.2633365,40.354013,632.2285791,597.5494206,-225.0090787,210.2971757,-304.6658089,-709.4957908,370.9376831,-328.0295538,194.702996,-244.8121886,-351.4897745,-357.0888563,-181.5924129,72.2053412,30.1368151
0.001,-330.8687373,289.5905307,790.1670399,-130.5750859,122.9968191,-534.713927,-445.7570159,-112.2523345,-386.1270804,55.63822315,115.8441179,299.3780249,78.49213349,216.950489,-332.180778,-4.353314799,-45.07466693,-87.38649424,306.0839022,-147.6275523
0,694.5375457,-205.3109253,505.6279987,49.81139148,-498.4947539,632.569108,443.1330935,461.025376,-80.27123223,262.5391204,-122.2199417,984.2680617,147.2641755,218.4708213,-789.7441195,-242.1683524,58.10649516,199.3474918,237.7569817,17.11447385
0,-901.9845557,-239.1511503,-561.1863274,-130.6255862,-320.529957,308.2595684,-16.58469943,-310.3806659,-90.82217666,-560.0645862,57.98400617,308.7315148,-231.4067812,-353.5600069,176.3159905,-5.09550298,-238.0694612,-166.094168,72.17009562,-201.9115606
0,34.72912514,217.8628365,-579.5705203,-318.0321356,-604.1803804,718.4683232,571.5241618,336.1506874,-59.07402796,101.4836677,-229.1616106,133.2090446,-62.2900708,407.3115031,-546.1003985,-341.3068711,-269.3953246,264.9726018,259.5362647,-314.8361874
0,508.8651293,652.2707626,416.9170462,32.51590008,-164.0022942,-625.9509494,63.93539774,119.098297,-257.5956733,-467.4762691,-19.25072671,87.16368189,33.95267982,-23.95901724,22.38509932,-170.6210095,-130.3202161,468.5394354,368.2993448,13.35193464
0,126.8239111,298.6749938,124.3382517,-599.4854067,-422.4125105,101.9821111,70.45713184,-86.70939651,-694.8961412,-302.946523,342.8000153,151.046281,137.4018974,-111.3455343,-405.6256633,846.0893709,-259.1689932,629.6832017,20.23373999,-217.0997746
0,204.823606,-81.61784109,-601.7453905,-53.55268388,172.2981209,1261.530744,148.2276462,-111.7909858,-278.2818537,522.5679698,109.5417496,-430.5166671,-120.3689245,127.6693483,-561.8158448,-389.1390161,-353.3282302,407.830236,-301.4402353,-399.6619982
0.003,-812.9510297,-493.356456,454.8335978,-620.9277761,660.7213055,330.2015422,87.46031004,99.72989813,113.290165,-63.59383581,332.2628089,-162.0754702,488.9440049,-23.39091911,-328.3354444,183.0778389,132.6792338,-27.18260923,401.6649766,229.5549879
0,115.4345285,293.0265406,64.10258857,96.60829868,-563.9164665,523.2707377,-13.16715985,464.4498641,128.1458697,534.6529628,-389.1155583,38.01400144,-395.3678926,437.6659838,108.3901885,375.7686609,5.249727818,-231.4460418,-365.0886412,-11.72967117
0,648.4972671,110.257877,-66.82666585,-124.2990135,74.01225652,146.0875255,667.2389602,-629.8483354,-48.13180415,-433.7234977,-101.5473035,5.733325119,-289.1643928,121.7087317,-44.88226764,-213.2309909,208.2186106,-417.8065285,-338.1425172,-622.4586959
0,-502.668234,-78.49214856,108.5376766,101.7463449,-631.1902135,32.54349234,-260.664085,736.5196327,-35.48873561,-77.04079757,261.6927409,541.3352901,-287.5127858,-232.916843,203.5926023,138.8630289,126.005693,108.0580697,-104.4201065,-7.916064007
0,1016.308671,-664.0047294,1097.463882,109.0110989,-410.3400344,1100.518865,961.037253,-109.4909498,-434.1444129,-357.0724584,-170.2983186,612.347116,-175.4420239,-325.9312676,207.8576771,-130.8913922,641.1313057,358.1126649,30.81988895,251.6951759
0,241.9786206,570.6932659,-264.201429,-30.97097135,-180.2364809,-367.8517756,229.4093108,452.1322704,-259.352708,107.0877082,298.4474586,27.39896668,590.0715163,-314.8141789,-208.7481402,263.1001288,76.24634441,469.8161144,-163.5646792,-114.7307504
0,376.4037566,-310.7724036,820.0489577,115.6120653,-366.2424335,820.5013193,364.0768802,903.0748494,-565.5993923,136.1908521,104.2607923,889.4944141,-146.5412174,446.3936953,-723.5812735,-27.75298059,-27.85888021,308.9100505,-201.3417124,-120.5244332
0,-743.7872662,-79.45691921,-507.3548627,-307.9200088,-577.2834616,87.08889152,-67.1237241,-137.50067,-212.4076005,-257.0916808,-92.02131594,58.40244514,-605.0461578,-393.3744377,-107.2161305,-4.16325192,-243.9899813,-184.7129799,2.995169743,-127.2767387
0,-498.7151832,339.1518549,-340.2771214,-139.8342907,-104.1589728,912.1667833,17.22379517,294.5906009,-245.3193811,-382.1958466,272.3252225,-37.29005714,91.54203753,-376.245923,-80.40115217,523.9060514,-447.7518188,542.9284724,65.05344322,-283.3506413
0.002,-672.1777035,209.2599512,-553.4099056,-79.79730188,-538.9578153,-94.38752008,-70.42632372,-195.5453229,-291.6274702,-278.0334688,-196.435584,-34.05705891,-303.2782247,-506.0362916,-72.23274167,-186.6170291,-148.2769626,-111.8890722,277.4600598,-146.1505525
0,-199.0824212,540.0498853,-647.4985192,180.1019207,-98.38103765,967.385087,-368.9023535,520.2198152,-164.0700306,-138.2920559,424.1382241,-2.217596671,-195.9710453,145.2762933,-387.1772274,92.18479975,-245.7153088,-83.87571247,243.5911531,229.0503642
0,-232.831669,-703.7860492,235.9265974,-767.4032027,221.1198862,-312.6895047,570.8903585,528.6641889,165.6430967,-230.5878249,464.7174941,-38.63784248,-124.2899282,-88.99351288,100.2515382,-159.8076356,-124.4349137,630.9156333,401.3071608,-69.50121372
0,523.5592231,-248.9123445,-155.5021681,-603.633657,-742.8916583,375.5126452,659.6962121,632.3088898,-405.145048,-514.3164634,24.63178051,-215.3678387,-435.5185079,381.6769488,388.9907554,-613.4087377,-71.91407999,397.7046793,51.07773683,142.1288036
0,-2.300860663,367.394901,29.49021285,-657.0710781,-164.997324,-195.2573326,398.3274427,-92.02259804,-881.3557705,-26.6274025,655.6308812,156.3395775,-45.95382158,-18.19762132,69.23912016,202.3379517,-255.204528,356.7601644,280.886312,53.82665193
0,-805.5399005,-184.2946526,-519.0365983,-293.6480906,-527.8940174,59.19970049,-122.7720275,-327.6385101,-147.5542596,-282.8062928,-4.26000402,250.5940175,-498.6045799,-402.6268808,-123.8055824,35.86767389,-256.2924942,-285.1903584,37.52915948,-174.1309554
0,-189.9217939,-139.5278932,-679.4989539,204.9452246,-614.6981773,659.0643333,264.0669761,455.4549043,-168.6971675,-413.9160089,-175.6092105,443.7161605,-340.6436045,113.195101,24.43850414,-1.30400916,-557.2169103,382.2163851,424.6100202,103.409542
0,-989.856766,-454.4865314,-573.6812682,11.75927534,-74.04700039,410.2496176,-78.4517639,-251.8040966,-80.33402258,-676.2740692,132.5792858,393.491649,-275.0801578,-161.5206266,126.0392363,79.19858107,-67.06653125,62.82662414,30.03227576,28.54751434
0,-507.0270753,-340.8981548,-850.4978989,-294.7080061,-573.6878972,-168.6992785,78.59189731,-43.35727253,96.74975454,-208.8003936,-35.13517772,337.1035444,-185.0540119,-164.2301539,55.64763809,147.4149526,-160.492082,-274.2986571,66.51661862,-169.8098981
0,-382.2542353,123.1295967,-19.83752272,-311.3712639,-185.0456185,-224.1459573,510.8886928,-305.8987253,-142.621693,48.87895576,722.0944399,267.14915,290.5055077,-150.6282697,206.0991449,395.2308347,-387.3612837,242.6519994,226.5397957,-4.780902607
