pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40
0,-123.7824478,-50.80238297,58.66836195,-883.1610109,-252.1009872,-326.7314574,129.1692526,-8.720363276,-458.788244,-288.2858127,399.6338111,51.46364395,282.4346618,-24.95919267,-264.7812082,568.1488199,-418.2731438,407.4130279,353.1753726,43.86649981,26.79875277,250.9096377,6.034536555,436.7462533,165.1693039,196.3019204,-152.5317782,77.93379646,175.1047615,280.5066043,-29.90149888,38.07146798,188.9766918,-15.99642546,31.69704998,-42.03793083,62.30017275,-30.17309735,57.48756054,258.5336609
0,-260.1969373,-329.2057584,-628.8314902,436.1715971,-284.8412339,935.1630618,55.85797112,636.7337835,-592.6566057,-663.8152028,-118.2524909,231.8876666,-354.3842615,660.1815665,-172.094219,-424.5101405,-543.8806668,63.57356598,-39.46968012,89.78714174,174.1876884,356.290328,276.9236325,-41.55204507,52.09523326,-264.3805032,-330.2483019,281.0287983,-189.1898877,102.7784901,59.99727866,266.6683984,126.5715406,645.0122091,244.517082,-150.0986166,-91.40572133,-105.3420613,-74.36391156,-263.6634577
0,-605.0412109,-510.0488935,-964.1071444,-66.37079947,-73.81734402,-31.76105096,359.5499347,11.61066873,373.3321402,-454.2567157,-105.2645221,406.2815461,38.30342234,-6.001947116,133.6401498,124.3013037,232.075234,171.3873915,-144.0275164,82.94942904,-345.6883034,43.95230218,194.7381052,62.87316207,217.2677748,110.2997469,-119.9016849,0.356468282,226.6483084,-210.0812574,93.35676318,74.54317347,151.0721385,-155.1759606,-23.35221604,92.80351296,12.74553275,66.94482179,-28.08004705,-90.90817888
0,254.5010504,-287.7932521,1049.956662,138.4838176,-637.9691203,1002.276182,413.1938195,357.6771672,-355.4253559,-199.3129694,-52.03101165,589.5198559,214.4837343,63.36914229,-507.826003,200.2088901,-94.44900523,296.9957038,150.1365561,-286.3152784,-52.13903081,109.1158521,52.98204527,316.1989189,-90.51591893,180.6841984,-178.5834911,-470.2767885,-38.29424191,-219.5953285,115.816508,276.3755694,-93.6701809,175.489634,-289.2263796,67.8537556,-117.3119547,77.0582381,175.7973146,15.20241297
0,-736.489851,-569.8012577,-825.9258696,-52.33437121,205.48947,48.71976122,443.3097552,-69.11412038,384.4178131,-489.1610732,-5.49343486,479.0268707,-9.034887127,14.11612036,123.5507139,197.1122247,210.5114013,269.2866363,-204.6592172,89.42361717,-311.7030688,1.109075954,128.1071983,28.31388336,207.6344747,90.55717903,-158.7448749,-40.29881332,255.1587847,-92.14350884,48.08968624,43.64115654,74.22269677,-223.3899208,-42.78726594,26.93455542,9.066210458,98.98679279,73.08617684,-56.7429924
0.003,-83.95457721,440.2677711,-227.1585195,313.6069843,-60.746354,252.9259817,-353.5083137,-4.221952367,768.8638573,401.823596,4.656464469,49.74462191,15.42101579,43.25325981,-371.3102532,326.768706,-241.565336,-117.3904068,164.3143613,-8.104493403,82.76015213,150.4713126,-36.83908874,-141.0345453,444.7748219,-65.69788595,214.9329714,-238.5280608,-190.903282,71.83679749,-48.20112489,237.8391874,51.14453294,-30.6015206,142.1112954,90.9308038,-393.1517844,315.0014957,-312.5378817,-1.873908638
0.001,461.9621955,-75.04893102,319.7820774,468.8277088,-206.630545,-204.047708,336.4364667,-28.47965177,-287.7970565,-951.4793538,433.3243498,663.5057424,-476.7076006,-298.51527,582.0410461,-27.04818303,239.2154301,-98.24043608,-144.4079367,359.4547857,69.83802935,135.0899572,-240.708805,-308.6787866,281.1754053,-32.15037429,34.73540366,180.2776534,-337.5736656,142.3775398,301.3880748,-212.5203951,-153.4651991,20.67904685,220.9901414,29.1742179,366.3021224,234.52085,-181.4357053,-251.9013239
0.001,-131.3697449,-536.1814966,655.5837378,-836.6464447,430.0114555,262.4876803,-263.4267905,-20.73721762,572.0693417,-184.6239865,214.0161998,-22.8826488,363.142028,16.40095352,32.75607302,193.1062191,449.2823679,364.4214181,137.5198676,-0.542459791,180.1626204,-69.78392435,-211.5108415,141.8187903,-87.33045031,83.79851205,-192.1495352,-81.26798199,-106.0783623,137.3820308,-260.0734857,287.4637577,-88.96893883,253.3842676,-16.34509214,-133.4823748,-58.36163396,-29.54522233,104.1240416,362.877895
0,959.9756706,-114.0599956,-34.79173203,-363.3174363,-719.6224502,780.5677175,767.0084841,453.8493906,-165.5606995,-436.1889075,-549.2509837,1081.49727,-365.0513356,0.123977215,-317.8245737,-402.1415231,-129.1521166,230.2512671,166.1393957,169.977629,370.6474783,-490.9884326,334.8738929,-82.11297154,-249.1641809,122.5015094,237.9238275,68.42741823,18.11026029,6.999437943,175.3025827,-9.819979255,-323.9954336,-25.82118025,-79.9502218,-39.01833278,-38.35433592,-199.7668257,-113.6828038,311.7731946
0,680.2318011,-101.4553443,-172.5547483,-330.2622478,40.35393441,632.2342188,597.5526488,-224.9718818,210.2751696,-304.6502161,-709.5694338,370.7748096,-327.314956,194.4502251,-241.8387339,-351.5703999,-358.6870671,-180.0623815,67.2456094,24.65739314,272.798593,308.0125005,118.8909309,-208.4061571,-237.7158248,125.4990045,-253.6521488,-774.8902305,58.55100527,-224.2528408,137.3385469,203.1212941,-78.44690354,373.9139592,243.3654144,-157.0968607,220.1852811,-346.4468696,-210.6037199,197.1182137
