pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80
0,-123.7824486,-50.80237871,58.66839067,-883.1609198,-252.1009047,-326.7314891,129.1688271,-8.720626112,-458.7891014,-288.2856623,399.6334154,51.46461731,282.4333546,-24.96530226,-264.7885946,568.1603067,-418.252662,407.497285,353.1732187,43.800334,26.78833059,250.9774407,6.343898689,436.8466889,164.632323,197.625149,-151.9034734,78.56732428,175.5421585,278.9205086,-33.82650156,42.76133126,189.2425333,-27.02253391,27.15298013,-31.92335469,51.75370982,-69.18961149,156.7474752,-218.9880783,-64.96932719,49.34938965,-47.71373535,-153.4504001,155.3010634,164.0319192,-172.8756268,-280.6863505,-44.07998146,135.2208859,-196.076194,-177.0190397,-136.1715346,-138.2051647,-120.6576791,45.24866964,191.3267715,-167.8056648,-90.70827229,64.11655385,-57.1176484,-195.0652952,-96.92671672,74.27140259,11.70894489,-79.84399391,-166.8943926,131.3776692,144.286777,103.1918801,52.55669187,-115.4174887,92.08616851,39.03748045,114.9345653,147.1098188,-63.91799203,-12.06098063,55.53427881,-69.39115547
0,-260.1969375,-329.2057566,-628.8315217,436.1715329,-284.8412626,935.1632588,55.85841989,636.7335577,-592.6569284,-663.8142042,-118.2542649,231.8896324,-354.3878687,660.1835396,-172.061511,-424.5272328,-543.9054639,63.43738689,-39.43806152,89.90520587,174.3649262,356.4179269,276.3456134,-41.71369837,53.85691961,-267.4678474,-330.1610512,279.8373694,-187.8234047,104.6773116,64.72079572,260.2138057,133.7022629,658.2722191,246.2453102,-163.832149,-99.55499751,-69.97727628,-209.398819,211.9580791,-39.77793258,-50.56959795,-22.2421081,54.48297759,517.7902727,191.8667189,-174.5385613,169.6142307,27.17581919,-4.788968503,-170.7552557,-122.6089039,-23.4470683,-130.0147469,110.1724573,-51.64641675,-17.62642791,61.15881638,125.5493992,95.7137829,-210.5700455,-63.59974067,-20.53562533,397.8397213,-33.14464894,34.99045432,102.5980619,-104.0655238,221.8824345,89.11069542,12.16726276,-291.547672,-152.5111964,-42.61069702,-5.82431775,-0.423327139,-69.45802871,49.18099717,-50.70959571,-65.87208786
0,-605.0412112,-510.0488923,-964.1071373,-66.37079355,-73.81736491,-31.76109287,359.5500925,11.61066086,373.33238,-454.2565573,-105.2649301,406.2804799,38.30196753,-5.999403992,133.6472388,124.3030192,232.0514773,171.3338584,-144.0042319,83.00532827,-345.6723422,43.98118326,194.4303188,62.82616656,217.9877794,109.4859017,-119.7852036,0.251880121,226.8059566,-209.6008337,94.42653909,73.44393585,152.3095394,-152.6830477,-19.63822343,77.73566694,22.14701004,80.88774011,-78.27463594,73.98249898,94.92622502,-30.13944134,151.6234298,-85.82864821,-79.19601279,-10.55816094,-12.57870827,100.8763914,55.2999463,10.41334458,-149.527614,14.81551618,-35.90507696,93.27005367,-107.2529954,-67.57811722,84.07605493,112.2435359,86.81061664,-85.79574611,41.18106796,68.14114196,-88.69649262,73.22418769,62.09595476,12.2229353,-145.7514091,145.1415116,15.44873174,11.47236461,87.66591682,37.66427385,-66.1804113,-71.53469396,41.58762921,13.61260707,-4.308426591,32.41308495,-39.41824091,93.36845743
0,254.5010499,-287.7932489,1049.956673,138.4837943,-637.9691269,1002.276239,413.1940449,357.677191,-355.4252697,-199.3123109,-52.03212274,589.5200683,214.4816411,63.36485171,-507.8215677,200.2126492,-94.45111021,296.9785052,150.1352194,-286.3337398,-52.08368451,109.1394153,52.9786532,316.1564171,-90.92156361,179.9435294,-178.6020819,-471.0150501,-38.15312274,-219.4206852,116.3444878,275.1977343,-93.81800445,175.8681929,-290.0154635,64.93486499,-121.0322576,70.84341574,134.3713702,69.47818381,-134.2083497,52.53696455,95.18181517,358.9580617,-126.9694366,249.8593984,68.62778297,-14.43827731,-63.9908087,129.9449039,147.0269115,-10.42004837,-62.43887598,3.796067022,274.3683665,-86.48115811,-38.56521909,10.76373728,106.3665456,47.06298586,-106.8776066,-25.11424216,13.90266274,16.08145772,45.86362305,-15.12236953,-96.31195695,114.3441651,-114.6878686,-185.3223496,73.69230864,68.32037111,-60.80356315,-73.78459062,-9.791912014,-93.77564896,-95.9204101,-222.6342468,-31.29159425,-19.16646132
0,-736.4898518,-569.8012605,-825.9258974,-52.33431447,205.4895677,48.72009429,443.3097717,-69.11472445,384.4167177,-489.1623474,-5.49147035,479.0286247,-9.035261565,14.11112128,123.5653504,197.1180636,210.4968425,269.2453204,-204.6503461,89.48641709,-311.7391822,1.07033252,127.8980118,28.46452931,207.9361814,90.39267795,-158.8540988,-39.91179923,254.8788059,-91.4247942,48.24047444,42.50116564,72.85147747,-219.7325665,-35.66699639,16.59576229,18.22480593,104.4116824,33.08418747,91.70858325,38.90925508,53.6219538,27.47677655,18.02632163,8.747018475,76.23278385,29.96200631,-20.23539254,-43.91818132,-183.8640749,-15.22209755,74.21786497,-38.64492817,91.15586525,-53.51966741,-46.70838366,48.74700261,135.5276225,-45.80253092,32.21339893,95.46713759,21.13079976,2.941015403,55.72632372,5.832519566,-0.154370133,-72.4322642,25.0036081,86.88159179,-124.4621013,43.68715469,6.200181565,-91.42933067,-24.85434751,-26.75280666,-28.04878848,-85.99199741,-62.80552929,23.40667329,-57.2839943
0.003,-83.9545776,440.267785,-227.1585025,313.6069869,-60.74636252,252.925831,-353.507986,-4.221770868,768.8649275,401.823647,4.657597247,49.74385848,15.41918904,43.25552668,-371.3184589,326.7737601,-241.5682806,-117.377843,164.3147878,-8.11440371,82.78531869,150.5418639,-36.9155199,-141.2177444,445.0026952,-65.05619654,214.9087404,-238.9356383,-190.8139514,71.37006705,-48.586633,237.0986288,52.30898103,-27.79079596,142.1793114,88.45274278,-389.363601,348.7249521,-234.5894507,-137.5603091,-24.474421,-121.7202639,342.4770308,-23.46925063,-167.6837996,-123.9118068,-190.1270353,36.72709877,-151.0675887,-121.8018981,38.86082804,33.38557179,1.457426544,73.95387561,28.04887029,-238.2350405,167.9388977,-244.4133511,-61.65161844,26.43500745,-23.44499436,-104.0520837,-20.87909899,-18.15794132,-52.85484124,62.613325,-31.00969288,65.84548918,-144.904193,-4.709914889,-133.5713331,-135.8416402,-27.4131828,129.6134388,-37.89333119,-72.61818515,31.05089473,-31.47300734,-78.97127194,-59.49289495
0.001,461.962196,-75.04890702,319.7821129,468.8276854,-206.6305487,-204.0477027,336.4365399,-28.47956289,-287.7961738,-951.4787827,433.3260319,663.5074728,-476.7155337,-298.5114988,582.0515345,-27.05649553,239.1988644,-98.33650597,-144.3861923,359.432896,69.81346146,134.9617931,-241.0489564,-308.527565,281.7919833,-33.05305648,35.12816951,180.3133628,-336.9514568,145.6206305,305.124058,-214.6218679,-150.7558267,33.85251029,226.7816792,7.454629302,378.8300295,281.8189417,-232.4725115,150.7571091,46.66052304,-226.6268176,-46.26759984,337.6657776,-405.9679473,-79.80340334,101.2888123,146.4657355,-85.16457279,191.2160751,44.60085498,-34.22442765,-183.7144289,-150.6830889,97.70027367,30.17422359,-53.67980085,54.63006741,-110.7824265,41.0786616,150.2672276,84.92275107,147.0654727,-78.81077374,271.4274395,-37.29784684,30.17892987,0.739555287,-71.20748587,-78.43287224,37.37479535,-34.23730992,9.800798001,75.15389764,-91.71295752,22.49625057,-34.54808438,35.20135058,-32.09960564,66.27169433
0.001,-131.3697431,-536.1814964,655.5837556,-836.6464833,430.0113787,262.4874328,-263.4271687,-20.73678658,572.0700046,-184.6227601,214.0163766,-22.88430644,363.1417717,16.40998642,32.75287141,193.0989843,449.2940519,364.4217383,137.5107445,-0.546604306,180.1826796,-69.67007812,-211.4187513,141.8878931,-87.42372471,83.93343311,-192.0097471,-81.37566026,-106.2655562,135.5798033,-262.830855,289.1793185,-89.0382826,247.0155977,-20.66505958,-119.8231326,-71.30897887,-84.62421248,273.7366003,-309.25811,33.65754078,-191.4722041,48.59369536,-218.1077596,250.039581,51.92510878,37.25815289,94.26123649,178.3150808,31.02953049,-66.17515734,-112.0290199,-152.8036154,66.44505218,-27.23494149,58.21397528,104.5883817,11.27175062,216.0948802,164.4101283,63.8537961,105.943006,89.77450198,-58.12872534,16.21546712,-270.1920398,82.36764571,-94.33538108,75.11686672,47.32283871,-111.8919493,81.78937233,-27.40028497,2.3078386,-11.03677247,126.7210881,37.03894947,55.52559611,101.61767,-21.37549661
0,959.9756706,-114.0599941,-34.79174197,-363.31738,-719.6224035,780.5677688,767.0081405,453.8493781,-165.5611121,-436.1902174,-549.2510366,1081.49811,-365.048731,0.12328596,-317.8398152,-402.1400585,-129.1311402,230.3239189,166.1245952,169.9305249,370.5507106,-491.0543089,335.2290363,-82.06151831,-249.9424579,123.9824004,237.9576266,69.33938226,17.01990524,4.989852614,171.6515895,-4.913559015,-325.4454652,-34.31198278,-87.65891074,-20.40858638,-38.89971448,-224.3237308,37.42348253,-335.6292629,43.08860669,-223.1498164,-92.78744802,-337.0223062,-174.5787051,-120.846596,-24.48695324,4.099009533,9.131790501,101.0781934,92.07217818,-2.494294274,-51.37354723,174.7465923,-275.570747,112.3635819,224.1912133,-130.8545919,102.3893984,-32.66488934,29.71405061,-19.59724008,112.9354666,124.6914387,9.4536857,17.86224941,-26.98946468,-95.23802816,50.01531446,-49.54128588,-4.819361043,143.5636056,-138.9655507,121.5349765,224.6441622,60.84150899,-144.1359898,-138.80561,196.6061355,103.8169752
0,680.2318008,-101.4553324,-172.5547362,-330.2622617,40.3539344,632.2345059,597.5532078,-224.9723194,210.2758896,-304.6492196,-709.5701116,370.7747838,-327.3188957,194.4527074,-241.8142571,-351.5796181,-358.7156642,-180.1471916,67.2467308,24.76335055,272.8969803,308.0599132,118.4332451,-208.4214752,-237.1626115,122.7516856,-253.6049231,-775.8026974,59.15203664,-221.7799126,140.9987737,197.6733137,-74.23322959,388.2380892,247.3706015,-167.7248119,213.8450109,-316.3033106,-209.3237981,-236.7008357,-59.23494105,-182.7806967,-145.5024755,59.84242481,-321.2184259,84.03725179,-339.7481449,38.26496229,29.61432939,-53.55086012,-14.75379037,-70.29090878,158.2565197,-17.43747893,243.8292225,-8.951837506,39.97394974,82.41942591,123.9843436,-236.9222144,-130.9322955,-50.03887591,80.88305163,242.616318,90.8419003,64.77329878,-118.451897,-197.2569208,-86.31972388,-6.313775166,408.3100205,124.5851986,-117.1985359,-57.95115611,-46.65353811,60.13550954,75.52881311,-132.0965611,-25.984761,97.49635149
