pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60
0,-123.7824555,-50.8023299,58.6683447,-883.161197,-252.1013449,-326.7328125,129.168537,-8.720273736,-458.7874968,-288.2872191,399.6281994,51.45122115,282.4353858,-24.95622541,-264.8285248,568.1620986,-418.2204768,407.4205271,353.219937,43.86631323,26.47914076,250.829181,6.55444881,437.0143959,164.5193776,197.6823896,-151.9736929,78.56022533,175.2771713,278.358495,-32.15852252,42.10845521,186.6331761,-24.29044094,25.93561843,-30.7624069,50.97941954,-73.00612975,153.9912205,-228.5990126,-64.83368112,50.01341533,75.23219854,-148.1600396,159.6852252,162.5139223,-145.2071885,-298.6475541,69.32382855,-108.4940553,-197.7098406,-192.5370608,95.73031562,-204.6373665,-14.68876806,-20.66070315,207.2758319,-207.542616,-124.7719736,-133.5840221
0,-260.1969426,-329.2057353,-628.8316044,436.1716746,-284.8415629,935.1630216,55.85821979,636.7339281,-592.6549795,-663.8177741,-118.2620828,231.8895805,-354.3654921,660.2061939,-172.0676416,-424.4443097,-543.9475891,63.53097334,-39.48919294,90.0421464,174.1355289,356.351203,276.5230873,-41.7455823,54.18378109,-268.1299061,-330.0233178,279.7085417,-186.7258975,102.7643878,64.44157757,259.3177001,125.6907073,660.090786,244.0074328,-161.373142,-96.30047384,-69.64076267,-208.9978529,208.8641902,-46.68044925,-57.31103344,31.47316979,79.44318831,516.7631488,196.8596086,-193.7346539,172.3121907,-7.999127063,10.99314297,-166.0116413,-131.8436694,-12.40763621,-28.23312069,-184.2001391,-0.873136683,-19.36857728,41.46636296,200.2273669,-198.7437732
0,-605.0412116,-510.0488977,-964.1069883,-66.37080789,-73.81753048,-31.76140088,359.5511605,11.61090973,373.3302197,-454.2601965,-105.2631817,406.2756943,38.31614521,-5.990192,133.6474186,124.2605718,232.1444886,171.1850958,-143.976086,83.06433404,-345.9977375,43.91350049,194.1491086,63.47895187,217.8404418,110.0290837,-120.0760975,0.633533802,225.3424659,-208.8758164,94.7164489,72.82804848,155.0242647,-149.7875924,-19.87314955,79.72135895,23.80180846,78.1288014,-74.90654107,81.40172879,94.66523513,-43.17156121,-117.5034418,-105.1430848,-85.67055755,-11.41794186,-22.50532925,85.36038722,-50.13597077,-32.54540641,-136.5344306,48.75467402,78.00350372,-34.44105402,153.0805333,-64.54694295,-66.94732957,-29.59563483,161.804415,42.16686369
0,254.5010546,-287.7932894,1049.956823,138.4836912,-637.9691609,1002.275906,413.1949593,357.6785339,-355.4259114,-199.3183258,-52.02664952,589.5113276,214.5035066,63.36724128,-507.7985256,200.1702426,-94.34527363,296.9022963,150.1022285,-286.2841941,-52.35370728,109.1723387,52.57384698,316.7454766,-91.10713761,180.5560751,-178.9402512,-470.5086703,-39.2859688,-219.1376519,116.7952911,275.1423496,-92.69940866,175.4879509,-291.3702236,68.46575625,-120.6526348,65.72188127,137.6656781,66.82191392,-129.7339606,45.96426698,-169.7258361,334.2914752,-143.2244168,246.4903164,67.70748184,-37.87316,122.0414364,-87.93344531,175.1720268,-79.60172269,71.02688571,172.0513433,-133.0280223,-58.57783857,22.4018712,92.02656616,-4.708179925,31.99055589
0,-736.4898476,-569.8012642,-825.925836,-52.33443531,205.4894794,48.72009262,443.3109448,-69.1146569,384.4166649,-489.1598501,-5.489492219,479.0333976,-9.024245798,14.1295451,123.5692441,197.0950686,210.4984088,269.2139801,-204.6602858,89.51971219,-311.730551,1.165494599,127.8694478,28.52807323,207.8171413,90.52960026,-159.1560507,-39.84916407,254.9647358,-90.50884952,48.09026257,42.73139699,75.20757586,-219.0338024,-35.25394698,15.54808672,20.21343283,104.6853882,33.81452532,96.8296465,33.35753517,51.67997848,-26.44550565,15.68935766,7.73052619,81.5836773,21.98981943,-20.83808415,-29.74623391,177.3354889,3.206907388,73.60286263,81.10853219,10.14985323,101.1771523,-21.70659589,-142.547099,-15.89454224,27.24140187,78.06539867
0.003,-83.95456934,440.267754,-227.1585154,313.6068676,-60.74626359,252.9259428,-353.5076925,-4.220636332,768.8624803,401.8236217,4.660615115,49.75858127,15.41764911,43.26787969,-371.3147534,326.7557752,-241.5807891,-117.2922631,164.3124809,-8.087106588,83.0645356,150.5438319,-36.98289522,-141.1654589,445.3751933,-64.68226009,214.7567206,-238.7946071,-189.9897634,72.5297681,-49.03132624,237.631561,54.08211769,-26.95028605,143.8377984,87.67993864,-387.2357557,355.492196,-234.1205554,-130.7385023,-27.04713091,-124.5056322,-340.480596,-106.3039183,-135.7990626,-135.6267076,-177.8625069,11.85022107,91.80749451,160.4186318,51.54986485,25.55625147,-2.296071489,79.73423005,55.03915076,-328.5403994,139.4407887,-50.96067378,-93.68330969,-77.53647768
0.001,461.9621993,-75.04893179,319.7821628,468.8278368,-206.6304937,-204.0474943,336.4362501,-28.47891595,-287.7992562,-951.4794183,433.3230982,663.516742,-476.7187114,-298.503441,582.0412383,-27.08025269,239.2035585,-98.29107411,-144.3448716,359.4641537,69.94849276,134.9048906,-241.2509662,-308.6206403,282.0761011,-32.84202708,35.23938274,180.2677846,-336.8547005,146.6559096,305.2244295,-214.0996734,-150.1335452,32.58919887,227.2114189,7.193279316,378.6885747,284.5069035,-225.7950426,151.2291618,47.68805997,-212.958712,-21.76433387,339.3908331,-423.9525697,-79.34580671,71.7488375,125.8933456,162.8331832,-151.5348088,54.69218359,-118.106403,149.5783805,-62.01013658,-186.664031,13.43078582,-116.7759271,10.06783395,-66.74859688,82.59381034
0.001,-131.3697514,-536.1814767,655.5837141,-836.6463144,430.0110596,262.4875147,-263.427375,-20.73666086,572.0681443,-184.625066,214.0176583,-22.8895448,363.1391971,16.4158145,32.72838422,193.1281557,449.2836505,364.3103599,137.4683831,-0.436779543,180.1482158,-69.65237961,-211.3249001,142.2755045,-87.51121082,83.50822675,-192.0973142,-81.20177826,-106.1287791,135.4976913,-262.1682647,288.0344806,-90.70470575,248.3638654,-20.67916922,-121.204685,-69.62888839,-87.21516677,266.0223102,-312.7955181,29.27780641,-205.1529015,12.54469128,-209.6044463,250.3143124,44.07080389,21.51189868,112.0692342,-160.5588292,-86.55154329,-96.88208886,-116.698018,136.1950494,-2.620266577,59.05395173,56.76832285,109.2002582,2.54462327,175.2797814,133.6836405
0,959.9756694,-114.0599908,-34.79186296,-363.3174599,-719.622505,780.5676816,767.0087615,453.8486723,-165.5599183,-436.1840173,-549.2566704,1081.501178,-365.0495734,0.116779046,-317.860342,-402.1208525,-129.1957349,230.4108717,166.2173641,170.0403161,370.6788105,-491.0437558,335.4631953,-82.70820819,-250.0624272,123.7721995,237.5901155,69.48421198,17.64786522,5.308502645,171.3732225,-4.412280481,-327.6592637,-37.35831717,-85.51604709,-22.73971188,-38.21614681,-220.6498983,33.64362203,-337.3325962,42.28286098,-220.2182009,145.8565414,-324.3438929,-161.0480162,-130.2377347,-19.69456208,31.39436863,20.6961679,-99.00638411,87.94255813,-0.362051675,54.59371242,-47.7535995,323.2352179,57.5259065,191.3548652,-155.7738504,78.53960112,13.06665628
0,680.2318055,-101.4553801,-172.5547619,-330.2617541,40.35452846,632.2352445,597.5551058,-224.973449,210.2762088,-304.6471114,-709.578101,370.7669414,-327.2940102,194.4007558,-241.8166489,-351.6139236,-358.6517098,-180.1012716,67.34181113,24.81881241,272.7252245,307.9874314,118.2803356,-208.6494177,-237.5335722,122.732728,-253.4175909,-775.3056659,57.61942217,-222.2757566,139.2603807,197.4986191,-76.02653115,384.3903116,247.2750924,-168.961325,211.2058244,-314.0071835,-214.7779609,-233.089999,-45.31224195,-165.755563,119.6986106,73.69449209,-331.9623664,117.0161651,-342.1932658,0.01479087,-5.534742683,56.01752799,9.442451124,-71.68008833,-178.8403431,209.2309869,-142.906273,-1.596187821,-2.741099437,-63.96536114,246.5907628,-79.30482323
