pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98,f_99,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120
0,-123.7824478,-50.80238286,58.66836249,-883.1610105,-252.1009868,-326.7314512,129.1691999,-8.720300853,-458.7881119,-288.2855529,399.6338649,51.46349731,282.4364144,-24.95875291,-264.7906963,568.1463544,-418.2543246,407.4926156,353.1776714,43.83688687,26.81043917,251.0083996,6.327905821,436.8140682,164.5407754,197.5765447,-152.0060362,78.53799868,175.6618213,278.9566208,-33.50241918,42.72150733,188.7101441,-26.83476454,26.96594605,-32.13315441,51.65530467,-68.88784789,156.6302263,-219.0637461,-64.32972776,49.34406776,-47.6259163,-152.7022292,158.3321694,167.3774682,-170.8771763,-283.2874785,-39.8932415,129.6790892,-199.6230654,-177.6845558,-138.8971054,-47.23143659,-176.9560152,52.48788969,184.0554373,162.9612181,-105.1000945,66.86364054,-67.48518681,-187.359099,-97.975142,56.47676725,-12.27721527,-131.8961069,-164.3388202,113.325964,71.21258203,-113.8830917,-76.45373117,92.43465648,18.92517497,-102.23546,96.60594271,80.6239968,-33.7328691,-162.3447233,0.347119927,28.53476736,73.2009807,-34.43807328,-144.7528281,-141.7714652,60.2306491,-34.03313792,151.4519706,-100.3848923,30.92461983,-27.7616665,-40.24800714,68.70300558,61.1601091,-65.62419872,-31.11132533,81.0521241,-26.36838072,8.128985697,168.1393654,-5.858144654,23.62517204,231.9685948,29.94184521,-90.87728291,-16.02956152,55.54928764,74.79425147,-11.73380412,4.964979101,59.11386104,-15.90463727,-23.89063422,14.40387874,-65.80178304,-10.22181659,-118.9329627,16.3548733,61.95763906,-36.8752814,26.93711652
0,-260.1969373,-329.2057602,-628.831491,436.1715944,-284.8412349,935.1630925,55.85816354,636.7336642,-592.6567947,-663.8150954,-118.2519538,231.8891533,-354.3883116,660.1825097,-172.0718566,-424.5127566,-543.9042521,63.45414656,-39.44112635,89.89189,174.3490929,356.4006503,276.3110349,-41.71887731,53.94825642,-267.4232666,-330.1753948,279.7628345,-188.021717,104.4872759,64.43310875,260.5394651,133.8772077,658.6011935,246.5713651,-164.166873,-98.97155724,-70.17375538,-209.1233219,212.415495,-40.37499933,-49.15924602,-20.7468085,55.25176825,519.3957678,187.1996064,-175.7819128,172.4627955,30.18332017,-3.484626973,-168.9150726,-117.4213397,-24.79848757,-167.9893466,13.83425931,-51.56775916,-13.90314032,-45.56260711,130.81591,95.5593732,-184.511923,-90.84588329,-36.26646679,406.9493047,-71.25455125,15.82863652,54.5316965,-82.55756277,239.6468361,-81.31330515,-35.04160661,255.7169617,-133.8674732,128.7524785,61.60181724,56.07254763,-12.64836131,-13.97452529,125.8163137,-76.04238322,-13.31781557,-66.01756293,56.96862563,146.2460469,28.79586373,48.51880353,-5.233492373,115.2088369,-4.637427379,-17.17982781,-94.33886069,88.86969121,-56.62077319,90.08413538,197.5653983,-201.7873967,197.2132567,-121.7829259,-180.0897511,23.22218249,62.47509439,1.594896909,-99.67414156,-35.50765298,-13.35796178,-83.31723752,28.5275925,27.59440123,-38.37409768,59.01234933,147.1143655,-2.022791663,116.2376402,-57.637362,-25.96257056,-25.85733588,-36.34309814,-13.15829542,-127.8030934,-66.66701446
0,-605.0412108,-510.048894,-964.1071437,-66.37079656,-73.81735162,-31.76103937,359.5500376,11.61064539,373.3319917,-454.2568823,-105.2643477,406.2821091,38.30116924,-6.002279128,133.6502282,124.3030139,232.0582021,171.328612,-144.0022464,83.00542674,-345.6785351,43.98280082,194.4415125,62.80676009,217.9944232,109.4426372,-119.7684401,0.24300865,226.7227452,-209.600867,94.35067413,73.3396156,152.268444,-152.3793344,-19.54928594,77.6820069,21.90145272,81.67218629,-78.1717054,74.15429309,94.60376009,-31.09441663,150.411876,-86.64539351,-80.1153123,-10.95581066,-12.7343054,103.0836962,58.44595727,12.69991964,-150.3532138,19.26868114,-32.22720897,141.2391144,-32.42348841,-80.94099584,82.3739919,-112.8380093,88.27133813,-77.97560252,37.44583683,75.70654624,-80.73111194,65.2358995,54.66751512,-28.95866282,-173.906627,124.058132,-4.164702132,34.60946331,-67.76074299,-40.361668,-7.905205796,40.35860079,41.54321706,11.26095227,28.00975048,-48.90616729,-4.643837699,-26.61860555,-107.9242896,6.734381316,-54.12752038,11.72780038,-52.3159976,51.57791721,54.13392591,-135.6114496,-22.23170361,-23.70035383,-45.36334114,-1.681414872,-38.80183475,100.0098043,-54.75562266,-61.80225399,-27.14235775,37.85952183,0.936463787,-0.546875482,-17.97951605,40.00426272,37.7916965,21.97772909,-27.99369053,51.53888047,-70.30454684,6.255309573,-21.88150201,-5.248412818,10.9613027,18.979503,-100.5985643,-44.14297666,23.79993201,57.27985583,52.46115316,91.74415671,2.981661202,21.75674609
0,254.5010504,-287.793253,1049.956661,138.483816,-637.9691128,1002.276174,413.1938728,357.6770603,-355.4253419,-199.3127502,-52.03082168,589.5198404,214.4830323,63.3695299,-507.8224304,200.206013,-94.44685249,296.9798325,150.1289952,-286.3084914,-52.0688356,109.146966,52.91249628,316.1492548,-90.96859423,179.9981186,-178.6923461,-471.0278292,-38.30398304,-219.753853,116.3747572,275.2586749,-93.92384904,175.9991525,-289.8673889,64.55418262,-120.88168,70.62073007,134.8225746,69.30218038,-133.3307027,52.89072998,96.7899789,357.2547588,-124.5082884,249.3846172,71.7750831,-17.92923912,-65.86295593,129.1479479,148.4748866,-12.15986474,-62.1905549,-159.969875,230.6667343,-86.7545635,-30.85508898,-7.018508574,92.88831983,56.24048648,-108.6355915,-28.78301675,-4.470074,17.9404422,38.92022564,-47.16956162,-87.39286748,68.06097307,-112.301603,198.152515,30.41205633,-80.00770588,44.81878234,81.39409649,48.2261064,27.00191764,-241.1959402,21.29393344,-115.0613517,-99.72341676,30.77936169,-185.1846885,-0.527925421,-43.01431166,15.08387151,-59.15578185,-39.5649089,-147.5440546,112.7007085,-93.43138711,82.94786105,-3.514531833,-19.69093884,-77.94544666,141.1346042,13.50201995,-3.201583801,-19.8467904,-138.5334201,-93.95116361,47.65243523,26.66717824,98.66038496,10.21194424,-46.93830955,-73.05581973,-43.32523703,-53.2345695,14.80638096,-32.28671962,-78.7250311,-59.52590467,38.97534501,-65.91330756,-39.32012095,8.66035201,-133.2134159,-121.3286763,74.65839016,56.11740049
0,-736.489851,-569.8012582,-825.9258698,-52.33436816,205.4894673,48.71975652,443.309808,-69.11414337,384.4177689,-489.1611953,-5.493547112,479.0267871,-9.036034047,14.11482834,123.5564577,197.1129066,210.4942358,269.2454653,-204.6604173,89.44965895,-311.7379497,1.104018719,127.9578951,28.478564,207.9010947,90.39091008,-158.8200976,-40.11080555,254.9858743,-91.06428061,48.04482664,42.5554771,72.72874268,-220.1543048,-35.49099697,16.35677944,17.92819715,104.8379838,31.68403837,91.83220288,37.98869504,53.06641254,27.55616968,17.54221342,7.726579422,75.6561644,28.64478016,-17.30082409,-39.52564661,-183.0360086,-12.43176136,77.43796752,-38.9570752,106.4410995,10.33543352,-48.37144644,44.19792492,-131.0389634,-24.84715098,30.40247855,98.17112207,27.26965725,0.388354512,32.89928649,-36.85683968,-64.40073369,-110.0115372,5.503428295,103.3657609,112.9378444,46.72666355,-4.204113216,-52.00590061,53.56807669,19.62242144,-16.04382939,-98.79216314,0.567234807,29.80046739,-42.28288459,82.99393561,43.60888503,-26.89555617,116.4386574,10.30390297,-48.68874236,69.46174158,-19.53913766,11.34807758,32.15344371,-53.25634802,83.71359741,-10.89554506,69.83825465,-87.54763389,17.49939258,-45.81696219,-25.4876852,70.1640527,36.95140556,50.86832911,30.73221567,-73.53453052,47.01609948,31.03581715,106.4046561,-78.04416758,67.5792791,17.30907145,93.20407678,-100.2061336,33.48661093,29.93778186,-30.33859795,31.19338325,-12.73810667,14.32758474,-6.157416095,3.10788438,51.2556379
0.003,-83.95457715,440.2677703,-227.15852,313.6069816,-60.74635857,252.9259816,-353.5083062,-4.221976402,768.8638607,401.8237149,4.656696084,49.74473951,15.42077294,43.25406481,-371.3105174,326.7698218,-241.5618612,-117.3772676,164.3230123,-8.085145274,82.80563481,150.5334914,-36.87242303,-141.2475215,444.9478845,-65.06046936,214.893941,-238.8695025,-190.806231,71.29748121,-48.51959468,237.0441425,52.25403219,-28.25350743,141.9359539,88.30764807,-390.0224592,348.8176942,-234.5821289,-137.5667755,-21.96559964,-122.1157727,341.5426715,-27.11001725,-168.8502871,-122.9090808,-189.0279752,29.22471145,-155.1663402,-121.7782953,42.48986201,38.85954772,5.007082866,35.52527224,69.99342886,-234.9056252,162.9696007,241.8396198,-78.63312148,19.78316486,-30.63733414,-93.64630307,-6.665912258,-14.59414378,-24.01890292,114.8227525,2.323569807,60.17749642,-179.5791579,-53.59463456,97.55989021,126.5484199,-71.12989869,-53.02764983,-5.317441115,-133.3528243,-25.28003462,59.58087232,5.358126246,-107.2255866,78.4576577,-13.82621915,-80.67130966,-44.56571103,-55.98272826,-32.41006898,86.50716775,-149.0280595,-112.4048257,18.08249832,-9.53946025,-86.71388421,-20.62091757,-61.58294275,-141.199165,-66.95914734,-10.11941782,20.60118297,13.94410512,-150.9131272,-58.44195556,-30.38440733,71.72806351,-82.90406503,105.5019893,-118.0737391,-120.1585507,-145.6153286,-27.11773033,82.00958829,-11.69645954,3.611469997,70.74183852,85.34385503,92.24954565,-25.52826304,-30.84126047,-20.41230602,30.11818564,122.5671913
0.001,461.9621956,-75.04893221,319.7820766,468.8277101,-206.6305518,-204.047706,336.4365592,-28.47971591,-287.7970815,-951.4794778,433.3241894,663.5056531,-476.70971,-298.5158,582.0468008,-27.05083723,239.2055015,-98.31543278,-144.3720966,359.4943876,69.83786245,134.9719906,-241.0143417,-308.5714897,281.8012902,-33.10564749,34.99951527,180.2965257,-337.044267,145.5232235,305.4019488,-214.6173679,-150.3991613,33.24650281,226.3748775,7.69285286,378.8255993,279.5853905,-231.4289656,150.5645784,51.54601536,-225.2106422,-46.14172553,335.396714,-405.4927479,-76.15884268,98.9172002,139.7643622,-97.12516444,188.2604631,54.24849458,-32.78210652,-182.6658634,-185.1267398,-6.298232634,32.12959296,-46.31374584,-65.0948081,-123.2834011,31.12601855,149.1934949,68.10196852,144.7891563,-49.69535747,290.4113934,-45.74586725,75.59463598,-27.77497461,-95.92970313,64.04816811,25.12534036,52.21769169,-70.10394255,-75.0365878,-74.80631577,71.01717674,-40.10369595,-10.52784487,-1.329525747,-77.41894209,-93.6860072,44.79594678,-115.9018768,-79.10538505,-102.2529015,-73.63502332,66.28060996,47.89810605,-254.9726475,-224.3007718,-16.83026583,32.7224054,79.49628916,-7.591895878,114.3164565,-8.081657497,49.01924965,-137.888675,48.93941161,32.07341885,20.94275743,-42.54043188,-58.55003495,-8.697012078,12.48347805,118.6584663,-86.20609677,10.40232784,-27.38570686,110.0036856,141.2187211,-10.76068514,99.73844396,128.1780756,4.014929418,-80.24926635,35.67295623,77.36058806,24.8126892,19.27462217
0.001,-131.3697449,-536.1814962,655.5837383,-836.646438,430.0114508,262.4876608,-263.4268027,-20.7371156,572.0693043,-184.624041,214.016324,-22.88257175,363.1427825,16.40124457,32.75734469,193.1061117,449.2857689,364.4349723,137.507779,-0.549044563,180.1948639,-69.68214457,-211.437954,141.8826507,-87.32653929,83.90435054,-192.0055841,-81.26487819,-106.2994148,135.4175153,-262.4790545,289.0323227,-89.21758791,247.7094544,-20.76323982,-119.4606352,-71.2470963,-85.10448089,274.5645194,-309.5977007,32.3295205,-190.4276961,48.77481149,-216.6273718,251.1484523,51.01643703,33.48246095,98.73795244,181.0055053,31.10115811,-70.27570447,-114.4119378,-151.1829913,72.41983276,10.47919825,56.39991707,102.1212818,-2.289758705,205.8559265,170.6973668,49.70729729,104.5599563,85.15027751,-37.39465185,9.23890442,-221.3229142,158.6973189,-52.0763045,-8.218079376,-119.2840862,85.61657814,-53.07547098,-72.47977508,16.438117,-90.26236985,41.34279829,146.150947,-84.29070022,-21.25535418,130.3244154,3.516210272,64.945069,-33.68254933,-38.32763496,36.4793221,184.2324822,77.20573927,82.50817973,27.05631203,12.70807569,-55.1952521,-82.28016544,135.8227874,51.80718653,46.18622879,-43.08383328,-61.84345962,-187.003473,-18.89918013,-37.02856011,103.4615875,-77.33797973,34.35295285,-82.10965325,31.97362228,56.85870448,71.19095536,88.93230987,-73.88029155,40.19169678,10.66770595,-68.03514605,-25.34396899,118.5651703,3.709005424,44.77765731,49.50493434,114.4338651,52.52318227,58.79958617
0,959.9756707,-114.0599954,-34.7917333,-363.3174354,-719.6224532,780.5677099,767.0083568,453.8494661,-165.56054,-436.1889024,-549.2513623,1081.496483,-365.048796,0.123209414,-317.840436,-402.1407708,-129.1370347,230.3377342,166.1245334,169.9393393,370.5477401,-491.0368306,335.266444,-82.05073983,-249.9836791,123.9880849,237.9711587,69.24711622,17.08023111,5.240010472,171.5456001,-4.70470773,-325.3597625,-34.86380372,-87.54563963,-20.35892178,-38.76895637,-224.4604926,37.32722609,-334.5164409,44.52003227,-223.2191501,-95.0918992,-336.7437552,-174.878086,-120.0461506,-26.22571848,8.07080603,7.709789212,102.0501273,96.35022756,-0.719861257,-57.19198303,301.2241752,-125.9467947,110.3589255,226.0703857,130.1025375,107.1520068,-42.36777276,35.80120538,-12.43686196,115.1476688,115.7808401,-11.59202538,-0.139999043,-49.44679905,-113.4672711,51.44045687,60.63137567,50.15609443,-179.482367,-158.6410151,-88.92028222,207.9369291,18.40399668,-145.732888,-86.27476982,100.9040034,93.98889435,60.08741413,116.6423958,-155.2961378,15.65157763,-97.36407247,66.31348065,11.9661926,-145.9714316,36.12857106,73.1807461,96.72799618,40.71930686,70.55836785,46.88349786,66.04994279,-79.15349102,-10.09696898,89.13566785,181.953259,-93.4567867,44.50847662,23.08449682,11.40347698,-50.54569154,-9.218009895,95.31287921,-24.0899497,124.7311749,61.28041267,-16.7023647,15.0221929,-143.1750702,-13.95038189,85.08926151,-22.90489697,24.35363809,59.26830167,-19.39347338,248.4825604,-26.40249537
0,680.2318012,-101.4553432,-172.554749,-330.2622478,40.35394235,632.2342124,597.5527769,-224.9718933,210.2750318,-304.6505609,-709.5693391,370.775245,-327.3177167,194.4504655,-241.8221415,-351.5733936,-358.7085613,-180.1619834,67.26206699,24.74899985,272.8964981,307.9963918,118.4275354,-208.4229258,-237.2207373,122.7118022,-253.6480306,-775.772647,58.906904,-222.2298631,140.6023719,197.7223388,-73.46892004,387.9795118,247.2102771,-167.5486672,214.3832815,-317.5870922,-209.7114662,-237.0697919,-56.91211637,-182.23796,-147.5262496,58.22956608,-321.7039355,83.8699308,-339.5657161,32.81431964,28.38250528,-44.44180169,-11.21487201,-64.29704878,161.7495323,-159.0739827,193.662998,-24.79139265,45.35189611,-82.35784257,147.2720194,-253.7702514,-124.1670121,-68.48141095,46.59951711,215.1554143,69.09729132,-23.95601074,-162.6945443,-262.7605012,22.47854113,276.6179664,-338.1258536,-125.1994496,-93.1374716,42.79385062,6.041208148,170.6555329,-8.83255228,158.5164266,-73.137401,-73.03675324,-89.8436022,74.21656832,-62.60788783,47.25114338,128.0378371,70.67581437,-28.47017726,162.6279788,-0.11710025,30.99175095,-40.78883479,-18.61076694,79.87583093,16.21462274,44.69389246,47.10975553,-23.61859682,-171.0058256,-9.715561123,-43.94621952,104.1757404,19.17022284,135.8254726,-46.26552438,-185.9217163,132.7260567,-62.93372706,37.32037572,-154.0137569,-21.22748745,-36.02106423,201.6867585,0.929751102,36.94309633,140.1671997,4.251823682,62.89416414,-63.83828984,-63.1306219,-77.70490759
