pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98,f_99,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180
0,-291.2765076,337.8317507,168.6302106,-58.45495541,-688.4111398,449.975372,120.181458,831.3844602,56.16769086,-170.7706941,-281.9563644,-316.273869,-233.9769155,-202.9185809,-167.1462922,88.42836348,-357.4945113,-403.449091,-213.7708265,19.50379618,155.1400617,116.4345094,-271.5853319,2.018759269,71.02144655,341.9462567,89.83488115,50.05230469,199.665648,-218.4745326,93.24866158,90.62300662,-127.2296507,-174.5888349,126.7708968,56.82571145,-11.32300779,-0.713622266,-215.8760688,-81.17248828,-95.18865006,-43.66122346,-53.78118496,-19.13949333,116.6191433,-123.8809491,164.8618808,7.736935219,71.46544994,-262.8801059,-172.3530774,109.7097784,49.91870377,165.6548636,-40.88007586,34.95276807,152.2096414,129.5280963,92.87899297,35.05028265,51.88065964,-247.6839279,-55.23921069,-179.3613335,-23.15300302,-102.6302485,214.2259786,128.1320492,-12.24318,89.05683633,-265.2726737,17.5950047,25.27562896,-19.26882746,-37.81869361,-77.72625357,84.14222924,-89.31863078,-92.06677148,73.16863989,44.35169277,40.39272374,-162.6652571,93.60979481,51.80368126,33.94938675,49.02069168,54.12683593,-59.38977665,99.1026968,-79.68462925,-3.717490703,50.37451872,-6.663606218,0.385042525,-59.33558418,29.27638588,-29.36823064,42.53323166,106.0985636,-65.56171622,-68.0156528,80.72440484,-67.78818162,50.36192519,71.09932251,46.35127803,46.41054488,43.81075245,-35.21711082,2.629303995,27.30700474,16.55823995,-125.8647517,99.81781873,-25.54400784,-74.55193682,-51.45129248,123.5671719,4.050609294,29.00780283,14.75658537,14.60380323,-7.873211039,184.4564969,24.12269572,-51.96108653,19.25546725,-0.120002501,80.21933403,-22.69562986,-156.4393359,-77.48077261,250.7172999,51.61754766,22.6645525,9.379853889,115.0975119,77.17095353,27.60708723,-20.96402591,112.7909734,-88.53773807,-124.2183628,-92.55383666,-67.21234184,-56.21908923,-48.2289745,142.0510913,11.93178509,-19.14444743,119.9456729,-19.06065548,27.57417716,2.406929492,-111.3945298,6.278274725,0.564616233,-116.5817361,-39.47457587,90.61806462,-53.60264403,-10.41158205,-59.331035,-57.2073398,5.337183863,-23.74092651,-36.42372696,28.15360384,-20.4595352,-39.64398262,-41.87447272,-48.3578231,-31.32603476,-23.5155188,-28.22665381,-65.66795759,0.455012244,37.43676446,-39.23733015
0,-104.9416806,-62.72357324,1179.924819,524.9758607,363.636892,-244.2356353,497.7044689,-335.0646699,-709.5725941,-44.60327222,-174.2189569,323.2207135,-349.6566394,366.1123076,-107.8843421,-139.9237339,-161.5572641,209.5377917,591.1519497,-36.14406863,667.2774586,-112.4233766,-413.9569653,-363.6094213,-209.9901616,694.3144905,-340.8078399,-288.5784784,204.0164674,-32.96196617,337.6701902,-343.4286177,-149.2959416,43.13879508,-12.67708824,182.9897871,36.68998335,120.078348,-127.2432736,-38.60775662,57.82452286,-189.8884707,-66.89221426,-94.46554608,121.468232,174.0410319,258.9727356,69.62188414,345.5175466,132.5366344,74.20519332,-70.2374513,157.8817979,-179.8709043,-107.7397179,-12.22229677,164.3689788,117.2941572,-170.413437,159.4590363,198.5416207,226.227009,-53.54288428,341.0152104,40.25280132,-56.86162334,115.7081603,99.13432835,-82.60303092,200.4629362,-23.22425599,65.79105157,-14.85840541,14.69392731,-59.54277372,-168.0932664,14.80844846,-167.6948942,58.81911305,-74.3673918,-4.122560622,104.762337,74.88966549,-246.8508443,-205.4584456,-15.6961681,-32.91754359,164.2546425,-55.01197644,-29.40544654,-232.636532,-30.60590769,104.8928949,100.5865557,-13.89438283,34.29164786,-27.61326355,140.3545963,124.3251197,-63.22695461,47.68567426,-222.0273206,-38.00801374,0.814933481,127.7563776,136.1049486,-93.43992163,134.6308697,26.98680662,114.7258407,-131.8155542,-103.4775914,-107.01252,73.77240683,1.08840358,137.3935726,15.83870545,-77.91323521,79.07776197,19.53072749,-121.2464407,-75.82559221,22.92586153,95.91831216,-90.7433344,1.382805266,-81.86081073,138.6076667,-108.3586127,95.87278883,-22.39869282,6.885950852,55.51486136,-56.41554844,-83.24604509,19.39055676,-2.972238573,-149.2134389,-14.26521194,-69.57787394,-9.841887775,5.591670515,41.80242149,-191.0675917,4.965821508,-164.7720977,-21.22730335,-40.39158283,26.81757203,-55.66601032,31.79246462,44.17049283,-28.10809755,31.779009,25.97335063,-23.26996531,-29.98835535,-25.6526017,-122.5418471,-29.73362449,106.4350529,40.00511897,35.11371416,-5.588100622,-47.17522834,10.52876315,66.97310581,75.70776282,48.12779433,-36.19334682,-24.55834005,154.1509337,-18.04838636,-48.08607981,68.99790352,-40.88527474,-62.69667221,-39.95512508,43.87127307,0.571774038
0,-680.3307066,-153.2649716,1040.695172,-284.6222568,110.4022087,50.70887201,-57.02175304,-315.6511599,179.1039714,115.7670665,126.4088308,280.6916645,-149.169233,-445.0661426,-94.49576032,-70.48865228,-98.55919551,-156.9992168,215.5251422,-16.99252071,-31.49321593,-244.6821845,184.6149628,77.71384651,160.33758,101.5013545,313.8970558,94.31877531,237.9687576,-148.6465363,8.150941724,48.56384273,-81.7620651,106.913103,118.5361521,-289.9723348,-96.32280526,-13.18204069,-117.543348,63.11265731,17.31766129,333.7246675,-62.44415155,12.01010547,7.528647061,62.03862866,-87.18681432,111.1623344,-173.9919583,34.57367016,25.36158868,126.5593601,7.655268167,-89.93097045,-191.9974656,-16.20453381,63.08219139,17.14091864,100.5646791,-64.12046087,15.94833743,-3.285626271,-119.6457689,-70.81032709,112.6760261,-105.9994068,-61.68132956,106.700087,60.11680849,-103.3567063,-17.60063795,-76.72378922,22.36685283,-55.19901596,-70.08307227,26.69943666,34.49181594,20.56063808,101.8139054,-107.2814786,-21.33175789,-54.199765,-37.55808562,4.131981874,5.820252104,79.98105568,-31.57167787,-112.8164873,-46.29626998,-67.97276023,-6.283262069,11.07384895,171.1115779,36.99623727,70.52834926,53.84494434,38.54403463,7.067197651,-33.6850764,104.9907278,64.8956769,-49.57452321,-123.9499539,21.31538757,23.37220386,105.3691834,71.81373398,74.75850825,-75.05103228,-166.9899438,86.09581322,-27.07715153,-113.4311616,-18.47254411,-49.29501875,-70.70998632,-17.88516785,-20.20669373,-120.3923538,-32.00216159,4.402551054,-82.15202854,-32.3656681,-12.67269083,17.64991134,-17.88722807,-26.68529208,40.05025071,2.74913462,-9.245571427,44.07573718,-29.97560707,-75.38048409,36.26785342,7.670559388,-48.87177459,-38.8809185,-25.01465811,72.77302093,20.20639865,0.91140753,51.08892302,51.80827489,34.36785143,15.00539094,46.54853914,-50.75793265,32.26636862,26.40705928,-102.9576661,-19.16155968,-6.106878916,-89.63402001,-37.75547795,86.99359729,-42.39315033,-26.8549557,-32.48110262,48.81439311,35.05464192,-15.00374998,33.12559997,28.76927417,-57.13872887,-36.27490728,-3.778287885,-7.917325011,1.137224342,-8.669641284,22.94225021,-4.736290523,21.6013275,17.03633227,4.231112815,70.2501643,-83.5937422,-0.705727562,-31.70426375,11.90862011,32.38417218
0,521.9583269,909.6777982,42.18589935,815.659957,-355.0469803,-365.0417298,618.037162,-415.3796214,78.10884383,-671.2287515,27.57697201,-19.45090937,-77.37985375,120.1639833,-255.9470692,3.815507398,-209.8996275,-400.6531458,201.1235347,-24.5601419,487.7437044,-258.9827212,-401.6345963,-268.44026,-287.5223273,-422.9325178,198.2142007,94.35099903,-223.8879354,86.12030986,-84.90963975,-39.78640271,-84.65321698,164.1828748,199.6543638,43.89430929,-246.6450657,76.03111805,-93.47714461,-31.35586952,204.2776657,5.848642083,-37.89879383,164.9481146,-13.10969429,-186.79174,252.0828028,-18.59978867,1.917021579,-26.81472786,-39.94092234,155.6898687,-127.4477466,48.03685147,129.2635983,-122.2884518,-87.8449747,-62.53955768,-35.96965346,-232.9439251,181.5248022,130.1084742,-24.3262403,5.338028112,213.330347,83.72909151,-244.8833729,55.79160402,-115.1233365,38.03503275,-7.335956855,54.37251628,37.49730671,-63.59791371,-21.73097643,136.7156877,99.08924679,9.419448038,36.9568255,-4.034187574,93.15094613,151.7416759,-64.04619605,28.45435552,-115.2803147,93.43948202,-25.74304185,128.1935988,104.1320284,22.66138524,54.23553306,262.4535806,-14.56457612,-17.58369088,81.83090636,-16.48678489,80.01883101,90.52510583,40.54068653,-159.5807174,-83.68109115,-38.75682448,175.889924,10.78876234,-28.20951795,-57.92667593,-60.50712314,-8.034535678,-18.7578087,85.1446073,80.48675763,-25.61458789,55.5090562,-74.75940525,-35.45329278,-20.26381681,-11.88413975,-42.90297453,22.12818714,-85.18241132,24.3412613,39.19961333,-24.87667883,42.23039012,-57.08921527,47.80128527,-111.931018,-44.58406158,-41.97648201,20.59786426,9.457804685,-133.7349826,12.05479498,44.8922285,44.2489637,82.37889125,124.4757244,53.08544787,92.05135545,69.10626316,43.27175388,-85.10457629,-23.58984106,-30.07298681,1.638204129,5.651685735,14.36675748,-2.751476325,17.59693709,1.31443452,73.13967785,-165.7478261,132.8847612,100.0960707,23.24962209,-28.79745837,-5.660984413,-29.76756333,6.813466003,-24.61817516,-21.48680197,-25.03675568,7.778766617,-28.1433689,31.76767987,17.17081015,-63.77516906,31.44241575,73.69870219,-45.54532263,24.18874472,57.93608194,1.754136864,-89.0441121,18.14525455,14.20794664,-27.40363121,-39.39704834,-69.49244139,-40.6261241
0.007,1059.110013,312.9732743,251.5137839,-714.8440738,-406.4031008,-445.9161612,-140.2948669,430.2097027,0.863234445,62.88424305,-108.8123527,286.6773973,-43.75096754,-140.2547966,422.4182835,-444.7397122,-239.9221334,-170.7602814,208.3514979,154.3650046,-124.394733,166.1606605,135.4179306,-81.02756134,75.97827394,59.40152277,-9.871508484,-137.1588532,-81.4732257,-107.6761232,135.0423634,-39.60314476,-95.38772315,-140.6556836,-235.1398242,-214.3697474,198.8915315,16.17060994,-120.1062469,185.1299919,31.61967603,-95.65175703,-199.0465161,35.29268054,-127.2365588,3.361094183,36.38611547,138.2015949,-53.94169878,24.03988109,-89.663225,-162.7454114,83.36876515,-58.10013384,4.780815097,-95.02223599,-12.12513568,55.69546324,72.82926998,9.205138391,146.1578143,-177.6398018,113.5541725,15.83148936,-30.71534578,25.44846076,-78.6653182,39.72970689,136.3754789,58.62725772,90.14464016,42.55552867,-253.2185814,161.1072567,66.28511766,131.1593055,6.233465486,-14.60171971,-20.28473881,-5.393474903,101.5995254,-27.64859941,-183.8307298,-66.31841912,196.8131976,-106.1041002,-14.66953457,84.48231318,-136.6605817,108.8565793,-33.096798,-3.364923208,-45.83782104,-65.64798866,65.51180485,-29.44679167,-46.66704671,70.34548623,-73.5015383,-49.08892973,-14.35212224,-0.373366492,12.35455506,74.13754679,31.30940949,6.835263708,-20.29186159,5.555584175,-11.11141471,-11.53520362,68.4285759,-33.86571987,-0.384154782,107.1346416,52.48349731,-91.18319483,100.8439464,-85.91076398,-10.77615907,34.24622682,49.02901762,32.15629598,-45.5240205,-64.34645436,7.295362431,-87.98793531,41.84536345,26.32827581,-31.35570066,-18.92154922,-74.33761268,-76.00451752,-45.61961042,69.44069213,58.83672488,-39.07099027,155.2601533,-14.71126325,3.099756057,-75.84972983,37.81278312,-58.96270888,90.42906605,10.92662759,69.36751032,24.198782,-61.36406076,-37.88314993,21.18833263,-33.69574882,-31.55616116,-69.83487897,68.18370865,-18.93989619,50.93801264,-60.66516738,-76.79869187,58.61715064,11.39011353,-97.84714299,-4.702978592,-2.007172364,-104.5029533,35.40579752,-16.91741436,15.19778209,-6.007191738,26.25461952,100.7371582,-23.36375407,-112.6256711,2.812762042,23.82972161,-36.0217956,23.97082723,-14.61374573,-29.44812297,65.83966094,-65.2365169,75.85562721
0,-789.6881101,-25.5360028,854.4722998,-176.5424793,225.0811919,165.567924,-133.9940241,-480.4553794,161.2254409,92.03285061,-36.26741936,276.333456,-213.0011872,-537.2100395,-91.15430184,-30.81596956,-15.09390914,-218.313726,231.838987,9.751107274,-146.7332983,-232.3859417,163.6484068,178.8366739,177.9846882,162.6845081,178.7157465,106.9093097,262.2642732,-122.3365183,-131.994468,85.00256808,-183.3799054,60.68821881,128.1849649,-240.4448005,17.6503464,73.31192705,-89.91735298,91.84733293,-68.20814092,388.9780335,3.717752178,-47.31946211,57.65299431,23.64913459,-25.53436631,67.57945775,-141.1313643,107.9612193,10.58524955,192.4159177,-38.77211451,-91.21912357,-55.40078488,-52.89414754,105.7399137,57.49227127,82.38298766,-47.98678119,-10.14929251,-40.89318413,24.52390147,35.4296381,108.1557985,-43.89970613,-24.74234797,-55.05359729,65.01819993,-104.2527317,-21.24758094,-0.637012613,-64.1015451,-53.51408131,-75.05319633,19.67237523,-36.33223643,-22.19774449,128.651977,-113.0802984,-3.923543685,-52.36587796,92.76809526,130.7199388,65.18830962,-29.47163084,-33.02205994,-36.7257307,82.04155517,-17.7810722,20.66230121,-6.034724185,-39.7564965,14.26764805,7.579736074,46.30840937,29.01814671,47.72941769,54.39764115,-0.098786935,3.342501145,2.945005673,-0.070571871,40.82589476,-11.54341218,-31.74963946,74.0295075,68.92560112,31.57271516,-103.8467967,46.69412543,-58.99005444,61.72526749,-30.14263231,-26.50740094,10.84372795,37.33939974,-80.46310194,-33.01704555,69.62214865,12.27399991,-115.3706423,-45.40178171,23.31215909,65.71316882,-1.939598065,-90.15044954,-76.45486906,61.35984721,-30.5456725,20.52483013,-26.59668524,-8.821511617,-5.6758486,-22.61679549,-57.35169465,-29.20127227,44.41036902,39.32373428,-66.26324939,-100.4212609,-44.98645485,15.83546001,-144.8016401,38.6090547,-87.54502548,34.08553355,61.01763709,-40.74774962,-82.87622918,32.7624865,-98.37310765,7.815474151,-1.408005708,38.76811204,-57.82594153,36.33527202,-67.56138011,10.60603976,59.51794342,-29.14551745,11.61341418,4.12930424,-0.168925069,-28.50332296,-33.66565952,-18.69394535,5.263267717,-25.4185639,-41.21517037,-15.46133942,17.48308601,-33.61616962,-33.27422697,-25.34094965,23.1705125,-98.55930046,39.12989717,22.10294802,8.06239105
0.001,11.74211181,-191.333575,125.4284253,129.2850578,-466.9337766,793.3941278,-238.0905388,734.2435789,-138.472566,103.9936281,-41.48926346,638.0414258,80.89518776,368.1336829,238.5142021,-293.0523047,394.4978891,130.2879548,-125.5085442,49.26417096,240.1272797,316.5825803,319.4501837,5.64905582,336.4462656,231.9035517,50.89542969,-12.98127011,-95.05703552,-236.1805643,175.270864,-18.85424992,123.8192152,-77.06117654,-126.6629365,76.17624305,48.722765,-180.253551,78.79559681,-187.1265721,-3.430706128,-48.17689655,-105.7356299,129.0242859,29.98346969,-63.23219863,-103.4399148,47.29468615,-128.9456931,98.37232543,-76.74797112,-115.7710954,107.0478956,9.326942428,195.6646644,79.00298153,-77.49910521,173.992176,73.71494,76.44565025,197.6803665,62.98607764,-102.6104426,151.7140298,56.11475298,-107.3246272,-179.2670792,-59.34555186,-110.5298331,-39.85033465,185.6328393,-137.5039616,210.4075329,-26.38367291,-113.9442147,105.1932959,138.7072631,7.912934729,91.21430879,8.462860891,-9.469940656,53.86691794,-158.4458348,-3.865239882,147.5702388,-11.91634513,-152.5394635,-77.28720909,-62.56627287,163.9719226,94.7423947,-30.90873151,-123.4289447,-101.2866879,-125.0992356,-70.48468361,72.75874706,-9.694833093,16.16769304,11.70018444,17.11198482,51.11829094,6.234455536,74.83965107,37.9341116,-139.1648072,1.788849513,91.26676157,37.93785991,1.560847233,21.85959548,-86.18316625,96.17925337,66.00412375,-52.02655347,-44.85393549,-44.62503955,-3.647597744,-164.9810035,-2.520958935,-90.85408775,12.38661137,-19.22973754,15.82976142,-19.15118436,-42.00951121,-32.20488158,5.527363932,78.49887383,60.58348699,-60.02413954,32.22081273,-54.79494972,25.39633816,-43.97213991,-25.26467947,28.5512522,0.998142385,-56.3378463,41.77895831,-93.01491291,-20.86332142,13.08890085,-73.03070219,3.749215217,-36.83848907,57.05435424,10.46953099,36.28225775,-5.734318388,-69.19026116,19.91758876,36.14164123,28.96797331,-86.47463132,83.8969725,34.10594887,-74.94713836,13.72879898,110.000863,-73.02631989,-25.70425311,68.57077304,-12.39459351,-86.56328819,9.70224562,-45.78213851,-68.37773845,-15.5765137,-39.54760696,-19.38364913,132.8953492,-27.88967918,-98.77879428,-62.93310726,64.03154817,27.94611122,28.12514443,55.3967867,-19.53290867
0.007,496.0193518,524.8765137,193.9543635,-379.1045422,-505.7518961,-322.0513133,279.4024478,-595.5388838,-143.5544069,594.5885702,-146.5499356,107.4420668,-699.1275907,-184.970777,39.05662108,-21.5905776,699.2750287,119.2284076,386.6996989,-230.5542463,-84.72113642,246.9054591,47.3987594,-25.35314205,96.44881037,22.43676984,-31.67290919,-268.4656217,129.4793598,-533.2977537,222.9106998,-253.1036038,121.1189063,159.3337951,-178.863389,-399.1316558,-132.7670195,-14.64454104,359.4687408,298.8166958,15.9937566,-106.5375766,27.30474408,251.8552356,194.196058,-89.83913093,-91.26659023,307.2826491,150.6898439,29.0832786,349.0939868,63.75429721,-281.6443164,-254.6365946,69.67659168,174.5772226,-135.9544098,408.1069352,20.603538,-14.66773961,7.126684121,36.46595262,-72.19604686,-156.276343,-45.70067817,20.65275811,86.7426566,-88.91208504,59.87025978,-207.4369423,59.03326798,30.04050806,142.8145373,-77.70812523,51.89954387,-15.46893502,177.8950616,43.93345883,-166.9799752,-47.49081439,23.46739693,-33.92627667,-68.71808093,142.6044768,-140.4014001,-35.14358548,-109.2902656,12.91240091,-31.76742883,-22.60047454,114.9932274,44.13998049,-134.5905959,-62.87612107,-135.5878704,-141.9061268,-86.8965259,-98.9375417,-86.4784584,40.76344056,-26.03121094,-24.47983346,29.44040796,-98.06067168,-106.4561718,27.49820059,64.81227168,-5.649451877,277.5607113,-75.16659683,-138.3534711,-30.56807902,-50.08923979,-38.02901967,-141.6587251,-9.238508476,148.2051723,-54.45817195,50.68951677,-79.80267955,-90.2537729,50.62537761,-51.94351945,-59.83661032,104.7597618,-45.48354786,-66.0404005,-56.41697383,-35.37326625,10.33986289,-11.00210116,-83.01417878,-21.18736404,-129.3434426,53.25717792,75.19365194,-10.6719186,67.08397107,64.58868184,107.053879,117.8096014,-75.72545367,-74.1717016,-72.08152276,-21.17707093,17.07878243,64.35663283,-64.89380389,29.21018656,40.82404839,-10.0797398,4.356768974,-103.7219289,7.416399118,-14.78951064,-38.15746001,18.49694428,11.95425989,-53.04365615,-13.35162853,-9.813382201,-119.7621882,180.161312,30.46140401,63.09830245,-51.45689451,20.19820913,11.03244102,54.34621764,22.05858674,-63.02480447,-22.29235398,-72.66299352,-13.64902665,-93.07605494,107.1230518,-105.6027743,22.22349649,-19.11939758,-33.15249507
0,813.5824405,770.0259331,1052.311251,757.9237686,-740.1562391,-280.8420682,175.3605823,-324.4018446,-217.9964345,-86.78035635,723.4874697,930.1336507,-40.56000249,-213.9660815,-114.8897161,-348.593281,241.8619359,-171.2397128,-420.432323,145.2489305,122.753861,187.8925746,-43.33264006,-224.9484346,-248.0300551,237.2622046,-307.3888497,-123.8274234,-204.7741236,-23.31496731,10.8416879,155.8267679,325.98308,-68.03629752,94.69861746,-215.0117324,-145.2017499,-159.6439412,-111.0232132,-4.277839611,255.662334,0.764593797,-109.8758808,-223.7803886,-7.648660066,66.09791657,32.34111985,271.8811833,-15.78899964,-184.1204208,-94.83030942,78.68990452,-1.20937074,152.1824419,2.450195474,-40.60318804,254.5010264,-59.70060002,53.95410691,-161.249389,-193.4247058,-21.6724403,93.72156239,-113.6647332,150.8960846,-33.95135515,83.31962622,18.34156827,8.383642042,-126.4577136,-152.0011686,30.56881148,44.66047529,-91.05386911,83.83293348,-47.63925733,-141.3937044,27.61126254,19.01345463,50.85862632,-218.1435126,78.0355436,54.93879911,-62.43490314,133.3767943,-169.7734326,104.2595034,71.92050678,25.44064981,55.69821548,5.084628191,-62.15830637,-166.0091193,-144.879223,49.49355211,38.39138306,-13.00981248,-93.21075483,-26.97892303,127.0713562,-99.18110328,-55.25258116,36.48359314,-11.18049073,-53.59524323,78.23606367,-86.82959547,-114.6310611,-106.1844496,-27.49082455,-2.750387754,-70.04715338,-174.9558674,-90.54732728,-51.03852959,-61.78646522,-78.49688462,-159.6895289,128.4851995,-120.82249,-116.8942424,168.6950088,38.05587612,-53.57343911,-107.9608594,-15.27136695,251.8592124,-55.4798126,111.5166906,11.51088008,-85.84100014,14.08061438,-9.010990565,188.2577191,-62.7226304,-48.3265603,-102.78249,-72.09602944,-98.7914724,77.80504045,37.48827081,-27.63693383,121.7635056,-104.9838595,61.46460563,80.71385524,-46.08674939,-71.24455603,-5.986166616,-27.41050694,-37.30773519,71.86905918,-34.71620577,72.9332417,-39.08522454,-82.7737141,49.10563624,-21.21641893,13.72105632,-38.33732603,-121.5461071,-16.28017524,-40.31777143,-2.041779803,6.763649093,48.16774445,-51.6243908,28.64943429,-91.65016851,31.12529784,94.24606799,42.39722687,-96.41913341,-38.14631126,-19.01854757,-25.16871726,-12.23413677,48.15152147,21.98884743,-13.89549507
0,575.0979645,365.7415127,601.5046583,174.0716494,-71.45849284,382.6666975,206.9595983,-262.7425537,-33.93211056,-111.438826,323.0741517,1233.951716,37.70633219,-148.3978476,154.0506877,180.2493066,-123.1614707,-41.17327407,563.5158389,90.65711944,616.0741419,429.461304,26.24883724,-418.8322154,-243.7460952,-50.01825322,-29.334376,74.80400471,-33.47817805,243.8937678,309.4471216,305.5845806,293.5252139,171.784853,-107.0168573,-110.5517604,98.53257466,131.3572861,-164.4441127,-159.1652522,82.05610977,62.00542346,-232.11284,-318.3943167,177.6668237,-98.30738596,503.8762667,143.9506797,-139.2195827,252.6844577,-14.76169503,-49.47128611,-328.5371743,124.9270469,147.8360462,60.64281238,119.211618,-266.4893959,-38.06716591,-241.6444904,-101.6530602,134.6653417,87.7234577,-124.0758311,-103.7152093,-294.6986244,-69.46190319,-175.2992137,75.13818236,112.8422239,329.9708897,106.9617927,148.7416279,-142.7863168,45.16765176,-28.78255604,-28.54373576,98.49542349,-252.3685014,113.9502501,-7.555985795,84.90407417,58.97305272,1.795026406,13.78164172,160.6669787,-76.69324086,-128.0626196,-137.8781896,43.81689057,-190.827213,-36.26983425,-34.68047283,-2.962626193,141.7756059,43.49225631,-40.21238067,-62.9119144,-2.358914833,2.570081379,43.77130089,-75.56804962,-51.19145789,23.83272979,-35.99062893,-1.194927696,-60.55935559,-204.0325054,-23.28887573,85.18175423,-37.17216028,-92.78016466,124.1406157,-18.20751668,-19.24375418,104.5597074,23.0522799,-14.77450118,-77.72617402,10.59646117,59.40996012,-11.94043877,-96.18284111,-68.17966423,12.88149156,-6.961733041,-164.7528803,-10.00364293,-89.46893145,13.71664887,8.021829666,13.8610209,-38.92180852,-3.531662542,25.67324587,44.81317072,-42.79369838,-109.8776778,64.7422729,-0.702881243,5.908974247,-53.70266082,-87.32303507,105.8719872,60.19909617,84.18938984,77.81693999,-39.87625409,159.2716287,-20.49517757,-28.57184993,69.50437416,35.20325278,51.42473862,59.88449135,-76.96711917,-6.428472071,-7.887111514,-72.3640785,12.72055191,4.409721463,119.6452823,82.62134853,-43.70308022,67.07370664,-2.448665809,-52.23751276,14.04624569,-66.21869154,41.85191295,13.34471014,-61.85617891,40.10741258,59.2414411,-23.1407154,24.78410563,-3.129948519,-7.148537723,-59.51828833,-15.19986639
