pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98,f_99,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160
0,-291.2765076,337.8317507,168.6302106,-58.45495538,-688.4111402,449.9753727,120.181458,831.3844599,56.16769249,-170.7706904,-281.9563714,-316.2738711,-233.9769305,-202.9185593,-167.1463021,88.42828038,-357.4944707,-403.4490305,-213.7707545,19.50383389,155.1402076,116.4344691,-271.5852356,2.01920486,71.02128052,341.9463243,89.83531894,50.05248382,199.6659339,-218.472686,93.24862216,90.62297161,-127.2298392,-174.5896135,126.7685784,56.82213911,-11.32477697,-0.714434347,-215.8774915,-81.17014344,-95.19116339,-43.66244059,-53.78053847,-19.15131144,116.6049878,-123.8761469,164.8660205,7.726793409,71.46021484,-262.8583473,-172.3395969,109.7381808,49.94171909,165.6272256,-40.91716552,34.91713413,152.2170788,129.5090902,92.80094287,35.01604734,51.86662918,-247.6875921,-55.25893337,-179.3475407,-23.10294294,-102.6437736,214.1098794,128.1252554,-12.24898241,88.74874707,-265.1459851,17.25640662,25.51122911,-19.13325474,-37.75864327,-77.44708536,84.11714788,-89.35083186,-92.08071156,73.03301719,44.97088626,39.59765619,-162.9111153,93.44697124,51.96467362,33.95391464,49.61347511,54.57940206,-57.52821249,99.21036644,-79.31290472,-3.197916791,50.7384351,-7.312835545,0.497056411,-58.15150077,29.24543984,-28.84437126,43.74346967,106.4667271,-64.52387142,-66.89451167,80.65510293,-67.7166719,51.01792677,69.3728362,48.78612505,46.21110898,43.61280697,-35.02298218,2.533040049,28.59090409,-13.02642243,-124.9235013,96.76376081,-28.15065693,-78.90967827,-47.01250621,127.3441676,-5.62162293,32.23036319,-20.9170036,21.30159896,-7.224661423,191.9345625,21.26918434,-59.68500553,-22.64722382,10.65921632,84.96145379,-18.68856429,-148.147925,63.38655242,250.6731414,-52.38094977,44.68986231,20.15791479,114.7793009,66.25276116,41.8355692,-64.47193068,108.0107376,-47.69360743,136.4444951,-41.18010042,-68.17171353,-56.78977107,-65.4589317,98.49758087,-133.6064081,95.26108962,71.44303074,-0.823789583,5.109079569,45.60576222,-151.2923115,48.37693714,-17.86160123,61.72566464,-38.11770841
0,-104.9416806,-62.72357325,1179.924819,524.9758609,363.6368919,-244.2356339,497.7044682,-335.064671,-709.5725909,-44.6032715,-174.21895,323.2207129,-349.6566281,366.1122806,-107.884343,-139.9237237,-161.5572738,209.5376399,591.1519743,-36.14402284,667.2774623,-112.4232989,-413.9567579,-363.6093315,-209.9893877,694.3140157,-340.8053136,-288.5766714,204.0172392,-32.9617182,337.6691822,-343.4293072,-149.2960376,43.13906955,-12.67660599,182.9889052,36.6901885,120.0784552,-127.239801,-38.61286426,57.82653686,-189.889498,-66.88738393,-94.45612,121.4406075,174.0581132,258.9918795,69.60093796,345.530668,132.5375077,74.18994923,-70.22635207,157.8599191,-179.859029,-107.8198425,-12.34677093,164.3843854,117.2296706,-170.4511403,159.4371249,198.6018728,226.2648812,-53.48639979,341.0245072,40.29312856,-56.76538759,115.700931,99.34245144,-82.76490015,200.3553914,-23.38976959,65.49213141,-15.07316469,14.42075305,-59.83670169,-168.3133364,14.7457139,-167.717219,58.53231292,-74.55449418,-4.09260086,104.4247864,75.48299795,-246.9824315,-205.2829457,-15.85984807,-32.7411808,164.3097528,-54.19670578,-27.59193271,-232.138703,-28.75722151,105.5442981,100.5396218,-14.49122521,33.02666948,-26.88018868,141.8263089,123.2157146,-64.24186639,45.82047465,-223.1163448,-37.58409927,2.489158425,126.772602,137.2793744,-94.44170601,132.9657933,32.17993931,111.9834201,-128.3521658,-116.3892321,93.67545771,76.11538393,6.062372742,139.3356467,6.020994916,-75.27667864,79.77277659,6.775250443,-119.4094401,86.37770667,3.045965863,93.23890106,-80.11783452,-1.982136874,-89.47889637,-103.73584,-120.0375513,124.1319308,-20.5241282,25.21582209,-34.53840841,-66.0876799,89.51959634,12.45204736,-15.61590234,-153.0034678,-35.85110321,-39.42572537,-63.56625525,-52.30291518,47.95393424,183.3029374,80.8414994,-120.0619797,5.580150288,-40.98101965,-13.1539065,-88.14709224,58.3740485,55.56841329,-20.05784563,10.55920127,22.41476611,-85.27333098,92.1133899,-6.929070395,11.4279936,-7.725415344
0,-680.3307066,-153.2649716,1040.695172,-284.6222568,110.4022089,50.70887156,-57.02175464,-315.6511624,179.1039718,115.7670629,126.4088427,280.6916526,-149.1692232,-445.0661631,-94.49576613,-70.48862278,-98.55922447,-156.9992659,215.5252046,-16.99251158,-31.49299804,-244.6821017,184.6148893,77.71354177,160.3379127,101.5010808,313.8973577,94.31839461,237.9690044,-148.6456896,8.149041329,48.56632809,-81.7613524,106.914146,118.5371727,-289.9711636,-96.31635098,-13.18475436,-117.5466335,63.11121259,17.32200166,333.7302821,-62.44438582,12.01429519,7.516412251,62.04245049,-87.16838739,111.1689217,-174.0045901,34.56323119,25.38224506,126.5472506,7.61009493,-89.89900181,-191.9956515,-16.19981355,63.08724541,17.11949701,100.6348448,-64.14562899,15.92718489,-3.327925416,-119.7644059,-70.82322931,112.6247863,-106.0076953,-61.61328221,106.7664942,60.09214771,-103.2609503,-17.67380174,-76.63794343,22.21480804,-55.10541055,-70.19146131,26.46078003,34.38345978,20.67633259,101.728652,-107.2672509,-21.82817888,-53.77790469,-37.54583914,3.672801753,5.741556879,80.05088937,-32.10411298,-112.6906581,-47.40468656,-68.3040012,-6.082429909,13.92620036,171.1064619,37.84894652,70.82249571,53.4115699,37.9839282,6.701467219,-33.4627183,105.8648345,66.06885146,-49.774813,-124.1777288,23.25829912,22.85200421,104.7798286,71.77346742,78.07913664,-76.1162369,-166.2650317,88.60831015,-39.05803185,108.9826852,-15.76021901,-50.05420045,-72.9087431,-18.04167551,-22.20503405,-124.4258759,-21.23689835,7.920903099,82.89584146,-36.33500408,-16.76406803,19.11588611,-18.29674283,-31.82809111,-37.77503047,1.683252892,-12.31246187,44.00767876,-33.25924228,67.30049279,35.48013458,-8.92516436,-61.63488045,-22.53924033,-37.34362286,69.92152298,29.56644433,3.01714224,43.46356581,50.1468134,-22.69322719,-4.591468007,20.77734023,-41.06962667,73.34315462,-10.75791566,-61.93662038,-32.89993003,6.868235727,-104.3043379,101.6334575,0.268051922,0.43949703,-25.82216659,-18.71774845,46.03441518,28.15534262
0,521.9583269,909.6777981,42.18589933,815.6599572,-355.0469807,-365.0417302,618.0371593,-415.3796215,78.10884812,-671.2287469,27.57699112,-19.45093626,-77.37986205,120.163981,-255.947055,3.815219179,-209.8995854,-400.653019,201.1234967,-24.56014668,487.7437526,-258.9829642,-401.6346169,-268.4403336,-287.5215925,-422.9319734,198.2152812,94.35089727,-223.8874323,86.12059308,-84.9077322,-39.78829317,-84.64968679,164.1837481,199.6566376,43.89418203,-246.6469925,76.03260309,-93.47637089,-31.35076213,204.2679006,5.845640059,-37.90710057,164.9348416,-13.10824513,-186.8156876,252.0637305,-18.61303444,1.900802611,-26.82340229,-39.88924677,155.6824902,-127.4453057,47.95612756,129.1714769,-122.3041331,-87.81820228,-62.49128257,-35.97004918,-233.0173147,181.5460323,130.0285194,-24.46588118,5.339530265,213.4544581,83.68872735,-244.9789709,55.73649867,-115.4456832,37.65929378,-7.15728152,54.44225233,37.38451428,-63.61643975,-21.31204931,136.362156,99.13473559,9.364516103,37.18311368,-3.957937768,93.46598292,152.0012265,-64.65562896,28.11170942,-114.5876771,93.15090182,-25.58647559,128.151801,104.5864048,21.79603437,53.86697478,261.6811839,-19.91720364,-14.38900481,80.86092233,-14.48514201,80.09358971,90.23045553,40.38843586,-159.3308655,-85.81398383,-38.41494984,177.2853234,11.22118761,-31.35206759,-58.2918768,-59.52922124,-9.938525569,-17.99903122,83.10548349,75.93801359,-22.17584074,-61.14803318,-76.86523401,-31.10955678,-26.68493809,-13.38074659,-45.71770232,13.42026108,-87.42565208,17.45876757,-42.9785077,-29.50237863,47.87260152,-49.70663723,45.67685297,-124.4007404,59.7749908,-29.45404915,44.87901685,5.602319033,-137.6370075,-23.06576649,27.4133983,-11.7437622,101.621966,116.8390508,51.19398536,86.41379658,20.23136729,45.37524284,-60.72139483,-33.04058747,24.16243481,10.89903864,-9.363693395,35.33923817,29.85815661,-60.07712465,-33.41299108,-83.79481072,-65.87024458,185.7505092,-28.16986242,-35.61704756,18.55738136,-27.6808192,-105.5694389,20.08463741,7.897547326
0.007,1059.110013,312.9732743,251.5137839,-714.8440742,-406.403101,-445.9161611,-140.2948677,430.2097023,0.8632384,62.88424015,-108.8123448,286.677395,-43.75099011,-140.2547994,422.4183171,-444.7398009,-239.9221542,-170.7601683,208.3515274,154.3652174,-124.394798,166.1606001,135.4178661,-81.02775887,75.97838287,59.40232575,-9.871295364,-137.1592612,-81.47322493,-107.675775,135.0428253,-39.6019528,-95.38378298,-140.6532702,-235.1407351,-214.3736415,198.8955515,16.16790937,-120.1044646,185.125319,31.61269332,-95.66403986,-199.0434433,35.29241489,-127.2271252,3.333846382,36.38318095,138.2098725,-53.94972028,24.05190901,-89.63680091,-162.7823431,83.33166483,-58.13627741,4.798895482,-94.92233517,-12.09791732,55.68693161,72.8462055,9.254630421,146.105277,-177.6328699,113.4528243,15.81436511,-30.76883536,25.45525598,-78.7336402,39.79977171,136.3274168,58.50787984,89.94694003,42.71465029,-253.115653,161.2922804,66.27259616,130.8758586,6.039254837,-13.8320303,-20.33237205,-5.344427899,101.4274918,-27.62746943,-183.6364791,-66.8052769,196.4014427,-106.4357128,-13.94070605,84.43545252,-136.5024335,108.2233074,-33.33747511,-3.403531221,-46.80222556,-63.91996505,65.70132898,-28.70008263,-46.47773163,69.72945997,-73.06799906,-47.99874844,-12.4237983,-0.776446693,13.26169616,74.98186847,29.24394091,8.895593027,-19.3383084,7.215301591,-9.675949537,-9.220073755,68.87631965,-35.92833435,-7.774162831,105.0409604,55.81637262,-89.16885329,94.85179909,-93.93453323,-10.65763251,40.98459332,47.09168995,-36.89863415,-37.11119307,-62.58927663,9.229761995,-81.87711733,38.86597162,-23.40913148,-39.03591493,-17.65923036,-65.7681828,-96.77639373,18.58870097,67.26145086,-59.27861873,-9.656608513,150.0180608,-19.17345706,-4.798892943,-102.2517629,22.81098993,-46.62790124,106.6048621,-24.93852774,41.03190849,10.436879,-49.06314448,26.95681707,-0.42397897,-34.43178677,-82.74409364,51.03687775,53.78798549,36.98007969,106.2728466,43.89230316,10.4157065,-53.39574755,-18.64351422,-27.23269819
0,-789.6881101,-25.53600279,854.4722998,-176.5424792,225.0811918,165.5679241,-133.9940237,-480.4553775,161.2254456,92.03285964,-36.26741712,276.333456,-213.0011651,-537.2100265,-91.15429074,-30.81593526,-15.09393809,-218.313745,231.8388401,9.751267251,-146.7333659,-232.3857201,163.6486767,178.8371362,177.9844714,162.6845529,178.715003,106.9088292,262.2641494,-122.3350871,-131.9960418,85.00028834,-183.3784871,60.68875963,128.1890405,-240.446898,17.64869916,73.31428477,-89.91649357,91.84840791,-68.20550564,388.9767718,3.722981795,-47.31648643,57.66436111,23.66564428,-25.53607401,67.59208801,-141.1105255,107.9738322,10.56539039,192.3937083,-38.74338489,-91.22737109,-55.41073258,-52.93885027,105.8007543,57.52054022,82.39016178,-47.99353723,-10.17781108,-40.94152965,24.53409084,35.48447547,108.1548515,-43.84461288,-24.78106189,-55.06073988,65.17554846,-104.1388331,-21.38438661,-0.82633807,-64.00520634,-53.56530121,-75.14429021,19.82534838,-36.08043338,-22.03460997,128.2647945,-113.3433577,-3.676729347,-51.95779801,92.47986385,131.4379255,65.03441864,-29.4731672,-33.13114089,-36.80508651,81.83802413,-17.83160063,20.54397991,-6.564002288,-39.14797487,13.29889218,7.658815349,46.93124939,29.39027646,48.07228509,55.34985736,-0.635136103,1.833713537,2.440664638,0.043494441,40.01900624,-11.94937135,-30.23742515,75.85142764,70.06106533,28.09616183,-103.1687543,46.67033001,-54.70978132,-70.98489547,-29.30823857,-25.78209316,11.56001349,26.9749861,-75.77908761,-27.32417677,75.74123996,22.96750264,113.528427,-49.87248941,5.513194893,66.89431788,-0.346852165,-87.0340295,73.25471749,77.34788595,-39.28285977,12.21753376,-9.81410845,3.101822285,-1.227986733,12.89704475,-60.00441733,-15.62419301,39.54903077,43.19358709,-29.60937604,-110.0509496,-60.50751305,2.276348148,137.1295318,79.93489077,-76.63118077,84.94274177,56.72697605,-69.0058914,-5.810870976,-88.57253641,-36.84188112,-8.38590813,28.60089721,-20.25248459,-11.60877486,16.27019167,-67.10909422,36.57346289,26.75372821
0.001,11.74211181,-191.3335751,125.4284253,129.2850578,-466.9337767,793.3941272,-238.0905394,734.2435841,-138.4725657,103.9936311,-41.48925687,638.0414397,80.89522336,368.1337313,238.5142682,-293.0522362,394.4978462,130.2879638,-125.5087348,49.26434226,240.1272147,316.5824264,319.4506644,5.648892231,336.4458414,231.9040307,50.89449029,-12.98094622,-95.06008181,-236.1798558,175.2707033,-18.85746085,123.8178779,-77.06225687,-126.6571675,76.1737758,48.71562708,-180.2518494,78.79877895,-187.132313,-3.419180465,-48.19943694,-105.7342492,129.0401891,29.97081466,-63.21990276,-103.4414435,47.28020313,-128.9066045,98.39138934,-76.77496973,-115.8050587,107.0807287,9.330301088,195.6709446,78.99192017,-77.39472134,173.9605255,73.65115483,76.5001524,197.7406791,62.89294724,-102.4215427,151.7583478,56.15221373,-107.2797114,-179.3500563,-59.27917191,-110.4371324,-39.53933824,185.563513,-137.4759259,210.7079255,-26.77927171,-113.9714437,105.5582286,138.7804548,7.916095307,90.83893542,8.244344142,-8.581148494,53.98209643,-158.8889156,-4.332822426,147.9875532,-11.88101647,-152.1187495,-76.48244931,-62.53233077,164.2390312,94.45726855,-33.12059054,-123.4331995,-103.57747,-122.7463348,-68.4822101,72.99669515,-10.19242941,17.70951435,11.49239082,16.32755286,52.28846812,6.047279561,74.02165087,39.73115797,-139.0823564,0.504497315,91.07424187,37.58218977,0.504875895,19.05150928,-74.32164936,-107.0818988,65.48163812,-51.19782861,-50.8427797,-47.63096203,4.379353364,-157.6973236,9.1177254,-93.60759342,-15.49354594,-16.57045618,12.61027501,-19.7176754,-46.86102454,-34.91586122,-31.57208088,77.71504724,41.94630367,-66.80885723,45.46465792,61.44550317,24.45590887,21.86724809,-4.799416155,24.31664064,5.802236874,-82.88946809,74.16566688,-74.25478401,-71.54538743,5.085582304,37.46084952,25.37299141,-6.91834946,42.55268688,33.57786945,51.1801189,29.63450239,5.027258696,-47.4674591,18.84265673,-42.31198412,-61.52855201,22.85649976,28.80010708,51.28886861,37.41529642,54.60250318
0.007,496.0193519,524.8765137,193.9543635,-379.1045421,-505.7518964,-322.0513131,279.4024485,-595.5388859,-143.5544036,594.5885706,-146.5499444,107.4420647,-699.1276027,-184.9708055,39.05655714,-21.59062527,699.2750744,119.2284607,386.6996211,-230.5541524,-84.72123834,246.9057053,47.39913228,-25.35306456,96.4487902,22.43688947,-31.6729825,-268.4650672,129.4795007,-533.2954232,222.9093033,-253.1042741,121.1204081,159.3307654,-178.8604932,-399.1279392,-132.7653472,-14.64724448,359.4729232,298.819767,15.98134803,-106.5326259,27.30409,251.8511001,194.2013122,-89.83174126,-91.26794771,307.2961463,150.6919033,29.0966098,349.111975,63.75910771,-281.6392999,-254.6635086,69.67204045,174.5273308,-135.920692,408.0980416,20.5809295,-14.71884927,7.086460395,36.46693379,-72.26388321,-156.2800491,-45.70437911,20.83653848,86.68339338,-88.84339105,59.90122185,-207.3748162,59.26763279,29.84888008,142.8105799,-77.38731901,52.02593446,-15.66818273,177.50126,44.1068856,-166.9269296,-47.67130871,23.61913091,-34.50501446,-69.01377261,142.6986013,-140.4138418,-35.19062314,-109.555834,11.92594995,-32.02236357,-23.38894945,115.5500434,41.26103163,-135.1357405,-65.00146724,-135.9867672,-140.7166922,-87.49695094,-98.40544853,-86.55262834,40.95290853,-26.86763219,-24.87046103,29.74177695,-99.55068329,-106.4457664,28.32223632,70.34672011,-5.483394696,278.0249022,-76.40993874,-134.983263,-38.91280364,41.84728241,-33.03757725,-142.1654693,-1.729062335,142.8644055,-66.61362361,42.50210523,-87.46261098,-88.30871365,-54.37249741,-44.29333218,-67.12056129,102.4841712,-44.26570792,-60.21944952,65.16471414,-18.51576735,19.38816733,-10.92018002,-84.3445051,21.4620602,-141.8408588,-38.19916912,64.27853548,-4.22565014,85.32854885,65.0464956,46.43347777,146.4575415,-13.20030659,-90.41004142,78.18485511,-14.94305941,29.44692094,42.28310115,-117.7057436,30.29759429,-28.05676874,17.68789319,-10.46422324,-67.38818281,-12.19366522,-42.38758939,-110.8492383,-63.04754427,-47.33719576,-73.09344817,-112.2543623
0,813.5824406,770.025933,1052.311251,757.9237687,-740.1562395,-280.8420682,175.3605816,-324.4018439,-217.996436,-86.78035715,723.4874896,930.1336541,-40.55997129,-213.966027,-114.8896668,-348.5932626,241.8618989,-171.2397015,-420.4325063,145.2490919,122.7537643,187.8924488,-43.33233642,-224.9486243,-248.0301408,237.2629971,-307.3888203,-123.8260112,-204.7759989,-23.31205124,10.84117092,155.8253151,325.9838702,-68.03747843,94.70576034,-215.0143751,-145.2044359,-159.6479439,-111.0198272,-4.28569552,255.6625035,0.745671322,-109.8687119,-223.7793277,-7.662264555,66.120948,32.34522623,271.8833015,-15.74136585,-184.0910399,-94.84951906,78.63025895,-1.192220021,152.1406183,2.467936889,-40.61878312,254.5734854,-59.72686097,53.85211009,-161.2289034,-193.3931173,-21.69879661,93.73523348,-113.5936831,150.8992953,-34.03551278,83.18619534,18.54661127,8.426036422,-126.4702461,-151.8866054,30.29380071,45.01878558,-91.16323569,84.11630556,-47.331805,-141.0754741,27.6651066,18.63761367,50.64799322,-218.313537,78.2296981,54.64094665,-62.28710312,133.6641598,-169.6166961,105.0224784,72.56605272,26.52893838,56.33599815,4.749408694,-64.43323768,-166.4957355,-142.6331022,51.41035088,39.65586179,-12.47434407,-94.9312552,-25.94955432,128.4768605,-98.60541442,-54.58302967,39.63712419,-13.86683926,-53.37150116,79.38313962,-81.47036257,-109.9424103,-106.9566489,-20.93603779,-1.687150235,-94.46240754,166.04605,-87.19126152,-55.44861972,-70.30192072,-81.41167142,-158.8443304,119.0462403,-124.8378077,-137.3838673,-169.5525643,57.65330108,-16.71702688,-106.9111049,-18.95005184,242.7246269,-0.28307458,110.3571208,-23.98683242,-85.54143383,30.83090911,-2.295995501,194.8116646,38.88389387,-41.04727711,-110.1873414,-42.65100871,-97.49051244,69.71392408,76.45254268,-53.95625117,124.7013329,57.51344164,32.78572999,105.0079187,-58.49513515,-34.87311905,-12.20040149,-46.409955,38.78515034,15.55982181,-37.77589557,35.86135101,9.655688567,-59.56979484,-13.54511736,-83.41107801,-49.83412,71.97305172
0,575.0979645,365.7415127,601.5046583,174.0716493,-71.45849229,382.6666966,206.9595996,-262.742552,-33.93211149,-111.4388257,323.0741424,1233.951722,37.70633427,-148.3978594,154.0506964,180.249381,-123.1614477,-41.17329446,563.5158147,90.65706729,616.074025,429.4614391,26.24895327,-418.8323948,-243.7460545,-50.01863873,-29.3354581,74.80460954,-33.47851926,243.8927064,309.4453883,305.5842796,293.5228456,171.7850362,-107.0153183,-110.5465947,98.53224375,131.3567487,-164.4429127,-159.1629655,82.05929726,62.00796136,-232.1201782,-318.3893839,177.6713768,-98.30522069,503.8728962,143.9708929,-139.2335661,252.6699874,-14.77782165,-49.47996743,-328.5433655,124.9692694,147.8873328,60.64620687,119.2084671,-266.4925134,-38.06642693,-241.6707827,-101.57738,134.6006626,87.76351456,-124.1875155,-103.7424304,-294.7292803,-69.35169594,-175.4745785,75.24753962,113.2546777,329.9089561,107.2834233,148.6837259,-142.6084706,45.37042682,-28.66579464,-28.90737862,98.01813175,-252.3086641,114.2207263,-7.674017842,84.92118578,58.65004067,1.85096065,14.07567125,160.9601505,-77.4232911,-128.0774989,-139.5752356,43.26872548,-191.1210832,-37.63652141,-34.56215537,-1.30048846,141.9646457,43.34711499,-41.81133867,-62.40194625,-3.352647558,3.181905094,43.07385399,-75.31864467,-51.13906839,24.05874279,-34.48790913,-0.283094882,-60.95593289,-205.1319537,-22.3382569,82.85918598,-39.68580918,-79.04877123,-135.3340672,-17.71165982,-16.68431347,105.554423,11.64179579,-11.30901895,-75.52619711,14.75253507,68.05436473,6.46785294,-91.69679371,-86.69094574,0.658282825,-1.717321763,-149.2828383,38.61993247,-86.36263595,42.07933645,14.8588003,5.981967643,46.76880173,-14.65768489,-14.69227491,43.6602145,-43.67996109,-106.7596122,81.62719174,-5.426533932,19.56735347,-32.73804824,-97.48641698,-131.3997911,32.97967179,109.0228918,44.37986201,-7.905681739,94.84399574,-116.5813196,63.44155374,99.55933196,17.73046786,46.52025645,52.0448105,-49.18097776,27.54348732,-60.21078204,-9.902320756,-83.70680479
