pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10
0,-291.2765257,337.8316589,168.6289431,-58.4539617,-688.4052245,449.9369815,120.2103085,831.8117557,55.41018671,-171.769732
0,-104.9416936,-62.72361057,1179.924239,524.9749391,363.638345,-244.2435149,497.7217558,-334.8092371,-710.2080538,-46.07086947
0,-680.3306952,-153.2649259,1040.697357,-284.624138,110.395099,50.73549913,-57.05958948,-316.2852334,179.5096465,117.1664385
0,521.958323,909.6779628,42.18601602,815.6578055,-355.0415509,-365.0361061,618.0526586,-415.407862,77.71526802,-672.3029204
0.007,1059.110017,312.9731262,251.5128917,-714.8421641,-406.4070432,-445.9048493,-140.2900915,430.3148987,1.20684142,63.22493169
0,-789.6880932,-25.53590487,854.475162,-176.5441044,225.0720681,165.5950791,-134.0543624,-481.2273915,161.988966,94.01725306
0.001,11.7420918,-191.3340296,125.4250645,129.2867312,-466.9291215,793.3720524,-238.0009615,734.9580826,-139.5161163,102.9959378
0.007,496.0193536,524.876381,193.953467,-379.1021321,-505.7551491,-322.0456903,279.3991897,-595.46322,-143.1035413,595.1215108
0,813.582424,770.0258278,1052.308899,757.9248165,-740.1497924,-280.8651642,175.4081672,-323.7447835,-218.6482685,-88.52073473
0,575.0979542,365.7411206,601.5007776,174.0742069,-71.45714924,382.6808791,207.0454922,-262.0611454,-34.13454991,-112.3774045
0,789.3411643,813.9024428,352.8668535,439.8395653,-455.7976064,-196.1102293,196.1256678,-512.3780224,-129.083536,-788.8461928
0,-817.2396966,-382.5748696,636.5501208,146.1989466,-139.5210013,203.1889839,410.9206382,-372.3804467,162.7622466,434.7138159
0,214.0169968,-275.2749909,1096.103624,690.2057557,-188.5827865,-31.1178733,-23.97527645,-76.66287616,-242.4356466,-540.1854985
0,242.2190462,182.6583755,148.5001675,346.6007596,-732.6566942,433.4663625,478.5349803,602.4505668,-58.52764101,-95.25669178
0,316.2112462,-231.7159589,937.2058593,641.3925339,617.0687484,520.4393435,547.5494809,-24.95255113,-33.78642827,-351.7853998
0,256.4231735,-283.9119284,-309.3944114,-436.7021796,-161.2259894,-272.6756736,-247.2673542,483.9694656,-491.7557676,-59.77042099
0,390.2035296,-153.2382884,340.1357966,294.634161,48.0925084,-284.3054676,169.076248,-35.94772255,-432.2346167,-286.7711548
0,616.9318388,179.3268051,305.589743,-371.2515073,-259.3168784,455.9355109,267.8068573,-299.9888876,102.1370703,111.871711
0,-397.9181223,204.4364186,317.1559219,255.1584453,-106.3191034,-782.2735159,26.22710232,-38.95445457,-305.2105875,426.1328417
0.014,547.5489469,-487.9616946,129.125867,-651.9759086,-189.9363259,-241.9588722,-252.6818918,66.1265517,121.8444944,-129.1965897
0,790.0994413,1578.782213,145.8775256,798.5543641,-594.1330217,-406.0447795,643.3799421,-563.4032056,302.3343622,-232.7911362
0,613.0453611,-259.298935,344.9591162,-316.3665232,-69.66970799,-180.650629,2.933199399,512.4197166,130.5499035,-374.3089239
0,717.4318936,211.1544985,-375.6997037,-545.5843016,-188.1930917,-557.6589415,-170.9328475,327.02837,-195.973625,69.74637091
0,540.8381463,1039.120737,239.3579238,854.5945092,-159.5736352,-416.1804836,208.0703664,-491.3164466,-770.4233688,-805.9596295
0,-706.3135575,-358.7691569,682.9843561,30.00994481,-361.6501426,167.4517605,493.0398854,-72.68470044,-38.00949926,425.956513
0,-102.4366165,-235.7619516,492.6008024,1058.087423,152.6434305,-40.79732902,165.5462309,248.0187439,-21.52777652,331.2203412
0.001,-501.8478175,-667.4344888,582.5304185,-94.2344004,-449.4874249,-95.92450212,439.1809986,20.41228484,134.0566736,483.4739489
0,256.282025,-653.6823157,640.1338307,784.2555471,521.3399062,159.5091972,154.0365637,161.1452055,-512.1249748,78.5621656
0,506.463015,302.825387,714.8632901,-502.0572965,-556.2753067,-300.7612654,683.9503393,-289.6693569,508.3234884,-730.3218577
0,-626.2047231,1099.27865,378.3603731,-108.2987651,-241.9692932,-62.67350467,-829.3628892,324.9326266,412.5173521,277.9053388
0,263.5040162,645.1923548,1221.842485,419.540287,-762.7318967,-298.0414093,-299.1262688,248.5200574,143.4822452,415.2236385
0,67.02729517,69.78365119,76.08454487,65.41542076,-954.1120204,571.3292348,-150.6699067,386.7282939,-176.54084,58.78260543
0,-791.4905897,-368.579214,611.1151215,-3.881887513,-374.7535221,337.0967441,521.4909289,-257.1299471,19.83923321,399.9179137
0,-21.3038193,-10.32846327,1185.641418,609.4076514,-149.8160348,-250.5583689,85.99658835,-387.8042317,-202.2187964,213.8588722
0,-913.1987321,-161.7354054,605.0811198,175.6174237,57.50518229,240.8745311,396.2426237,-525.1346176,7.195353036,398.6272827
0.001,-614.3697201,-267.1890876,1024.722218,-317.484042,-335.1401115,212.7720632,146.2875237,-74.24771682,41.76906776,160.2052875
0,-224.5795697,-77.03620165,71.71359419,-165.2911164,-487.9511144,449.9282715,-202.9620241,49.0025349,390.4145368,-226.4417598
0.002,260.9243913,-225.6673661,-549.5967082,-396.2677368,-172.8982693,458.2902711,-339.7137941,66.27995371,-374.2592734,369.1474058
0,-132.597848,-100.6866362,954.4438817,-474.5918979,6.480082952,-295.7455965,300.7769473,-407.5669837,-230.7261433,42.23741226
0,-480.299588,-218.4092952,786.6264739,507.3172566,-157.2873899,-145.3428365,212.9478822,414.8678409,-102.8692343,416.5507686
0.001,-136.8695835,0.431405811,549.6185453,785.2395038,164.7428441,-683.2575732,159.3983349,135.2931034,-753.5456803,-183.0172163
0,0.127128044,-744.7364271,486.1348291,88.83517422,41.09009903,-348.4824937,303.0990372,96.83327452,246.1016128,575.2732556
0,-271.5786904,113.1587891,658.2501661,-646.9403969,-75.67828028,-100.7313748,-472.7966745,-112.9157383,-295.6661751,-208.9704823
0,944.1717841,73.20422088,-956.6582361,280.2012864,155.2802843,134.1384879,-171.5361126,381.8641608,-323.1179119,204.4145285
0.001,1127.947136,464.2344406,324.1816391,-899.8771704,33.63194425,94.67353946,-201.2746811,352.9028636,-247.4849742,-47.35245116
0,-161.1964336,64.94619374,601.224425,98.26459472,172.8090483,-599.7258819,525.3110586,87.60174173,-554.3261379,62.44839164
0,531.3084035,-93.26958833,464.994833,1018.900102,518.2344425,636.1800852,-35.68873083,-215.3761368,-158.6195147,-214.1520721
0,77.27038693,265.9872045,-51.2978058,2.293420423,421.2040264,-517.8211202,575.1368079,186.521106,-406.6133921,-88.50128388
0.001,357.325304,-294.8014719,1128.232264,408.0793567,-252.8340133,248.6554879,-161.1215815,194.604292,-273.0550578,-354.2554601
0,734.6732151,190.1853599,913.2215435,-17.14917368,-148.1555781,531.010354,373.5470789,-164.555518,-54.35298647,348.4075398
