pred_prob,f_1,f_2,f_3
0,-291.2766039,337.8311063,168.6610741
0,-104.9416511,-62.72196927,1179.91531
0,-680.330775,-153.2663816,1040.717511
0,521.9582919,909.6791684,42.20232916
0.007,1059.110184,312.974298,251.522034
0,-789.6881817,-25.53786236,854.4971659
0.001,11.74232405,-191.3310336,125.4028628
0.007,496.0193257,524.8741663,193.96293
0,813.5824824,770.0265956,1052.325364
0,575.0980983,365.742518,601.4737923
0,789.3411586,813.9027319,352.8687736
0,-817.239649,-382.5755128,636.5600388
0,214.017099,-275.2719872,1096.107025
0,242.2188887,182.6575938,148.5483205
0,316.211531,-231.7117183,937.140341
0,256.4231594,-283.9123823,-309.4133456
0,390.203612,-153.2360057,340.1120909
0,616.9320054,179.3290002,305.585675
0,-397.9182835,204.4346961,317.1837182
0.014,547.5488739,-487.9624079,129.1438689
0,790.0994794,1578.783586,145.8568843
0,613.0452408,-259.301168,344.984793
0,717.432039,211.1557954,-375.6962053
0,540.8381935,1039.123101,239.3819463
0,-706.313406,-358.7684713,682.9827168
0,-102.436736,-235.7632904,492.635083
0.001,-501.847702,-667.4342993,582.5257988
0,256.2820751,-653.6799706,640.1753356
0,506.4631496,302.8283039,714.8240517
0,-626.2047307,1099.279335,378.3752089
0,263.5041155,645.1973313,1221.832646
0,67.02721907,69.78277293,76.09131388
0,-791.4905055,-368.5795567,611.1196507
0,-21.30395812,-10.32888887,1185.658484
0,-913.1987906,-161.7369232,605.096544
0.001,-614.369704,-267.190064,1024.737762
0,-224.5797013,-77.03872391,71.73230261
0.002,260.9244485,-225.6669401,-549.6117775
0,-132.5979446,-100.6873795,954.4267826
0,-480.2994896,-218.4092609,786.6261586
0.001,-136.8695516,0.429702509,549.6185031
0,0.127315603,-744.7356159,486.1321702
0,-271.5786803,113.1588517,658.2199382
0,944.1719856,73.20533507,-956.6834526
0.001,1127.947201,464.234583,324.1944526
0,-161.1964923,64.94569425,601.2268166
0,531.3084402,-93.26772483,464.960978
0,77.27021042,265.9856741,-51.24761411
0.001,357.3253783,-294.7996042,1128.231676
0,734.6735527,190.1868962,913.1558061
0.16,-384.9629765,-330.4499258,-714.4808059
0.116,-193.3316052,-394.632041,564.504845
0.196,-853.6061227,444.6584998,-280.8378222
0.115,588.7211396,-166.1910023,282.9058973
0.172,939.2602921,-75.13757954,-0.563168467
0.182,8.977229941,-361.5347392,-12.27247996
0.113,-411.7303635,352.8598443,566.6125757
0.115,-146.7174948,-900.1774436,326.528068
0.169,302.144475,-570.0424606,1087.076492
0.117,-649.4031376,-496.6285851,-302.2110214
0.122,-7.150741004,811.302938,544.67137
0.137,884.228581,1239.892914,357.3569998
0.117,99.72793538,-335.9507932,179.8305372
0.114,1380.56715,871.0505582,-181.1860305
0.2,-516.8440363,-829.1069849,181.2989973
0.166,-955.7839404,330.21369,210.6263533
0.114,1213.647801,493.1573573,371.4573163
0.152,27.43755851,787.3966986,-191.3082074
0.138,-204.2832933,-596.7140507,-381.8555503
0.158,515.7737156,-454.7758543,-65.78086035
0.134,1419.361605,416.6103766,426.2701869
0.176,-628.2705368,-43.15431759,1049.729893
0.121,-506.3576002,-619.7558141,-575.0069139
0.104,73.54975045,-845.9283323,-434.4033959
0.149,304.0015224,4.082586168,-15.17824769
0.19,494.3547412,-343.2894513,-110.5024071
0.121,-172.5681322,355.7840965,-56.3372846
0.102,914.0056038,395.7407733,-328.0803971
0.1,204.9832895,-448.8615773,235.8250939
0.111,-885.9891377,284.4708485,552.1125912
0.159,6.349720047,498.5924035,177.7721553
0.146,-293.5596508,-557.5733708,-630.088112
0.108,-262.0077128,-622.6286367,673.9694438
0.136,360.7596519,198.5213858,-105.5416538
0.12,240.1571254,-836.2249159,-13.0018822
0.118,-510.609632,374.4468823,747.6898362
0.129,-789.0183013,-58.66933913,-245.4540117
0.101,164.0017227,-215.2000908,169.0939075
0.129,749.4402943,-368.982629,320.4108927
0.107,740.10628,-232.0884425,721.7098383
0.101,-94.54542013,-890.5919326,342.9219646
0.142,6.056580312,1114.979533,-173.9206832
0.151,-730.2005374,642.3715761,-192.5022917
0.148,-508.3599517,-121.1699925,226.1486301
0.112,-591.6798704,-128.4414586,1154.675065
0.192,-464.8883631,135.9182451,636.2436701
0.149,-886.4295603,1051.442164,16.93266695
0.113,505.6385849,111.0978767,-152.6669231
0.154,459.8639093,228.2063843,-154.0353734
0.178,955.8778526,-397.2901286,-390.318453
0.203,1.502234109,-741.1650602,-94.75616228
0.251,708.1834347,-826.3731171,-102.2623727
0.271,-156.1427652,226.8342874,128.1483624
0.203,-411.9255729,798.9032997,436.0952612
0.215,53.25450339,-781.6175357,432.0090965
0.284,637.7618139,-908.4015208,251.3399385
0.212,-278.014091,276.9984433,-130.8566592
0.227,-90.11347006,-410.3576099,237.6409458
0.249,-717.0251462,-215.8009442,286.2474993
0.257,-718.2359888,202.3037215,779.403174
0.239,276.8744103,-706.280358,-72.66402148
0.293,-512.479625,-225.0780388,641.453972
0.271,843.3636045,233.9337779,341.8168866
0.23,885.2293706,-346.617631,60.44934897
0.226,687.8459345,63.38002539,107.3577555
0.281,384.0443298,-867.1378475,-321.3258244
0.223,796.7676971,-615.8747168,-317.9570931
0.245,-666.5535504,-94.01746628,691.4889173
0.252,1387.722261,755.663315,598.6940547
0.27,-747.2540033,-169.7421534,550.4672232
