pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40
0,-291.2765076,337.8317507,168.6302107,-58.45495505,-688.4111398,449.9753758,120.1814471,831.3844466,56.16759488,-170.7707833,-281.9566596,-316.2728991,-233.977912,-202.9179802,-167.1438547,88.43024417,-357.4939661,-403.4539199,-213.7721836,19.52689913,155.1337769,116.5221456,-271.5663887,2.070836072,71.11677792,341.6831735,90.33803852,49.5300198,198.9954617,-217.245555,90.61199013,85.17641602,-123.6090755,-169.0808233,126.9739885,52.15041855,-6.313998915,5.465773753,-211.794345,-78.28585667
0,-104.9416806,-62.72357323,1179.924819,524.9758616,363.6368917,-244.2356346,497.704468,-335.0646483,-709.5725746,-44.60369563,-174.2182419,323.2208627,-349.6565005,366.1129812,-107.8775024,-139.9207936,-161.5643271,209.5329947,591.1277906,-36.13400729,667.2245004,-112.3548126,-413.8262222,-363.5291531,-209.9772033,694.2167792,-340.6879895,-288.1348321,202.6010617,-30.51028929,335.5021007,-350.367846,-141.6663109,46.40705696,-8.152000888,171.4702024,45.96286199,140.6695847,-96.57311622,1.438548583
0,-680.3307066,-153.2649716,1040.695172,-284.6222571,110.4022087,50.70887312,-57.02175292,-315.6511797,179.1040907,115.7670124,126.4089345,280.6920857,-149.1691372,-445.0667585,-94.49658996,-70.48593947,-98.55117196,-157.0080402,215.5288712,-16.96166859,-31.47024645,-244.6515796,184.5961383,77.81237172,160.3800941,101.360812,314.3548199,94.0280096,238.0274506,-148.1705522,9.21292235,50.16316225,-83.70599636,105.53618,115.7896377,-281.1992911,-95.12738103,-20.22722305,-126.5355172,37.54253248
0,521.9583269,909.6777982,42.18589921,815.659957,-355.0469804,-365.0417336,618.0371653,-415.3795976,78.10886905,-671.2286953,27.57691804,-19.45142614,-77.37945832,120.1642049,-255.946794,3.81472131,-209.9027391,-400.6471759,201.1266401,-24.56571225,487.7327404,-259.0196716,-401.641874,-268.5283746,-287.5320467,-422.7989385,197.9819991,94.48772995,-223.7098637,85.75589855,-84.47934527,-38.98510886,-88.95621043,161.9205545,198.7588042,39.83445948,-248.5990663,74.0336298,-97.13379567,-26.91325722
0.007,1059.110013,312.9732743,251.513784,-714.8440739,-406.4031011,-445.9161557,-140.2948757,430.2096898,0.863180049,62.88424062,-108.8128202,286.6779872,-43.7513486,-140.2550786,422.4198467,-444.7362616,-239.9218339,-170.7684278,208.3528068,154.3926717,-124.3684234,166.2296852,135.4254508,-81.04472231,76.07953189,59.21852722,-9.689472031,-137.8092941,-81.53455456,-107.1881296,133.6710579,-41.79352918,-90.36771409,-139.2491855,-238.1230753,-208.5964737,202.608719,20.13841027,-128.2689085,190.0378566
0,-789.6881101,-25.53600279,854.4722998,-176.5424793,225.0811921,165.5679231,-133.9940178,-480.4553686,161.2255484,92.03270764,-36.26700856,276.3336157,-213.0008996,-537.2103776,-91.15440974,-30.81309843,-15.08869778,-218.3149589,231.8395269,9.765384693,-146.7409241,-232.391969,163.6420242,178.9471752,178.0067262,162.6551938,179.0276446,107.0424392,262.2158372,-121.8872445,-130.7170435,83.0231812,-185.7630024,56.60749489,127.8622676,-235.5903362,17.63411181,71.67062656,-91.87565727,72.68728358
0.001,11.7421118,-191.333575,125.4284253,129.2850576,-466.9337768,793.3941284,-238.0905509,734.2435623,-138.4725944,103.9937849,-41.48988807,638.041357,80.89500253,368.1339449,238.5153912,-293.0483979,394.4968997,130.2820228,-125.5054506,49.28688387,240.1599324,316.6415604,319.4659469,5.544858233,336.5285753,231.6511008,50.68096686,-13.37496758,-94.86241809,-236.2910234,173.770786,-15.87307865,123.8576306,-73.82386948,-133.6106313,75.66197384,51.86468505,-178.655647,73.41517601,-180.3552159
0.007,496.0193519,524.8765137,193.9543632,-379.1045414,-505.7518949,-322.0513213,279.402472,-595.5387823,-143.5541441,594.5883139,-146.5491343,107.4411945,-699.1264234,-184.9703488,39.05916571,-21.57950288,699.280616,119.2463988,386.7057859,-230.5388798,-84.78053525,246.8277414,47.3913184,-25.21548685,96.5158094,22.58689107,-31.61011471,-267.5286659,129.9186104,-532.4859482,226.9122612,-248.4994352,117.4820842,160.2494071,-184.7851872,-401.6793068,-133.9414024,-9.074816218,353.4408684,301.3349426
0,813.5824405,770.025933,1052.311251,757.9237689,-740.1562386,-280.8420632,175.3605743,-324.4018531,-217.9964864,-86.78045487,723.4872966,930.1344546,-40.56077508,-213.9660801,-114.8879408,-348.5917402,241.8656278,-171.2485902,-420.4315114,145.2914024,122.7680986,187.9843739,-43.33670131,-224.8904606,-247.9587722,236.9934687,-306.7228781,-124.4761272,-205.1463763,-22.00738907,9.162270951,160.2183861,327.4927849,-55.92891281,92.24359604,-216.1677817,-132.8393679,-155.4874625,-115.0705742,-3.475598701
0,575.0979645,365.7415127,601.5046581,174.0716512,-71.4584905,382.6667042,206.9596079,-262.7424878,-33.93217825,-111.4393133,323.0748151,1233.952628,37.70523175,-148.3974315,154.0582875,180.2461266,-123.1613628,-41.16289753,563.5151683,90.67721534,616.0049201,429.4877764,26.24529615,-418.6098552,-243.7479908,-50.01058017,-28.1894523,74.31969699,-33.98829898,246.6568333,308.0613555,305.2878115,291.6558311,184.2848311,-99.09327245,-123.9826813,114.9745114,153.2510646,-154.6290469,-159.1133274
