pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60
0,-291.2765157,337.8317164,168.6301656,-58.45499505,-688.410966,449.9760033,120.1816028,831.3837091,56.166082,-170.7650639,-281.9622101,-316.2678331,-233.9998381,-202.9444446,-167.1314043,88.48577095,-357.4507104,-403.455572,-213.6765582,19.51333022,154.9956855,116.3225313,-271.4107744,1.739309033,70.75269613,341.5755633,89.88941878,50.1857023,199.5960984,-219.3157392,92.55845124,90.09181407,-126.8759197,-174.3735311,125.1183465,58.1799651,-10.15802219,-1.235955671,-214.348268,-79.60501725,-97.10758535,-47.76284327,56.40553036,1.36825909,123.8831111,-132.0585655,163.7041739,11.7386123,115.2746475,152.2518871,-131.9128523,160.5089211,95.59589808,160.0802326,-16.2650536,142.5393825,-61.43092806,-98.59298928,-42.90195826,-74.48788069
0,-104.9416999,-62.72364659,1179.924767,524.975665,363.6363844,-244.2370924,497.7053388,-335.0635269,-709.577785,-44.6005669,-174.2232585,323.2035143,-349.6338418,366.1160942,-107.8051691,-139.9070963,-161.5824704,209.6264472,591.2617829,-35.89933321,667.332368,-112.4731394,-414.1966091,-363.04195,-210.218724,694.5761762,-340.7362949,-289.5027609,205.858178,-34.18402459,333.0829976,-344.952737,-150.5051721,46.32617401,-14.33758961,182.2179122,36.80190069,129.417718,-127.577191,-34.17909525,56.97437445,-189.0470643,57.89768124,111.5504419,133.0481118,197.4673163,247.8920692,9.092330217,305.2438103,-118.8005168,100.5582706,-116.449536,169.2025929,-128.605705,110.5376627,14.26651674,-191.6043572,-95.73284078,-167.5445736,41.47004892
0,-680.3307021,-153.2649596,1040.695168,-284.6222077,110.4023735,50.70952676,-57.02167603,-315.6519703,179.1048378,115.7655545,126.4062165,280.6985404,-149.1773365,-445.0726628,-94.482461,-70.49963353,-98.53786991,-156.9815435,215.4733383,-17.09693688,-31.59087913,-244.8397664,184.6545213,77.73943218,160.3440559,101.357637,313.776675,93.93182406,237.6146557,-148.4560561,8.295507897,47.19257667,-80.2649197,107.0426937,117.5726951,-290.1999436,-96.47919229,-10.40794542,-116.1771494,61.44022264,14.73573177,337.3546012,80.7381909,-20.49334272,3.571261871,60.81025381,-106.9989925,131.1952464,-167.2172999,-26.86082455,101.6510013,87.90107166,3.381938217,-93.14017142,85.54366356,-108.3867875,-128.7287592,-71.22066606,158.1904167,39.22451336
0,521.9583279,909.6778435,42.1859032,815.6601681,-355.0473036,-365.0412644,618.038468,-415.3797968,78.11363332,-671.2311991,27.56801898,-19.45654264,-77.37078317,120.1579427,-255.9439089,3.771709053,-209.9199744,-400.6935489,201.0337977,-24.6174832,487.7834057,-258.8661094,-401.9135585,-268.3699782,-287.4838025,-422.5527094,198.3602664,94.18300419,-223.9037795,86.59913744,-83.74590548,-40.42552509,-85.99643531,164.249105,201.1487454,43.50032374,-253.7101305,82.1251937,-92.23499909,-25.09575234,211.465373,19.48697448,62.26015685,-175.8421807,-44.51943561,-152.1639464,245.3977064,-10.60083811,19.23665465,20.36273764,-25.95998998,196.9733469,-121.5850512,11.94032668,56.01699094,13.91165443,99.99763993,128.6636141,101.4669929,211.5252597
0.007,1059.110012,312.9733025,251.5138027,-714.8439297,-406.403331,-445.9160812,-140.294564,430.2120014,0.863553219,62.88446672,-108.8122045,286.6733316,-43.74458211,-140.2652936,422.3911149,-444.7375647,-239.9880965,-170.8265405,208.3401941,154.3357623,-124.2711713,166.3580041,135.4135969,-80.92129699,76.25765361,59.23593839,-10.27317573,-136.7514877,-81.522331,-107.9988407,135.9682544,-40.1001219,-96.23046494,-139.9867188,-235.4486934,-212.5565065,203.6144962,7.703959982,-121.5806132,184.5599907,30.22654704,-111.0500685,185.0744303,-41.98619337,-133.2008153,6.346403027,47.63013978,148.3705266,-31.21768229,-46.67220804,-107.4422126,-122.819945,110.8792877,-58.79340856,92.595924,93.93596,-30.28299619,6.081208115,42.54999779,-69.16187751
0,-789.688106,-25.53598139,854.4722943,-176.5424774,225.0813701,165.567925,-133.9936824,-480.4569581,161.2252342,92.03298983,-36.26590637,276.3387134,-213.0005576,-537.194662,-91.15974104,-30.83938189,-15.06918535,-218.3199714,231.8009745,9.718151014,-146.6734525,-232.5013728,163.6718869,178.7803048,177.8631259,162.8061587,178.5654312,107.2234554,261.8127566,-121.8791105,-131.8571466,82.92802759,-183.004074,62.10332294,129.0556183,-241.5802539,15.68308924,72.98581303,-90.25232876,92.52038463,-70.77570342,394.7136643,24.56414339,40.69294591,44.84878959,28.479099,-43.91468572,73.18678936,-144.7791671,-107.0340667,99.74244797,150.3911878,-46.0280572,-79.14326967,64.22419923,28.62405806,-163.33723,-72.66584295,109.8484341,47.66904078
0.001,11.74211304,-191.3335543,125.428454,129.2850693,-466.9340538,793.3935391,-238.0901903,734.2444726,-138.4666806,103.9897218,-41.49538821,638.0368913,80.89543674,368.1548161,238.4931299,-293.0861141,394.5157811,130.2418569,-125.5666798,49.26182885,240.1703224,316.724155,319.3118644,5.91172171,336.6398516,232.3365866,50.92015225,-12.63345525,-95.33604421,-237.0727456,173.9079344,-17.80355037,121.8330903,-77.45689149,-124.7926409,76.87963929,45.78334989,-181.4154778,79.20214869,-190.6832337,-2.788584355,-52.83472846,108.3878611,-133.265159,20.70933171,-62.58712786,-95.03378323,72.65161575,-135.8719615,-85.52986867,-97.8804861,-81.56544314,94.76684678,-17.12682155,-113.1461073,70.44948719,52.00150685,-233.6728651,25.18140816,-68.94502876
0.007,496.0193428,524.8765141,193.9543746,-379.1045384,-505.7521333,-322.052142,279.4033005,-595.537558,-143.5520654,594.5877265,-146.5562824,107.4369742,-699.1170867,-184.9758569,39.0430626,-21.59847075,699.2476327,119.1881786,386.7489428,-230.5213405,-84.69724035,246.9248339,47.33974805,-25.72295369,96.35794568,22.41497311,-31.94043802,-267.8908627,129.658273,-534.9556097,221.7955573,-252.284752,123.634415,159.8289298,-182.2271406,-397.9196504,-129.6437801,-15.77418188,350.9845002,301.1463229,13.22295961,-102.0096344,-33.90560621,-237.1571366,181.4870781,-110.3661674,-59.42708604,292.2746135,166.935311,37.73483801,325.5993362,-77.52387655,-376.3255642,-255.9603679,-110.1703372,42.26969341,70.21975719,-338.1746103,-98.04977235,7.959646587
0,813.5824393,770.0258746,1052.311248,757.923795,-740.1557979,-280.8409611,175.3601193,-324.4078108,-218.0000351,-86.77802039,723.4840853,930.1368196,-40.57426565,-213.9854919,-114.8841884,-348.580199,241.8843046,-171.1224515,-420.4590947,145.2843305,122.862871,187.7744256,-43.1242932,-224.9054732,-248.1536418,236.8746923,-306.9869213,-124.046807,-204.9513871,-21.64262741,12.76758165,158.6325786,323.3266827,-72.91378923,90.6709967,-213.644372,-143.4113049,-161.3438518,-104.8906872,-3.231344977,257.9904272,3.581648614,113.4562044,204.115272,-3.694434104,70.62345736,7.560665074,274.7886343,29.69446433,125.0251919,-69.39372542,111.8955893,26.21692284,183.8785034,-57.85034328,102.0903847,-145.3996805,119.9465437,15.66654159,101.2620918
0,575.0979654,365.7414751,601.5048411,174.0716519,-71.4580014,382.667962,206.9601666,-262.7427282,-33.93192032,-111.4417843,323.0586594,1233.939476,37.67555282,-148.4291436,154.0793674,180.2419189,-123.1880766,-41.15389872,563.4323486,90.6022221,616.0154428,429.1374366,26.40127354,-418.5047493,-243.8799593,-50.1161566,-29.77228921,73.83366979,-34.72342624,243.2160197,313.9057008,305.1801885,290.3041991,166.3086086,-108.7330822,-111.7066978,101.3549218,131.6769512,-157.0882521,-164.8857683,82.20594075,84.3252798,275.4660704,299.4855484,148.2737305,-44.55439103,483.6237361,110.8568041,-143.8707497,-187.949454,-84.65680654,-32.38500265,-309.0409008,92.44582935,-264.7141726,-14.13349049,36.42450235,274.0061219,-80.26657765,170.4938057
