pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98,f_99,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140
0.001,567.4501454,-580.952907,121.8878219,204.913937,595.9712191,-403.8381363,-516.1497682,157.5154343,43.40784732,117.0305187,-241.6730518,-25.00515024,-11.34014186,636.6295821,-258.1166439,-65.48299934,-86.19881916,506.0487062,134.3099277,44.40594848,-86.79028134,-37.76810129,642.551814,-12.99168264,45.67074318,-331.9196149,279.2634705,287.1944806,-363.4415346,-26.20987538,20.22107378,-21.06799867,47.74559114,-198.9360433,19.76796436,-194.9007207,-108.1914293,135.8335956,25.69474099,-30.31462218,109.1051236,-97.42811984,43.86737923,208.4230463,58.97110045,-77.14079529,-116.8144391,-101.7189049,87.64586458,179.556472,134.530841,246.2087006,55.31962837,-46.95708901,0.249367975,-93.54460805,-6.507172696,140.1039809,98.89696647,11.95285322,-298.5503438,111.4772757,51.18198003,-71.98332004,41.50827523,-137.0882452,-151.5804156,161.0735243,-128.9251268,-1.099253081,10.36011291,21.92457559,-6.643150685,163.6622072,-75.72070624,148.6447078,-99.44181566,26.075662,93.70535946,-44.53892999,14.33968726,33.3612128,-62.47305943,-3.383019764,-9.964185903,-114.902311,-43.35102571,-104.0799269,24.46679985,71.31707696,62.3480428,66.1639041,-46.10936581,27.2651518,33.94336747,-130.635323,63.8641459,-9.627067823,25.40760873,97.01868514,-4.723674624,88.27408318,-18.73865909,101.1279183,-11.99715957,-24.81178357,-44.5783838,90.68619611,-38.7814787,-91.51032179,-0.06548876,134.8119056,47.59835403,-16.63731937,-17.35840201,-87.85981249,118.7278333,-43.64372776,63.28372822,26.77910686,-168.530829,-2.549559816,-57.09036255,-14.90005701,52.23390131,49.81970334,51.24745351,-61.60373384,67.23102856,-88.54530047,59.57047724,-72.06841395,-107.8596827,-89.08422302,96.01491507,-84.5718861,3.324445439,-140.2354919,14.93913448,-172.9011257
0,-413.9467274,68.45130991,-844.0953001,298.1316982,-412.7808914,558.4911511,396.0184507,-87.8551885,-114.9088016,661.5930837,-269.0674206,494.6092966,-41.5914014,-306.1030006,-165.0539191,-266.0200988,-0.200865202,405.2583284,371.5616163,58.70718188,-238.9757996,-452.5211708,137.9488252,122.4168043,-194.7223666,-149.7928155,-176.938235,350.4168535,366.8565909,126.3261414,116.6621776,172.8929308,-64.21659513,-161.4052351,274.7571656,-33.79804277,-37.74603764,-14.64388299,93.95853235,-230.6653752,-287.5511222,-207.1351037,-105.8812805,342.7410242,97.47295711,167.4800379,-157.5536313,-12.1829756,-220.0417065,17.88204566,-49.37132765,-152.6206098,289.4787005,-59.25509359,97.51786766,-11.65415281,116.5633685,15.20459734,209.999233,133.4137076,192.9767579,143.1426372,-111.2374101,84.28941219,-57.35377436,104.7903518,144.7918387,-6.146977005,70.93552836,165.3015728,99.641228,-22.85951131,-138.6528997,70.49018092,106.5436444,-20.13683007,173.5349685,-162.5544104,150.2660538,-17.29951809,-148.5387974,63.69490759,-2.80862629,110.4649171,-22.51637831,-83.67175326,116.4817186,-143.3119533,-64.18940672,35.12856717,-109.3722164,-20.89191541,138.1401371,-19.88610901,97.66223093,149.1899595,-34.38178695,-11.53980514,-34.70135465,-113.9091204,28.66438486,2.938684426,51.64594747,66.29772016,-86.40022276,51.74015357,22.46628533,-67.4185983,89.22857976,106.253112,-170.1074258,8.534910427,68.45529225,-13.92775257,-51.11292278,-95.99789676,110.7914071,171.3333644,136.387305,75.12936453,56.04822683,76.15373906,-146.6110429,28.22852347,70.96968367,-5.862454955,210.6428207,4.706769921,-159.9412424,59.97559442,-43.07262667,-172.3546654,31.04482798,109.2658709,189.2271938,-164.53392,151.3903258,35.69787764,185.4298244,21.64561582
0,619.8423504,-700.0774564,-459.4713692,208.4429943,-284.8543889,71.61387599,-123.7178482,-553.0989464,36.68885863,-27.58353283,149.0114188,-190.0319956,-18.57203435,-310.3463673,66.69766801,-45.5701221,-266.0845571,55.46190272,-262.4346144,-214.6408358,-14.53767994,-168.4395011,39.88935783,-151.9794317,123.5057809,116.9376324,-124.9454771,-269.4553324,-275.1126263,129.9978579,-312.8567517,-49.68033031,-271.6632324,-98.13446761,302.0880216,105.7977664,89.74325498,74.8973448,145.9148384,4.307570271,-265.9225871,135.4390926,75.90258688,-10.52775442,-265.0912047,-4.801729372,156.229138,-198.4967845,57.09626201,11.85347004,3.672656583,130.9291783,-120.0213524,-122.6015836,-72.38946984,5.501004561,31.65526287,193.7587017,162.4292919,-54.32037315,24.08379303,42.74760414,-29.65888879,-37.68839092,-40.76759003,84.82063227,69.69265301,-97.76414587,-73.15983579,32.78887507,-99.67545182,90.36037577,61.83128355,144.9101446,-57.08958962,-26.23383721,-110.3775354,2.213985753,134.526278,51.9518196,174.3345585,27.96690186,-53.76696043,58.33143884,-100.9413077,-13.41709235,-18.7360032,-68.25388577,-65.34857638,-25.6721742,-15.64921326,61.3175298,3.756882392,53.85803504,-8.432182408,-36.58948013,-124.7631401,33.19260205,23.32579153,11.05166616,35.95604403,34.89106387,9.300288376,52.98885808,25.10739047,60.07696223,68.41672736,87.79256593,69.16610091,-14.86335346,84.85142978,-31.99715328,15.84409679,55.2053305,62.90433792,28.7121335,34.47463821,-50.86726628,-64.59151141,-6.167125692,16.63541131,-41.76573998,9.761427895,-12.7255464,44.24492312,-14.71120909,-5.088752929,53.9445425,46.52679438,-75.85633747,49.01418746,18.11055633,-86.35613097,0.714769025,30.13250535,43.31370087,36.26137002,5.572530162,10.17025883,-4.768539786
0,-147.2401514,886.6213072,-197.1330916,329.7344764,813.7849842,-47.82270316,-355.2484663,413.1284746,-392.9549546,394.4787711,287.657946,478.679997,-792.4161282,47.60939248,303.5034407,-236.5135416,-71.62126539,306.5009537,-145.8714573,28.7129393,398.5457417,291.9850029,286.8183209,257.2248871,85.10585343,40.53725679,221.6696086,-221.5222961,110.3758854,10.55451031,-102.2349048,318.4518625,-63.00805873,-28.79571339,-30.9204431,114.9138546,187.3671585,141.1853287,21.75751806,-157.9479432,160.1028542,-73.65223661,-86.42302433,1.369266085,-19.56804993,-121.6861827,-96.49070028,-37.31676438,182.1613696,-93.35704171,-59.90032836,-121.2634563,82.35767347,-154.813209,102.2450288,-122.8563421,-98.97292187,-217.448534,120.4914437,-89.44869114,180.506033,-101.3447241,12.46579236,20.92646484,3.050219984,119.0158504,-158.3916704,-37.62188055,-55.92507468,1.922514997,105.1072445,13.55952821,101.7284958,6.914125461,-7.693008669,19.64496671,-195.7715889,120.5159882,-23.17227483,-7.142259371,-144.6765071,-128.1681445,-39.62925219,44.37684607,30.4522904,103.8980023,-65.81857994,-99.55773422,68.55778277,96.40542361,-103.3665111,-4.779140787,-16.40012208,75.2117659,-170.2046529,-1.656347278,-95.06669717,69.88982839,-103.9236456,-81.3518536,-22.22650436,-17.79045296,-13.58867142,-20.33251966,123.3350122,-112.8932842,31.99672717,47.91215537,-57.44791621,-176.3096746,36.01387235,107.1766791,156.0193677,25.63123174,-12.48697333,-33.28416639,1.500402975,-94.55875598,-52.04088404,-74.80307254,21.21475273,94.92065565,67.79646685,78.56086745,-32.66544794,-5.758826232,8.723570235,-45.63446238,-31.32769492,40.13667797,46.84384357,40.42815783,-56.76365216,-19.11437391,54.46768313,35.88883134,156.1794311,-32.68788254,-85.33818859,-2.577496167
0,406.5243386,-548.1065833,427.3341546,676.4090057,49.45278101,-421.0471429,264.8624278,937.0217364,-722.8340391,-273.5601572,172.8669351,171.9113466,-312.260395,427.4029703,264.7741835,195.9028778,-96.37950496,13.07607258,36.71420358,-380.6009539,-428.4123944,-273.4988887,-142.4607466,6.382821389,-30.50220615,-44.10357865,-314.78766,-56.54607903,51.55747257,-307.4548657,-145.4152636,206.792603,237.7264269,-119.1284864,143.0700854,-41.57762494,-6.951482916,-109.9266413,231.7952865,-203.6318476,-137.8186208,-110.5157653,99.17001776,-138.1026645,-109.5618109,60.00383326,11.20781963,-97.97454725,190.7793868,68.79097579,-118.6841905,78.05375138,73.47929981,76.73603385,-171.7762522,-41.31342606,19.47345193,11.74267734,-78.27018247,-40.6679186,115.6524362,-152.8706319,232.1250614,-165.7527922,1.622579366,-215.1802991,-158.4039735,24.85905869,102.2032935,-25.08488461,60.94391105,16.16068408,-127.5911746,-37.63356082,28.64210623,-85.17631799,-59.32366388,-35.17376814,-63.05385262,122.371935,-56.36917002,-19.86429178,-118.9651425,-18.57916288,-165.3530244,-172.3156283,18.96809223,39.87318204,-13.87100696,17.35079158,23.30379969,-25.92570922,-37.19262861,10.42396156,78.89304871,53.13018201,80.05049369,152.5252754,97.8481564,13.53696453,-54.40835234,168.9718041,21.38103869,-0.503232802,-12.86317565,-59.36475015,107.9771868,100.6546369,-112.4260843,-79.016339,-59.11362595,-84.52336954,69.97481423,116.6107628,-110.1558236,-101.1562856,61.11755489,-8.373092855,-180.1744957,12.07760804,-28.52407404,68.83221553,-43.62137903,-17.64824424,44.03038624,-3.475943821,-33.905112,49.48697184,16.51815474,-82.89160984,40.74382554,-52.33540103,37.05703825,-5.98732811,48.69719038,-1.437687873,11.1069659,-85.28405566,-0.936804418,0.651453517
0,651.2665041,-619.7100377,-226.6525633,80.29747839,-259.4936337,272.5521964,-173.3621203,-717.9006615,93.56302501,-72.05405225,154.9055707,-153.5982959,-70.20136257,-289.5849736,48.37567277,-283.7666016,-261.0622426,34.80979872,-294.9664677,-271.3059644,-45.2311798,-104.7207016,3.064144281,-205.4558259,38.74027191,96.45712697,-92.27107878,-224.2677442,-341.403599,141.5801644,-334.3829764,-2.324168253,-348.286895,-33.7694476,171.7745532,148.805332,53.22373186,123.2809351,85.08241275,89.76442045,-251.7396074,156.5674891,155.3210302,5.532525267,-194.9553733,7.762598358,96.04848626,-182.5506551,-11.6392827,124.4060094,-61.56457977,60.61497649,42.34629661,-111.6053257,-137.6076892,-12.63600727,69.27681824,91.43282243,91.44000267,28.80733295,-58.24243662,35.54684727,25.62169609,24.19046729,-61.22054053,19.81047009,-77.31807997,-46.13833936,17.71747323,10.4053646,-44.78643844,36.29037194,65.6451338,155.2575109,-66.88350021,29.74129584,-23.23658647,-7.881021893,14.14746802,29.06446335,-12.72778906,-76.14710511,-36.71359826,74.83179662,-58.47187019,45.36447925,-19.03791098,19.93091526,22.58686568,-44.33577521,-18.79996182,15.7139719,-4.295772203,55.33757632,5.728855054,76.53133163,-149.7883109,-16.44068036,68.87967272,-62.91399791,-23.99218117,-8.514652968,186.9971518,20.44800718,46.07552923,-25.23673586,22.62557933,60.11038847,82.57602872,0.048810083,60.18709922,18.99962201,-32.08918699,46.87902636,75.81278602,44.22893222,46.79469933,78.45682725,-49.67918448,43.10834321,-3.198059031,31.76321076,-54.65313514,92.51404122,-15.40853769,-9.045283842,-63.85395047,24.35468378,1.412171966,-57.56624569,71.51687376,31.44212721,-46.86416992,32.03357166,-23.51772712,61.25190165,-41.5066265,-62.12707656,-54.68703924,74.50960307
0,224.6649169,-624.1310321,409.7014522,473.6880138,-78.5978352,-233.429141,-131.1469856,408.9652432,167.3985493,158.7164094,111.6172164,-675.0673698,290.9364348,567.6313883,270.1297631,-333.680411,-56.63709281,-42.0170247,491.6036131,-171.3964519,57.4470652,-367.8949757,42.65533064,218.7357908,-184.1822755,85.47591251,262.3430197,-26.62608132,54.501891,258.0798655,430.5871752,-237.1915974,174.6860647,-230.7384133,201.0522542,-257.9993071,-88.39918095,-223.4848796,119.416919,41.20486204,157.3963721,-152.1774918,-153.3349932,-223.988916,239.7596381,-37.88290986,126.5913361,-302.7060977,-192.9177809,-101.0896139,-92.0315114,8.906913974,-243.2075494,164.5678832,-107.6346717,-72.3558482,39.22956143,196.95668,20.81775838,-220.7531269,-122.3165653,35.42767498,-58.1962436,57.08619944,60.10980347,-201.819052,17.32825603,15.26834432,89.86663551,65.6603487,176.5901582,-2.116071725,-75.67579179,-17.50705237,-14.42405793,-104.0177945,-42.44295582,-204.5919655,-29.92761553,-24.16260152,96.18708068,-62.92911908,44.90786445,-4.379372851,-95.14626113,-3.858537062,-76.93037047,-7.416456887,307.4597713,-114.6366763,5.134839125,-62.85678151,-63.24334311,-96.38228635,2.383595101,151.5226074,-114.9123804,30.5591731,-46.21114172,55.90018619,-70.65697258,-70.56062441,-14.97820595,-31.91128462,-12.45361641,-19.39343394,19.97162943,9.782316619,14.37763046,23.59088135,-27.46740176,38.54908893,-130.0891061,58.46140964,-53.6968626,116.6677374,-30.9841054,-0.040951416,128.1309605,-97.42131862,11.00481688,141.1205958,71.29123968,88.39323008,-86.26149783,55.12210619,-24.80534961,-72.82351748,120.0952993,0.955041794,158.1849768,-35.54495042,30.07069964,-4.330112524,-38.47242785,-79.54538044,-70.60325846,77.08288293,84.14764156,-30.34780451
0.001,-120.4592662,-688.4133122,185.7386561,171.6652465,624.161728,-116.9215534,664.6534584,-50.05053113,-114.0450985,-107.0539257,-167.5777763,-223.4939198,-202.0348418,-413.1742146,125.6797799,497.8510612,296.0544018,-93.9256538,-243.7806934,-35.24940069,-217.6766487,-4.19586265,-237.8648158,139.5009486,533.1459101,187.7200396,220.2754026,-366.2425273,-131.0765162,138.9474297,177.2701312,156.288468,117.3379251,-38.41028693,195.5789897,-130.4684155,95.77241584,260.2275454,-120.7210813,179.5629516,217.347815,238.7508961,-99.95360452,237.1033765,-105.088042,102.7090997,39.55590187,-10.77217975,-50.06580302,-181.8016296,5.29194093,-32.7622313,208.3496601,-48.94665457,-170.0637928,-64.91648879,-186.7971366,-18.02381476,27.68975602,-72.36812393,-4.739898794,16.28291599,-98.98946149,206.7598952,113.2354661,8.582636545,-42.44652589,-166.2767102,-31.14704605,115.0868038,35.27904769,131.7050588,-65.73579335,47.57251155,-79.94533251,-56.28984677,-2.629794349,45.00527418,56.52368427,-84.00383773,-71.75381327,33.5811466,-40.25205207,88.88577139,-28.51087833,-7.448604847,126.5655729,-72.83404648,-2.768595053,145.2113583,-72.95613843,-40.19982534,-49.86958039,-69.7855028,-103.5680185,77.85291837,146.4508368,79.49392053,-185.1566923,57.34291037,98.64195211,-6.813055132,-109.2968442,-29.71389524,21.72503649,-32.82439469,78.33031308,9.815775505,-106.2159748,47.08480829,136.1268404,-82.54696195,71.43897168,-3.869963677,-18.37520164,-20.95017189,44.25442087,-34.5606058,254.3833289,5.634245991,-40.81903228,-53.39464314,148.8348372,36.42904551,-11.27850109,-100.4577365,39.71094064,44.76005726,109.2673895,-68.19076904,-24.20699065,-45.91883469,-24.55868323,29.02549084,89.72584224,-49.90304437,162.2199145,84.47918849,-27.3081004,-34.23728508
0,666.7910223,-225.7022038,273.694096,218.4463144,89.04248564,100.4615356,264.7993828,646.1319853,-588.8491179,93.62179508,667.4417474,319.4361554,-85.48676244,-348.6247861,72.84600459,70.06108858,-541.2094305,223.1679957,-31.07778373,-628.4511304,548.2084232,-581.2580023,-473.6067311,-306.8452947,-173.4665143,-128.5171526,-321.395501,284.5462915,175.2782348,58.82158284,162.8984107,-113.0409303,-275.9592525,75.46844921,-75.89479422,235.8405622,-187.9258788,-254.6968946,52.25716634,358.5003731,254.7491771,-263.7699002,254.3637607,162.4289625,-7.140770338,152.3499824,3.535759396,-157.3649153,-46.60176176,72.72622547,-156.0488012,89.79900919,128.679499,-126.7567666,4.446783702,-282.5026316,-48.56270839,-259.3255714,96.30788615,82.480218,-23.27883431,-50.13758127,-13.88546477,-121.754701,65.90048535,79.3158578,-175.160999,-131.2138982,51.56371812,53.36745345,-7.549413405,107.1247206,-126.0455415,-30.8227293,-54.12572914,249.0419961,-118.7131018,73.26783617,-170.9089482,-168.1901338,47.31120364,86.77055732,169.0072391,78.49366661,77.18606721,39.57997056,100.284998,91.91408637,121.2961403,-257.5280324,39.36485348,63.21461104,-39.05655958,-187.474434,139.0412446,-70.56383961,-52.30301354,103.6767525,-112.7243586,148.2158549,-62.93541243,-27.99587175,6.460075566,17.54730703,163.6013745,207.1191283,-65.65513329,-97.89713025,104.6057416,75.82960576,8.880766453,88.07897657,-62.50280222,108.889027,27.02300913,-105.6626408,-95.31072022,25.25927082,7.889306805,19.89029333,103.7520839,139.3001363,69.18264142,-128.5228337,-79.03211935,-73.60308055,47.29501726,7.218493779,121.7826225,-99.95491116,-22.10837101,-90.91362334,-145.9533047,-149.9702579,-48.7639933,-56.60996613,15.90599551,-92.71247084,-29.35854036,27.73990805
0,759.0430618,-52.07475616,646.7982476,239.7518191,762.6934628,-246.1366326,-48.91629798,79.53832549,538.3578571,567.3016779,-422.3527947,-387.9270123,-477.2054671,129.3264334,314.6023846,-431.6148083,-383.3120289,108.403773,-166.2097837,-358.633869,-139.0567202,124.342866,164.4631139,53.91528242,172.9074595,342.2076403,162.9636118,28.72473816,-307.4817635,-83.94112794,-112.3568497,151.2770723,-73.11527588,-446.1193517,261.7077235,189.1820401,-127.8319844,-123.0872592,-246.3262107,52.47803197,-90.44756872,87.2306092,34.66367527,31.77382753,210.9520949,94.61515839,-87.03216598,163.0101839,-86.0338942,-28.00784378,-40.17778005,67.51699511,135.088541,142.3654305,-88.72524257,221.2660149,30.15850804,331.9410966,50.59482552,-67.07368566,183.4195137,-78.29430828,314.2504908,46.3488846,-13.26250075,33.94202049,-164.1821652,-175.4097012,-2.008688552,-29.30256822,-108.2331466,-36.85437834,-46.65347374,134.9736261,78.24973018,26.63457569,128.2185127,161.277026,122.7006625,-105.2031952,100.9573887,121.5872327,51.93499465,46.11292233,139.8424285,115.7545401,-73.23034746,22.49743589,27.60576662,-149.6420287,10.44482377,-68.52659975,86.71625462,45.26153225,12.77079406,87.59788075,142.1705342,-24.14401912,88.02743898,81.65908639,51.22846099,-115.1115907,81.95873354,26.72206781,110.5000625,-42.2608118,-50.1212392,44.58453853,-27.17907086,78.43971005,-45.40683293,-66.1822715,76.91419828,85.31679185,-33.64943474,30.11495602,98.06036115,114.8746122,-10.939817,-27.39078681,-84.39951326,-41.95322458,29.81689532,-155.4979521,29.67962631,-14.27775061,-33.86981695,27.02919633,60.44821573,-34.51916588,-84.9676784,83.34617953,12.51713963,66.64733884,-84.68329658,-16.95029547,-52.41960033,17.15034336,-24.33361721,-24.26830219
