pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20
0.001,567.4501452,-580.9529065,121.8878365,204.9139965,595.9712099,-403.8382186,-516.1494165,157.5198794,43.40540728,117.043656,-241.6108185,-24.92874994,-11.33298547,636.641201,-258.1634258,-65.84503988,-86.16741687,504.8612118,134.2546121,45.97107712
0,-413.9467284,68.45130716,-844.0952117,298.1316524,-412.7817218,558.4903276,396.0047651,-87.84162211,-114.9290836,661.576583,-269.2411761,494.845324,-41.35203747,-306.860096,-162.8251798,-265.165474,-1.250512025,408.2517064,376.1201991,63.08355693
0,619.8423507,-700.0774536,-459.4714184,208.4431086,-284.8537489,71.61536787,-123.7085876,-553.1122471,36.71184742,-27.67387674,148.9640574,-190.3585148,-19.14015611,-309.7706446,64.96806599,-45.7376117,-265.9606245,52.59145116,-266.3545096,-218.8992425
0,-147.2401508,886.6213073,-197.1331185,329.7344895,813.7851745,-47.82125903,-355.2475003,413.1096301,-392.9465959,394.4142004,287.467933,478.5044371,-792.6365551,47.80642935,303.1679645,-236.2238301,-72.04256999,307.9305209,-146.2441247,28.24641367
0,406.524339,-548.1065829,427.334132,676.409032,49.45282337,-421.0458876,264.8635405,937.0107612,-722.8292919,-273.5749566,172.8278527,171.8719547,-312.3035128,427.5738211,264.2236501,195.9692302,-96.5414105,13.07327944,34.99674035,-381.6376221
0,651.2665044,-619.7100351,-226.6526135,80.29755128,-259.492978,272.5533879,-173.3543399,-717.9139941,93.5837111,-72.15448254,154.8196526,-153.9480831,-70.74941571,-289.0867231,46.90114668,-283.8409286,-260.8562943,32.69424299,-298.1492086,-276.044142
0,224.6649171,-624.1310317,409.7014581,473.6880924,-78.59804703,-233.4290483,-131.1448925,408.9706334,167.4004451,158.7658038,111.7739663,-674.927563,291.0410755,567.7258777,269.9799336,-333.9037195,-56.44561367,-43.3252283,491.0382518,-168.9287796
0.001,-120.4592647,-688.413308,185.7385369,171.6654057,624.1626456,-116.9185181,664.6685364,-50.08957683,-114.0114195,-107.1200353,-167.6265044,-224.0068722,-202.6897656,-412.0194462,122.3575079,497.2457318,296.0760212,-96.29639047,-251.4901534,-41.86597273
0,666.7910218,-225.7022065,273.6941696,218.4461654,89.04173986,100.4590549,264.7879979,646.1560968,-588.8716621,93.64984078,667.452286,319.6971131,-85.17001881,-349.336438,74.92075749,70.70513306,-541.3333624,226.1741777,-24.03082801,-625.1734624
0,759.0430622,-52.07475561,646.7982437,239.7517924,762.6935899,-246.1352181,-48.9176526,79.52033425,538.3621546,567.2123378,-422.5428128,-388.121183,-477.5608613,129.4312355,314.2271962,-431.404406,-383.5144632,109.5896978,-167.2342601,-361.0674193
0,-355.8891134,651.5289982,-13.63364364,688.0608111,-822.4642594,-837.3085524,-460.0518542,542.449954,-396.6557337,337.3511199,774.6670456,82.25983504,18.79922278,-217.4784737,92.65006318,-36.73542422,-216.2673222,457.0093605,-21.47542591,-247.6700678
0,-25.13314559,25.07475994,88.6384154,970.5532271,-215.8601078,216.3944788,-5.004059181,258.4978449,-803.2178214,810.0932948,276.7301857,-306.6003329,225.7374725,47.64190711,483.5456316,-336.8398238,223.5855338,224.0549449,-341.4251056,-230.1038286
0,630.0706661,-525.3147347,554.9939096,52.85404076,548.396929,-396.0124147,172.4923357,316.3424914,-125.945466,416.4023941,-359.5760153,41.10025536,-643.0879947,191.9362395,66.54854394,-73.85781205,137.8296716,-104.3797774,503.8751866,-105.8920909
0,-515.7371072,383.09767,559.2603843,873.8112809,-1.484616313,-652.8559709,-394.6420977,105.5372533,-171.5335583,-175.0094308,301.6746171,472.8090416,-884.2935895,-441.199342,460.6049046,-277.3845228,6.292829752,484.5829477,134.9972159,-42.9200527
0.001,521.1610407,-655.4473937,-715.1617688,-193.7997339,108.0956152,295.7557396,-253.7048836,-303.0318457,124.2538634,310.0718826,211.5874756,-39.78521861,231.0696692,-257.7229055,103.8530998,-3.613911659,-198.4556557,-389.347325,131.5427301,-362.3753688
0.002,-819.6054383,-75.89895208,-478.0993095,444.9958131,-664.636496,-572.5105293,-431.3079957,-1.961798923,223.4391409,88.66450161,175.8953591,-201.5801057,-302.265156,232.1078814,136.2683275,360.9935669,257.0064547,-55.44807631,230.1449483,-91.62281539
0,376.8689185,-632.1883613,614.5560664,233.1336512,222.6494829,-262.0500247,-93.19174094,643.2987202,-655.9938966,-170.1828417,271.7488165,278.3282497,-430.4305106,416.0844443,270.3121309,280.6259027,-265.0382379,121.1201662,390.0684724,-143.3495811
0,107.2017375,-409.9322632,140.6098452,108.7518275,828.7321891,-299.2597008,-414.9610835,157.6088327,-324.3183015,97.98118878,95.0081913,324.1336997,218.892116,885.486152,-280.28079,90.9849539,-91.75758726,444.1135316,-81.86181399,167.0901739
0,501.8765173,-539.935769,412.9060748,245.2091476,74.66130411,-420.2891052,529.5342972,243.1703392,-279.166686,91.86704781,-89.51329255,-512.1899551,-591.7886474,343.0154703,257.9038138,128.5777042,89.0923548,-38.47107484,353.2697584,213.469131
0,623.1693936,13.49056408,332.3707182,21.69565611,677.5524546,-106.7572005,-82.43537972,-415.3373266,622.2904048,325.4440029,-284.7411524,-312.5717342,-476.1636463,346.3858178,203.0268747,-563.39963,138.5139226,-159.6984372,114.6650673,-323.8767127
0,-317.4273017,-58.95222944,-199.7898946,233.6184356,171.2897692,-100.0615462,674.5947042,431.9947751,-560.0232048,166.7636085,-270.6706287,-293.756712,-18.49942599,-368.1968022,1017.9725,66.52568466,-81.24495467,-23.68517188,-210.2495723,260.1750376
0,292.0502322,-447.1687208,213.4598189,845.4230035,69.11372529,283.4210255,-25.50274632,446.2989751,-702.6757701,479.0051787,344.6051632,-239.6194945,52.08477755,499.655966,402.7876552,-77.07226938,-45.49699553,-239.324052,-505.7207614,-464.08564
0,440.0452056,-37.29397728,-87.0162887,-468.2680335,173.615743,-619.22252,223.0076059,300.9628481,125.6816996,370.5220117,-11.5844775,410.7455714,-7.897625131,-420.3524568,180.2711574,482.8025506,259.8451019,370.5104887,-359.422453,154.2401689
0,355.9917079,-864.654657,160.7140051,288.9719413,87.25128119,-150.986361,219.9930539,224.0007933,-474.0402673,-105.4446392,288.8031772,-283.5490513,-607.324519,409.3577711,130.0383834,240.1668306,-119.333435,149.5067587,-158.5766828,60.78138738
0,202.4773,1342.382059,362.008073,807.200555,303.4494364,-141.4768151,-125.2247965,682.7820998,-139.6365713,248.5928919,1194.052904,-101.1691577,-450.9118818,-142.3439346,169.9599816,-82.24869288,-275.2802118,926.1469392,-330.0801689,-623.0580249
0,35.14005609,-630.2030112,39.37460543,386.2352575,650.2377293,-584.1928287,-39.42550701,-19.39335401,-742.1582032,-365.613169,-242.9395622,-237.595631,-378.2791514,415.6274889,-385.0250699,116.139129,-193.8767996,-20.31544153,-46.20549424,181.2461837
