pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98,f_99,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190,f_191,f_192,f_193,f_194,f_195,f_196,f_197,f_198,f_199,f_200
0.001,567.4501454,-580.952907,121.8878214,204.9139374,595.971219,-403.8381346,-516.1497704,157.5154157,43.40782152,117.0305226,-241.6730679,-25.00517584,-11.34022733,636.629528,-258.1165193,-65.48297571,-86.1992411,506.0484336,134.3097483,44.4060045,-86.7905041,-37.76847936,642.5511397,-12.99096605,45.67079778,-331.9178622,279.2626308,287.1930317,-363.4448847,-26.2152383,20.22326131,-21.06864674,47.74206225,-198.9395068,19.77299933,-194.89619,-108.1830697,135.8351678,25.68144991,-30.31630829,109.1070311,-97.41788436,43.87539997,208.4366845,58.97489194,-77.1492637,-116.8760915,-101.7424708,87.62220515,179.5345526,134.6384424,246.2723721,55.28438459,-47.07199819,0.18531898,-93.52255882,-6.489435485,139.9093629,98.97292167,11.95316355,-298.5942454,111.5925399,51.42103241,-71.92314961,41.26498213,-136.9435964,-151.9807017,160.988361,-129.1653221,0.173239241,10.73682766,21.06038826,-6.520191902,164.1014409,-74.78901235,149.6587172,-99.02205426,26.29571026,94.36990006,-44.30588057,14.27675912,31.76101978,-63.64239385,-7.895859585,-16.09481387,-113.2382757,-43.74708333,-104.8727345,25.19566553,71.03107912,65.04898587,67.72059058,-38.41297773,34.18992461,39.12218244,-124.5827354,-73.42015954,3.619391628,12.60913734,91.82367643,-6.274133707,86.97237622,-11.4120387,110.9662494,-7.931465547,-21.76672557,73.33416569,63.36595115,-2.971946208,-78.70444443,-25.51821073,120.5614467,16.32403805,-45.04218599,-55.87591638,-66.15076153,85.91097349,-96.35769442,61.29754317,-54.93437258,170.0500071,92.80074523,3.647858528,-16.34995265,48.52135713,-81.9934088,67.84455097,-21.51774057,-54.16736956,13.81134825,66.75222322,100.4387709,-22.83200392,40.57491171,156.4522215,62.32149921,-45.57806551,-93.50383919,38.65564891,-114.5604698,57.05010613,-89.05593358,-136.686125,8.264860647,-62.24963194,80.26363954,25.38857778,8.03411174,40.09863559,-56.14609348,-64.9738485,-46.09495994,65.24588619,26.69114649,-10.89089169,54.55584346,-39.27707436,-136.9798485,-69.13609505,103.803245,-21.68987913,59.12356924,-2.820629962,127.8912099,-31.3524512,-36.04838771,-11.30217831,37.19822849,13.92326273,-88.43947564,-31.84437578,26.88758269,-17.19987837,-88.39650624,17.46476168,-12.46394573,-29.57649544,14.76863388,55.52712958,-65.69039225,-80.70450282,-11.31385707,76.93281969,19.62186386,54.6198423,3.522309545,-95.22751365,-4.003765584,47.19766514,0.33867863,-1.393995691,-42.62381417,14.96098542,-38.12712906,13.40687011,14.77950022,64.76161402,-93.2361375,15.81186389,39.21730373
0,-413.9467276,68.45130986,-844.0952996,298.1316969,-412.7808943,558.4911466,396.0184643,-87.85520174,-114.9087971,661.5931028,-269.0675324,494.6092714,-41.59157303,-306.103073,-165.0538473,-266.0203328,-0.201045346,405.2588108,371.5615187,58.70695235,-238.9737564,-452.5217731,137.9488047,122.4181375,-194.7222775,-149.7915387,-176.9381724,350.4218351,366.8501953,126.3170291,116.6581646,172.8734177,-64.21513369,-161.4189109,274.7497246,-33.80639827,-37.73164804,-14.64635073,93.96928701,-230.6581989,-287.5082415,-207.1253992,-105.8878402,342.6906295,97.43753383,167.4383056,-157.5334094,-12.30793716,-219.9696834,17.86045352,-49.30818534,-152.6881899,289.5271006,-59.29089895,97.18433838,-12.10976401,116.6814446,15.02624197,210.057257,134.4964549,192.9071797,143.041556,-111.194686,83.87372996,-57.65033507,104.1084426,144.3934673,-4.852726082,71.48615265,164.9006151,100.562958,-23.05386675,-138.4301819,71.50666583,105.7321321,-19.83934013,172.9188999,-165.8995497,151.5052058,-17.18488323,-143.7301571,65.88163196,-8.746496575,108.7627361,-28.0347912,-83.31617673,112.0499621,-144.3963793,-61.18060207,38.13978733,-110.4745937,-24.41286295,140.8014517,-16.54484647,98.27415896,150.6995006,39.42948232,-18.64079076,-14.8023988,-118.6481704,33.10769885,-0.618910997,41.46900997,55.40362631,-79.23712568,42.24069285,-98.49379717,-72.89030281,-82.70791759,129.7717022,-159.5454667,-8.64987432,-85.14783323,-37.24625132,-74.09462733,-60.22492584,-47.66393057,-170.7845685,173.0706979,-29.63044773,-31.56851377,-42.85214533,-93.73652416,51.97513393,54.24647001,-131.9765388,130.0839905,151.4062749,129.118151,-190.5973073,-18.76872256,-103.4005784,-126.3155898,87.48476929,89.34057446,128.5508867,2.246205601,110.2424309,-23.39809208,-111.6190615,55.66544029,-47.1779752,88.01581799,43.81030755,76.84917402,-30.493235,28.3427883,223.574259,-20.35627517,-88.51977603,-162.3553798,-12.47847459,-71.17478646,-27.32537606,50.50084823,26.1059435,-61.95092355,73.50356375,44.95144582,19.33821474,2.840503785,-42.89156289,-105.7156579,-135.8283088,2.875681003,75.42832172,120.9704581,14.85720689,47.25330006,-106.0857743,-64.3669137,34.7439478,51.11041389,40.12631908,-50.29235615,-29.57399562,-92.41091258,41.26778165,135.7727618,9.891032293,22.74290186,-7.238541431,75.63025882,-76.12097019,143.8268888,-61.69795636,61.34745119,20.10197809,97.00290946,16.85749396,-54.26665923,1.629517801,-41.7445276,63.62963996,-90.46692335,32.25466529,31.01813278,-17.99022687,53.52495286,108.0755248
0,619.8423504,-700.0774563,-459.4713693,208.4429944,-284.8543899,71.61387956,-123.7178518,-553.0989648,36.68883885,-27.58357348,149.0113594,-190.0319537,-18.57196868,-310.3465627,66.69742458,-45.57017372,-266.0849443,55.46169448,-262.4345191,-214.641404,-14.53710634,-168.4387749,39.88674633,-151.9793782,123.5043831,116.9406837,-124.9404056,-269.4527379,-275.1114956,129.9963385,-312.8543793,-49.6790831,-271.6721473,-98.1282246,302.1022384,105.8078002,89.74737213,74.88351467,145.944458,4.261904308,-265.9094847,135.42967,75.90316435,-10.54620959,-265.0324189,-4.779454848,156.25329,-198.3551345,57.15434719,11.83303142,3.868984819,130.7927345,-120.1656844,-122.5348216,-72.39632222,5.517575465,31.60625724,193.7589336,162.68765,-54.51191953,24.05979857,43.02657349,-29.7710938,-37.94902419,-40.55179592,84.94624533,69.17872719,-97.16282456,-72.81667046,33.65316307,-100.8248821,92.00304743,62.59314796,144.9315102,-56.89332387,-26.07083304,-108.7701711,0.933518225,133.8503141,55.20385978,173.3509032,25.37177521,-56.51119168,55.17398274,-98.44106851,-8.659270942,-24.72197018,-68.8154265,-64.46177826,-27.8690932,-15.1433614,64.40737328,8.289915891,51.11398519,-0.380704644,-45.16760802,129.6098814,4.524819971,22.37743941,19.60715582,40.29602513,31.78053943,2.348331695,41.27057428,27.5663873,54.7234773,-68.28476194,91.71186159,-87.51729328,-27.35805473,81.86869202,-31.02849301,11.84600481,-47.70970796,60.30695719,14.0111941,50.5393235,-6.846701844,-55.84818626,34.46724403,-11.64972376,39.43704968,5.084870616,6.96511308,24.34110219,7.128480992,-8.446531897,87.58989852,-18.53206046,98.03124844,45.51437929,84.56321112,48.29809445,77.34118021,19.04103968,31.02605924,3.15473222,63.68724141,-50.71570181,11.18043974,11.45606055,-70.23416594,-27.23771132,-49.48451906,18.43727805,6.212876561,-58.18096933,-48.17358503,-24.18079969,21.27963946,31.60064471,79.87684497,-117.4986034,59.12987724,48.97133352,13.97687096,26.60852824,-36.43506314,-8.492053925,-27.24223407,36.35080757,-36.75866441,21.72345078,-14.15032393,-33.99140893,46.99383201,52.82923117,-39.19709016,6.94317743,37.40515276,-57.9400736,28.90638331,-19.43418537,10.72437547,-37.97847378,-15.37458658,2.879241038,28.43279449,93.40631766,9.500489975,-20.61630705,-6.653242954,37.14222308,69.66149904,24.04248885,-14.47394809,105.062971,16.64976208,-1.747782036,-7.772419702,33.8669975,-0.10841402,-23.67794288,-3.922977879,47.08281117,-23.60425391,-44.27935401,27.01343863,52.02911051,-6.665756347
0,-147.2401512,886.6213073,-197.1330918,329.7344749,813.784988,-47.82271282,-355.2484788,413.1284345,-392.9549418,394.4786997,287.6579899,478.6800184,-792.4161105,47.60939446,303.5035005,-236.5135273,-71.62136268,306.4998396,-145.87171,28.71330694,398.54623,291.9881084,286.8178302,257.2248978,85.10892044,40.54067392,221.6649519,-221.5263788,110.3770306,10.5537004,-102.2382624,318.4522255,-63.00844275,-28.79609079,-30.93614075,114.9116476,187.3713277,141.2218581,21.71218686,-157.9204249,160.0984488,-73.61852607,-86.42464169,1.429410447,-19.58828181,-121.7596943,-96.52879874,-37.41667143,182.1051089,-93.23694,-59.96618061,-121.1462801,82.65161626,-154.9310269,102.0927787,-122.8277104,-98.94113287,-217.4559346,120.0825518,-89.05268587,181.0113997,-101.3146279,12.61567335,20.46834132,2.764450238,118.9498902,-158.2480056,-38.48944801,-55.66385448,3.270587911,105.9036132,11.54504614,101.8741823,7.037531764,-6.327530624,20.32705228,-194.9948478,120.430799,-20.99767067,-7.958710639,-146.6448295,-129.2812576,-42.5601255,40.23712946,33.21373703,99.78937827,-70.6721596,-98.65216119,66.4543864,103.9299863,-102.4506734,-8.140968055,-19.35658005,72.04107362,-169.4619546,-16.98896168,113.8537713,31.68936487,-74.34463865,-110.9568693,-32.32981476,-15.41495902,-15.68141488,-13.62475089,123.9866335,-121.9896656,28.14333634,73.61781873,66.34002991,-181.7163066,22.47002751,131.6248653,-67.93973509,-124.3066523,-46.23342945,-44.85066509,54.15203098,27.70540312,-93.34115291,24.7396172,23.37095036,-92.52334549,28.75915955,73.93922171,-79.10156896,-23.71384294,-34.74787714,-36.39484222,-2.321562778,6.026346565,-95.5256536,33.46266983,-35.28340645,26.49456992,70.39368413,17.15839968,18.16575562,154.2304343,117.3859131,-42.346844,2.454209116,17.66624995,43.7559896,-16.73908798,-33.09757948,85.29916498,-96.47477976,-55.48918834,-31.04042474,72.14777346,-16.654151,-45.17578273,9.396446981,23.97703457,-37.19573351,-7.579439568,49.093521,-39.58653562,39.0144772,-53.42927405,-15.84841905,10.42997234,-14.01960098,52.49224608,-37.77231215,-26.57868491,16.33683511,-43.01787822,-63.83172172,6.926768129,-57.05536653,30.3301165,-35.2014333,47.76026002,43.23143999,36.53539487,-17.35546692,-5.161629757,73.80126784,13.30054623,-11.21245573,-14.05637797,46.78371382,-54.29844335,54.40471206,-109.5454412,-37.35786616,-64.78905781,-59.35707822,8.529653261,-66.75439261,18.67983944,3.823372918,-72.16866782,22.48239412,19.42771825,-8.349771236,58.78221871,52.13498705,-16.17844942
0,406.5243385,-548.1065832,427.3341533,676.4090065,49.45277946,-421.0471423,264.8624231,937.0217216,-722.8340486,-273.5601765,172.8669577,171.9114144,-312.260309,427.4028372,264.7742313,195.9027083,-96.37985527,13.07554558,36.71434782,-380.6004813,-428.4128709,-273.4998441,-142.4618301,6.381855201,-30.50189303,-44.09994697,-314.784111,-56.5448473,51.55721204,-307.4582012,-145.4103312,206.7919089,237.7201679,-119.1245604,143.0786914,-41.56724551,-6.944848439,-109.935167,231.8097632,-203.6326176,-137.8429882,-110.508508,99.18138276,-138.1009445,-109.5215327,60.01378119,11.19224733,-97.96645035,190.8411365,68.82207397,-118.5986074,78.02286222,73.40975754,76.65411514,-171.7519647,-41.25624142,19.48355683,11.75130898,-78.25935633,-40.95833976,115.862105,-152.8778509,232.5720755,-165.4644391,1.943939974,-214.6607615,-158.2967508,24.32067029,101.7166584,-24.44431206,61.31193124,16.60227529,-125.5660377,-38.67565645,28.83495248,-85.2601181,-58.5387469,-33.61042953,-64.2728931,123.2389655,-57.52023467,-20.95674089,-117.5240818,-26.64151605,-171.925889,-163.3608263,17.72201641,39.1550366,-13.95580731,17.46059843,23.54608246,-26.30859866,-37.22404687,14.93580991,76.35362661,57.45128056,-48.19770298,155.9579793,79.3395723,35.83645927,-61.51458108,175.5965497,22.10781149,-10.8827943,-25.11749133,-62.26423997,-37.74617094,151.1877802,98.40098228,-84.23686326,-66.56290731,-89.14506845,-14.87646168,-167.1020905,-107.2842122,21.41947161,11.36439925,-39.16219868,-122.9315142,-81.0182221,61.13473906,-61.10184126,-42.39070244,8.393446275,49.78946469,56.14077087,25.82484196,46.85638062,12.07997206,38.3581669,130.6795364,25.51656081,10.64971525,-29.29601153,26.28602479,56.64570016,27.98574723,-12.19978647,29.32975989,62.44587695,-29.71829123,-92.21568302,-59.61596897,-66.94196254,-8.266264787,61.50412453,30.35806021,29.26527376,0.100558301,83.6718673,-151.0536995,64.91172205,-45.30398317,-9.635194768,23.18338864,29.26674511,32.97679731,-77.67594291,-39.88756521,18.6282829,-52.91929236,25.53550661,9.884593509,3.069092099,-31.44064665,-6.083678231,40.43104786,-55.2026051,87.72575583,4.566404586,-33.81659927,-57.74916363,-18.10218654,-13.75272133,29.12460555,32.20302164,-77.28168749,18.38465636,30.23300668,-102.9992295,70.70707793,-1.968783843,9.478922665,126.4645183,-28.05594377,60.83928935,72.78123712,8.564970901,34.82040546,54.198404,-1.004543949,-19.32765375,7.492390731,45.53969601,-43.16473068,-45.69558917,-33.63030361,63.15420592,-13.27843926,-80.61809165
0,651.2665042,-619.7100376,-226.6525651,80.29747834,-259.4936337,272.5521982,-173.3621279,-717.900684,93.5630279,-72.05405502,154.9056232,-153.5983155,-70.20135914,-289.5851094,48.37576032,-283.7665954,-261.0625554,34.80819936,-294.9658907,-271.3053683,-45.23086009,-104.7195083,3.063014499,-205.458789,38.74183126,96.45825618,-92.27162112,-224.2686762,-341.4008268,141.5837754,-334.3808165,-2.327369106,-348.3027057,-33.75811393,171.7683933,148.8122782,53.24943277,123.2958489,85.05830585,89.76376711,-251.7651948,156.5724892,155.3241494,5.538038214,-194.938424,7.767742361,96.0024186,-182.4700698,-11.61263888,124.3495174,-61.56953914,60.62320448,42.36624315,-111.6470527,-137.5246858,-12.5488154,69.08801565,91.1825582,91.36180366,28.53753872,-58.42429539,35.46152989,26.00409345,23.90903734,-61.63235151,20.56061604,-76.89903757,-45.64262684,16.6992184,10.66456084,-44.19587877,36.52813762,67.33317967,154.5115507,-67.03477845,28.78901555,-20.86874093,-6.463903725,12.05725264,30.67769608,-11.66679059,-79.34166562,-42.35854801,69.90686935,-56.3626157,50.97870265,-19.90718431,17.40699656,19.85518207,-42.63550788,-21.77509903,11.50770651,-3.187495746,58.86888871,5.415665455,72.64085911,136.9468621,-61.70191717,77.17340036,-44.77827336,-33.1575342,-4.981466872,187.180108,9.133169469,24.89475943,-30.32918508,-35.07125834,56.05824895,-86.42704388,-12.67945187,58.66129316,8.470673698,35.85201451,9.342586083,58.18155025,53.0331805,-42.77442435,-103.6100462,-66.0729676,-20.7313575,-1.745758134,-1.817880338,-58.48840042,107.6409758,-54.27271487,71.62722536,-39.67403965,-30.28017988,35.87263944,64.83868281,33.66265591,88.61815613,25.79820933,1.816775739,-41.17238426,11.33540987,22.34208482,-13.23974727,40.33362948,54.57882045,-17.8794038,-17.28941826,13.76734089,-8.823113225,-53.47964887,20.85910475,-6.117706148,-13.9873028,50.57845,72.10602033,-61.86188076,-82.14486384,2.432739515,53.81742056,-29.39723019,5.513055989,-9.954002638,92.26985376,65.1947005,4.554598544,30.5347052,1.520673237,30.22909643,71.88656763,34.32319131,13.06464551,-15.47610804,-110.6411714,-29.76210841,-95.84401831,-105.0793449,-11.90905424,1.688869765,-23.29799715,12.99447953,22.39319071,15.89652377,-45.74694586,37.0105144,23.87062413,54.62107167,-40.90753909,34.9444402,-47.01371958,37.68867005,-7.501994316,28.16137797,-21.58479572,52.66753373,-68.25111173,46.48765761,35.93482578,18.80709949,-30.74196819,3.70822461,41.95222395,-44.36732256,-22.21077408,31.98998826,67.59401781
0,224.6649169,-624.1310322,409.7014505,473.6880165,-78.59783537,-233.4291239,-131.1470099,408.9652825,167.3985764,158.7164886,111.6173614,-675.0672969,290.9363164,567.6313114,270.1299699,-333.6801692,-56.63703284,-42.0169574,491.604785,-171.3945374,57.44622689,-367.8975041,42.65508771,218.7349489,-184.1818019,85.47749406,262.3397021,-26.62324316,54.50097959,258.0864248,430.5975924,-237.1892139,174.6792991,-230.7245979,201.068449,-257.9923182,-88.40213902,-223.4838273,119.4069496,41.21733351,157.3942351,-152.2404378,-153.3539699,-224.0000009,239.7532539,-37.77398672,126.6060297,-302.4058404,-192.7479942,-101.1426973,-92.00256024,8.95244892,-243.3645316,164.7785725,-107.3290706,-72.4541905,39.09859201,196.9361008,20.87544166,-221.6614764,-121.9469765,35.37703276,-57.77244102,56.48999084,60.13395941,-200.4654946,16.77866199,14.86688512,89.48743846,63.90901951,175.6890696,0.875472815,-74.31934082,-18.44216457,-15.97981811,-105.6105026,-43.70510735,-200.7566074,-36.69660107,-20.90474939,102.1485661,-62.63360319,43.88831416,-4.021041192,-95.37275976,0.482735834,-75.30005197,-16.6900587,303.8324911,-121.7809006,-0.385857312,-60.2817934,-67.82585132,-103.8288093,10.21631541,145.7770455,139.2737796,1.443601305,-76.58533662,49.7648894,-64.58085622,-75.29132053,-2.886315042,-22.1025786,-31.62060723,-31.64868605,-36.95757836,3.991129817,-25.35390236,21.39140358,-30.54878251,47.11402992,63.50796721,118.6553811,19.64590971,179.1233796,7.985059298,64.34030988,156.8301795,46.75108059,50.32789204,-161.8839811,40.23964958,20.75844914,-111.5523636,26.10847065,34.64994079,-105.4956991,-8.307546782,91.71933344,201.1702717,20.98014047,-69.83219088,-33.69638676,8.891533801,-61.53836525,-111.2397281,-46.93261453,-92.4051326,7.895032162,65.95770528,4.542395883,13.41767024,-37.35876655,57.49836778,2.442022943,48.27168482,-87.08634703,-56.26456178,-21.07806069,-15.24788022,-10.51218743,-6.098038594,-43.6020951,32.96367331,161.6568657,46.75732942,99.38131894,13.33568107,48.04237431,-73.87127334,-1.878975205,-25.76048882,-49.39867012,-37.98455632,24.68809945,-40.67077129,-65.51933655,16.4726641,-38.41724778,38.36734985,82.17942191,27.81211044,-18.91218985,-2.898852428,66.88255944,-36.6667251,43.11306006,-30.2206763,104.8491422,19.78499225,-67.91871126,69.00861751,-55.91039917,-31.05426942,-45.58381856,-55.50529151,-89.46721606,40.53018889,25.17709373,-8.132078938,11.15870741,-14.52698281,-19.24831915,-55.30356785,-9.598161963,-52.24663165,15.45660862,24.29709567,14.52585728
0.001,-120.4592661,-688.4133121,185.7386565,171.6652481,624.1617244,-116.9215562,664.6534675,-50.05049787,-114.0451154,-107.0539255,-167.5777554,-223.4939141,-202.0348391,-413.174343,125.6796351,497.8512265,296.0546089,-93.92548161,-243.7810283,-35.24897281,-217.676893,-4.195985507,-237.8645512,139.5020481,533.1453457,187.7166436,220.2782116,-366.2427273,-131.0716181,138.9450813,177.2774011,156.2949179,117.3286217,-38.40058813,195.5858517,-130.4765584,95.77219443,260.1821299,-120.6834308,179.5591855,217.3417839,238.7224372,-99.96533193,237.0740233,-105.037848,102.738113,39.48017614,-10.78337395,-50.11892298,-181.6945014,5.089122106,-32.787529,208.1592792,-48.71081668,-169.9684004,-64.25762385,-186.8723566,-17.78376108,27.85538695,-73.48362057,-4.989645994,15.87082224,-99.15253407,206.6882486,113.5444597,9.496770814,-42.22636692,-166.9091086,-31.40453587,114.4104098,34.80816412,133.4364614,-66.63111412,46.23674143,-80.95139759,-57.17615087,-4.634917261,45.6443416,54.4246875,-84.71348218,-69.49869794,29.89057557,-48.95353334,90.35273684,-25.71459473,-1.07490646,131.7505027,-73.94400001,-3.20127152,140.0105141,-63.87341025,-43.53575346,-59.62064191,-71.80091525,-107.1672047,86.29916575,-108.4830003,116.7575612,-184.7866739,3.465808549,104.720757,-2.205179721,-107.5199174,-10.86846272,20.90126169,-33.07315839,-4.20646162,45.65638408,142.4775699,21.44300933,148.0485743,-51.35318652,-101.6229938,0.338861697,-28.01025993,-34.92471285,93.00289531,17.11677105,250.9023842,-9.996506084,42.3672084,43.49369157,148.0753172,17.36618796,-40.58534964,-15.92281277,-119.5632572,72.1058542,-63.96749723,-6.441286022,0.251385806,12.90556068,-5.211532709,-49.84244843,61.43539908,7.906225043,-43.83804315,70.66562012,56.86104957,-123.1329915,-74.46763098,84.20985548,-75.744357,-19.94970536,9.987261426,55.65685198,115.2482098,-18.01106768,77.1246304,71.91347565,-18.86476922,42.8807612,-138.2769945,35.1757888,3.109199643,-24.53433346,-15.42952934,-28.71404245,203.937226,101.1732822,49.94239826,62.91505299,-86.95512901,110.6397706,-23.53370352,76.90549076,-27.74012979,56.15088433,25.14338223,18.7222209,117.3488712,15.79843852,76.50526807,3.072875446,132.1713135,37.80433773,35.58727726,-54.24003467,3.026496237,-54.37530571,-16.45936504,-22.50107571,-71.49257607,25.75848486,44.98222982,121.8110794,6.644779688,14.14409834,-125.0925331,11.13803636,23.4287084,-116.5609088,29.46313175,-69.35770954,2.337311648,-7.639359582,-34.71805486,-61.37637298,-8.953553947,-16.21096316
0,666.7910224,-225.7022037,273.6940964,218.4463148,89.04248614,100.4615264,264.7994046,646.1319772,-588.8491296,93.62173486,667.4416412,319.4362049,-85.48679029,-348.6245667,72.84596555,70.06105976,-541.2094653,223.1675803,-31.07822721,-628.4517236,548.2088929,-581.2565252,-473.6060849,-306.8475181,-173.4673818,-128.5155287,-321.3942297,284.5434271,175.2742341,58.82253592,162.8972237,-113.0452471,-275.9636396,75.47772083,-75.91495508,235.8441617,-187.8997832,-254.7081133,52.28126085,358.4674699,254.7332558,-263.727858,254.3508477,162.4470019,-7.117672199,152.2925682,3.572469127,-157.2687184,-46.6111698,72.64869421,-155.9922051,89.87067702,128.7248293,-126.6441592,4.247182496,-282.6496579,-48.6211895,-259.271154,96.31217107,82.78486408,-23.30571887,-49.59837153,-14.01449442,-121.2018546,66.25125843,78.13106528,-175.7183429,-129.4267797,51.77741617,53.57827599,-7.424822067,106.1119662,-127.3917531,-29.72957808,-54.22133331,251.3580714,-115.6085473,76.11759741,-165.773941,-168.9362723,45.08966082,90.33305441,170.9151417,86.58854148,78.4834451,33.43101883,101.833097,91.05699187,119.0112782,-256.8941379,35.62905433,80.62232061,-45.52721146,-181.2323964,155.0267689,-75.45675773,76.44248135,87.09447426,-140.9872003,122.3667717,-71.27417221,-27.7783884,2.636779397,1.419475604,182.9635508,198.944123,-17.73923384,-122.7683875,-94.86007889,93.94488565,5.6626836,24.75499761,139.3512931,-116.3450184,46.59437208,-35.07880267,-103.6505156,27.40010204,7.376917815,-36.73138624,-89.02415347,-126.0467819,-14.36295625,-117.0408291,-49.17399902,-115.7294795,-73.36036398,55.96762126,-152.3665558,64.11294471,-29.60099224,79.25420036,79.47558064,8.797235554,204.7210917,36.80038508,-34.79141392,-27.24283109,12.42228645,64.95738351,108.2693177,-25.78326449,-54.27776875,-2.375574868,-9.381724057,22.18542082,-41.79825313,-11.16141554,134.7551187,-83.54138509,128.4782611,-115.3327941,13.13853849,-2.607037237,-63.52205256,-80.52101448,-57.92836846,-3.83251595,11.66149784,41.67463155,-89.16652692,13.53143248,-38.08985919,69.217462,66.4169696,16.77719387,-68.68453512,-2.83892155,85.11987693,-6.510967225,1.505410547,-12.16990567,91.31240955,4.967209167,-14.86499146,31.44375164,-41.43687751,4.866595444,-66.86132504,-7.889668369,-77.22273594,19.95880213,67.15284465,-21.20868525,-34.62493117,-21.84887838,22.02096454,84.54232402,-79.15979075,-39.26955696,97.19006165,-4.681251352,-4.923441428,-60.12734659,-76.29254194,77.77055179,-59.5957939,108.568363,32.55404087,103.7452776
0,759.0430618,-52.07475629,646.7982467,239.7518189,762.6934669,-246.1366307,-48.91630281,79.53830329,538.3578671,567.3016643,-422.3527507,-387.9270594,-477.2055443,129.3265076,314.6026833,-431.6150339,-383.312335,108.4032795,-166.2092939,-358.6332732,-139.0562825,124.3434172,164.4629996,53.91291287,172.9078498,342.2140489,162.9582203,28.72646186,-307.4975303,-83.94419908,-112.3615975,151.2674693,-73.11536867,-446.1228006,261.6976237,189.2003896,-127.8030296,-123.0759574,-246.3565188,52.50043067,-90.44366003,87.2336778,34.66334492,31.83670949,210.9115272,94.61921125,-87.11227817,163.0164841,-85.91959107,-28.08526479,-40.02679841,67.74901257,135.0188699,142.4161599,-88.83256099,220.9290661,30.10310105,331.6481839,50.39224694,-66.49212508,184.1226521,-77.93814009,314.4835706,46.50527366,-13.43261708,34.47875283,-165.7391657,-175.2028724,-1.76727113,-28.9480862,-108.4501789,-37.5701784,-44.00735372,136.5580405,76.90673101,25.6665548,129.8078755,163.0288787,124.2299888,-102.1699052,102.9560938,122.5487662,51.21235443,46.88132991,144.2086822,106.6507882,-73.33201891,21.72300737,30.89558355,-142.9465855,1.898750832,-68.22537017,83.39948265,39.38280533,9.367754398,93.04285893,-136.5122628,10.45720733,47.24348706,112.2559363,42.69983208,-115.8240321,91.05497599,12.02367026,105.3262619,-57.36553637,41.46075585,42.03067215,-12.17765925,105.244069,-46.78322415,-74.67495108,-57.26764694,-61.94241124,-44.34153504,86.75353115,-35.30154646,-140.5861884,11.08856655,66.16378602,108.0317322,33.06908961,2.634635527,-162.6441116,73.50251635,47.090459,-32.47719022,51.91622509,-88.25560686,26.76453621,59.92310331,-55.83042147,87.71917373,-17.65818525,-126.0272881,-96.48996569,-114.3167104,-1.513742691,-27.29826098,-51.44453863,-24.74627318,-75.20716594,58.24130847,11.02104998,-12.63613525,89.63428704,-86.07441761,46.66508445,55.5730307,-135.8993554,21.65780569,-1.378338661,39.95199435,-88.80553279,-78.25738287,-40.07277189,-25.67164022,111.0121864,-112.0680815,-104.9554924,-13.9121584,-65.57908534,-52.05877578,59.43622438,-7.697192751,-55.10658854,-36.21210277,60.46395623,-8.044595109,-37.70350084,-82.32248335,-44.55567236,-92.87131593,41.52396122,133.2258612,-11.78600577,-38.58069037,41.79611589,-15.75710581,-78.15740563,12.43923487,31.91066253,66.54094245,105.5680197,-106.529151,-11.20331184,-33.31586313,83.26355607,-19.67816498,9.77200539,-24.65070597,50.06721343,86.65352065,-105.3997043,32.83335942,-20.10682128,87.89221827,-63.13795386,-51.75631532,-15.03591472
