pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80
0.001,567.4501454,-580.9529116,121.8878094,204.9139448,595.9712781,-403.8381203,-516.1497417,157.5149708,43.40665569,117.0291112,-241.6715287,-25.00760948,-11.33717305,636.6317664,-258.1169184,-65.4751976,-86.20843301,506.0376766,134.3111871,44.40097847,-86.76761117,-37.72114441,642.5439156,-13.04108259,45.76379983,-331.7941046,279.4147034,287.18465,-363.4168929,-26.29344592,20.10142172,-21.13690924,47.90000125,-199.164573,19.38734157,-194.8043224,-108.5120098,136.3078182,25.78526971,-29.66928372,108.5409758,-96.90855604,45.17661736,207.4374073,60.66332636,-78.45132428,-117.1396814,-97.54231852,89.64499403,180.3183246,-142.1746251,241.176217,57.64782853,-46.46322082,16.13323555,-102.4605578,-12.89199869,150.8844615,96.54910048,2.822574345,-300.3093072,100.3616129,73.75274249,90.7510122,-111.3250751,-143.4195074,-198.3446798,71.34451975,89.72492281,30.279681,-43.42100516,-9.198639632,-19.32261703,127.9712343,98.13080356,-44.26317856,19.92492222,70.95759794,-59.45079834,12.77380528
0,-413.946725,68.45131486,-844.0953001,298.1317312,-412.7810968,558.4911453,396.0180648,-87.85511781,-114.9086283,661.5950164,-269.0672026,494.6103545,-41.59424217,-306.1014755,-165.0558161,-266.0252652,-0.193462107,405.2581395,371.5443438,58.71973228,-238.9390952,-452.4449127,137.9485495,122.3635156,-194.8122086,-149.9089954,-176.9727058,350.3214192,366.8596811,126.444375,116.5610233,172.6424668,-64.27745166,-161.1212886,274.5896234,-33.34261835,-38.78385949,-14.18243035,94.88243669,-231.4090419,-288.0677736,-208.0311681,-105.9887725,343.0794796,96.64604149,169.1405464,-159.3448516,-9.877011875,-216.6119518,20.7184128,45.56519947,-163.7089421,280.5961717,-55.31128217,126.0282011,-8.342474015,96.68164161,6.483289802,211.6115279,130.7428476,190.520739,154.4156577,-99.1226045,-71.6459559,75.44241926,80.43504276,148.668419,91.97262146,-157.1219367,11.13183847,-82.4049589,-139.8032693,-28.85230628,82.38844673,-151.3250393,-236.4661635,-141.9068275,92.1594226,69.80239321,14.65695353
0,619.8423487,-700.0774581,-459.4713739,208.4429213,-284.8541823,71.61411918,-123.7174552,-553.0981784,36.6879362,-27.58396061,149.008297,-190.0305617,-18.56753183,-310.3450686,66.69756646,-45.57370637,-266.1019731,55.4596151,-262.4488346,-214.6564985,-14.52472461,-168.4491345,39.87439776,-152.0215594,123.6149025,116.9251755,-124.9234411,-269.4853005,-275.0171424,129.9248636,-312.533501,-49.56442865,-271.2412114,-98.41024454,301.9126886,105.7718343,90.35521032,75.86308926,144.7790805,5.280841858,-265.4014494,136.5636675,77.05605482,-11.99702018,-262.232434,-5.089954233,156.1573476,-193.8008309,54.55337061,12.79592045,-2.922536769,133.3282705,-117.0487617,-116.7839062,-76.97134932,-10.19971121,30.08876978,191.5970324,167.1118342,-51.08968373,17.53769693,67.6725808,-9.949486109,73.78210899,17.49816905,49.10133745,92.86024116,-62.25049294,-3.744671575,66.64446294,122.781039,26.29515887,40.84496871,138.8507794,-15.46122715,44.05807494,111.8838377,165.420101,37.67246705,-54.12725268
0,-147.2401502,886.6213019,-197.1331241,329.7344769,813.7852638,-47.82237366,-355.2484755,413.1292696,-392.9558397,394.476079,287.6551066,478.6781075,-792.413483,47.60940517,303.4945489,-236.5204063,-71.64511026,306.4917211,-145.9002346,28.69575687,398.5330089,291.9541889,286.7882665,257.2364288,85.30206855,40.63957332,221.7282204,-221.3937446,110.3728275,10.40906894,-101.9860575,318.4683141,-62.33705034,-29.01713734,-31.85981439,114.6280559,187.8853555,141.9296813,19.5283261,-156.5540581,158.4345105,-73.2421802,-84.91781274,1.104563917,-18.13270753,-123.9199896,-95.84432769,-31.6173238,185.0124474,-94.27611192,72.32978167,-112.3060087,86.74879871,-147.2703696,116.6092882,-133.2457186,-106.2792152,-198.6814009,116.2735296,-93.34894057,178.4211633,-79.36352622,-8.641718567,-27.82329744,-1.357620481,147.0731405,-123.1745216,-96.91787503,-1.372277544,-14.20272014,-93.28921059,113.9073987,-1.021931429,-66.60439198,-35.4975097,64.30524081,32.04864174,-31.10537855,-123.1073255,-109.7059539
0,406.5243385,-548.1065785,427.3341436,676.4090386,49.45278942,-421.0472022,264.8621768,937.0210657,-722.8337955,-273.5589471,172.8709084,171.9047604,-312.2634717,427.4071007,264.7690426,195.9128314,-96.36923518,13.07365856,36.72266871,-380.6246836,-428.3986758,-273.4775581,-142.4696032,6.467804123,-30.44887333,-43.94257501,-314.839153,-56.57476883,51.55913054,-307.3531563,-145.5529173,206.8105666,237.4467651,-119.1447825,143.2685105,-40.91755777,-6.925677399,-110.8259415,232.8922064,-203.5695814,-137.3761509,-110.1821212,98.50656853,-138.558654,-110.9285002,62.91850004,10.1422418,-104.0268243,191.2625342,71.15565057,110.9522909,68.46202252,75.13895618,70.1503568,-170.4338854,-41.81811428,40.11147013,10.15386948,-60.06311319,-36.59093139,103.2022109,-234.1892815,202.9615612,109.788004,-33.06707021,-136.2827745,-180.5342958,-51.95535871,-66.78439615,-78.40918521,-35.81917434,-91.68017997,110.9052378,-13.86975658,-7.625119801,-46.06770809,15.0123574,18.86159915,10.9779161,-211.7671743
0,651.2665034,-619.7100344,-226.6525903,80.29747862,-259.4934538,272.5525897,-173.3625047,-717.8998915,93.56305113,-72.05351623,154.9030183,-153.5964764,-70.20333904,-289.5835758,48.36616844,-283.7698413,-261.0679131,34.80063377,-295.0074392,-271.3249173,-45.20039393,-104.7395465,3.105068238,-205.4235963,38.790578,96.45711612,-92.35955652,-224.2440258,-341.4153964,141.478163,-334.065334,-2.357737181,-347.8750482,-33.63353681,171.3699435,149.001481,53.28629666,123.6105259,84.55831097,90.29447421,-251.4063935,156.7241098,156.2261562,5.820636027,-193.8318019,8.268830317,95.60997185,-179.3714013,-7.62201599,126.0566582,55.3166218,56.97591061,46.61193248,-120.0665721,-128.0621055,-31.39839147,72.66105425,86.72195364,92.6432811,21.04381124,-60.02080093,50.49510568,46.05076851,-8.981874306,43.56565552,51.57913572,-62.67343784,-66.96412191,-29.59244597,-23.21949168,79.01944076,25.61357083,-18.43200351,108.6032739,67.47198921,18.28836572,5.44548352,96.7566157,53.94614481,-57.84535837
0,224.664918,-624.1310384,409.7014533,473.6879711,-78.59771203,-233.4290346,-131.1470187,408.9657978,167.3993287,158.7178156,111.6148446,-675.0655048,290.9323509,567.6292872,270.1240917,-333.6935461,-56.63698172,-42.0067802,491.5873886,-171.3961113,57.42439668,-367.9681226,42.64561078,218.805368,-184.0954152,85.38552032,262.2065945,-26.56017622,54.49782277,258.2257133,430.9954608,-236.9817444,174.7645657,-230.5846582,200.939025,-258.6900113,-87.92292718,-223.8285106,118.7112066,41.22284033,156.4746947,-153.4675301,-154.3408411,-223.102163,239.3991178,-37.69439032,126.5594013,-302.5878908,-195.1513113,-101.0262361,92.10883644,19.76513575,-242.5364535,161.1176821,-127.5048445,-78.42912934,51.4950592,182.2682291,18.47928398,-224.5836074,-119.8673428,57.35445867,-40.94693205,-59.86966326,-55.89136831,-195.8148356,-44.32687722,-24.17534036,-135.3604347,-66.94391765,-175.5545984,21.52429236,94.04700176,71.81634489,-38.04483501,40.71088807,-138.485808,-11.01849372,145.2733053,-42.61925081
0.001,-120.4592613,-688.4133118,185.7386665,171.6652772,624.1614847,-116.9217118,664.6531419,-50.05069674,-114.045356,-107.0548211,-167.5770672,-223.4935966,-202.0338492,-413.174673,125.6806608,497.8468548,296.0580992,-93.92354818,-243.7718492,-35.22180155,-217.6825951,-4.126239589,-237.9058652,139.4199734,533.0443894,187.6040231,220.2210169,-366.2676398,-131.1527012,139.023007,176.8731898,155.9983778,116.9974188,-38.29902321,195.7151097,-130.2928207,94.39260537,260.2278021,-119.9400655,179.5745627,217.2976918,237.0093185,-99.66903079,237.3152635,-106.2046652,104.7243084,39.0968311,-9.661132114,-48.28515122,-181.2435373,-9.264650695,-41.43153226,205.6462437,-58.69058573,-158.2234551,-77.69030063,-187.231984,-23.04002151,19.28729986,-75.43302264,-1.467516198,60.17836183,-119.8570608,-206.2842277,-111.1401566,63.12535854,-11.77909414,-151.2863962,-75.33636219,89.2705326,0.281675138,-30.05719174,129.1549895,89.45045239,-52.53520755,20.62935938,36.53998482,24.56300593,-81.27702966,0.411884085
0,666.7910228,-225.7022144,273.6941113,218.4462074,89.04269504,100.4614554,264.7997384,646.1326487,-588.8498501,93.62303927,667.4389862,319.4348914,-85.48876981,-348.6216482,72.8447208,70.04660114,-541.2182495,223.1791811,-31.08380162,-628.4776748,548.1908758,-581.2697503,-473.6306447,-306.829597,-173.3544072,-128.6028121,-321.4753445,284.4926332,175.3354244,59.03479972,163.2786851,-112.8281623,-276.140344,75.62535353,-75.62734625,235.7507746,-187.3348516,-254.5501328,51.63595969,358.9139178,253.9605019,-265.0033104,255.0139968,161.86687,-8.082047104,153.8148974,1.48801343,-156.1539239,-49.01665416,71.83511138,156.4948136,94.29848392,125.6684033,-122.741204,17.3248875,-283.632641,-55.38085548,-258.8449941,73.69144274,84.79500623,-23.64586285,-69.22241297,-40.98367974,117.5338615,-64.20466833,159.0812485,-150.7153697,-95.41273957,-56.53135999,27.11993161,-37.7176259,-61.04682908,139.6827056,-90.88882006,366.9365288,55.19643816,-44.69195031,-64.31326371,-74.65373609,227.4237543
0,759.0430608,-52.07475741,646.7982355,239.7519097,762.6934391,-246.1366495,-48.9165167,79.53850311,538.3581346,567.3007539,-422.3529595,-387.9283259,-477.2072136,129.3281005,314.6009368,-431.6141194,-383.3144616,108.3895737,-166.2073172,-358.6279525,-139.0251637,124.3832788,164.4642863,53.91880235,172.8363655,342.3158799,162.8929761,28.66845242,-307.463833,-83.86289535,-112.5570873,151.1801523,-73.23486224,-446.0114866,261.5376318,189.330759,-128.1700467,-123.2317428,-246.0901878,51.97651587,-89.9454225,87.72107364,35.38911182,31.95518937,210.7282233,94.95449216,-87.5454064,165.0591734,-79.27507573,-28.82473935,35.9227932,59.10592855,134.7343933,141.5774705,-121.1356818,212.1253269,39.98984287,333.1520127,72.22878365,-67.02553069,183.4169404,-130.5266593,270.9044999,-56.93096656,-21.60918504,114.834941,-78.02917164,-185.9062398,24.64632778,-8.351931484,90.39148229,-157.9161624,-64.50063682,5.168533876,-34.11074178,-18.59443669,146.0991712,38.9806885,8.36250986,322.6142234
