pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60
0.001,567.4501423,-580.9529213,121.8879043,204.9138705,595.9706913,-403.8379865,-516.1518714,157.5169425,43.4098717,117.0404733,-241.6694475,-25.00011496,-11.35962688,636.6594956,-258.1042051,-65.50505656,-86.230635,506.0311263,134.3257005,44.42829388,-86.71109118,-37.85796221,642.2954207,-13.06247228,45.67135051,-332.2414323,279.7916248,287.0856741,-363.1213876,-26.08304925,20.00990488,-18.77697008,47.57400012,-199.7056899,16.71885258,-196.4267551,-102.7427685,134.1441057,26.94647338,-26.09406622,87.98066719,-108.5993125,45.02091003,215.2277224,43.41436398,-69.02872247,-119.564747,-98.02914779,38.24878454,179.5692196,99.77700978,250.5426063,-58.99158789,-77.25971342,-1.487896642,-80.89597812,74.38170986,117.1407799,92.54960387,246.434456
0,-413.9467239,68.45130473,-844.0954876,298.1320337,-412.7810078,558.4904914,396.0194376,-87.8536257,-114.9096905,661.5810246,-269.0772448,494.6114121,-41.56649144,-306.1409261,-165.0527349,-265.9909045,-0.147788634,405.2032471,371.5819178,58.67980757,-238.9865395,-452.5124298,137.9672623,122.6498764,-194.8394034,-149.7688418,-177.7813352,350.6728117,366.3395213,127.131338,116.0460107,170.7606194,-63.42659925,-161.9395194,276.8548496,-33.59905816,-38.8952257,-13.91825656,90.79455613,-236.4733043,-306.7050517,-178.3737371,-97.14564694,333.3410031,89.00158198,165.2815969,-144.5358552,-22.48566352,-204.2513145,14.86712135,-121.2938094,-90.78199996,-263.9762415,-110.4559498,102.7024654,4.302828236,135.4457907,-11.8296,234.4854381,-48.69258835
0,619.8423517,-700.0774615,-459.4714412,208.4430973,-284.8544717,71.61366567,-123.7173367,-553.1014892,36.68805756,-27.58854061,148.9993817,-190.0225979,-18.56461448,-310.367582,66.67672457,-45.56629759,-266.0467375,55.44231279,-262.4084423,-214.5786401,-14.6275666,-168.3666604,39.85877478,-151.9118216,123.7115275,117.0196736,-125.2231458,-269.6001063,-275.1613694,129.2781263,-312.5598944,-50.49968192,-271.9504488,-98.14655985,302.6052754,106.08902,86.23862249,78.33816486,145.5124128,1.036712767,-244.8919269,162.3365072,75.26531811,-23.02882084,-264.1478097,-2.393850842,167.6498734,-184.9928144,67.96130702,1.656992306,29.96492797,110.9978293,147.4946542,-124.5008456,-70.45072384,36.94047199,33.02621829,143.437715,201.0711629,-11.86266188
0,-147.2401482,886.621345,-197.1329489,329.7342561,813.7860325,-47.82101017,-355.2481701,413.1260767,-392.9561178,394.4752593,287.6430372,478.6706389,-792.4123964,47.65088558,303.5240292,-236.531388,-71.62039391,306.4953399,-146.0419091,28.67652596,398.5047071,291.8985711,287.1989036,256.973118,84.89809509,40.23133372,221.0764573,-220.9139251,109.7974086,11.34821249,-101.8585952,319.040354,-61.77044379,-28.61539715,-26.17232841,112.9494658,190.5066527,134.6783265,19.61751432,-153.664577,142.7016137,-84.09999235,-90.70959019,7.499214358,-31.6479426,-117.2431451,-91.50963156,-16.57419114,184.885484,-52.01171126,-73.69888157,-125.6692863,-29.03071226,-129.2814237,51.70342187,-155.936067,47.2585488,-226.6380927,76.28398995,-199.3346397
0,406.524331,-548.1066003,427.3342878,676.4090942,49.45268207,-421.0461766,264.8581948,937.0189522,-722.8306501,-273.5471049,172.8909664,171.9090313,-312.3028028,427.4387097,264.7693921,195.8787695,-96.49359834,13.1961387,36.76376509,-380.554017,-428.2596007,-273.6289774,-142.6946485,6.037574579,-30.7358908,-44.57862233,-313.6293696,-56.72237461,51.58267817,-307.3242653,-146.2442108,209.4931193,235.4182623,-120.4977598,139.2091161,-43.84052341,-1.720781555,-113.2810224,231.3781082,-197.9278458,-161.6583903,-87.7457803,96.72642654,-140.354658,-113.8884033,75.78771309,27.44742541,-66.47716145,159.7806248,-6.680033623,-125.2717819,80.22693066,-78.92764867,54.59633736,-156.6626798,28.50132742,-48.33278753,15.23965208,-94.87475371,-139.2335006
0,651.2665042,-619.7100344,-226.6525437,80.29738126,-259.493596,272.5527987,-173.3626275,-717.9022351,93.56304657,-72.0524345,154.9051219,-153.5979295,-70.20342198,-289.5766467,48.37589362,-283.7702238,-261.0713183,34.79321533,-295.0097668,-271.2895544,-45.23693814,-104.7493732,3.133121796,-205.6057731,38.83643225,96.31439899,-92.32988006,-224.1821295,-341.3978785,141.5080625,-333.8390378,-1.997424368,-348.5048722,-33.42044362,171.2802786,148.5460299,52.70705582,124.5702506,84.91775768,89.96477253,-232.5426201,189.206371,151.6238989,0.886031392,-199.1174943,12.20528007,109.6940478,-171.5005064,-29.33901797,66.44787974,-96.20511002,72.25562097,-15.66162062,-116.8987068,-120.5017392,75.43370729,34.52210024,68.54435688,102.9605547,65.54165302
0,224.6649147,-624.131082,409.7014073,473.6877481,-78.5983403,-233.4310095,-131.1464803,408.9664249,167.4002022,158.7307752,111.6284223,-675.0621479,290.9188801,567.6215198,270.1596988,-333.6713983,-56.70883242,-41.98781236,491.6878737,-171.4178318,57.53246361,-367.6982619,42.25114864,218.791258,-183.5958155,85.89456176,263.8571487,-27.57360547,54.55091993,256.288184,430.8132382,-236.4559654,173.1134162,-229.5235341,195.0833992,-256.3126636,-88.9313836,-223.5588667,121.761425,45.95078299,133.1121116,-175.6808867,-150.6858032,-218.0077546,253.5533522,-39.01087104,122.3295892,-335.1277003,-155.9621337,-191.437853,32.95145431,-66.00828114,150.4056907,201.7460866,-61.05578748,-30.77028805,70.14963382,195.4483852,55.51824794,-23.89368129
0.001,-120.459266,-688.4133136,185.7385846,171.6655661,624.1616389,-116.9226602,664.6553584,-50.05031576,-114.043594,-107.056419,-167.5922982,-223.4787117,-202.0225455,-413.2069784,125.6873608,497.8650153,296.089788,-93.96260903,-243.7686441,-35.23961497,-217.7894571,-4.236023291,-238.1281281,139.4121291,533.2036188,188.0736886,219.7149823,-366.5404326,-131.023115,138.6708757,176.9688514,154.9307883,117.4780293,-38.30400344,197.6715884,-128.8527925,92.97290537,259.8603277,-120.2803481,172.1645569,245.0706451,202.1146405,-99.1982145,232.3490582,-111.6455,105.392003,49.97703885,-0.208150611,-21.11266138,-169.7958707,40.91743291,-60.79551926,-203.960302,-91.3658103,-162.2191133,-182.7768225,-26.66906894,-21.30732012,42.54950219,-28.66543189
0,666.7910218,-225.70221,273.6942328,218.4459507,89.04246128,100.460225,264.7993234,646.1353837,-588.8472288,93.62954373,667.4660534,319.4421675,-85.48905899,-348.6135147,72.87448089,70.05446375,-541.2652572,223.0694609,-31.06885702,-628.414716,548.2174954,-581.2963204,-473.8783963,-306.913007,-173.3699041,-128.3558376,-320.6721683,284.6986629,176.0282934,58.68080039,163.0415515,-111.2961716,-276.2492182,76.33277802,-78.83628312,236.0086506,-189.285702,-256.2695049,54.34137618,362.0439861,214.4578116,-284.6237107,257.5080452,165.372219,-10.07152662,157.0644687,5.13195425,-170.0334474,-75.78472103,-38.89621004,-164.0568206,97.95125446,-67.09061206,-92.80833192,-33.20150093,-199.2454078,187.072259,-266.4555263,24.70089156,53.1484553
0,759.0430531,-52.07475428,646.7983772,239.7515407,762.6932458,-246.1352031,-48.92107468,79.53652542,538.3602441,567.3024203,-422.3411595,-387.937303,-477.2297899,129.3588983,314.6059769,-431.6194977,-383.3449898,108.3119632,-166.1847755,-358.539013,-138.997086,124.2561037,164.3375216,53.80600006,172.7488586,341.7268222,163.3973636,28.4619191,-307.43798,-83.94219799,-112.3936472,153.3737876,-75.09669427,-446.2071833,257.7879198,185.6498027,-127.0560938,-120.8824664,-248.4660021,53.70097735,-74.09837708,102.7045811,28.42100035,45.55234886,203.0765573,95.28830133,-98.60357321,156.8423329,-93.18842568,-63.48211553,-19.83281146,72.38382847,-163.5218656,49.00968092,-5.71365541,213.8090308,-260.2662001,294.348034,109.5191663,-263.7450885
